RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5b1a88970ada0a0001e0f483,"04/26/2022, 13:50:52"
5402,E_F_jennifer_aniston.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5b1a88970ada0a0001e0f483,"04/26/2022, 13:50:52"
4016,E_M_michael_caine.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5b1a88970ada0a0001e0f483,"04/26/2022, 13:50:52"
5324,E_F_keira_knightley.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5b1a88970ada0a0001e0f483,"04/26/2022, 13:50:52"
3331,E_M_Hugh_Grant.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5b1a88970ada0a0001e0f483,"04/26/2022, 13:50:52"
5222,E_F_angelina_jolie.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5b1a88970ada0a0001e0f483,"04/26/2022, 13:50:52"
3834,E_F_sandra_bullock.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5b1a88970ada0a0001e0f483,"04/26/2022, 13:50:52"
3294,E_F_angelina_jolie.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5b1a88970ada0a0001e0f483,"04/26/2022, 13:50:52"
4394,E_F_angelina_jolie.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5b1a88970ada0a0001e0f483,"04/26/2022, 13:50:52"
4845,P_F_tehresy_may.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5b1a88970ada0a0001e0f483,"04/26/2022, 13:50:52"
3962,E_F_sandra_bullock.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5b1a88970ada0a0001e0f483,"04/26/2022, 13:50:52"
3506,E_F_Kate_Winslet.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5b1a88970ada0a0001e0f483,"04/26/2022, 13:50:52"
3642,E_F_angelina_jolie.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5b1a88970ada0a0001e0f483,"04/26/2022, 13:50:52"
5461,E_M_michael_caine.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5b1a88970ada0a0001e0f483,"04/26/2022, 13:50:52"
6866,E_F_sandra_bullock.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5b1a88970ada0a0001e0f483,"04/26/2022, 13:50:52"
4041,E_M_michael_caine.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5b1a88970ada0a0001e0f483,"04/26/2022, 13:50:52"
5618,E_F_sandra_bullock.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5b1a88970ada0a0001e0f483,"04/26/2022, 13:50:52"
6121,P_F_nicola_sturgeon.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,5,5b1a88970ada0a0001e0f483,"04/26/2022, 13:50:52"
7183,E_M_nicolas_cage.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5b1a88970ada0a0001e0f483,"04/26/2022, 13:50:52"
10863,E_M_tom_hankes.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5b1a88970ada0a0001e0f483,"04/26/2022, 13:50:52"
3020,E_F_keira_knightley.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5b1a88970ada0a0001e0f483,"04/26/2022, 13:50:52"
3120,E_F_Kate_Winslet.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5b1a88970ada0a0001e0f483,"04/26/2022, 13:50:52"
10735,E_M_tom_hankes.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5b1a88970ada0a0001e0f483,"04/26/2022, 13:50:52"
8408,E_M_michael_caine.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5b1a88970ada0a0001e0f483,"04/26/2022, 13:50:52"
7641,E_M_tom_hankes.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5b1a88970ada0a0001e0f483,"04/26/2022, 13:50:52"
4289,E_F_sandra_bullock.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,5b1a88970ada0a0001e0f483,"04/26/2022, 13:50:52"
7862,E_F_Kate_Winslet.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5b1a88970ada0a0001e0f483,"04/26/2022, 13:50:52"
9897,P_F_nicola_sturgeon.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5b1a88970ada0a0001e0f483,"04/26/2022, 13:50:52"
3207,E_F_angelina_jolie.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5b1a88970ada0a0001e0f483,"04/26/2022, 13:50:52"
2190,E_F_sandra_bullock.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5b1a88970ada0a0001e0f483,"04/26/2022, 13:50:52"
3135,P_M_boris_johnson.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5b1a88970ada0a0001e0f483,"04/26/2022, 13:50:52"
3576,E_F_Judi_Dench.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5b1a88970ada0a0001e0f483,"04/26/2022, 13:50:52"
5497,P_F_hillary_clinton.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5b1a88970ada0a0001e0f483,"04/26/2022, 13:50:52"
3366,E_F_jennifer_aniston.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5b1a88970ada0a0001e0f483,"04/26/2022, 13:50:52"
5650,P_F_tehresy_may.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5b1a88970ada0a0001e0f483,"04/26/2022, 13:50:52"
2483,P_M_donald_trump.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5b1a88970ada0a0001e0f483,"04/26/2022, 13:50:52"
4129,E_F_Kate_Winslet.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5b1a88970ada0a0001e0f483,"04/26/2022, 13:50:52"
4104,E_M_robert_de_niro.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5b1a88970ada0a0001e0f483,"04/26/2022, 13:50:52"
3693,P_F_tehresy_may.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5b1a88970ada0a0001e0f483,"04/26/2022, 13:50:52"
3733,E_M_robert_de_niro.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5b1a88970ada0a0001e0f483,"04/26/2022, 13:50:52"
6538,E_F_angelina_jolie.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5b1a88970ada0a0001e0f483,"04/26/2022, 13:50:52"
6463,E_F_sandra_bullock.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5b1a88970ada0a0001e0f483,"04/26/2022, 13:50:52"
3570,P_F_hillary_clinton.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,5b1a88970ada0a0001e0f483,"04/26/2022, 13:50:52"
3821,E_F_keira_knightley.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5b1a88970ada0a0001e0f483,"04/26/2022, 13:50:52"
3004,E_M_michael_caine.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5b1a88970ada0a0001e0f483,"04/26/2022, 13:50:52"
3795,E_M_nicolas_cage.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5b1a88970ada0a0001e0f483,"04/26/2022, 13:50:52"
4011,E_F_Judi_Dench.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5b1a88970ada0a0001e0f483,"04/26/2022, 13:50:52"
6493,P_M_boris_johnson.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5b1a88970ada0a0001e0f483,"04/26/2022, 13:50:52"
4499,E_F_Kate_Winslet.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,5b1a88970ada0a0001e0f483,"04/26/2022, 13:50:52"
3081,E_M_michael_caine.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5b1a88970ada0a0001e0f483,"04/26/2022, 13:50:52"
3386,P_F_nicola_sturgeon.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5b1a88970ada0a0001e0f483,"04/26/2022, 13:50:52"
4365,E_F_Kate_Winslet.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5b1a88970ada0a0001e0f483,"04/26/2022, 13:50:52"
2046,E_F_keira_knightley.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5b1a88970ada0a0001e0f483,"04/26/2022, 13:50:52"
1996,E_M_Hugh_Grant.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5b1a88970ada0a0001e0f483,"04/26/2022, 13:50:52"
2789,E_F_Kate_Winslet.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5b1a88970ada0a0001e0f483,"04/26/2022, 13:50:52"
4199,E_M_Hugh_Grant.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5b1a88970ada0a0001e0f483,"04/26/2022, 13:50:52"
2503,E_M_Hugh_Grant.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5b1a88970ada0a0001e0f483,"04/26/2022, 13:50:52"
4010,E_F_jennifer_aniston.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5b1a88970ada0a0001e0f483,"04/26/2022, 13:50:52"
3030,E_F_jennifer_aniston.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5b1a88970ada0a0001e0f483,"04/26/2022, 13:50:52"
2865,E_F_jennifer_aniston.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5b1a88970ada0a0001e0f483,"04/26/2022, 13:50:52"
1859,E_M_robert_de_niro.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5b1a88970ada0a0001e0f483,"04/26/2022, 13:50:52"
1654,E_M_nicolas_cage.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5b1a88970ada0a0001e0f483,"04/26/2022, 13:50:52"
3577,E_F_Judi_Dench.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5b1a88970ada0a0001e0f483,"04/26/2022, 13:50:52"
1622,E_M_tom_hankes.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5b1a88970ada0a0001e0f483,"04/26/2022, 13:50:52"
5668,E_F_Judi_Dench.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5b1a88970ada0a0001e0f483,"04/26/2022, 13:50:52"
4190,E_F_Judi_Dench.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5b1a88970ada0a0001e0f483,"04/26/2022, 13:50:52"
4883,E_F_Kate_Winslet.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5b1a88970ada0a0001e0f483,"04/26/2022, 13:50:52"
3692,E_M_robert_de_niro.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5b1a88970ada0a0001e0f483,"04/26/2022, 13:50:52"
4135,P_M_boris_johnson.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5b1a88970ada0a0001e0f483,"04/26/2022, 13:50:52"
4082,E_F_angelina_jolie.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5b1a88970ada0a0001e0f483,"04/26/2022, 13:50:52"
5033,E_M_Hugh_Grant.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5b1a88970ada0a0001e0f483,"04/26/2022, 13:50:52"
4864,E_F_jennifer_aniston.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5b1a88970ada0a0001e0f483,"04/26/2022, 13:50:52"
2935,E_F_sandra_bullock.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5b1a88970ada0a0001e0f483,"04/26/2022, 13:50:52"
