RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
5295,P_F_hillary_clinton.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
3632,E_F_Judi_Dench.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
3165,P_F_tehresy_may.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
3326,E_M_nicolas_cage.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
4524,E_F_sandra_bullock.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
3671,E_F_Judi_Dench.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
3700,E_M_nicolas_cage.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
3525,E_F_Judi_Dench.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
5568,E_M_nicolas_cage.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
3322,P_F_tehresy_may.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
3604,E_M_nicolas_cage.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
4228,E_F_jennifer_aniston.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
3240,E_F_keira_knightley.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
3575,E_F_Kate_Winslet.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
4438,E_M_tom_hankes.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
3548,P_M_donald_trump.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
3319,E_F_Judi_Dench.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
3709,E_M_Hugh_Grant.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
3389,P_F_hillary_clinton.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
3961,E_F_sandra_bullock.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
3580,E_F_Judi_Dench.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
4044,P_M_donald_trump.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
2645,E_F_sandra_bullock.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
3908,E_M_nicolas_cage.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
4074,E_F_angelina_jolie.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
4301,E_F_keira_knightley.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
4333,E_F_jennifer_aniston.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
3848,E_M_tom_hankes.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
4480,E_M_robert_de_niro.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
3153,P_F_nicola_sturgeon.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
4440,E_F_jennifer_aniston.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
3869,E_F_angelina_jolie.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
4764,E_F_jennifer_aniston.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
4666,E_F_angelina_jolie.jpg,E_F_Judi_Dench.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
3548,P_F_hillary_clinton.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
2463,E_F_Kate_Winslet.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
3071,E_F_keira_knightley.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
4412,P_M_bill_clinton.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
4084,P_M_bill_clinton.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
2705,E_F_angelina_jolie.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
3499,E_M_robert_de_niro.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
3344,P_F_hillary_clinton.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
3375,E_F_Judi_Dench.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
2643,E_F_sandra_bullock.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
5011,E_F_Kate_Winslet.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
4856,E_F_Judi_Dench.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
4758,E_F_jennifer_aniston.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
5397,E_F_keira_knightley.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
2956,E_F_angelina_jolie.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
4053,E_F_angelina_jolie.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
4856,P_M_boris_johnson.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
3465,E_F_sandra_bullock.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
5602,E_F_angelina_jolie.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
5080,E_F_Judi_Dench.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
3658,E_F_Kate_Winslet.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
3804,E_F_jennifer_aniston.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
4187,E_F_jennifer_aniston.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
4971,P_M_david_cameron.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
3579,E_M_michael_caine.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
7826,E_M_michael_caine.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
4888,E_F_keira_knightley.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
7603,E_M_tom_hankes.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
8138,E_F_keira_knightley.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
2621,E_F_keira_knightley.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
3372,E_M_Hugh_Grant.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
4464,E_M_michael_caine.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
3558,E_M_robert_de_niro.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
3666,E_F_keira_knightley.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
2740,P_F_nicola_sturgeon.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
3689,E_M_robert_de_niro.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
3686,P_M_david_cameron.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
3695,E_M_robert_de_niro.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
3551,E_F_jennifer_aniston.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
4094,E_F_Judi_Dench.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
4802,E_F_Kate_Winslet.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
3132,E_F_angelina_jolie.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
4049,E_M_michael_caine.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
2825,E_F_sandra_bullock.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
4213,P_F_nicola_sturgeon.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,3,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
2872,E_F_sandra_bullock.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
4620,P_M_bill_clinton.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
2946,E_F_keira_knightley.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
4422,E_F_Kate_Winslet.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
2748,E_M_tom_hankes.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
3212,E_F_jennifer_aniston.jpg,E_F_Judi_Dench.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
3375,E_F_Kate_Winslet.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
2648,E_F_angelina_jolie.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
4187,E_M_michael_caine.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
3073,P_F_nicola_sturgeon.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
3391,E_M_nicolas_cage.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
2910,E_F_Judi_Dench.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
3544,E_M_Hugh_Grant.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
6885,E_F_Judi_Dench.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
3373,E_F_sandra_bullock.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
3502,P_M_david_cameron.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
2898,E_F_sandra_bullock.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
3369,P_M_bill_clinton.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
5868,E_M_tom_hankes.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
4246,E_F_Kate_Winslet.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
7795,E_M_michael_caine.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
2815,E_M_nicolas_cage.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
3320,E_F_Kate_Winslet.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
3463,E_F_jennifer_aniston.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
2840,E_F_sandra_bullock.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
3213,E_F_Judi_Dench.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
3250,E_F_Kate_Winslet.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
2598,E_M_Hugh_Grant.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
3534,E_F_angelina_jolie.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
2686,E_F_angelina_jolie.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
3360,E_F_jennifer_aniston.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
2425,E_F_keira_knightley.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
4166,E_M_Hugh_Grant.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
3796,E_F_angelina_jolie.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
4717,E_F_Kate_Winslet.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
4047,P_M_bill_clinton.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
3490,E_F_jennifer_aniston.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
3995,E_M_Hugh_Grant.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
3423,P_M_george_Wbush.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
3497,E_F_Judi_Dench.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
