RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
3439,E_M_tom_hankes.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
5270,P_F_nicola_sturgeon.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
2688,E_F_Kate_Winslet.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
5497,E_F_angelina_jolie.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
2778,E_F_keira_knightley.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
4285,E_M_michael_caine.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
3842,E_F_jennifer_aniston.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
3064,E_M_michael_caine.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
3122,E_F_keira_knightley.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
3213,E_F_Judi_Dench.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
3745,E_M_tom_hankes.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
2551,E_F_sandra_bullock.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
2583,E_M_robert_de_niro.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
4142,E_M_tom_hankes.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
3134,E_F_jennifer_aniston.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
3795,E_F_Judi_Dench.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
4033,E_M_robert_de_niro.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
3074,E_F_jennifer_aniston.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
2725,E_F_angelina_jolie.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
3185,E_M_michael_caine.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
4109,E_M_robert_de_niro.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
5270,E_F_keira_knightley.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
4953,P_F_tehresy_may.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
5361,E_F_angelina_jolie.jpg,E_F_jennifer_aniston.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
2498,E_F_angelina_jolie.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
2849,P_F_hillary_clinton.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
5816,E_M_Hugh_Grant.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
2837,E_F_keira_knightley.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
3380,E_M_robert_de_niro.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
4419,E_M_nicolas_cage.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
3165,E_F_Kate_Winslet.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
3451,E_F_keira_knightley.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
4969,P_F_tehresy_may.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
3734,P_F_tehresy_may.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
2790,E_F_jennifer_aniston.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
6513,E_M_nicolas_cage.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
4186,E_M_Hugh_Grant.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
2425,E_F_Judi_Dench.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
4284,E_M_michael_caine.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
5689,P_F_tehresy_may.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
2798,E_F_Kate_Winslet.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
4537,P_F_nicola_sturgeon.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
4543,E_M_Hugh_Grant.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
4316,E_M_Hugh_Grant.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
2978,E_F_Judi_Dench.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
3674,P_F_hillary_clinton.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
6646,E_M_Hugh_Grant.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
3351,P_M_boris_johnson.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
6197,P_F_hillary_clinton.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,6,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
3439,P_F_hillary_clinton.jpg,P_F_nicola_sturgeon.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,6,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
file,isFamiliar,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
P_M_boris_johnson.jpg,1,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
E_M_nicolas_cage.jpg,1,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
P_M_Tony_Blair.jpg,1,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
P_M_donald_trump.jpg,1,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
P_M_george_Wbush.jpg,1,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
E_F_keira_knightley.jpg,1,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
E_F_Judi_Dench.jpg,1,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
E_M_robert_de_niro.jpg,1,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
P_F_hillary_clinton.jpg,1,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
P_F_tehresy_may.jpg,1,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
P_M_bill_clinton.jpg,1,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
E_F_jennifer_aniston.jpg,1,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
E_F_sandra_bullock.jpg,1,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
E_M_michael_caine.jpg,1,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
P_M_david_cameron.jpg,1,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
E_M_tom_hankes.jpg,1,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
E_M_Hugh_Grant.jpg,1,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
E_F_angelina_jolie.jpg,1,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
P_F_nicola_sturgeon.jpg,1,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
E_F_Kate_Winslet.jpg,1,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
age: 26,gender: Female,handedness: right,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
