RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,60a0067f943f8d336ec80fa1,"10/13/2022, 14:08:39"
1775,P_M_david_camer.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,60a0067f943f8d336ec80fa1,"10/13/2022, 14:08:39"
1879,E_F_Julie_Walters.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60a0067f943f8d336ec80fa1,"10/13/2022, 14:08:39"
2278,E_F_Julie_Walters.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,60a0067f943f8d336ec80fa1,"10/13/2022, 14:08:39"
1647,E_F_Sarah_Millican.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,60a0067f943f8d336ec80fa1,"10/13/2022, 14:08:39"
1684,E_M_Michael_McIntyr.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,60a0067f943f8d336ec80fa1,"10/13/2022, 14:08:39"
2669,P_M_david_camer.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,60a0067f943f8d336ec80fa1,"10/13/2022, 14:08:39"
2913,E_M_Ewan_McGregor.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,60a0067f943f8d336ec80fa1,"10/13/2022, 14:08:39"
2502,E_F_Julie_Walters.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60a0067f943f8d336ec80fa1,"10/13/2022, 14:08:39"
2389,E_F_Jennifer_Saunders.png,E_F_Julie_Walters.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,60a0067f943f8d336ec80fa1,"10/13/2022, 14:08:39"
1740,E_F_Julie_Walters.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,60a0067f943f8d336ec80fa1,"10/13/2022, 14:08:39"
2726,E_M_Simon_Pegg.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,60a0067f943f8d336ec80fa1,"10/13/2022, 14:08:39"
2224,E_M_Jimmy_Carr.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,60a0067f943f8d336ec80fa1,"10/13/2022, 14:08:39"
1833,E_M_Jimmy_Carr.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,60a0067f943f8d336ec80fa1,"10/13/2022, 14:08:39"
1918,E_M_Russell_Howard.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,60a0067f943f8d336ec80fa1,"10/13/2022, 14:08:39"
2788,P_F_Theresa_May.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,60a0067f943f8d336ec80fa1,"10/13/2022, 14:08:39"
2850,E_M_Russell_Howard.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,60a0067f943f8d336ec80fa1,"10/13/2022, 14:08:39"
2213,E_F_Julie_Walters.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60a0067f943f8d336ec80fa1,"10/13/2022, 14:08:39"
5031,E_F_Jennifer_Saunders.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60a0067f943f8d336ec80fa1,"10/13/2022, 14:08:39"
2756,E_F_Dawn_Roma_French.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60a0067f943f8d336ec80fa1,"10/13/2022, 14:08:39"
3035,P_F_Theresa_May.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,60a0067f943f8d336ec80fa1,"10/13/2022, 14:08:39"
1791,E_M_Simon_Pegg.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,60a0067f943f8d336ec80fa1,"10/13/2022, 14:08:39"
1669,E_M_Ewan_McGregor.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,60a0067f943f8d336ec80fa1,"10/13/2022, 14:08:39"
1696,E_M_Simon_Pegg.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,60a0067f943f8d336ec80fa1,"10/13/2022, 14:08:39"
2142,P_F_nicola_sturge.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,60a0067f943f8d336ec80fa1,"10/13/2022, 14:08:39"
2012,E_M_Michael_McIntyr.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,60a0067f943f8d336ec80fa1,"10/13/2022, 14:08:39"
3587,P_M_Gordon_Brown.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,60a0067f943f8d336ec80fa1,"10/13/2022, 14:08:39"
2875,P_F_Theresa_May.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,60a0067f943f8d336ec80fa1,"10/13/2022, 14:08:39"
file,isFamiliar,60a0067f943f8d336ec80fa1,"10/13/2022, 14:08:39"
E_M_Peter_Kay.png,1,60a0067f943f8d336ec80fa1,"10/13/2022, 14:08:39"
P_M_david_camer.png,1,60a0067f943f8d336ec80fa1,"10/13/2022, 14:08:39"
P_M_Gordon_Brown.png,1,60a0067f943f8d336ec80fa1,"10/13/2022, 14:08:39"
P_M_nigel_farage.png,1,60a0067f943f8d336ec80fa1,"10/13/2022, 14:08:39"
P_M_Sajid_Javid.png,0,60a0067f943f8d336ec80fa1,"10/13/2022, 14:08:39"
P_M_Michael_Gove.png,0,60a0067f943f8d336ec80fa1,"10/13/2022, 14:08:39"
P_F_nicola_sturge.png,1,60a0067f943f8d336ec80fa1,"10/13/2022, 14:08:39"
E_F_Julie_Walters.png,1,60a0067f943f8d336ec80fa1,"10/13/2022, 14:08:39"
E_M_Jimmy_Carr.png,1,60a0067f943f8d336ec80fa1,"10/13/2022, 14:08:39"
P_M_Tony_Blair.png,1,60a0067f943f8d336ec80fa1,"10/13/2022, 14:08:39"
E_M_Russell_Howard.png,1,60a0067f943f8d336ec80fa1,"10/13/2022, 14:08:39"
E_F_Sarah_Millican.png,1,60a0067f943f8d336ec80fa1,"10/13/2022, 14:08:39"
P_M_keir_starmer.png,1,60a0067f943f8d336ec80fa1,"10/13/2022, 14:08:39"
E_F_Jennifer_Saunders.png,1,60a0067f943f8d336ec80fa1,"10/13/2022, 14:08:39"
P_M_jeremy_corbyn.png,1,60a0067f943f8d336ec80fa1,"10/13/2022, 14:08:39"
E_M_Simon_Pegg.png,1,60a0067f943f8d336ec80fa1,"10/13/2022, 14:08:39"
E_M_Ewan_McGregor.png,1,60a0067f943f8d336ec80fa1,"10/13/2022, 14:08:39"
E_F_Dawn_Roma_French.png,1,60a0067f943f8d336ec80fa1,"10/13/2022, 14:08:39"
E_M_Michael_McIntyr.png,1,60a0067f943f8d336ec80fa1,"10/13/2022, 14:08:39"
P_F_Theresa_May.png,1,60a0067f943f8d336ec80fa1,"10/13/2022, 14:08:39"
file,imageryAns,60a0067f943f8d336ec80fa1,"10/13/2022, 14:08:39"
P_F_Theresa_May.png,2,60a0067f943f8d336ec80fa1,"10/13/2022, 14:08:39"
P_M_keir_starmer.png,4,60a0067f943f8d336ec80fa1,"10/13/2022, 14:08:39"
P_M_david_camer.png,3,60a0067f943f8d336ec80fa1,"10/13/2022, 14:08:39"
E_M_Michael_McIntyr.png,2,60a0067f943f8d336ec80fa1,"10/13/2022, 14:08:39"
P_F_nicola_sturge.png,1,60a0067f943f8d336ec80fa1,"10/13/2022, 14:08:39"
P_M_jeremy_corbyn.png,3,60a0067f943f8d336ec80fa1,"10/13/2022, 14:08:39"
E_M_Russell_Howard.png,3,60a0067f943f8d336ec80fa1,"10/13/2022, 14:08:39"
E_M_Peter_Kay.png,2,60a0067f943f8d336ec80fa1,"10/13/2022, 14:08:39"
E_F_Dawn_Roma_French.png,1,60a0067f943f8d336ec80fa1,"10/13/2022, 14:08:39"
E_M_Ewan_McGregor.png,1,60a0067f943f8d336ec80fa1,"10/13/2022, 14:08:39"
P_M_Michael_Gove.png,5,60a0067f943f8d336ec80fa1,"10/13/2022, 14:08:39"
P_M_Tony_Blair.png,3,60a0067f943f8d336ec80fa1,"10/13/2022, 14:08:39"
P_M_nigel_farage.png,3,60a0067f943f8d336ec80fa1,"10/13/2022, 14:08:39"
E_M_Simon_Pegg.png,3,60a0067f943f8d336ec80fa1,"10/13/2022, 14:08:39"
E_F_Julie_Walters.png,1,60a0067f943f8d336ec80fa1,"10/13/2022, 14:08:39"
E_F_Sarah_Millican.png,2,60a0067f943f8d336ec80fa1,"10/13/2022, 14:08:39"
E_M_Jimmy_Carr.png,2,60a0067f943f8d336ec80fa1,"10/13/2022, 14:08:39"
E_F_Jennifer_Saunders.png,1,60a0067f943f8d336ec80fa1,"10/13/2022, 14:08:39"
P_M_Sajid_Javid.png,5,60a0067f943f8d336ec80fa1,"10/13/2022, 14:08:39"
P_M_Gordon_Brown.png,3,60a0067f943f8d336ec80fa1,"10/13/2022, 14:08:39"
age: 26,gender: Female,handedness: right,60a0067f943f8d336ec80fa1,"10/13/2022, 14:08:39"
