RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,595bb42745265c000166d399,"10/13/2022, 07:22:12"
2751,P_F_Theresa_May.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,595bb42745265c000166d399,"10/13/2022, 07:22:12"
2150,E_M_Michael_McIntyr.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,595bb42745265c000166d399,"10/13/2022, 07:22:12"
1167,P_F_Theresa_May.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,595bb42745265c000166d399,"10/13/2022, 07:22:12"
2030,E_M_Peter_Kay.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,595bb42745265c000166d399,"10/13/2022, 07:22:12"
2238,E_F_Jennifer_Saunders.png,E_F_Julie_Walters.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,595bb42745265c000166d399,"10/13/2022, 07:22:12"
2198,E_F_Sarah_Millican.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,595bb42745265c000166d399,"10/13/2022, 07:22:12"
1414,E_M_Jimmy_Carr.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,595bb42745265c000166d399,"10/13/2022, 07:22:12"
7231,E_F_Julie_Walters.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,595bb42745265c000166d399,"10/13/2022, 07:22:12"
2798,P_F_Theresa_May.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,595bb42745265c000166d399,"10/13/2022, 07:22:12"
1470,E_F_Jennifer_Saunders.png,E_F_Sarah_Millican.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,595bb42745265c000166d399,"10/13/2022, 07:22:12"
1278,P_M_jeremy_corbyn.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,595bb42745265c000166d399,"10/13/2022, 07:22:12"
1391,E_F_Sarah_Millican.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,595bb42745265c000166d399,"10/13/2022, 07:22:12"
1278,P_M_Michael_Gove.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,595bb42745265c000166d399,"10/13/2022, 07:22:12"
1655,P_F_nicola_sturge.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,595bb42745265c000166d399,"10/13/2022, 07:22:12"
2070,E_F_Jennifer_Saunders.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,595bb42745265c000166d399,"10/13/2022, 07:22:12"
2183,E_M_Jimmy_Carr.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,595bb42745265c000166d399,"10/13/2022, 07:22:12"
2463,E_M_Michael_McIntyr.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,595bb42745265c000166d399,"10/13/2022, 07:22:12"
2038,E_M_Simon_Pegg.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,595bb42745265c000166d399,"10/13/2022, 07:22:12"
1830,E_F_Julie_Walters.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,595bb42745265c000166d399,"10/13/2022, 07:22:12"
1767,E_F_Jennifer_Saunders.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,595bb42745265c000166d399,"10/13/2022, 07:22:12"
1422,E_M_Jimmy_Carr.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,595bb42745265c000166d399,"10/13/2022, 07:22:12"
1872,E_M_Ewan_McGregor.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,595bb42745265c000166d399,"10/13/2022, 07:22:12"
2253,E_M_Ewan_McGregor.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,595bb42745265c000166d399,"10/13/2022, 07:22:12"
989,E_F_Dawn_Roma_French.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,595bb42745265c000166d399,"10/13/2022, 07:22:12"
1175,E_F_Julie_Walters.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,595bb42745265c000166d399,"10/13/2022, 07:22:12"
950,E_F_Sarah_Millican.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,595bb42745265c000166d399,"10/13/2022, 07:22:12"
1215,P_M_jeremy_corbyn.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,595bb42745265c000166d399,"10/13/2022, 07:22:12"
966,E_F_Jennifer_Saunders.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,595bb42745265c000166d399,"10/13/2022, 07:22:12"
1014,E_M_Jimmy_Carr.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,595bb42745265c000166d399,"10/13/2022, 07:22:12"
975,P_M_Gordon_Brown.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,595bb42745265c000166d399,"10/13/2022, 07:22:12"
1279,E_F_Julie_Walters.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,595bb42745265c000166d399,"10/13/2022, 07:22:12"
1310,E_F_Julie_Walters.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,595bb42745265c000166d399,"10/13/2022, 07:22:12"
1319,E_F_Dawn_Roma_French.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,595bb42745265c000166d399,"10/13/2022, 07:22:12"
917,P_M_david_camer.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,595bb42745265c000166d399,"10/13/2022, 07:22:12"
1127,E_M_Ewan_McGregor.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,595bb42745265c000166d399,"10/13/2022, 07:22:12"
2079,P_M_keir_starmer.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,595bb42745265c000166d399,"10/13/2022, 07:22:12"
1159,E_M_Michael_McIntyr.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,595bb42745265c000166d399,"10/13/2022, 07:22:12"
1118,E_F_Dawn_Roma_French.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,595bb42745265c000166d399,"10/13/2022, 07:22:12"
1086,E_M_Peter_Kay.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,595bb42745265c000166d399,"10/13/2022, 07:22:12"
2185,E_M_Jimmy_Carr.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,595bb42745265c000166d399,"10/13/2022, 07:22:12"
1182,E_F_Dawn_Roma_French.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,595bb42745265c000166d399,"10/13/2022, 07:22:12"
1254,E_M_Ewan_McGregor.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,595bb42745265c000166d399,"10/13/2022, 07:22:12"
2230,E_M_Jimmy_Carr.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,595bb42745265c000166d399,"10/13/2022, 07:22:12"
1790,E_M_Russell_Howard.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,595bb42745265c000166d399,"10/13/2022, 07:22:12"
file,isFamiliar,595bb42745265c000166d399,"10/13/2022, 07:22:12"
P_F_nicola_sturge.png,1,595bb42745265c000166d399,"10/13/2022, 07:22:12"
E_M_Ewan_McGregor.png,1,595bb42745265c000166d399,"10/13/2022, 07:22:12"
P_M_Tony_Blair.png,1,595bb42745265c000166d399,"10/13/2022, 07:22:12"
P_M_Sajid_Javid.png,0,595bb42745265c000166d399,"10/13/2022, 07:22:12"
P_M_nigel_farage.png,1,595bb42745265c000166d399,"10/13/2022, 07:22:12"
P_F_Theresa_May.png,1,595bb42745265c000166d399,"10/13/2022, 07:22:12"
E_M_Peter_Kay.png,1,595bb42745265c000166d399,"10/13/2022, 07:22:12"
E_M_Jimmy_Carr.png,1,595bb42745265c000166d399,"10/13/2022, 07:22:12"
E_F_Julie_Walters.png,1,595bb42745265c000166d399,"10/13/2022, 07:22:12"
E_F_Sarah_Millican.png,1,595bb42745265c000166d399,"10/13/2022, 07:22:12"
P_M_david_camer.png,1,595bb42745265c000166d399,"10/13/2022, 07:22:12"
P_M_keir_starmer.png,1,595bb42745265c000166d399,"10/13/2022, 07:22:12"
E_M_Michael_McIntyr.png,1,595bb42745265c000166d399,"10/13/2022, 07:22:12"
P_M_jeremy_corbyn.png,1,595bb42745265c000166d399,"10/13/2022, 07:22:12"
P_M_Gordon_Brown.png,1,595bb42745265c000166d399,"10/13/2022, 07:22:12"
E_F_Dawn_Roma_French.png,0,595bb42745265c000166d399,"10/13/2022, 07:22:12"
P_M_Michael_Gove.png,1,595bb42745265c000166d399,"10/13/2022, 07:22:12"
E_M_Simon_Pegg.png,1,595bb42745265c000166d399,"10/13/2022, 07:22:12"
E_F_Jennifer_Saunders.png,1,595bb42745265c000166d399,"10/13/2022, 07:22:12"
E_M_Russell_Howard.png,1,595bb42745265c000166d399,"10/13/2022, 07:22:12"
file,imageryAns,595bb42745265c000166d399,"10/13/2022, 07:22:12"
P_M_nigel_farage.png,3,595bb42745265c000166d399,"10/13/2022, 07:22:12"
E_F_Julie_Walters.png,3,595bb42745265c000166d399,"10/13/2022, 07:22:12"
E_F_Jennifer_Saunders.png,4,595bb42745265c000166d399,"10/13/2022, 07:22:12"
E_F_Dawn_Roma_French.png,5,595bb42745265c000166d399,"10/13/2022, 07:22:12"
P_M_Gordon_Brown.png,3,595bb42745265c000166d399,"10/13/2022, 07:22:12"
P_F_Theresa_May.png,3,595bb42745265c000166d399,"10/13/2022, 07:22:12"
P_M_Tony_Blair.png,4,595bb42745265c000166d399,"10/13/2022, 07:22:12"
P_M_jeremy_corbyn.png,3,595bb42745265c000166d399,"10/13/2022, 07:22:12"
P_M_keir_starmer.png,3,595bb42745265c000166d399,"10/13/2022, 07:22:12"
E_F_Sarah_Millican.png,4,595bb42745265c000166d399,"10/13/2022, 07:22:12"
E_M_Peter_Kay.png,3,595bb42745265c000166d399,"10/13/2022, 07:22:12"
P_F_nicola_sturge.png,3,595bb42745265c000166d399,"10/13/2022, 07:22:12"
P_M_Michael_Gove.png,4,595bb42745265c000166d399,"10/13/2022, 07:22:12"
P_M_Sajid_Javid.png,5,595bb42745265c000166d399,"10/13/2022, 07:22:12"
P_M_david_camer.png,3,595bb42745265c000166d399,"10/13/2022, 07:22:12"
E_M_Michael_McIntyr.png,2,595bb42745265c000166d399,"10/13/2022, 07:22:12"
E_M_Jimmy_Carr.png,2,595bb42745265c000166d399,"10/13/2022, 07:22:12"
E_M_Simon_Pegg.png,2,595bb42745265c000166d399,"10/13/2022, 07:22:12"
E_M_Ewan_McGregor.png,4,595bb42745265c000166d399,"10/13/2022, 07:22:12"
E_M_Russell_Howard.png,3,595bb42745265c000166d399,"10/13/2022, 07:22:12"
age: 33,gender: Female,handedness: right,595bb42745265c000166d399,"10/13/2022, 07:22:12"
