RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
4924,P_F_nicola_sturge.png,P_M_david_camer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
3746,P_M_jeremy_corbyn.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
5022,E_M_Ewan_McGregor.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
3447,E_M_Simon_Pegg.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
6750,P_M_david_camer.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
4324,P_M_Gordon_Brown.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
9638,E_M_Jimmy_Carr.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
3709,E_M_Michael_McIntyr.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
2503,E_M_Russell_Howard.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
3137,E_F_Jennifer_Saunders.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
3241,E_M_Peter_Kay.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
3826,E_M_Peter_Kay.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
2151,E_F_Jennifer_Saunders.png,E_F_Julie_Walters.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
2507,E_M_Russell_Howard.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
3193,P_M_Gordon_Brown.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
10041,E_M_Simon_Pegg.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
16735,E_F_Sarah_Millican.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
2178,E_M_Ewan_McGregor.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
2787,P_M_jeremy_corbyn.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
3163,E_M_Ewan_McGregor.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
2883,P_M_david_camer.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
3231,E_F_Dawn_Roma_French.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
3780,E_F_Dawn_Roma_French.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
2351,P_F_nicola_sturge.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
3610,E_M_Simon_Pegg.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
2464,E_F_Dawn_Roma_French.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
3950,E_F_Dawn_Roma_French.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
3416,E_F_Dawn_Roma_French.png,E_F_Julie_Walters.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
8854,E_F_Sarah_Millican.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
3934,E_M_Michael_McIntyr.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
3212,E_F_Julie_Walters.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
5694,E_M_Simon_Pegg.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
4119,E_F_Julie_Walters.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
4585,E_F_Dawn_Roma_French.png,E_F_Jennifer_Saunders.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
7541,E_M_Michael_McIntyr.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
3831,P_F_Theresa_May.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
5845,E_M_Jimmy_Carr.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
2842,E_F_Jennifer_Saunders.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
2170,E_F_Julie_Walters.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
3050,E_F_Jennifer_Saunders.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
3332,E_M_Michael_McIntyr.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
7396,E_F_Julie_Walters.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
4058,E_M_Peter_Kay.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
3300,E_M_Ewan_McGregor.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
2905,P_M_nigel_farage.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
5054,E_M_Ewan_McGregor.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
4010,E_M_Michael_McIntyr.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
3389,E_F_Jennifer_Saunders.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
10382,P_M_Michael_Gove.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
6978,E_F_Julie_Walters.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
file,isFamiliar,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
P_M_nigel_farage.png,1,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
E_F_Jennifer_Saunders.png,0,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
P_M_jeremy_corbyn.png,1,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
E_F_Sarah_Millican.png,1,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
E_M_Simon_Pegg.png,1,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
P_F_Theresa_May.png,1,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
E_M_Russell_Howard.png,0,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
P_M_Sajid_Javid.png,1,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
E_M_Jimmy_Carr.png,1,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
E_F_Dawn_Roma_French.png,1,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
P_M_Michael_Gove.png,1,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
E_M_Michael_McIntyr.png,1,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
P_M_Tony_Blair.png,1,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
P_M_Gordon_Brown.png,1,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
E_M_Peter_Kay.png,1,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
P_M_david_camer.png,1,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
E_M_Ewan_McGregor.png,1,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
P_F_nicola_sturge.png,1,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
P_M_keir_starmer.png,1,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
E_F_Julie_Walters.png,1,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
file,imageryAns,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
E_M_Peter_Kay.png,2,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
E_F_Julie_Walters.png,3,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
P_F_Theresa_May.png,1,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
P_M_Sajid_Javid.png,2,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
E_M_Jimmy_Carr.png,2,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
E_F_Sarah_Millican.png,3,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
P_M_keir_starmer.png,1,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
E_F_Dawn_Roma_French.png,3,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
P_M_Michael_Gove.png,2,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
P_M_nigel_farage.png,2,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
P_M_david_camer.png,2,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
P_M_jeremy_corbyn.png,1,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
E_M_Michael_McIntyr.png,2,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
P_F_nicola_sturge.png,2,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
E_M_Ewan_McGregor.png,3,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
P_M_Gordon_Brown.png,2,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
P_M_Tony_Blair.png,2,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
E_M_Russell_Howard.png,4,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
E_F_Jennifer_Saunders.png,4,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
E_M_Simon_Pegg.png,3,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
age: 29,gender: Male,handedness: right,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
