RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,63289f0f28963caadc782a5d,"10/13/2022, 14:05:48"
1568,P_M_Gordon_Brown.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,63289f0f28963caadc782a5d,"10/13/2022, 14:05:48"
971,P_F_Theresa_May.png,P_M_david_camer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,63289f0f28963caadc782a5d,"10/13/2022, 14:05:48"
1512,E_M_Russell_Howard.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,63289f0f28963caadc782a5d,"10/13/2022, 14:05:48"
907,E_M_Ewan_McGregor.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,63289f0f28963caadc782a5d,"10/13/2022, 14:05:48"
942,E_F_Dawn_Roma_French.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,63289f0f28963caadc782a5d,"10/13/2022, 14:05:48"
816,E_F_Jennifer_Saunders.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,63289f0f28963caadc782a5d,"10/13/2022, 14:05:48"
838,E_M_Ewan_McGregor.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,63289f0f28963caadc782a5d,"10/13/2022, 14:05:48"
841,P_F_nicola_sturge.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,63289f0f28963caadc782a5d,"10/13/2022, 14:05:48"
678,P_M_david_camer.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,63289f0f28963caadc782a5d,"10/13/2022, 14:05:48"
781,P_F_nicola_sturge.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,63289f0f28963caadc782a5d,"10/13/2022, 14:05:48"
851,E_M_Simon_Pegg.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,63289f0f28963caadc782a5d,"10/13/2022, 14:05:48"
738,P_M_keir_starmer.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,63289f0f28963caadc782a5d,"10/13/2022, 14:05:48"
922,E_M_Ewan_McGregor.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,63289f0f28963caadc782a5d,"10/13/2022, 14:05:48"
735,E_M_Jimmy_Carr.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,63289f0f28963caadc782a5d,"10/13/2022, 14:05:48"
1082,E_F_Julie_Walters.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,63289f0f28963caadc782a5d,"10/13/2022, 14:05:48"
1001,E_F_Jennifer_Saunders.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,63289f0f28963caadc782a5d,"10/13/2022, 14:05:48"
1878,E_F_Sarah_Millican.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,63289f0f28963caadc782a5d,"10/13/2022, 14:05:48"
1229,E_M_Simon_Pegg.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,63289f0f28963caadc782a5d,"10/13/2022, 14:05:48"
1003,E_F_Julie_Walters.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,63289f0f28963caadc782a5d,"10/13/2022, 14:05:48"
1608,P_M_david_camer.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,63289f0f28963caadc782a5d,"10/13/2022, 14:05:48"
1497,E_M_Michael_McIntyr.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,63289f0f28963caadc782a5d,"10/13/2022, 14:05:48"
869,E_M_Jimmy_Carr.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,63289f0f28963caadc782a5d,"10/13/2022, 14:05:48"
4675,E_F_Jennifer_Saunders.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,63289f0f28963caadc782a5d,"10/13/2022, 14:05:48"
1180,P_F_nicola_sturge.png,P_F_Theresa_May.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,6,63289f0f28963caadc782a5d,"10/13/2022, 14:05:48"
1172,E_M_Michael_McIntyr.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,63289f0f28963caadc782a5d,"10/13/2022, 14:05:48"
1698,E_M_Peter_Kay.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,63289f0f28963caadc782a5d,"10/13/2022, 14:05:48"
1597,E_M_Michael_McIntyr.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,63289f0f28963caadc782a5d,"10/13/2022, 14:05:48"
1665,P_F_Theresa_May.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,63289f0f28963caadc782a5d,"10/13/2022, 14:05:48"
1712,E_F_Jennifer_Saunders.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,63289f0f28963caadc782a5d,"10/13/2022, 14:05:48"
2440,E_F_Julie_Walters.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,63289f0f28963caadc782a5d,"10/13/2022, 14:05:48"
1454,E_F_Jennifer_Saunders.png,E_F_Sarah_Millican.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,63289f0f28963caadc782a5d,"10/13/2022, 14:05:48"
2935,E_M_Simon_Pegg.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,63289f0f28963caadc782a5d,"10/13/2022, 14:05:48"
1969,P_M_Gordon_Brown.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,63289f0f28963caadc782a5d,"10/13/2022, 14:05:48"
2090,E_M_Russell_Howard.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,63289f0f28963caadc782a5d,"10/13/2022, 14:05:48"
1210,E_M_Peter_Kay.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,63289f0f28963caadc782a5d,"10/13/2022, 14:05:48"
789,E_M_Peter_Kay.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,63289f0f28963caadc782a5d,"10/13/2022, 14:05:48"
1906,P_M_Michael_Gove.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,63289f0f28963caadc782a5d,"10/13/2022, 14:05:48"
933,E_M_Simon_Pegg.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,63289f0f28963caadc782a5d,"10/13/2022, 14:05:48"
1136,P_M_nigel_farage.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,63289f0f28963caadc782a5d,"10/13/2022, 14:05:48"
1112,E_M_Jimmy_Carr.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,63289f0f28963caadc782a5d,"10/13/2022, 14:05:48"
1016,E_F_Sarah_Millican.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,63289f0f28963caadc782a5d,"10/13/2022, 14:05:48"
829,P_M_david_camer.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,63289f0f28963caadc782a5d,"10/13/2022, 14:05:48"
794,E_F_Dawn_Roma_French.png,E_F_Julie_Walters.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,63289f0f28963caadc782a5d,"10/13/2022, 14:05:48"
666,E_M_Peter_Kay.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,63289f0f28963caadc782a5d,"10/13/2022, 14:05:48"
702,E_F_Sarah_Millican.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,63289f0f28963caadc782a5d,"10/13/2022, 14:05:48"
783,E_M_Ewan_McGregor.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,63289f0f28963caadc782a5d,"10/13/2022, 14:05:48"
834,E_M_Jimmy_Carr.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,63289f0f28963caadc782a5d,"10/13/2022, 14:05:48"
911,E_M_Michael_McIntyr.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,63289f0f28963caadc782a5d,"10/13/2022, 14:05:48"
1126,E_F_Julie_Walters.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,63289f0f28963caadc782a5d,"10/13/2022, 14:05:48"
1760,E_F_Dawn_Roma_French.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,63289f0f28963caadc782a5d,"10/13/2022, 14:05:48"
1420,E_M_Simon_Pegg.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,63289f0f28963caadc782a5d,"10/13/2022, 14:05:48"
3211,E_F_Sarah_Millican.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,63289f0f28963caadc782a5d,"10/13/2022, 14:05:48"
file,isFamiliar,63289f0f28963caadc782a5d,"10/13/2022, 14:05:48"
P_M_Michael_Gove.png,1,63289f0f28963caadc782a5d,"10/13/2022, 14:05:48"
P_F_Theresa_May.png,1,63289f0f28963caadc782a5d,"10/13/2022, 14:05:48"
E_M_Russell_Howard.png,1,63289f0f28963caadc782a5d,"10/13/2022, 14:05:48"
E_F_Sarah_Millican.png,1,63289f0f28963caadc782a5d,"10/13/2022, 14:05:48"
P_F_nicola_sturge.png,1,63289f0f28963caadc782a5d,"10/13/2022, 14:05:48"
P_M_jeremy_corbyn.png,1,63289f0f28963caadc782a5d,"10/13/2022, 14:05:48"
E_M_Michael_McIntyr.png,1,63289f0f28963caadc782a5d,"10/13/2022, 14:05:48"
E_M_Peter_Kay.png,1,63289f0f28963caadc782a5d,"10/13/2022, 14:05:48"
E_F_Jennifer_Saunders.png,1,63289f0f28963caadc782a5d,"10/13/2022, 14:05:48"
E_F_Dawn_Roma_French.png,1,63289f0f28963caadc782a5d,"10/13/2022, 14:05:48"
E_M_Simon_Pegg.png,1,63289f0f28963caadc782a5d,"10/13/2022, 14:05:48"
P_M_nigel_farage.png,1,63289f0f28963caadc782a5d,"10/13/2022, 14:05:48"
E_M_Jimmy_Carr.png,1,63289f0f28963caadc782a5d,"10/13/2022, 14:05:48"
P_M_Tony_Blair.png,1,63289f0f28963caadc782a5d,"10/13/2022, 14:05:48"
P_M_Gordon_Brown.png,1,63289f0f28963caadc782a5d,"10/13/2022, 14:05:48"
E_M_Ewan_McGregor.png,1,63289f0f28963caadc782a5d,"10/13/2022, 14:05:48"
P_M_keir_starmer.png,1,63289f0f28963caadc782a5d,"10/13/2022, 14:05:48"
P_M_Sajid_Javid.png,1,63289f0f28963caadc782a5d,"10/13/2022, 14:05:48"
E_F_Julie_Walters.png,1,63289f0f28963caadc782a5d,"10/13/2022, 14:05:48"
P_M_david_camer.png,1,63289f0f28963caadc782a5d,"10/13/2022, 14:05:48"
file,imageryAns,63289f0f28963caadc782a5d,"10/13/2022, 14:05:48"
E_M_Simon_Pegg.png,1,63289f0f28963caadc782a5d,"10/13/2022, 14:05:48"
P_M_jeremy_corbyn.png,1,63289f0f28963caadc782a5d,"10/13/2022, 14:05:48"
P_M_nigel_farage.png,1,63289f0f28963caadc782a5d,"10/13/2022, 14:05:48"
E_F_Sarah_Millican.png,1,63289f0f28963caadc782a5d,"10/13/2022, 14:05:48"
P_M_david_camer.png,1,63289f0f28963caadc782a5d,"10/13/2022, 14:05:48"
E_M_Michael_McIntyr.png,1,63289f0f28963caadc782a5d,"10/13/2022, 14:05:48"
P_M_Tony_Blair.png,1,63289f0f28963caadc782a5d,"10/13/2022, 14:05:48"
P_M_Gordon_Brown.png,1,63289f0f28963caadc782a5d,"10/13/2022, 14:05:48"
E_M_Ewan_McGregor.png,1,63289f0f28963caadc782a5d,"10/13/2022, 14:05:48"
P_M_Michael_Gove.png,1,63289f0f28963caadc782a5d,"10/13/2022, 14:05:48"
P_M_Sajid_Javid.png,1,63289f0f28963caadc782a5d,"10/13/2022, 14:05:48"
E_M_Jimmy_Carr.png,1,63289f0f28963caadc782a5d,"10/13/2022, 14:05:48"
E_F_Jennifer_Saunders.png,1,63289f0f28963caadc782a5d,"10/13/2022, 14:05:48"
P_M_keir_starmer.png,1,63289f0f28963caadc782a5d,"10/13/2022, 14:05:48"
P_F_nicola_sturge.png,1,63289f0f28963caadc782a5d,"10/13/2022, 14:05:48"
P_F_Theresa_May.png,1,63289f0f28963caadc782a5d,"10/13/2022, 14:05:48"
E_F_Dawn_Roma_French.png,1,63289f0f28963caadc782a5d,"10/13/2022, 14:05:48"
E_M_Russell_Howard.png,1,63289f0f28963caadc782a5d,"10/13/2022, 14:05:48"
E_M_Peter_Kay.png,1,63289f0f28963caadc782a5d,"10/13/2022, 14:05:48"
E_F_Julie_Walters.png,1,63289f0f28963caadc782a5d,"10/13/2022, 14:05:48"
age: 27,gender: Male,handedness: right,63289f0f28963caadc782a5d,"10/13/2022, 14:05:48"
