RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5ca4c1ca21fa370016bc0174,"10/13/2022, 14:11:45"
4669,P_F_Theresa_May.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5ca4c1ca21fa370016bc0174,"10/13/2022, 14:11:45"
3156,E_M_Peter_Kay.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ca4c1ca21fa370016bc0174,"10/13/2022, 14:11:45"
2908,E_M_Michael_McIntyr.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5ca4c1ca21fa370016bc0174,"10/13/2022, 14:11:45"
1501,E_F_Dawn_Roma_French.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5ca4c1ca21fa370016bc0174,"10/13/2022, 14:11:45"
2850,P_M_Gordon_Brown.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5ca4c1ca21fa370016bc0174,"10/13/2022, 14:11:45"
2842,E_F_Julie_Walters.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5ca4c1ca21fa370016bc0174,"10/13/2022, 14:11:45"
4037,P_M_david_camer.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5ca4c1ca21fa370016bc0174,"10/13/2022, 14:11:45"
1984,E_M_Simon_Pegg.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ca4c1ca21fa370016bc0174,"10/13/2022, 14:11:45"
919,P_M_Gordon_Brown.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5ca4c1ca21fa370016bc0174,"10/13/2022, 14:11:45"
1483,E_F_Dawn_Roma_French.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5ca4c1ca21fa370016bc0174,"10/13/2022, 14:11:45"
1589,P_M_david_camer.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5ca4c1ca21fa370016bc0174,"10/13/2022, 14:11:45"
2047,P_F_nicola_sturge.png,P_F_Theresa_May.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,6,5ca4c1ca21fa370016bc0174,"10/13/2022, 14:11:45"
2598,E_F_Julie_Walters.png,E_F_Sarah_Millican.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,5ca4c1ca21fa370016bc0174,"10/13/2022, 14:11:45"
1591,E_F_Julie_Walters.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ca4c1ca21fa370016bc0174,"10/13/2022, 14:11:45"
2337,E_M_Michael_McIntyr.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ca4c1ca21fa370016bc0174,"10/13/2022, 14:11:45"
2577,E_F_Julie_Walters.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5ca4c1ca21fa370016bc0174,"10/13/2022, 14:11:45"
2091,E_M_Russell_Howard.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ca4c1ca21fa370016bc0174,"10/13/2022, 14:11:45"
2628,P_F_nicola_sturge.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5ca4c1ca21fa370016bc0174,"10/13/2022, 14:11:45"
1966,E_M_Russell_Howard.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ca4c1ca21fa370016bc0174,"10/13/2022, 14:11:45"
2753,E_M_Peter_Kay.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5ca4c1ca21fa370016bc0174,"10/13/2022, 14:11:45"
2204,E_M_Ewan_McGregor.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ca4c1ca21fa370016bc0174,"10/13/2022, 14:11:45"
3591,E_M_Russell_Howard.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5ca4c1ca21fa370016bc0174,"10/13/2022, 14:11:45"
3472,E_M_Russell_Howard.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ca4c1ca21fa370016bc0174,"10/13/2022, 14:11:45"
2268,E_F_Sarah_Millican.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ca4c1ca21fa370016bc0174,"10/13/2022, 14:11:45"
2450,E_F_Julie_Walters.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ca4c1ca21fa370016bc0174,"10/13/2022, 14:11:45"
2484,E_F_Julie_Walters.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5ca4c1ca21fa370016bc0174,"10/13/2022, 14:11:45"
2168,E_M_Ewan_McGregor.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ca4c1ca21fa370016bc0174,"10/13/2022, 14:11:45"
3262,E_M_Simon_Pegg.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ca4c1ca21fa370016bc0174,"10/13/2022, 14:11:45"
2468,E_M_Peter_Kay.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ca4c1ca21fa370016bc0174,"10/13/2022, 14:11:45"
2456,E_F_Sarah_Millican.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5ca4c1ca21fa370016bc0174,"10/13/2022, 14:11:45"
4215,E_F_Jennifer_Saunders.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ca4c1ca21fa370016bc0174,"10/13/2022, 14:11:45"
1927,E_F_Jennifer_Saunders.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ca4c1ca21fa370016bc0174,"10/13/2022, 14:11:45"
2028,E_M_Russell_Howard.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5ca4c1ca21fa370016bc0174,"10/13/2022, 14:11:45"
2196,E_F_Dawn_Roma_French.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5ca4c1ca21fa370016bc0174,"10/13/2022, 14:11:45"
2497,E_M_Simon_Pegg.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5ca4c1ca21fa370016bc0174,"10/13/2022, 14:11:45"
3171,E_M_Michael_McIntyr.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5ca4c1ca21fa370016bc0174,"10/13/2022, 14:11:45"
2289,E_M_Peter_Kay.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5ca4c1ca21fa370016bc0174,"10/13/2022, 14:11:45"
2448,E_M_Jimmy_Carr.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5ca4c1ca21fa370016bc0174,"10/13/2022, 14:11:45"
1927,E_F_Sarah_Millican.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5ca4c1ca21fa370016bc0174,"10/13/2022, 14:11:45"
2087,P_M_keir_starmer.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5ca4c1ca21fa370016bc0174,"10/13/2022, 14:11:45"
3171,E_F_Sarah_Millican.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5ca4c1ca21fa370016bc0174,"10/13/2022, 14:11:45"
1746,P_M_nigel_farage.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5ca4c1ca21fa370016bc0174,"10/13/2022, 14:11:45"
1157,P_M_Michael_Gove.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5ca4c1ca21fa370016bc0174,"10/13/2022, 14:11:45"
2220,E_M_Peter_Kay.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ca4c1ca21fa370016bc0174,"10/13/2022, 14:11:45"
1261,E_F_Dawn_Roma_French.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5ca4c1ca21fa370016bc0174,"10/13/2022, 14:11:45"
2191,E_F_Jennifer_Saunders.png,E_F_Sarah_Millican.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5ca4c1ca21fa370016bc0174,"10/13/2022, 14:11:45"
2127,E_M_Simon_Pegg.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5ca4c1ca21fa370016bc0174,"10/13/2022, 14:11:45"
3996,E_M_Ewan_McGregor.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ca4c1ca21fa370016bc0174,"10/13/2022, 14:11:45"
3683,E_F_Jennifer_Saunders.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5ca4c1ca21fa370016bc0174,"10/13/2022, 14:11:45"
2271,E_M_Michael_McIntyr.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ca4c1ca21fa370016bc0174,"10/13/2022, 14:11:45"
2471,E_F_Sarah_Millican.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5ca4c1ca21fa370016bc0174,"10/13/2022, 14:11:45"
4301,E_F_Sarah_Millican.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5ca4c1ca21fa370016bc0174,"10/13/2022, 14:11:45"
2681,E_F_Sarah_Millican.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ca4c1ca21fa370016bc0174,"10/13/2022, 14:11:45"
2799,E_M_Jimmy_Carr.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ca4c1ca21fa370016bc0174,"10/13/2022, 14:11:45"
2031,E_F_Dawn_Roma_French.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5ca4c1ca21fa370016bc0174,"10/13/2022, 14:11:45"
file,isFamiliar,5ca4c1ca21fa370016bc0174,"10/13/2022, 14:11:45"
P_M_Gordon_Brown.png,1,5ca4c1ca21fa370016bc0174,"10/13/2022, 14:11:45"
P_M_keir_starmer.png,1,5ca4c1ca21fa370016bc0174,"10/13/2022, 14:11:45"
E_M_Simon_Pegg.png,1,5ca4c1ca21fa370016bc0174,"10/13/2022, 14:11:45"
P_F_Theresa_May.png,1,5ca4c1ca21fa370016bc0174,"10/13/2022, 14:11:45"
E_F_Sarah_Millican.png,1,5ca4c1ca21fa370016bc0174,"10/13/2022, 14:11:45"
P_M_jeremy_corbyn.png,1,5ca4c1ca21fa370016bc0174,"10/13/2022, 14:11:45"
E_M_Jimmy_Carr.png,1,5ca4c1ca21fa370016bc0174,"10/13/2022, 14:11:45"
P_F_nicola_sturge.png,1,5ca4c1ca21fa370016bc0174,"10/13/2022, 14:11:45"
E_M_Michael_McIntyr.png,1,5ca4c1ca21fa370016bc0174,"10/13/2022, 14:11:45"
P_M_Sajid_Javid.png,0,5ca4c1ca21fa370016bc0174,"10/13/2022, 14:11:45"
E_M_Russell_Howard.png,1,5ca4c1ca21fa370016bc0174,"10/13/2022, 14:11:45"
E_M_Peter_Kay.png,1,5ca4c1ca21fa370016bc0174,"10/13/2022, 14:11:45"
E_F_Julie_Walters.png,1,5ca4c1ca21fa370016bc0174,"10/13/2022, 14:11:45"
P_M_Tony_Blair.png,1,5ca4c1ca21fa370016bc0174,"10/13/2022, 14:11:45"
P_M_nigel_farage.png,1,5ca4c1ca21fa370016bc0174,"10/13/2022, 14:11:45"
E_M_Ewan_McGregor.png,1,5ca4c1ca21fa370016bc0174,"10/13/2022, 14:11:45"
P_M_Michael_Gove.png,0,5ca4c1ca21fa370016bc0174,"10/13/2022, 14:11:45"
E_F_Dawn_Roma_French.png,1,5ca4c1ca21fa370016bc0174,"10/13/2022, 14:11:45"
P_M_david_camer.png,1,5ca4c1ca21fa370016bc0174,"10/13/2022, 14:11:45"
E_F_Jennifer_Saunders.png,1,5ca4c1ca21fa370016bc0174,"10/13/2022, 14:11:45"
file,imageryAns,5ca4c1ca21fa370016bc0174,"10/13/2022, 14:11:45"
E_M_Simon_Pegg.png,1,5ca4c1ca21fa370016bc0174,"10/13/2022, 14:11:45"
E_M_Peter_Kay.png,2,5ca4c1ca21fa370016bc0174,"10/13/2022, 14:11:45"
P_M_keir_starmer.png,2,5ca4c1ca21fa370016bc0174,"10/13/2022, 14:11:45"
E_M_Jimmy_Carr.png,2,5ca4c1ca21fa370016bc0174,"10/13/2022, 14:11:45"
E_M_Michael_McIntyr.png,1,5ca4c1ca21fa370016bc0174,"10/13/2022, 14:11:45"
P_M_david_camer.png,1,5ca4c1ca21fa370016bc0174,"10/13/2022, 14:11:45"
E_M_Ewan_McGregor.png,2,5ca4c1ca21fa370016bc0174,"10/13/2022, 14:11:45"
E_F_Julie_Walters.png,2,5ca4c1ca21fa370016bc0174,"10/13/2022, 14:11:45"
P_M_Sajid_Javid.png,4,5ca4c1ca21fa370016bc0174,"10/13/2022, 14:11:45"
E_F_Jennifer_Saunders.png,1,5ca4c1ca21fa370016bc0174,"10/13/2022, 14:11:45"
P_M_Michael_Gove.png,4,5ca4c1ca21fa370016bc0174,"10/13/2022, 14:11:45"
E_F_Dawn_Roma_French.png,3,5ca4c1ca21fa370016bc0174,"10/13/2022, 14:11:45"
P_F_nicola_sturge.png,1,5ca4c1ca21fa370016bc0174,"10/13/2022, 14:11:45"
E_M_Russell_Howard.png,3,5ca4c1ca21fa370016bc0174,"10/13/2022, 14:11:45"
P_F_Theresa_May.png,1,5ca4c1ca21fa370016bc0174,"10/13/2022, 14:11:45"
E_F_Sarah_Millican.png,1,5ca4c1ca21fa370016bc0174,"10/13/2022, 14:11:45"
P_M_Gordon_Brown.png,3,5ca4c1ca21fa370016bc0174,"10/13/2022, 14:11:45"
P_M_Tony_Blair.png,3,5ca4c1ca21fa370016bc0174,"10/13/2022, 14:11:45"
P_M_jeremy_corbyn.png,1,5ca4c1ca21fa370016bc0174,"10/13/2022, 14:11:45"
P_M_nigel_farage.png,1,5ca4c1ca21fa370016bc0174,"10/13/2022, 14:11:45"
age: 29,gender: Female,handedness: right,5ca4c1ca21fa370016bc0174,"10/13/2022, 14:11:45"
