RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5a799309f49c9a0001f31396,"10/13/2022, 14:12:13"
5190,P_M_david_camer.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5a799309f49c9a0001f31396,"10/13/2022, 14:12:13"
3815,E_M_Russell_Howard.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5a799309f49c9a0001f31396,"10/13/2022, 14:12:13"
3758,P_M_jeremy_corbyn.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5a799309f49c9a0001f31396,"10/13/2022, 14:12:13"
5372,E_F_Sarah_Millican.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5a799309f49c9a0001f31396,"10/13/2022, 14:12:13"
13393,E_M_Jimmy_Carr.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5a799309f49c9a0001f31396,"10/13/2022, 14:12:13"
4767,P_M_david_camer.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5a799309f49c9a0001f31396,"10/13/2022, 14:12:13"
3030,E_M_Peter_Kay.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5a799309f49c9a0001f31396,"10/13/2022, 14:12:13"
3216,E_M_Michael_McIntyr.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5a799309f49c9a0001f31396,"10/13/2022, 14:12:13"
3236,E_M_Michael_McIntyr.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5a799309f49c9a0001f31396,"10/13/2022, 14:12:13"
3917,E_F_Jennifer_Saunders.png,E_F_Sarah_Millican.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5a799309f49c9a0001f31396,"10/13/2022, 14:12:13"
3599,E_F_Jennifer_Saunders.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5a799309f49c9a0001f31396,"10/13/2022, 14:12:13"
3910,E_M_Jimmy_Carr.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5a799309f49c9a0001f31396,"10/13/2022, 14:12:13"
4065,E_F_Dawn_Roma_French.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5a799309f49c9a0001f31396,"10/13/2022, 14:12:13"
2945,E_M_Simon_Pegg.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5a799309f49c9a0001f31396,"10/13/2022, 14:12:13"
5540,E_M_Jimmy_Carr.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5a799309f49c9a0001f31396,"10/13/2022, 14:12:13"
2781,E_F_Sarah_Millican.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5a799309f49c9a0001f31396,"10/13/2022, 14:12:13"
3654,E_F_Julie_Walters.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5a799309f49c9a0001f31396,"10/13/2022, 14:12:13"
3890,E_F_Dawn_Roma_French.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5a799309f49c9a0001f31396,"10/13/2022, 14:12:13"
3641,E_F_Sarah_Millican.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5a799309f49c9a0001f31396,"10/13/2022, 14:12:13"
3248,E_F_Julie_Walters.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5a799309f49c9a0001f31396,"10/13/2022, 14:12:13"
4224,E_M_Peter_Kay.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5a799309f49c9a0001f31396,"10/13/2022, 14:12:13"
2937,E_F_Jennifer_Saunders.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5a799309f49c9a0001f31396,"10/13/2022, 14:12:13"
2687,E_F_Julie_Walters.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5a799309f49c9a0001f31396,"10/13/2022, 14:12:13"
3594,E_F_Sarah_Millican.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5a799309f49c9a0001f31396,"10/13/2022, 14:12:13"
5143,P_F_nicola_sturge.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5a799309f49c9a0001f31396,"10/13/2022, 14:12:13"
3074,P_M_Gordon_Brown.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5a799309f49c9a0001f31396,"10/13/2022, 14:12:13"
3040,E_M_Russell_Howard.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5a799309f49c9a0001f31396,"10/13/2022, 14:12:13"
3235,P_M_keir_starmer.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5a799309f49c9a0001f31396,"10/13/2022, 14:12:13"
4424,P_F_nicola_sturge.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5a799309f49c9a0001f31396,"10/13/2022, 14:12:13"
2688,P_M_jeremy_corbyn.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5a799309f49c9a0001f31396,"10/13/2022, 14:12:13"
5586,P_F_nicola_sturge.png,P_M_Gordon_Brown.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5a799309f49c9a0001f31396,"10/13/2022, 14:12:13"
2693,E_F_Dawn_Roma_French.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5a799309f49c9a0001f31396,"10/13/2022, 14:12:13"
4348,E_F_Jennifer_Saunders.png,E_F_Julie_Walters.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5a799309f49c9a0001f31396,"10/13/2022, 14:12:13"
3238,E_M_Michael_McIntyr.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5a799309f49c9a0001f31396,"10/13/2022, 14:12:13"
3557,E_F_Jennifer_Saunders.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5a799309f49c9a0001f31396,"10/13/2022, 14:12:13"
5394,P_F_nicola_sturge.png,P_M_david_camer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5a799309f49c9a0001f31396,"10/13/2022, 14:12:13"
7961,E_F_Julie_Walters.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5a799309f49c9a0001f31396,"10/13/2022, 14:12:13"
3338,E_F_Dawn_Roma_French.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5a799309f49c9a0001f31396,"10/13/2022, 14:12:13"
2747,E_F_Jennifer_Saunders.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5a799309f49c9a0001f31396,"10/13/2022, 14:12:13"
3851,P_F_Theresa_May.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5a799309f49c9a0001f31396,"10/13/2022, 14:12:13"
2814,E_F_Julie_Walters.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5a799309f49c9a0001f31396,"10/13/2022, 14:12:13"
3223,E_F_Sarah_Millican.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5a799309f49c9a0001f31396,"10/13/2022, 14:12:13"
3579,E_M_Jimmy_Carr.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5a799309f49c9a0001f31396,"10/13/2022, 14:12:13"
3119,P_F_Theresa_May.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5a799309f49c9a0001f31396,"10/13/2022, 14:12:13"
2233,E_M_Simon_Pegg.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5a799309f49c9a0001f31396,"10/13/2022, 14:12:13"
4135,E_F_Sarah_Millican.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5a799309f49c9a0001f31396,"10/13/2022, 14:12:13"
2244,E_M_Jimmy_Carr.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5a799309f49c9a0001f31396,"10/13/2022, 14:12:13"
4952,E_F_Dawn_Roma_French.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5a799309f49c9a0001f31396,"10/13/2022, 14:12:13"
2325,E_F_Jennifer_Saunders.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5a799309f49c9a0001f31396,"10/13/2022, 14:12:13"
6379,E_M_Peter_Kay.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5a799309f49c9a0001f31396,"10/13/2022, 14:12:13"
3612,E_F_Sarah_Millican.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5a799309f49c9a0001f31396,"10/13/2022, 14:12:13"
2889,P_M_david_camer.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5a799309f49c9a0001f31396,"10/13/2022, 14:12:13"
2901,E_F_Jennifer_Saunders.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5a799309f49c9a0001f31396,"10/13/2022, 14:12:13"
2366,E_F_Sarah_Millican.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5a799309f49c9a0001f31396,"10/13/2022, 14:12:13"
4217,E_F_Jennifer_Saunders.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5a799309f49c9a0001f31396,"10/13/2022, 14:12:13"
3686,E_F_Dawn_Roma_French.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5a799309f49c9a0001f31396,"10/13/2022, 14:12:13"
5835,P_M_jeremy_corbyn.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5a799309f49c9a0001f31396,"10/13/2022, 14:12:13"
6253,E_M_Russell_Howard.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5a799309f49c9a0001f31396,"10/13/2022, 14:12:13"
3873,P_F_nicola_sturge.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5a799309f49c9a0001f31396,"10/13/2022, 14:12:13"
2649,E_F_Sarah_Millican.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5a799309f49c9a0001f31396,"10/13/2022, 14:12:13"
3041,E_M_Peter_Kay.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5a799309f49c9a0001f31396,"10/13/2022, 14:12:13"
3261,E_M_Simon_Pegg.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5a799309f49c9a0001f31396,"10/13/2022, 14:12:13"
2473,E_M_Ewan_McGregor.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5a799309f49c9a0001f31396,"10/13/2022, 14:12:13"
3221,P_M_Gordon_Brown.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5a799309f49c9a0001f31396,"10/13/2022, 14:12:13"
3833,E_M_Michael_McIntyr.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5a799309f49c9a0001f31396,"10/13/2022, 14:12:13"
3661,E_M_Jimmy_Carr.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5a799309f49c9a0001f31396,"10/13/2022, 14:12:13"
2470,P_F_Theresa_May.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5a799309f49c9a0001f31396,"10/13/2022, 14:12:13"
3725,P_F_Theresa_May.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5a799309f49c9a0001f31396,"10/13/2022, 14:12:13"
10527,E_M_Michael_McIntyr.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5a799309f49c9a0001f31396,"10/13/2022, 14:12:13"
2094,E_M_Ewan_McGregor.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5a799309f49c9a0001f31396,"10/13/2022, 14:12:13"
5149,E_F_Dawn_Roma_French.png,E_F_Julie_Walters.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5a799309f49c9a0001f31396,"10/13/2022, 14:12:13"
2183,E_F_Julie_Walters.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5a799309f49c9a0001f31396,"10/13/2022, 14:12:13"
3366,E_M_Jimmy_Carr.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5a799309f49c9a0001f31396,"10/13/2022, 14:12:13"
