RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,60514236bdcfc4985e31b4bf,"10/13/2022, 14:22:23"
4923,E_M_Jimmy_Carr.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,60514236bdcfc4985e31b4bf,"10/13/2022, 14:22:23"
3362,P_M_Gordon_Brown.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,60514236bdcfc4985e31b4bf,"10/13/2022, 14:22:23"
5611,E_F_Jennifer_Saunders.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60514236bdcfc4985e31b4bf,"10/13/2022, 14:22:23"
3096,E_M_Ewan_McGregor.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60514236bdcfc4985e31b4bf,"10/13/2022, 14:22:23"
3919,E_F_Dawn_Roma_French.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60514236bdcfc4985e31b4bf,"10/13/2022, 14:22:23"
3970,E_F_Sarah_Millican.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,60514236bdcfc4985e31b4bf,"10/13/2022, 14:22:23"
4309,E_F_Jennifer_Saunders.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60514236bdcfc4985e31b4bf,"10/13/2022, 14:22:23"
4501,E_F_Dawn_Roma_French.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,60514236bdcfc4985e31b4bf,"10/13/2022, 14:22:23"
5216,E_F_Dawn_Roma_French.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60514236bdcfc4985e31b4bf,"10/13/2022, 14:22:23"
3680,P_M_david_camer.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,60514236bdcfc4985e31b4bf,"10/13/2022, 14:22:23"
4429,P_M_david_camer.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,60514236bdcfc4985e31b4bf,"10/13/2022, 14:22:23"
4792,E_F_Dawn_Roma_French.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60514236bdcfc4985e31b4bf,"10/13/2022, 14:22:23"
3721,E_M_Russell_Howard.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60514236bdcfc4985e31b4bf,"10/13/2022, 14:22:23"
3193,E_F_Sarah_Millican.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60514236bdcfc4985e31b4bf,"10/13/2022, 14:22:23"
2996,E_M_Simon_Pegg.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,60514236bdcfc4985e31b4bf,"10/13/2022, 14:22:23"
2024,E_F_Jennifer_Saunders.png,E_F_Sarah_Millican.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,60514236bdcfc4985e31b4bf,"10/13/2022, 14:22:23"
2834,P_M_keir_starmer.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,60514236bdcfc4985e31b4bf,"10/13/2022, 14:22:23"
4760,E_M_Simon_Pegg.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60514236bdcfc4985e31b4bf,"10/13/2022, 14:22:23"
4478,P_M_david_camer.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,60514236bdcfc4985e31b4bf,"10/13/2022, 14:22:23"
3747,E_M_Ewan_McGregor.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,60514236bdcfc4985e31b4bf,"10/13/2022, 14:22:23"
3451,E_M_Peter_Kay.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,60514236bdcfc4985e31b4bf,"10/13/2022, 14:22:23"
3156,E_M_Jimmy_Carr.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,60514236bdcfc4985e31b4bf,"10/13/2022, 14:22:23"
2397,E_F_Julie_Walters.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,60514236bdcfc4985e31b4bf,"10/13/2022, 14:22:23"
5924,E_M_Jimmy_Carr.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,60514236bdcfc4985e31b4bf,"10/13/2022, 14:22:23"
4510,E_F_Jennifer_Saunders.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60514236bdcfc4985e31b4bf,"10/13/2022, 14:22:23"
5174,E_M_Simon_Pegg.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60514236bdcfc4985e31b4bf,"10/13/2022, 14:22:23"
4365,E_F_Sarah_Millican.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60514236bdcfc4985e31b4bf,"10/13/2022, 14:22:23"
3517,E_M_Simon_Pegg.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,60514236bdcfc4985e31b4bf,"10/13/2022, 14:22:23"
2350,E_M_Ewan_McGregor.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,60514236bdcfc4985e31b4bf,"10/13/2022, 14:22:23"
4818,E_M_Jimmy_Carr.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60514236bdcfc4985e31b4bf,"10/13/2022, 14:22:23"
3315,E_M_Peter_Kay.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60514236bdcfc4985e31b4bf,"10/13/2022, 14:22:23"
4625,E_F_Jennifer_Saunders.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60514236bdcfc4985e31b4bf,"10/13/2022, 14:22:23"
3146,E_F_Dawn_Roma_French.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60514236bdcfc4985e31b4bf,"10/13/2022, 14:22:23"
4434,P_M_jeremy_corbyn.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,60514236bdcfc4985e31b4bf,"10/13/2022, 14:22:23"
3910,P_M_david_camer.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,60514236bdcfc4985e31b4bf,"10/13/2022, 14:22:23"
5904,E_M_Jimmy_Carr.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60514236bdcfc4985e31b4bf,"10/13/2022, 14:22:23"
3496,E_M_Russell_Howard.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60514236bdcfc4985e31b4bf,"10/13/2022, 14:22:23"
4144,P_M_jeremy_corbyn.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,60514236bdcfc4985e31b4bf,"10/13/2022, 14:22:23"
4299,E_M_Simon_Pegg.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,60514236bdcfc4985e31b4bf,"10/13/2022, 14:22:23"
4806,E_M_Michael_McIntyr.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60514236bdcfc4985e31b4bf,"10/13/2022, 14:22:23"
4614,E_M_Russell_Howard.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,60514236bdcfc4985e31b4bf,"10/13/2022, 14:22:23"
3125,E_M_Peter_Kay.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60514236bdcfc4985e31b4bf,"10/13/2022, 14:22:23"
file,isFamiliar,60514236bdcfc4985e31b4bf,"10/13/2022, 14:22:23"
E_F_Dawn_Roma_French.png,1,60514236bdcfc4985e31b4bf,"10/13/2022, 14:22:23"
P_M_keir_starmer.png,1,60514236bdcfc4985e31b4bf,"10/13/2022, 14:22:23"
P_M_Gordon_Brown.png,1,60514236bdcfc4985e31b4bf,"10/13/2022, 14:22:23"
P_M_Michael_Gove.png,1,60514236bdcfc4985e31b4bf,"10/13/2022, 14:22:23"
E_M_Jimmy_Carr.png,1,60514236bdcfc4985e31b4bf,"10/13/2022, 14:22:23"
P_M_Sajid_Javid.png,1,60514236bdcfc4985e31b4bf,"10/13/2022, 14:22:23"
E_M_Simon_Pegg.png,1,60514236bdcfc4985e31b4bf,"10/13/2022, 14:22:23"
E_M_Russell_Howard.png,1,60514236bdcfc4985e31b4bf,"10/13/2022, 14:22:23"
P_F_nicola_sturge.png,1,60514236bdcfc4985e31b4bf,"10/13/2022, 14:22:23"
E_F_Jennifer_Saunders.png,1,60514236bdcfc4985e31b4bf,"10/13/2022, 14:22:23"
E_F_Julie_Walters.png,0,60514236bdcfc4985e31b4bf,"10/13/2022, 14:22:23"
E_M_Peter_Kay.png,1,60514236bdcfc4985e31b4bf,"10/13/2022, 14:22:23"
P_M_Tony_Blair.png,1,60514236bdcfc4985e31b4bf,"10/13/2022, 14:22:23"
E_F_Sarah_Millican.png,0,60514236bdcfc4985e31b4bf,"10/13/2022, 14:22:23"
P_M_david_camer.png,1,60514236bdcfc4985e31b4bf,"10/13/2022, 14:22:23"
P_M_nigel_farage.png,1,60514236bdcfc4985e31b4bf,"10/13/2022, 14:22:23"
E_M_Ewan_McGregor.png,1,60514236bdcfc4985e31b4bf,"10/13/2022, 14:22:23"
E_M_Michael_McIntyr.png,1,60514236bdcfc4985e31b4bf,"10/13/2022, 14:22:23"
P_F_Theresa_May.png,1,60514236bdcfc4985e31b4bf,"10/13/2022, 14:22:23"
P_M_jeremy_corbyn.png,1,60514236bdcfc4985e31b4bf,"10/13/2022, 14:22:23"
file,imageryAns,60514236bdcfc4985e31b4bf,"10/13/2022, 14:22:23"
P_M_Michael_Gove.png,2,60514236bdcfc4985e31b4bf,"10/13/2022, 14:22:23"
E_M_Michael_McIntyr.png,2,60514236bdcfc4985e31b4bf,"10/13/2022, 14:22:23"
E_M_Peter_Kay.png,3,60514236bdcfc4985e31b4bf,"10/13/2022, 14:22:23"
E_M_Russell_Howard.png,2,60514236bdcfc4985e31b4bf,"10/13/2022, 14:22:23"
P_M_Tony_Blair.png,1,60514236bdcfc4985e31b4bf,"10/13/2022, 14:22:23"
P_F_nicola_sturge.png,1,60514236bdcfc4985e31b4bf,"10/13/2022, 14:22:23"
P_M_nigel_farage.png,1,60514236bdcfc4985e31b4bf,"10/13/2022, 14:22:23"
P_M_Gordon_Brown.png,1,60514236bdcfc4985e31b4bf,"10/13/2022, 14:22:23"
E_M_Jimmy_Carr.png,2,60514236bdcfc4985e31b4bf,"10/13/2022, 14:22:23"
P_F_Theresa_May.png,2,60514236bdcfc4985e31b4bf,"10/13/2022, 14:22:23"
E_F_Sarah_Millican.png,3,60514236bdcfc4985e31b4bf,"10/13/2022, 14:22:23"
P_M_jeremy_corbyn.png,2,60514236bdcfc4985e31b4bf,"10/13/2022, 14:22:23"
E_F_Dawn_Roma_French.png,5,60514236bdcfc4985e31b4bf,"10/13/2022, 14:22:23"
E_F_Jennifer_Saunders.png,1,60514236bdcfc4985e31b4bf,"10/13/2022, 14:22:23"
P_M_Sajid_Javid.png,2,60514236bdcfc4985e31b4bf,"10/13/2022, 14:22:23"
P_M_keir_starmer.png,3,60514236bdcfc4985e31b4bf,"10/13/2022, 14:22:23"
P_M_david_camer.png,4,60514236bdcfc4985e31b4bf,"10/13/2022, 14:22:23"
E_F_Julie_Walters.png,2,60514236bdcfc4985e31b4bf,"10/13/2022, 14:22:23"
E_M_Ewan_McGregor.png,3,60514236bdcfc4985e31b4bf,"10/13/2022, 14:22:23"
E_M_Simon_Pegg.png,2,60514236bdcfc4985e31b4bf,"10/13/2022, 14:22:23"
age: 30,gender: Male,handedness: right,60514236bdcfc4985e31b4bf,"10/13/2022, 14:22:23"
