RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,63287aec269c2639dc382196,"10/13/2022, 14:57:32"
1460,E_M_Ewan_McGregor.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,63287aec269c2639dc382196,"10/13/2022, 14:57:32"
1480,E_M_Ewan_McGregor.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,63287aec269c2639dc382196,"10/13/2022, 14:57:32"
2134,P_F_Theresa_May.png,P_M_david_camer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,63287aec269c2639dc382196,"10/13/2022, 14:57:32"
2514,P_F_nicola_sturge.png,P_M_david_camer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,63287aec269c2639dc382196,"10/13/2022, 14:57:32"
2514,E_M_Jimmy_Carr.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,63287aec269c2639dc382196,"10/13/2022, 14:57:32"
1405,E_F_Jennifer_Saunders.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,63287aec269c2639dc382196,"10/13/2022, 14:57:32"
1341,E_F_Julie_Walters.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,63287aec269c2639dc382196,"10/13/2022, 14:57:32"
2788,E_M_Simon_Pegg.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,63287aec269c2639dc382196,"10/13/2022, 14:57:32"
2358,E_F_Jennifer_Saunders.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,63287aec269c2639dc382196,"10/13/2022, 14:57:32"
3539,P_M_Gordon_Brown.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,63287aec269c2639dc382196,"10/13/2022, 14:57:32"
1352,E_F_Julie_Walters.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,63287aec269c2639dc382196,"10/13/2022, 14:57:32"
3193,E_F_Jennifer_Saunders.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,63287aec269c2639dc382196,"10/13/2022, 14:57:32"
1099,E_F_Julie_Walters.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,63287aec269c2639dc382196,"10/13/2022, 14:57:32"
1865,P_F_nicola_sturge.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,63287aec269c2639dc382196,"10/13/2022, 14:57:32"
1527,P_M_david_camer.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,63287aec269c2639dc382196,"10/13/2022, 14:57:32"
1035,E_M_Michael_McIntyr.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,63287aec269c2639dc382196,"10/13/2022, 14:57:32"
2322,E_M_Jimmy_Carr.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,63287aec269c2639dc382196,"10/13/2022, 14:57:32"
1060,P_F_nicola_sturge.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,63287aec269c2639dc382196,"10/13/2022, 14:57:32"
2431,E_F_Dawn_Roma_French.png,E_F_Sarah_Millican.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,63287aec269c2639dc382196,"10/13/2022, 14:57:32"
1748,P_F_nicola_sturge.png,P_M_Gordon_Brown.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,63287aec269c2639dc382196,"10/13/2022, 14:57:32"
2107,E_F_Dawn_Roma_French.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,63287aec269c2639dc382196,"10/13/2022, 14:57:32"
1065,P_M_david_camer.png,P_M_Gordon_Brown.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,63287aec269c2639dc382196,"10/13/2022, 14:57:32"
1883,E_M_Michael_McIntyr.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,63287aec269c2639dc382196,"10/13/2022, 14:57:32"
2170,E_F_Jennifer_Saunders.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,63287aec269c2639dc382196,"10/13/2022, 14:57:32"
2672,E_F_Dawn_Roma_French.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,63287aec269c2639dc382196,"10/13/2022, 14:57:32"
1158,E_F_Sarah_Millican.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,63287aec269c2639dc382196,"10/13/2022, 14:57:32"
3001,E_M_Jimmy_Carr.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,63287aec269c2639dc382196,"10/13/2022, 14:57:32"
1659,E_F_Sarah_Millican.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,63287aec269c2639dc382196,"10/13/2022, 14:57:32"
1186,E_M_Simon_Pegg.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,63287aec269c2639dc382196,"10/13/2022, 14:57:32"
2923,P_M_david_camer.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,63287aec269c2639dc382196,"10/13/2022, 14:57:32"
972,E_F_Julie_Walters.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,63287aec269c2639dc382196,"10/13/2022, 14:57:32"
1020,P_M_nigel_farage.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,63287aec269c2639dc382196,"10/13/2022, 14:57:32"
1681,E_F_Jennifer_Saunders.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,63287aec269c2639dc382196,"10/13/2022, 14:57:32"
950,E_M_Russell_Howard.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,63287aec269c2639dc382196,"10/13/2022, 14:57:32"
868,E_M_Michael_McIntyr.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,63287aec269c2639dc382196,"10/13/2022, 14:57:32"
763,E_M_Peter_Kay.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,63287aec269c2639dc382196,"10/13/2022, 14:57:32"
960,P_M_keir_starmer.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,63287aec269c2639dc382196,"10/13/2022, 14:57:32"
952,E_M_Ewan_McGregor.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,63287aec269c2639dc382196,"10/13/2022, 14:57:32"
1242,E_F_Julie_Walters.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,63287aec269c2639dc382196,"10/13/2022, 14:57:32"
1115,E_F_Jennifer_Saunders.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,63287aec269c2639dc382196,"10/13/2022, 14:57:32"
2572,E_F_Jennifer_Saunders.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,63287aec269c2639dc382196,"10/13/2022, 14:57:32"
2132,P_M_david_camer.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,63287aec269c2639dc382196,"10/13/2022, 14:57:32"
1404,E_M_Jimmy_Carr.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,63287aec269c2639dc382196,"10/13/2022, 14:57:32"
1618,P_F_Theresa_May.png,P_M_Gordon_Brown.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,63287aec269c2639dc382196,"10/13/2022, 14:57:32"
1399,E_F_Dawn_Roma_French.png,E_F_Jennifer_Saunders.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,63287aec269c2639dc382196,"10/13/2022, 14:57:32"
1272,P_M_jeremy_corbyn.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,63287aec269c2639dc382196,"10/13/2022, 14:57:32"
1086,E_F_Sarah_Millican.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,63287aec269c2639dc382196,"10/13/2022, 14:57:32"
1401,E_F_Jennifer_Saunders.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,63287aec269c2639dc382196,"10/13/2022, 14:57:32"
file,isFamiliar,63287aec269c2639dc382196,"10/13/2022, 14:57:32"
E_F_Sarah_Millican.png,0,63287aec269c2639dc382196,"10/13/2022, 14:57:32"
P_M_Sajid_Javid.png,1,63287aec269c2639dc382196,"10/13/2022, 14:57:32"
P_M_jeremy_corbyn.png,1,63287aec269c2639dc382196,"10/13/2022, 14:57:32"
E_F_Dawn_Roma_French.png,0,63287aec269c2639dc382196,"10/13/2022, 14:57:32"
E_F_Jennifer_Saunders.png,0,63287aec269c2639dc382196,"10/13/2022, 14:57:32"
E_M_Russell_Howard.png,1,63287aec269c2639dc382196,"10/13/2022, 14:57:32"
P_M_Gordon_Brown.png,1,63287aec269c2639dc382196,"10/13/2022, 14:57:32"
E_M_Peter_Kay.png,0,63287aec269c2639dc382196,"10/13/2022, 14:57:32"
E_M_Simon_Pegg.png,1,63287aec269c2639dc382196,"10/13/2022, 14:57:32"
P_M_keir_starmer.png,1,63287aec269c2639dc382196,"10/13/2022, 14:57:32"
P_M_nigel_farage.png,1,63287aec269c2639dc382196,"10/13/2022, 14:57:32"
E_M_Jimmy_Carr.png,0,63287aec269c2639dc382196,"10/13/2022, 14:57:32"
P_M_david_camer.png,1,63287aec269c2639dc382196,"10/13/2022, 14:57:32"
P_F_Theresa_May.png,1,63287aec269c2639dc382196,"10/13/2022, 14:57:32"
P_M_Michael_Gove.png,1,63287aec269c2639dc382196,"10/13/2022, 14:57:32"
E_M_Ewan_McGregor.png,0,63287aec269c2639dc382196,"10/13/2022, 14:57:32"
P_F_nicola_sturge.png,1,63287aec269c2639dc382196,"10/13/2022, 14:57:32"
P_M_Tony_Blair.png,1,63287aec269c2639dc382196,"10/13/2022, 14:57:32"
E_M_Michael_McIntyr.png,0,63287aec269c2639dc382196,"10/13/2022, 14:57:32"
E_F_Julie_Walters.png,0,63287aec269c2639dc382196,"10/13/2022, 14:57:32"
file,imageryAns,63287aec269c2639dc382196,"10/13/2022, 14:57:32"
E_F_Sarah_Millican.png,5,63287aec269c2639dc382196,"10/13/2022, 14:57:32"
E_F_Jennifer_Saunders.png,5,63287aec269c2639dc382196,"10/13/2022, 14:57:32"
P_F_nicola_sturge.png,1,63287aec269c2639dc382196,"10/13/2022, 14:57:32"
E_M_Russell_Howard.png,2,63287aec269c2639dc382196,"10/13/2022, 14:57:32"
P_F_Theresa_May.png,1,63287aec269c2639dc382196,"10/13/2022, 14:57:32"
P_M_david_camer.png,1,63287aec269c2639dc382196,"10/13/2022, 14:57:32"
P_M_jeremy_corbyn.png,1,63287aec269c2639dc382196,"10/13/2022, 14:57:32"
E_M_Jimmy_Carr.png,5,63287aec269c2639dc382196,"10/13/2022, 14:57:32"
E_F_Dawn_Roma_French.png,5,63287aec269c2639dc382196,"10/13/2022, 14:57:32"
P_M_keir_starmer.png,1,63287aec269c2639dc382196,"10/13/2022, 14:57:32"
E_M_Ewan_McGregor.png,5,63287aec269c2639dc382196,"10/13/2022, 14:57:32"
P_M_Michael_Gove.png,1,63287aec269c2639dc382196,"10/13/2022, 14:57:32"
E_M_Simon_Pegg.png,1,63287aec269c2639dc382196,"10/13/2022, 14:57:32"
E_M_Peter_Kay.png,5,63287aec269c2639dc382196,"10/13/2022, 14:57:32"
P_M_Sajid_Javid.png,1,63287aec269c2639dc382196,"10/13/2022, 14:57:32"
P_M_Gordon_Brown.png,3,63287aec269c2639dc382196,"10/13/2022, 14:57:32"
P_M_Tony_Blair.png,1,63287aec269c2639dc382196,"10/13/2022, 14:57:32"
P_M_nigel_farage.png,1,63287aec269c2639dc382196,"10/13/2022, 14:57:32"
E_M_Michael_McIntyr.png,5,63287aec269c2639dc382196,"10/13/2022, 14:57:32"
E_F_Julie_Walters.png,5,63287aec269c2639dc382196,"10/13/2022, 14:57:32"
age: 26,gender: Male,handedness: right,63287aec269c2639dc382196,"10/13/2022, 14:57:32"
