RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,62e1547499643e7b972692d1,"10/13/2022, 14:37:11"
18876,E_M_Simon_Pegg.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,62e1547499643e7b972692d1,"10/13/2022, 14:37:11"
5340,E_M_Russell_Howard.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,62e1547499643e7b972692d1,"10/13/2022, 14:37:11"
4236,E_F_Sarah_Millican.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,62e1547499643e7b972692d1,"10/13/2022, 14:37:11"
4512,E_M_Simon_Pegg.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,62e1547499643e7b972692d1,"10/13/2022, 14:37:11"
5886,E_F_Sarah_Millican.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,62e1547499643e7b972692d1,"10/13/2022, 14:37:11"
3455,P_F_Theresa_May.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,62e1547499643e7b972692d1,"10/13/2022, 14:37:11"
5121,E_F_Sarah_Millican.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,62e1547499643e7b972692d1,"10/13/2022, 14:37:11"
69377,E_M_Peter_Kay.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,62e1547499643e7b972692d1,"10/13/2022, 14:37:11"
38401,P_M_keir_starmer.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,62e1547499643e7b972692d1,"10/13/2022, 14:37:11"
3219,P_F_Theresa_May.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,62e1547499643e7b972692d1,"10/13/2022, 14:37:11"
4021,P_F_nicola_sturge.png,P_M_david_camer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,62e1547499643e7b972692d1,"10/13/2022, 14:37:11"
16530,E_F_Jennifer_Saunders.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,62e1547499643e7b972692d1,"10/13/2022, 14:37:11"
2391,P_F_nicola_sturge.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,62e1547499643e7b972692d1,"10/13/2022, 14:37:11"
3601,E_F_Dawn_Roma_French.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,62e1547499643e7b972692d1,"10/13/2022, 14:37:11"
22655,E_F_Dawn_Roma_French.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,62e1547499643e7b972692d1,"10/13/2022, 14:37:11"
3044,E_M_Simon_Pegg.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,62e1547499643e7b972692d1,"10/13/2022, 14:37:11"
5070,E_M_Jimmy_Carr.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,62e1547499643e7b972692d1,"10/13/2022, 14:37:11"
61855,E_F_Julie_Walters.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,62e1547499643e7b972692d1,"10/13/2022, 14:37:11"
5449,P_M_Gordon_Brown.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,62e1547499643e7b972692d1,"10/13/2022, 14:37:11"
43558,E_F_Julie_Walters.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,62e1547499643e7b972692d1,"10/13/2022, 14:37:11"
140445,E_M_Ewan_McGregor.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,62e1547499643e7b972692d1,"10/13/2022, 14:37:11"
1715,E_F_Julie_Walters.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,62e1547499643e7b972692d1,"10/13/2022, 14:37:11"
3221,E_M_Ewan_McGregor.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,62e1547499643e7b972692d1,"10/13/2022, 14:37:11"
5622,P_M_Gordon_Brown.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,62e1547499643e7b972692d1,"10/13/2022, 14:37:11"
4243,P_M_jeremy_corbyn.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,62e1547499643e7b972692d1,"10/13/2022, 14:37:11"
3384,E_M_Russell_Howard.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,62e1547499643e7b972692d1,"10/13/2022, 14:37:11"
2539,E_F_Julie_Walters.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,62e1547499643e7b972692d1,"10/13/2022, 14:37:11"
2745,E_M_Jimmy_Carr.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,62e1547499643e7b972692d1,"10/13/2022, 14:37:11"
2746,E_M_Jimmy_Carr.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,62e1547499643e7b972692d1,"10/13/2022, 14:37:11"
7567,E_F_Jennifer_Saunders.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,62e1547499643e7b972692d1,"10/13/2022, 14:37:11"
1881,E_M_Ewan_McGregor.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,62e1547499643e7b972692d1,"10/13/2022, 14:37:11"
53188,E_M_Michael_McIntyr.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,62e1547499643e7b972692d1,"10/13/2022, 14:37:11"
4099,P_M_Michael_Gove.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,62e1547499643e7b972692d1,"10/13/2022, 14:37:11"
74379,E_F_Dawn_Roma_French.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,62e1547499643e7b972692d1,"10/13/2022, 14:37:11"
15995,E_F_Sarah_Millican.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,62e1547499643e7b972692d1,"10/13/2022, 14:37:11"
4702,E_F_Sarah_Millican.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,62e1547499643e7b972692d1,"10/13/2022, 14:37:11"
137610,E_M_Peter_Kay.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,62e1547499643e7b972692d1,"10/13/2022, 14:37:11"
3238,E_M_Russell_Howard.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,62e1547499643e7b972692d1,"10/13/2022, 14:37:11"
4978,P_F_Theresa_May.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,62e1547499643e7b972692d1,"10/13/2022, 14:37:11"
8195,P_F_nicola_sturge.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,62e1547499643e7b972692d1,"10/13/2022, 14:37:11"
3516,E_M_Ewan_McGregor.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,62e1547499643e7b972692d1,"10/13/2022, 14:37:11"
6958,E_M_Jimmy_Carr.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,62e1547499643e7b972692d1,"10/13/2022, 14:37:11"
8713,E_F_Julie_Walters.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,62e1547499643e7b972692d1,"10/13/2022, 14:37:11"
246771,E_F_Jennifer_Saunders.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,62e1547499643e7b972692d1,"10/13/2022, 14:37:11"
6039,P_F_nicola_sturge.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,62e1547499643e7b972692d1,"10/13/2022, 14:37:11"
4279,P_F_Theresa_May.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,62e1547499643e7b972692d1,"10/13/2022, 14:37:11"
5505,E_M_Jimmy_Carr.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,62e1547499643e7b972692d1,"10/13/2022, 14:37:11"
20521,P_F_nicola_sturge.png,P_M_Gordon_Brown.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,62e1547499643e7b972692d1,"10/13/2022, 14:37:11"
4115,E_F_Julie_Walters.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,62e1547499643e7b972692d1,"10/13/2022, 14:37:11"
2950,E_M_Peter_Kay.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,62e1547499643e7b972692d1,"10/13/2022, 14:37:11"
6237,E_M_Ewan_McGregor.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,62e1547499643e7b972692d1,"10/13/2022, 14:37:11"
4832,E_F_Dawn_Roma_French.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,62e1547499643e7b972692d1,"10/13/2022, 14:37:11"
5338,E_F_Sarah_Millican.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,62e1547499643e7b972692d1,"10/13/2022, 14:37:11"
3350,P_M_david_camer.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,62e1547499643e7b972692d1,"10/13/2022, 14:37:11"
4389,P_M_Gordon_Brown.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,62e1547499643e7b972692d1,"10/13/2022, 14:37:11"
4450,E_M_Peter_Kay.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,62e1547499643e7b972692d1,"10/13/2022, 14:37:11"
5010,P_M_nigel_farage.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,62e1547499643e7b972692d1,"10/13/2022, 14:37:11"
3479,E_F_Jennifer_Saunders.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,62e1547499643e7b972692d1,"10/13/2022, 14:37:11"
3836,E_F_Julie_Walters.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,62e1547499643e7b972692d1,"10/13/2022, 14:37:11"
4438,E_M_Michael_McIntyr.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,62e1547499643e7b972692d1,"10/13/2022, 14:37:11"
4673,P_M_jeremy_corbyn.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,62e1547499643e7b972692d1,"10/13/2022, 14:37:11"
2792,E_F_Sarah_Millican.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,62e1547499643e7b972692d1,"10/13/2022, 14:37:11"
60593,E_M_Jimmy_Carr.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,62e1547499643e7b972692d1,"10/13/2022, 14:37:11"
27282,P_M_Gordon_Brown.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,62e1547499643e7b972692d1,"10/13/2022, 14:37:11"
2612,E_F_Sarah_Millican.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,62e1547499643e7b972692d1,"10/13/2022, 14:37:11"
3659,E_F_Dawn_Roma_French.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,62e1547499643e7b972692d1,"10/13/2022, 14:37:11"
7035,P_M_jeremy_corbyn.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,62e1547499643e7b972692d1,"10/13/2022, 14:37:11"
3269,P_M_Gordon_Brown.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,62e1547499643e7b972692d1,"10/13/2022, 14:37:11"
3159,E_M_Russell_Howard.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,62e1547499643e7b972692d1,"10/13/2022, 14:37:11"
2276,P_M_david_camer.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,62e1547499643e7b972692d1,"10/13/2022, 14:37:11"
2382,E_M_Jimmy_Carr.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,62e1547499643e7b972692d1,"10/13/2022, 14:37:11"
2643,E_M_Simon_Pegg.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,62e1547499643e7b972692d1,"10/13/2022, 14:37:11"
4613,E_F_Sarah_Millican.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,62e1547499643e7b972692d1,"10/13/2022, 14:37:11"
3302,E_F_Jennifer_Saunders.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,62e1547499643e7b972692d1,"10/13/2022, 14:37:11"
4467,E_M_Michael_McIntyr.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,62e1547499643e7b972692d1,"10/13/2022, 14:37:11"
3320,E_F_Dawn_Roma_French.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,62e1547499643e7b972692d1,"10/13/2022, 14:37:11"
4173,E_F_Julie_Walters.png,E_F_Sarah_Millican.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,62e1547499643e7b972692d1,"10/13/2022, 14:37:11"
3346,E_M_Ewan_McGregor.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,62e1547499643e7b972692d1,"10/13/2022, 14:37:11"
