RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
4032,E_F_Sarah_Millican.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
1237,E_M_Jimmy_Carr.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
1750,E_M_Jimmy_Carr.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
2513,E_F_Dawn_Roma_French.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
1209,P_M_nigel_farage.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
1379,E_M_Jimmy_Carr.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
2343,E_F_Dawn_Roma_French.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
3903,E_F_Sarah_Millican.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
3225,P_M_keir_starmer.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
2663,E_M_Ewan_McGregor.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
1835,E_F_Julie_Walters.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
3061,P_M_keir_starmer.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
3069,E_M_Michael_McIntyr.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
4675,E_F_Jennifer_Saunders.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
3262,E_M_Ewan_McGregor.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
4089,E_M_Jimmy_Carr.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
4419,E_F_Dawn_Roma_French.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
2306,E_F_Dawn_Roma_French.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
4135,E_F_Jennifer_Saunders.png,E_F_Sarah_Millican.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
2076,E_M_Ewan_McGregor.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
1609,E_M_Michael_McIntyr.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
1624,E_F_Jennifer_Saunders.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
1357,P_M_jeremy_corbyn.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
1978,E_F_Julie_Walters.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
2322,E_F_Sarah_Millican.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
2735,E_F_Sarah_Millican.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
1482,P_M_david_camer.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
2083,E_M_Jimmy_Carr.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
1358,E_M_Ewan_McGregor.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
1743,P_M_david_camer.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
1883,P_F_Theresa_May.png,P_M_Gordon_Brown.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
1957,E_M_Russell_Howard.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
2247,P_F_nicola_sturge.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
1713,E_M_Ewan_McGregor.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
2840,E_F_Sarah_Millican.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
4998,E_F_Julie_Walters.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
1535,P_M_keir_starmer.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
9217,P_M_Michael_Gove.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
6882,E_M_Michael_McIntyr.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
1631,P_M_jeremy_corbyn.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
1810,P_M_Gordon_Brown.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
1612,E_F_Sarah_Millican.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
2314,E_F_Jennifer_Saunders.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
1231,E_M_Jimmy_Carr.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
2177,E_M_Simon_Pegg.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
1268,E_M_Simon_Pegg.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
2662,E_F_Sarah_Millican.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
2417,E_M_Jimmy_Carr.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
2334,E_M_Jimmy_Carr.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
4537,E_M_Jimmy_Carr.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
2829,P_F_nicola_sturge.png,P_M_david_camer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
2120,E_F_Sarah_Millican.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
2617,E_F_Julie_Walters.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
2344,E_M_Simon_Pegg.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
1453,E_M_Peter_Kay.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
1891,E_F_Dawn_Roma_French.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
2187,P_M_keir_starmer.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
1823,E_M_Jimmy_Carr.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
1740,E_M_Michael_McIntyr.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
3981,E_F_Jennifer_Saunders.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
1312,E_M_Michael_McIntyr.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
1586,P_F_Theresa_May.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
2225,E_M_Michael_McIntyr.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
1407,P_F_nicola_sturge.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
2239,P_M_david_camer.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
1283,E_F_Julie_Walters.png,E_F_Sarah_Millican.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
1719,E_F_Sarah_Millican.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
1637,E_M_Michael_McIntyr.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
1134,E_M_Jimmy_Carr.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
1372,E_M_Russell_Howard.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
2180,E_F_Jennifer_Saunders.png,E_F_Julie_Walters.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
2639,P_M_jeremy_corbyn.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
1170,E_F_Jennifer_Saunders.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
1928,P_F_Theresa_May.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
1901,P_M_david_camer.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
3424,E_F_Julie_Walters.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
3249,E_M_Russell_Howard.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
2017,E_F_Jennifer_Saunders.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
1772,E_F_Dawn_Roma_French.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
1003,E_M_Ewan_McGregor.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
1487,E_F_Dawn_Roma_French.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
1151,E_F_Dawn_Roma_French.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
2423,E_M_Michael_McIntyr.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
2128,E_M_Peter_Kay.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
1474,E_F_Jennifer_Saunders.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
2453,P_F_nicola_sturge.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
2090,E_F_Julie_Walters.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
1705,E_M_Simon_Pegg.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
