RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,605b2b10df3fd109ccf7f7ea,"10/13/2022, 14:06:53"
919,E_F_Jennifer_Saunders.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,605b2b10df3fd109ccf7f7ea,"10/13/2022, 14:06:53"
2024,E_F_Dawn_Roma_French.png,E_F_Jennifer_Saunders.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,605b2b10df3fd109ccf7f7ea,"10/13/2022, 14:06:53"
1471,P_M_keir_starmer.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,605b2b10df3fd109ccf7f7ea,"10/13/2022, 14:06:53"
2558,P_M_david_camer.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,605b2b10df3fd109ccf7f7ea,"10/13/2022, 14:06:53"
2327,E_M_Peter_Kay.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,605b2b10df3fd109ccf7f7ea,"10/13/2022, 14:06:53"
2133,E_F_Julie_Walters.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,605b2b10df3fd109ccf7f7ea,"10/13/2022, 14:06:53"
2036,E_F_Jennifer_Saunders.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,605b2b10df3fd109ccf7f7ea,"10/13/2022, 14:06:53"
1118,E_F_Julie_Walters.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,605b2b10df3fd109ccf7f7ea,"10/13/2022, 14:06:53"
1215,E_F_Julie_Walters.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,605b2b10df3fd109ccf7f7ea,"10/13/2022, 14:06:53"
1860,E_M_Simon_Pegg.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,605b2b10df3fd109ccf7f7ea,"10/13/2022, 14:06:53"
809,E_M_Michael_McIntyr.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,605b2b10df3fd109ccf7f7ea,"10/13/2022, 14:06:53"
1238,E_M_Michael_McIntyr.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,605b2b10df3fd109ccf7f7ea,"10/13/2022, 14:06:53"
1552,E_F_Sarah_Millican.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,605b2b10df3fd109ccf7f7ea,"10/13/2022, 14:06:53"
1399,P_F_nicola_sturge.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,605b2b10df3fd109ccf7f7ea,"10/13/2022, 14:06:53"
1694,E_F_Sarah_Millican.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,605b2b10df3fd109ccf7f7ea,"10/13/2022, 14:06:53"
1222,E_F_Jennifer_Saunders.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,605b2b10df3fd109ccf7f7ea,"10/13/2022, 14:06:53"
1229,E_M_Ewan_McGregor.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,605b2b10df3fd109ccf7f7ea,"10/13/2022, 14:06:53"
1151,E_F_Sarah_Millican.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,605b2b10df3fd109ccf7f7ea,"10/13/2022, 14:06:53"
1217,E_M_Peter_Kay.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,605b2b10df3fd109ccf7f7ea,"10/13/2022, 14:06:53"
893,E_M_Russell_Howard.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,605b2b10df3fd109ccf7f7ea,"10/13/2022, 14:06:53"
1136,E_F_Julie_Walters.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,605b2b10df3fd109ccf7f7ea,"10/13/2022, 14:06:53"
1023,P_M_Gordon_Brown.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,605b2b10df3fd109ccf7f7ea,"10/13/2022, 14:06:53"
1079,P_M_Gordon_Brown.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,605b2b10df3fd109ccf7f7ea,"10/13/2022, 14:06:53"
1279,E_F_Dawn_Roma_French.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,605b2b10df3fd109ccf7f7ea,"10/13/2022, 14:06:53"
1599,E_M_Simon_Pegg.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,605b2b10df3fd109ccf7f7ea,"10/13/2022, 14:06:53"
2664,E_M_Michael_McIntyr.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,605b2b10df3fd109ccf7f7ea,"10/13/2022, 14:06:53"
1382,E_F_Dawn_Roma_French.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,605b2b10df3fd109ccf7f7ea,"10/13/2022, 14:06:53"
1662,P_F_nicola_sturge.png,P_M_david_camer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,605b2b10df3fd109ccf7f7ea,"10/13/2022, 14:06:53"
2607,E_M_Peter_Kay.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,605b2b10df3fd109ccf7f7ea,"10/13/2022, 14:06:53"
1726,E_M_Jimmy_Carr.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,605b2b10df3fd109ccf7f7ea,"10/13/2022, 14:06:53"
2367,E_M_Ewan_McGregor.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,605b2b10df3fd109ccf7f7ea,"10/13/2022, 14:06:53"
981,E_F_Sarah_Millican.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,605b2b10df3fd109ccf7f7ea,"10/13/2022, 14:06:53"
1510,E_M_Simon_Pegg.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,605b2b10df3fd109ccf7f7ea,"10/13/2022, 14:06:53"
1294,E_M_Ewan_McGregor.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,605b2b10df3fd109ccf7f7ea,"10/13/2022, 14:06:53"
2407,E_M_Simon_Pegg.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,605b2b10df3fd109ccf7f7ea,"10/13/2022, 14:06:53"
2494,P_F_nicola_sturge.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,605b2b10df3fd109ccf7f7ea,"10/13/2022, 14:06:53"
1503,E_M_Russell_Howard.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,605b2b10df3fd109ccf7f7ea,"10/13/2022, 14:06:53"
1594,P_M_david_camer.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,605b2b10df3fd109ccf7f7ea,"10/13/2022, 14:06:53"
2590,E_F_Jennifer_Saunders.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,605b2b10df3fd109ccf7f7ea,"10/13/2022, 14:06:53"
1297,E_F_Jennifer_Saunders.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,605b2b10df3fd109ccf7f7ea,"10/13/2022, 14:06:53"
2559,E_M_Jimmy_Carr.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,605b2b10df3fd109ccf7f7ea,"10/13/2022, 14:06:53"
1416,P_M_jeremy_corbyn.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,605b2b10df3fd109ccf7f7ea,"10/13/2022, 14:06:53"
1214,E_F_Sarah_Millican.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,605b2b10df3fd109ccf7f7ea,"10/13/2022, 14:06:53"
2126,E_M_Michael_McIntyr.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,605b2b10df3fd109ccf7f7ea,"10/13/2022, 14:06:53"
1031,E_F_Dawn_Roma_French.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,605b2b10df3fd109ccf7f7ea,"10/13/2022, 14:06:53"
1615,E_F_Dawn_Roma_French.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,605b2b10df3fd109ccf7f7ea,"10/13/2022, 14:06:53"
1206,E_M_Ewan_McGregor.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,605b2b10df3fd109ccf7f7ea,"10/13/2022, 14:06:53"
1735,P_F_Theresa_May.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,605b2b10df3fd109ccf7f7ea,"10/13/2022, 14:06:53"
1343,P_M_jeremy_corbyn.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,605b2b10df3fd109ccf7f7ea,"10/13/2022, 14:06:53"
1095,P_M_nigel_farage.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,605b2b10df3fd109ccf7f7ea,"10/13/2022, 14:06:53"
1480,E_M_Michael_McIntyr.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,605b2b10df3fd109ccf7f7ea,"10/13/2022, 14:06:53"
1023,E_M_Jimmy_Carr.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,605b2b10df3fd109ccf7f7ea,"10/13/2022, 14:06:53"
1094,E_M_Simon_Pegg.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,605b2b10df3fd109ccf7f7ea,"10/13/2022, 14:06:53"
2016,E_M_Jimmy_Carr.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,605b2b10df3fd109ccf7f7ea,"10/13/2022, 14:06:53"
13015,E_F_Julie_Walters.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,605b2b10df3fd109ccf7f7ea,"10/13/2022, 14:06:53"
file,isFamiliar,605b2b10df3fd109ccf7f7ea,"10/13/2022, 14:06:53"
E_M_Simon_Pegg.png,0,605b2b10df3fd109ccf7f7ea,"10/13/2022, 14:06:53"
E_M_Russell_Howard.png,1,605b2b10df3fd109ccf7f7ea,"10/13/2022, 14:06:53"
P_M_jeremy_corbyn.png,1,605b2b10df3fd109ccf7f7ea,"10/13/2022, 14:06:53"
P_F_Theresa_May.png,1,605b2b10df3fd109ccf7f7ea,"10/13/2022, 14:06:53"
P_M_Gordon_Brown.png,1,605b2b10df3fd109ccf7f7ea,"10/13/2022, 14:06:53"
E_F_Jennifer_Saunders.png,1,605b2b10df3fd109ccf7f7ea,"10/13/2022, 14:06:53"
E_F_Julie_Walters.png,1,605b2b10df3fd109ccf7f7ea,"10/13/2022, 14:06:53"
P_M_Tony_Blair.png,1,605b2b10df3fd109ccf7f7ea,"10/13/2022, 14:06:53"
P_F_nicola_sturge.png,1,605b2b10df3fd109ccf7f7ea,"10/13/2022, 14:06:53"
E_M_Jimmy_Carr.png,1,605b2b10df3fd109ccf7f7ea,"10/13/2022, 14:06:53"
P_M_david_camer.png,1,605b2b10df3fd109ccf7f7ea,"10/13/2022, 14:06:53"
E_F_Dawn_Roma_French.png,1,605b2b10df3fd109ccf7f7ea,"10/13/2022, 14:06:53"
E_M_Michael_McIntyr.png,1,605b2b10df3fd109ccf7f7ea,"10/13/2022, 14:06:53"
P_M_nigel_farage.png,0,605b2b10df3fd109ccf7f7ea,"10/13/2022, 14:06:53"
P_M_Sajid_Javid.png,0,605b2b10df3fd109ccf7f7ea,"10/13/2022, 14:06:53"
E_M_Peter_Kay.png,1,605b2b10df3fd109ccf7f7ea,"10/13/2022, 14:06:53"
E_F_Sarah_Millican.png,0,605b2b10df3fd109ccf7f7ea,"10/13/2022, 14:06:53"
E_M_Ewan_McGregor.png,0,605b2b10df3fd109ccf7f7ea,"10/13/2022, 14:06:53"
P_M_keir_starmer.png,0,605b2b10df3fd109ccf7f7ea,"10/13/2022, 14:06:53"
P_M_Michael_Gove.png,0,605b2b10df3fd109ccf7f7ea,"10/13/2022, 14:06:53"
file,imageryAns,605b2b10df3fd109ccf7f7ea,"10/13/2022, 14:06:53"
E_M_Ewan_McGregor.png,4,605b2b10df3fd109ccf7f7ea,"10/13/2022, 14:06:53"
P_M_david_camer.png,1,605b2b10df3fd109ccf7f7ea,"10/13/2022, 14:06:53"
E_M_Jimmy_Carr.png,1,605b2b10df3fd109ccf7f7ea,"10/13/2022, 14:06:53"
P_M_keir_starmer.png,4,605b2b10df3fd109ccf7f7ea,"10/13/2022, 14:06:53"
P_M_Sajid_Javid.png,3,605b2b10df3fd109ccf7f7ea,"10/13/2022, 14:06:53"
P_M_Tony_Blair.png,3,605b2b10df3fd109ccf7f7ea,"10/13/2022, 14:06:53"
E_F_Jennifer_Saunders.png,3,605b2b10df3fd109ccf7f7ea,"10/13/2022, 14:06:53"
E_M_Russell_Howard.png,1,605b2b10df3fd109ccf7f7ea,"10/13/2022, 14:06:53"
E_F_Sarah_Millican.png,3,605b2b10df3fd109ccf7f7ea,"10/13/2022, 14:06:53"
P_M_Gordon_Brown.png,3,605b2b10df3fd109ccf7f7ea,"10/13/2022, 14:06:53"
E_M_Simon_Pegg.png,3,605b2b10df3fd109ccf7f7ea,"10/13/2022, 14:06:53"
P_M_Michael_Gove.png,3,605b2b10df3fd109ccf7f7ea,"10/13/2022, 14:06:53"
P_M_nigel_farage.png,5,605b2b10df3fd109ccf7f7ea,"10/13/2022, 14:06:53"
P_M_jeremy_corbyn.png,1,605b2b10df3fd109ccf7f7ea,"10/13/2022, 14:06:53"
E_F_Dawn_Roma_French.png,2,605b2b10df3fd109ccf7f7ea,"10/13/2022, 14:06:53"
P_F_Theresa_May.png,1,605b2b10df3fd109ccf7f7ea,"10/13/2022, 14:06:53"
E_M_Michael_McIntyr.png,1,605b2b10df3fd109ccf7f7ea,"10/13/2022, 14:06:53"
P_F_nicola_sturge.png,1,605b2b10df3fd109ccf7f7ea,"10/13/2022, 14:06:53"
E_M_Peter_Kay.png,1,605b2b10df3fd109ccf7f7ea,"10/13/2022, 14:06:53"
E_F_Julie_Walters.png,1,605b2b10df3fd109ccf7f7ea,"10/13/2022, 14:06:53"
age: 27,gender: Female,handedness: right,605b2b10df3fd109ccf7f7ea,"10/13/2022, 14:06:53"
