pair,img_1,img_2,keyPressed
E_F_galit_gutman.png E_F_ilanit.png,E_F_galit_gutman.png,E_F_ilanit.png,0.795926392
E_F_galit_gutman.png E_F_ninet.png,E_F_galit_gutman.png,E_F_ninet.png,0.888835564
E_F_galit_gutman.png E_F_rotem_sela.png,E_F_galit_gutman.png,E_F_rotem_sela.png,0.852775887
E_F_galit_gutman.png E_F_shiri.png,E_F_galit_gutman.png,E_F_shiri.png,0.788440928
E_F_galit_gutman.png E_M_asi.png,E_F_galit_gutman.png,E_M_asi.png,0.93547602
E_F_galit_gutman.png E_M_danker.png,E_F_galit_gutman.png,E_M_danker.png,0.925935194
E_F_galit_gutman.png E_M_ido.png,E_F_galit_gutman.png,E_M_ido.png,0.852137819
E_F_galit_gutman.png E_M_liorA.png,E_F_galit_gutman.png,E_M_liorA.png,0.883670658
E_F_galit_gutman.png E_M_yuda.png,E_F_galit_gutman.png,E_M_yuda.png,0.918765761
E_F_galit_gutman.png P_F_michaeli.png,E_F_galit_gutman.png,P_F_michaeli.png,0.770283476
E_F_galit_gutman.png P_F_regev.png,E_F_galit_gutman.png,P_F_regev.png,0.879482217
E_F_galit_gutman.png P_F_shaked.png,E_F_galit_gutman.png,P_F_shaked.png,0.810034901
E_F_galit_gutman.png P_F_staiv.png,E_F_galit_gutman.png,P_F_staiv.png,0.864913091
E_F_galit_gutman.png P_M_benet.png,E_F_galit_gutman.png,P_M_benet.png,0.817926481
E_F_galit_gutman.png P_M_buji.png,E_F_galit_gutman.png,P_M_buji.png,0.911037736
E_F_galit_gutman.png P_M_gantz.png,E_F_galit_gutman.png,P_M_gantz.png,0.886454985
E_F_galit_gutman.png P_M_lapid.png,E_F_galit_gutman.png,P_M_lapid.png,0.904525876
E_F_galit_gutman.png P_M_saar.png,E_F_galit_gutman.png,P_M_saar.png,0.926203996
E_F_galit_gutman.png P_M_smut.png,E_F_galit_gutman.png,P_M_smut.png,0.912383109
E_F_ilanit.png E_F_ninet.png,E_F_ilanit.png,E_F_ninet.png,0.867162392
E_F_ilanit.png E_F_rotem_sela.png,E_F_ilanit.png,E_F_rotem_sela.png,0.736317992
E_F_ilanit.png E_F_shiri.png,E_F_ilanit.png,E_F_shiri.png,0.811018258
E_F_ilanit.png E_M_asi.png,E_F_ilanit.png,E_M_asi.png,0.904005378
E_F_ilanit.png E_M_danker.png,E_F_ilanit.png,E_M_danker.png,0.951267153
E_F_ilanit.png E_M_ido.png,E_F_ilanit.png,E_M_ido.png,0.802493811
E_F_ilanit.png E_M_liorA.png,E_F_ilanit.png,E_M_liorA.png,0.86540474
E_F_ilanit.png E_M_yuda.png,E_F_ilanit.png,E_M_yuda.png,0.852329448
E_F_ilanit.png P_F_michaeli.png,E_F_ilanit.png,P_F_michaeli.png,0.806853324
E_F_ilanit.png P_F_regev.png,E_F_ilanit.png,P_F_regev.png,0.806072697
E_F_ilanit.png P_F_shaked.png,E_F_ilanit.png,P_F_shaked.png,0.850041673
E_F_ilanit.png P_F_staiv.png,E_F_ilanit.png,P_F_staiv.png,0.898797281
E_F_ilanit.png P_M_benet.png,E_F_ilanit.png,P_M_benet.png,0.854347512
E_F_ilanit.png P_M_buji.png,E_F_ilanit.png,P_M_buji.png,0.91581288
E_F_ilanit.png P_M_gantz.png,E_F_ilanit.png,P_M_gantz.png,0.922098994
E_F_ilanit.png P_M_lapid.png,E_F_ilanit.png,P_M_lapid.png,0.891927339
E_F_ilanit.png P_M_saar.png,E_F_ilanit.png,P_M_saar.png,0.87834771
E_F_ilanit.png P_M_smut.png,E_F_ilanit.png,P_M_smut.png,0.896312468
E_F_ninet.png E_F_rotem_sela.png,E_F_ninet.png,E_F_rotem_sela.png,0.838571563
E_F_ninet.png E_F_shiri.png,E_F_ninet.png,E_F_shiri.png,0.817035958
E_F_ninet.png E_M_asi.png,E_F_ninet.png,E_M_asi.png,0.809035257
E_F_ninet.png E_M_danker.png,E_F_ninet.png,E_M_danker.png,0.808034286
E_F_ninet.png E_M_ido.png,E_F_ninet.png,E_M_ido.png,0.914939553
E_F_ninet.png E_M_liorA.png,E_F_ninet.png,E_M_liorA.png,0.890770391
E_F_ninet.png E_M_yuda.png,E_F_ninet.png,E_M_yuda.png,0.863517329
E_F_ninet.png P_F_michaeli.png,E_F_ninet.png,P_F_michaeli.png,0.845237747
E_F_ninet.png P_F_regev.png,E_F_ninet.png,P_F_regev.png,0.792849749
E_F_ninet.png P_F_shaked.png,E_F_ninet.png,P_F_shaked.png,0.763967857
E_F_ninet.png P_F_staiv.png,E_F_ninet.png,P_F_staiv.png,0.836720899
