RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,59d3bb3200d4940001817436,"11/30/2021, 07:31:56"
2510,E_F_keira_knightley.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,59d3bb3200d4940001817436,"11/30/2021, 07:31:56"
6407,E_M_Martin_Freeman.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,59d3bb3200d4940001817436,"11/30/2021, 07:31:56"
3431,E_M_Martin_Freeman.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,59d3bb3200d4940001817436,"11/30/2021, 07:31:56"
2120,E_F_Judi_Dench.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,59d3bb3200d4940001817436,"11/30/2021, 07:31:56"
2948,E_F_sandra_bullock.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,59d3bb3200d4940001817436,"11/30/2021, 07:31:56"
2611,P_F_hillary_clinton.jpg,P_F_PRITI_PATEL.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,6,59d3bb3200d4940001817436,"11/30/2021, 07:31:56"
2573,E_M_Martin_Freeman.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,59d3bb3200d4940001817436,"11/30/2021, 07:31:56"
2841,E_F_angelina_jolie.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,59d3bb3200d4940001817436,"11/30/2021, 07:31:56"
4154,E_M_michael_caine.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,59d3bb3200d4940001817436,"11/30/2021, 07:31:56"
2259,E_F_jennifer_aniston.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,59d3bb3200d4940001817436,"11/30/2021, 07:31:56"
2284,P_F_esther_mcvey.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,59d3bb3200d4940001817436,"11/30/2021, 07:31:56"
2359,E_F_sandra_bullock.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,59d3bb3200d4940001817436,"11/30/2021, 07:31:56"
3926,E_F_Judi_Dench.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,59d3bb3200d4940001817436,"11/30/2021, 07:31:56"
2039,P_F_tehresy_may.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,59d3bb3200d4940001817436,"11/30/2021, 07:31:56"
3852,E_F_sandra_bullock.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,59d3bb3200d4940001817436,"11/30/2021, 07:31:56"
2207,E_M_Hugh_Grant.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,59d3bb3200d4940001817436,"11/30/2021, 07:31:56"
3659,P_F_PRITI_PATEL.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,59d3bb3200d4940001817436,"11/30/2021, 07:31:56"
3599,P_M_david_cameron.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,59d3bb3200d4940001817436,"11/30/2021, 07:31:56"
2134,E_F_keira_knightley.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,59d3bb3200d4940001817436,"11/30/2021, 07:31:56"
2255,E_M_Hugh_Grant.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,59d3bb3200d4940001817436,"11/30/2021, 07:31:56"
2047,P_F_tehresy_may.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,59d3bb3200d4940001817436,"11/30/2021, 07:31:56"
2665,E_M_robert_de_niro.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,59d3bb3200d4940001817436,"11/30/2021, 07:31:56"
2062,P_F_nicola_sturgeon.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,59d3bb3200d4940001817436,"11/30/2021, 07:31:56"
2605,E_F_keira_knightley.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,59d3bb3200d4940001817436,"11/30/2021, 07:31:56"
2063,E_M_robert_de_niro.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,59d3bb3200d4940001817436,"11/30/2021, 07:31:56"
1905,E_F_angelina_jolie.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,59d3bb3200d4940001817436,"11/30/2021, 07:31:56"
2406,E_M_Hugh_Grant.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,59d3bb3200d4940001817436,"11/30/2021, 07:31:56"
2467,E_F_angelina_jolie.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,59d3bb3200d4940001817436,"11/30/2021, 07:31:56"
2684,P_M_donald_trump.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,59d3bb3200d4940001817436,"11/30/2021, 07:31:56"
2008,E_M_liam_neeson.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,59d3bb3200d4940001817436,"11/30/2021, 07:31:56"
2202,E_F_Judi_Dench.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,59d3bb3200d4940001817436,"11/30/2021, 07:31:56"
2198,E_M_nicolas_cage.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,59d3bb3200d4940001817436,"11/30/2021, 07:31:56"
2455,E_F_Judi_Dench.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,59d3bb3200d4940001817436,"11/30/2021, 07:31:56"
3157,E_M_Martin_Freeman.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,59d3bb3200d4940001817436,"11/30/2021, 07:31:56"
2237,E_M_Hugh_Grant.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,59d3bb3200d4940001817436,"11/30/2021, 07:31:56"
2223,E_F_keira_knightley.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,59d3bb3200d4940001817436,"11/30/2021, 07:31:56"
4398,E_F_Kate_Winslet.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,59d3bb3200d4940001817436,"11/30/2021, 07:31:56"
1920,P_F_hillary_clinton.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,59d3bb3200d4940001817436,"11/30/2021, 07:31:56"
2276,P_M_bill_clinton.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,59d3bb3200d4940001817436,"11/30/2021, 07:31:56"
3540,E_F_sandra_bullock.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,59d3bb3200d4940001817436,"11/30/2021, 07:31:56"
1975,E_F_sandra_bullock.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,59d3bb3200d4940001817436,"11/30/2021, 07:31:56"
2670,E_F_Judi_Dench.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,59d3bb3200d4940001817436,"11/30/2021, 07:31:56"
2492,E_M_nicolas_cage.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,59d3bb3200d4940001817436,"11/30/2021, 07:31:56"
1953,E_F_jennifer_aniston.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,59d3bb3200d4940001817436,"11/30/2021, 07:31:56"
2190,E_F_Judi_Dench.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,59d3bb3200d4940001817436,"11/30/2021, 07:31:56"
3288,E_M_liam_neeson.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,59d3bb3200d4940001817436,"11/30/2021, 07:31:56"
4371,E_F_jennifer_aniston.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,59d3bb3200d4940001817436,"11/30/2021, 07:31:56"
2279,E_F_sandra_bullock.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,59d3bb3200d4940001817436,"11/30/2021, 07:31:56"
1879,E_F_Kate_Winslet.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,59d3bb3200d4940001817436,"11/30/2021, 07:31:56"
2140,P_F_nicola_sturgeon.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,59d3bb3200d4940001817436,"11/30/2021, 07:31:56"
2166,E_M_Hugh_Grant.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,59d3bb3200d4940001817436,"11/30/2021, 07:31:56"
9212,E_M_Hugh_Grant.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,59d3bb3200d4940001817436,"11/30/2021, 07:31:56"
4982,E_M_nicolas_cage.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,59d3bb3200d4940001817436,"11/30/2021, 07:31:56"
2661,E_F_sandra_bullock.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,59d3bb3200d4940001817436,"11/30/2021, 07:31:56"
2873,E_F_Kate_Winslet.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,59d3bb3200d4940001817436,"11/30/2021, 07:31:56"
2846,E_M_michael_caine.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,59d3bb3200d4940001817436,"11/30/2021, 07:31:56"
3125,E_F_sandra_bullock.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,59d3bb3200d4940001817436,"11/30/2021, 07:31:56"
2428,P_F_hillary_clinton.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,59d3bb3200d4940001817436,"11/30/2021, 07:31:56"
2069,E_M_anthony_hopkins.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,59d3bb3200d4940001817436,"11/30/2021, 07:31:56"
2291,E_M_liam_neeson.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,59d3bb3200d4940001817436,"11/30/2021, 07:31:56"
2981,E_F_angelina_jolie.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,59d3bb3200d4940001817436,"11/30/2021, 07:31:56"
3222,E_F_Judi_Dench.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,59d3bb3200d4940001817436,"11/30/2021, 07:31:56"
3415,E_M_michael_caine.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,59d3bb3200d4940001817436,"11/30/2021, 07:31:56"
8065,E_M_Martin_Freeman.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,59d3bb3200d4940001817436,"11/30/2021, 07:31:56"
4796,E_F_Kate_Winslet.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,59d3bb3200d4940001817436,"11/30/2021, 07:31:56"
4267,P_F_esther_mcvey.jpg,P_F_PRITI_PATEL.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,3,59d3bb3200d4940001817436,"11/30/2021, 07:31:56"
2898,E_M_anthony_hopkins.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,59d3bb3200d4940001817436,"11/30/2021, 07:31:56"
2552,E_M_liam_neeson.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,59d3bb3200d4940001817436,"11/30/2021, 07:31:56"
2839,E_F_Kate_Winslet.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,59d3bb3200d4940001817436,"11/30/2021, 07:31:56"
6125,E_F_Judi_Dench.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,59d3bb3200d4940001817436,"11/30/2021, 07:31:56"
3345,E_F_angelina_jolie.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,59d3bb3200d4940001817436,"11/30/2021, 07:31:56"
3196,P_F_PRITI_PATEL.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,59d3bb3200d4940001817436,"11/30/2021, 07:31:56"
2339,E_M_tom_hankes.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,59d3bb3200d4940001817436,"11/30/2021, 07:31:56"
2831,E_F_angelina_jolie.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,59d3bb3200d4940001817436,"11/30/2021, 07:31:56"
3209,E_M_Martin_Freeman.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,59d3bb3200d4940001817436,"11/30/2021, 07:31:56"
5416,E_F_sandra_bullock.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,59d3bb3200d4940001817436,"11/30/2021, 07:31:56"
3138,E_F_Kate_Winslet.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,59d3bb3200d4940001817436,"11/30/2021, 07:31:56"
2220,E_M_robert_de_niro.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,59d3bb3200d4940001817436,"11/30/2021, 07:31:56"
4244,E_M_liam_neeson.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,59d3bb3200d4940001817436,"11/30/2021, 07:31:56"
file,isFamiliar,59d3bb3200d4940001817436,"11/30/2021, 07:31:56"
P_M_bill_clinton.jpg,1,59d3bb3200d4940001817436,"11/30/2021, 07:31:56"
P_F_tehresy_may.jpg,1,59d3bb3200d4940001817436,"11/30/2021, 07:31:56"
P_M_donald_trump.jpg,1,59d3bb3200d4940001817436,"11/30/2021, 07:31:56"
P_M_boris_johnson.jpg,1,59d3bb3200d4940001817436,"11/30/2021, 07:31:56"
E_F_jennifer_aniston.jpg,1,59d3bb3200d4940001817436,"11/30/2021, 07:31:56"
P_F_angela_rayner.jpg,1,59d3bb3200d4940001817436,"11/30/2021, 07:31:56"
P_M_george_Wbush.jpg,1,59d3bb3200d4940001817436,"11/30/2021, 07:31:56"
E_F_sandra_bullock.jpg,1,59d3bb3200d4940001817436,"11/30/2021, 07:31:56"
E_M_robert_de_niro.jpg,1,59d3bb3200d4940001817436,"11/30/2021, 07:31:56"
E_F_angelina_jolie.jpg,1,59d3bb3200d4940001817436,"11/30/2021, 07:31:56"
E_F_Judi_Dench.jpg,1,59d3bb3200d4940001817436,"11/30/2021, 07:31:56"
P_M_Tony_Blair.jpg,1,59d3bb3200d4940001817436,"11/30/2021, 07:31:56"
P_F_nicola_sturgeon.jpg,1,59d3bb3200d4940001817436,"11/30/2021, 07:31:56"
P_F_PRITI_PATEL.jpg,1,59d3bb3200d4940001817436,"11/30/2021, 07:31:56"
P_F_hillary_clinton.jpg,1,59d3bb3200d4940001817436,"11/30/2021, 07:31:56"
P_F_esther_mcvey.jpg,1,59d3bb3200d4940001817436,"11/30/2021, 07:31:56"
E_M_michael_caine.jpg,1,59d3bb3200d4940001817436,"11/30/2021, 07:31:56"
P_M_david_cameron.jpg,1,59d3bb3200d4940001817436,"11/30/2021, 07:31:56"
E_F_Kate_Winslet.jpg,1,59d3bb3200d4940001817436,"11/30/2021, 07:31:56"
E_M_tom_hankes.jpg,1,59d3bb3200d4940001817436,"11/30/2021, 07:31:56"
E_M_anthony_hopkins.jpg,1,59d3bb3200d4940001817436,"11/30/2021, 07:31:56"
E_M_Martin_Freeman.jpg,1,59d3bb3200d4940001817436,"11/30/2021, 07:31:56"
E_M_nicolas_cage.jpg,1,59d3bb3200d4940001817436,"11/30/2021, 07:31:56"
E_M_liam_neeson.jpg,1,59d3bb3200d4940001817436,"11/30/2021, 07:31:56"
E_M_Hugh_Grant.jpg,1,59d3bb3200d4940001817436,"11/30/2021, 07:31:56"
E_F_keira_knightley.jpg,1,59d3bb3200d4940001817436,"11/30/2021, 07:31:56"
age: 31,gender: Female,handedness: right,59d3bb3200d4940001817436,"11/30/2021, 07:31:56"
