RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
33583,E_F_Judi_Dench.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
1423,E_F_sandra_bullock.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
4274,E_F_angelina_jolie.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
2245,E_F_jennifer_aniston.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
1977,E_M_michael_caine.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,2,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
3287,P_M_boris_johnson.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
1017,E_M_Hugh_Grant.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
1172,P_F_angela_rayner.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
44117,E_M_tom_hankes.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
7814,P_M_donald_trump.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
2108,P_F_nicola_sturgeon.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
1394,P_M_bill_clinton.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
2034,E_F_keira_knightley.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
1889,E_F_angelina_jolie.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
30154,P_F_hillary_clinton.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
33547,E_F_keira_knightley.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
1292,E_F_angelina_jolie.jpg,E_F_jennifer_aniston.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
1665,E_F_Judi_Dench.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
1483,E_F_keira_knightley.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
1492,P_F_angela_rayner.jpg,P_F_esther_mcvey.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,5,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
1962,P_F_angela_rayner.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
2197,E_F_Judi_Dench.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
1821,E_F_sandra_bullock.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
895,E_M_tom_hankes.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
4562,E_F_angelina_jolie.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
1131,E_M_liam_neeson.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
1124,E_M_Martin_Freeman.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
file,isFamiliar,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
E_M_robert_de_niro.jpg,1,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
P_M_boris_johnson.jpg,1,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
E_F_jennifer_aniston.jpg,1,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
E_F_Kate_Winslet.jpg,1,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
P_M_Tony_Blair.jpg,1,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
E_F_Judi_Dench.jpg,1,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
P_F_nicola_sturgeon.jpg,1,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
E_M_michael_caine.jpg,1,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
P_M_bill_clinton.jpg,1,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
P_F_tehresy_may.jpg,1,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
E_M_liam_neeson.jpg,1,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
P_F_PRITI_PATEL.jpg,1,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
E_M_anthony_hopkins.jpg,1,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
E_M_Martin_Freeman.jpg,1,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
P_M_donald_trump.jpg,1,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
P_M_george_Wbush.jpg,1,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
P_F_esther_mcvey.jpg,0,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
P_F_hillary_clinton.jpg,1,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
E_M_nicolas_cage.jpg,1,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
E_F_keira_knightley.jpg,1,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
E_M_tom_hankes.jpg,1,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
P_F_angela_rayner.jpg,1,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
E_F_angelina_jolie.jpg,1,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
P_M_david_cameron.jpg,1,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
E_F_sandra_bullock.jpg,1,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
E_M_Hugh_Grant.jpg,1,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
age: 28,gender: Female,handedness: right,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
