RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
7182,E_M_Hugh_Grant.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
4255,P_F_tehresy_may.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
11557,E_M_nicolas_cage.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
8239,E_F_keira_knightley.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
4186,E_F_jennifer_aniston.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
6061,E_M_nicolas_cage.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
39698,E_F_Kate_Winslet.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
3675,E_M_nicolas_cage.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
4176,E_F_Judi_Dench.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
5058,P_F_hillary_clinton.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
4179,E_F_Judi_Dench.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
5105,P_M_boris_johnson.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
3997,E_F_keira_knightley.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
3067,E_M_michael_caine.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
3997,E_F_keira_knightley.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
2870,E_M_Hugh_Grant.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
7863,P_F_esther_mcvey.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
7708,E_F_angelina_jolie.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
17105,E_M_anthony_hopkins.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
3070,P_M_bill_clinton.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
2659,E_F_angelina_jolie.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
4129,E_F_angelina_jolie.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
3298,P_F_esther_mcvey.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
3238,E_F_angelina_jolie.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
3164,E_F_keira_knightley.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
3848,E_M_liam_neeson.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
4781,P_F_nicola_sturgeon.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
3412,E_M_nicolas_cage.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
8742,E_F_Kate_Winslet.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
5445,E_F_Judi_Dench.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
71000,E_F_jennifer_aniston.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
6785,E_F_Kate_Winslet.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
3385,P_F_hillary_clinton.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
3210,P_M_donald_trump.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
2710,E_F_angelina_jolie.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
2611,E_F_angelina_jolie.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
3738,E_F_Judi_Dench.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
6004,E_M_tom_hankes.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
5562,E_M_Martin_Freeman.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
6983,E_F_Judi_Dench.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
25993,E_F_Judi_Dench.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
3020,E_M_Martin_Freeman.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
4238,E_F_Kate_Winslet.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
3518,E_F_jennifer_aniston.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
3623,P_F_angela_rayner.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
3856,P_M_boris_johnson.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
3056,E_M_Martin_Freeman.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
3225,P_F_hillary_clinton.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,6,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
3907,E_M_michael_caine.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
3294,E_M_liam_neeson.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
7533,E_F_keira_knightley.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
5144,P_F_nicola_sturgeon.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
12357,E_M_nicolas_cage.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
2827,E_F_keira_knightley.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
3961,E_M_robert_de_niro.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
3047,E_M_tom_hankes.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
2682,E_F_sandra_bullock.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
3510,E_M_anthony_hopkins.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
2856,E_F_angelina_jolie.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
10378,P_F_tehresy_may.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
3324,E_M_Hugh_Grant.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
5294,E_F_Judi_Dench.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
2745,E_M_anthony_hopkins.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
3163,E_M_Martin_Freeman.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
3321,E_M_nicolas_cage.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
3251,P_M_bill_clinton.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
3743,E_F_jennifer_aniston.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
4310,E_F_angelina_jolie.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
3073,E_F_jennifer_aniston.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
4534,E_F_Kate_Winslet.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
2870,E_M_Hugh_Grant.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
6641,E_F_jennifer_aniston.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
8304,E_F_sandra_bullock.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
2988,E_F_Judi_Dench.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
4339,E_M_michael_caine.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
3850,E_F_Judi_Dench.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
3816,E_M_michael_caine.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
5964,P_F_nicola_sturgeon.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
2898,E_F_keira_knightley.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
4937,E_M_robert_de_niro.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
5011,E_F_jennifer_aniston.jpg,E_F_Judi_Dench.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
2500,E_F_keira_knightley.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
2321,E_M_michael_caine.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
4464,E_F_sandra_bullock.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
3004,E_F_jennifer_aniston.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
4369,E_F_angelina_jolie.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
3898,E_F_Kate_Winslet.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
2756,E_M_liam_neeson.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
2550,E_M_robert_de_niro.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
4920,E_M_Hugh_Grant.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
3842,E_F_angelina_jolie.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
4022,E_F_angelina_jolie.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
2632,E_F_sandra_bullock.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
2682,P_F_PRITI_PATEL.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
3558,E_F_jennifer_aniston.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
4365,P_F_PRITI_PATEL.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
31071,E_M_nicolas_cage.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
2867,E_M_nicolas_cage.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
2316,P_M_bill_clinton.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
4418,E_M_anthony_hopkins.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
2874,E_M_robert_de_niro.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
2583,E_M_tom_hankes.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
4092,P_M_david_cameron.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
2985,E_F_sandra_bullock.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
3862,E_F_Kate_Winslet.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
6391,E_M_tom_hankes.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
3730,E_M_michael_caine.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
3585,E_M_Martin_Freeman.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
2520,E_M_anthony_hopkins.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
2786,E_F_jennifer_aniston.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
3026,E_F_jennifer_aniston.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
3055,E_M_Martin_Freeman.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
2569,E_M_Martin_Freeman.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
4290,P_F_PRITI_PATEL.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
2497,E_F_sandra_bullock.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
3031,E_F_Judi_Dench.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
2732,E_F_jennifer_aniston.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
3759,E_F_sandra_bullock.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
2714,E_M_liam_neeson.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
4472,E_M_Hugh_Grant.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
5905,E_M_Martin_Freeman.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
2487,E_M_liam_neeson.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
4351,E_F_Kate_Winslet.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
3059,E_F_Judi_Dench.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
3731,P_M_boris_johnson.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
2954,E_F_angelina_jolie.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
3024,E_M_michael_caine.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
4041,E_F_jennifer_aniston.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
2742,E_M_tom_hankes.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
2482,E_F_keira_knightley.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
2625,E_M_robert_de_niro.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
4926,E_F_Kate_Winslet.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
2841,P_F_hillary_clinton.jpg,P_F_nicola_sturgeon.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,6,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
3527,P_M_donald_trump.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
3341,P_F_tehresy_may.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
4441,E_M_nicolas_cage.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
2403,E_M_Martin_Freeman.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
3533,E_F_jennifer_aniston.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
2903,E_F_angelina_jolie.jpg,E_F_jennifer_aniston.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,5e11ff6f814bba8816cca900,"11/28/2021, 19:19:28"
