RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
4459,E_M_anthony_hopkins.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
6141,E_F_keira_knightley.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
4627,E_M_Hugh_Grant.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
3523,E_F_Judi_Dench.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
8811,E_F_Kate_Winslet.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
2932,E_F_sandra_bullock.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
9548,E_M_michael_caine.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
7777,E_F_jennifer_aniston.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
4947,E_F_jennifer_aniston.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
13263,E_F_jennifer_aniston.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
3435,E_F_jennifer_aniston.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
23841,E_F_angelina_jolie.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
6034,E_F_angelina_jolie.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
9571,E_M_anthony_hopkins.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,2,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
53370,E_M_anthony_hopkins.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
62838,E_M_anthony_hopkins.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
2345,P_F_nicola_sturgeon.jpg,P_F_PRITI_PATEL.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,2,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
3432,E_F_jennifer_aniston.jpg,E_F_Judi_Dench.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
5523,E_F_Kate_Winslet.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
14567,E_F_sandra_bullock.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
2314,P_M_bill_clinton.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
9453,E_F_Judi_Dench.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
7257,P_M_bill_clinton.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
12455,E_F_angelina_jolie.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,1,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
3795,E_M_robert_de_niro.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
4621,E_M_liam_neeson.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
2539,E_M_liam_neeson.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
3399,E_M_Hugh_Grant.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
2430,E_M_nicolas_cage.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
4319,P_F_esther_mcvey.jpg,P_F_PRITI_PATEL.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,1,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
5561,E_F_Kate_Winslet.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
4869,E_M_nicolas_cage.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
3068,E_F_angelina_jolie.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
4605,E_F_jennifer_aniston.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
8138,E_M_nicolas_cage.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,2,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
4570,E_F_Kate_Winslet.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
4054,E_M_tom_hankes.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
17244,E_F_angelina_jolie.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
3985,E_F_Judi_Dench.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
8460,E_M_liam_neeson.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
4203,E_M_anthony_hopkins.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
4173,E_M_anthony_hopkins.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
9095,P_F_angela_rayner.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
7780,E_M_robert_de_niro.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
3797,E_F_Kate_Winslet.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
3954,E_F_keira_knightley.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
8757,P_M_boris_johnson.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
5880,E_M_tom_hankes.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
7374,E_F_angelina_jolie.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
6245,E_F_angelina_jolie.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
10087,E_F_jennifer_aniston.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
66595,E_F_sandra_bullock.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
21370,P_F_hillary_clinton.jpg,P_F_nicola_sturgeon.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,2,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
3490,E_F_sandra_bullock.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
2124,P_F_esther_mcvey.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
11586,E_F_sandra_bullock.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
2871,P_F_nicola_sturgeon.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
10759,E_F_sandra_bullock.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
3679,E_M_liam_neeson.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
3657,E_M_michael_caine.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
3590,E_M_anthony_hopkins.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
4506,E_M_Martin_Freeman.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
2729,E_M_anthony_hopkins.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
2339,P_F_esther_mcvey.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
2224,E_M_Martin_Freeman.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
3263,P_F_tehresy_may.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
3528,E_M_liam_neeson.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
2756,E_F_jennifer_aniston.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
2257,P_F_tehresy_may.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
3415,E_F_angelina_jolie.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
3783,P_F_esther_mcvey.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
3823,E_F_keira_knightley.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
2883,E_F_keira_knightley.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
4121,E_F_Kate_Winslet.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
3146,E_M_Hugh_Grant.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
2265,E_M_Martin_Freeman.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
3111,P_M_donald_trump.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
3128,E_F_Kate_Winslet.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
2227,E_M_tom_hankes.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
2581,E_M_tom_hankes.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
2551,P_M_bill_clinton.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
1899,E_M_Martin_Freeman.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
3112,E_F_angelina_jolie.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
3254,E_M_michael_caine.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,2,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
1876,E_F_keira_knightley.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
2164,E_F_angelina_jolie.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
2856,E_F_jennifer_aniston.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
4276,E_M_Martin_Freeman.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
6060,P_F_nicola_sturgeon.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
2207,E_M_Hugh_Grant.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
2440,E_F_keira_knightley.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
2189,E_M_liam_neeson.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
2204,E_F_Judi_Dench.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
2416,E_M_Martin_Freeman.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
1753,P_F_angela_rayner.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
3559,E_M_anthony_hopkins.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
3456,E_F_keira_knightley.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
3071,E_M_liam_neeson.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
2248,P_F_PRITI_PATEL.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
3189,E_M_tom_hankes.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
2499,P_F_esther_mcvey.jpg,P_F_nicola_sturgeon.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,5,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
2514,P_F_esther_mcvey.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
3174,P_F_PRITI_PATEL.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
3015,E_F_keira_knightley.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
3141,E_M_michael_caine.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
2600,E_F_jennifer_aniston.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
4585,P_F_nicola_sturgeon.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
2004,P_F_tehresy_may.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
22655,E_F_sandra_bullock.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
1935,P_F_angela_rayner.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
3676,P_F_hillary_clinton.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
2339,E_M_Martin_Freeman.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
2706,E_F_Kate_Winslet.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
3229,P_F_PRITI_PATEL.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
7206,P_F_nicola_sturgeon.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
3080,P_M_boris_johnson.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
2006,P_F_hillary_clinton.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
2837,E_M_Hugh_Grant.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,1,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
2690,E_F_Kate_Winslet.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
3495,E_F_Judi_Dench.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
1872,E_F_Judi_Dench.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
2539,E_F_jennifer_aniston.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
2651,E_F_angelina_jolie.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
3672,E_F_jennifer_aniston.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
34627,E_M_nicolas_cage.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
3902,E_F_angelina_jolie.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
3369,E_M_Martin_Freeman.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
2097,P_M_george_Wbush.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
20083,E_M_michael_caine.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
3578,E_M_Hugh_Grant.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
2917,E_M_robert_de_niro.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
2509,E_F_Judi_Dench.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
20163,E_M_nicolas_cage.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
2853,E_M_robert_de_niro.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
2789,E_M_Hugh_Grant.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
17382,E_F_Kate_Winslet.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
2048,E_F_angelina_jolie.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
2611,P_F_angela_rayner.jpg,P_F_esther_mcvey.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,3,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
2725,P_M_bill_clinton.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
