RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
2134,E_M_Hugh_Grant.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
2712,E_M_tom_hankes.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
5224,E_M_nicolas_cage.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
3341,E_M_anthony_hopkins.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,2,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
3504,P_F_PRITI_PATEL.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
3693,E_F_Kate_Winslet.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
4761,E_F_jennifer_aniston.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
2459,E_F_angelina_jolie.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
3997,E_M_anthony_hopkins.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
21274,E_F_Judi_Dench.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
5330,E_M_tom_hankes.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
2696,E_F_keira_knightley.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
3028,E_M_nicolas_cage.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
5301,E_M_nicolas_cage.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
9630,E_F_sandra_bullock.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
2942,E_M_tom_hankes.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
4435,E_M_michael_caine.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
7169,E_M_Martin_Freeman.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
4612,E_F_sandra_bullock.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
19013,P_F_esther_mcvey.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
3418,E_M_Martin_Freeman.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
2258,E_M_Martin_Freeman.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
2306,E_F_Kate_Winslet.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
5333,P_M_david_cameron.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
4132,E_M_anthony_hopkins.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
3171,E_F_keira_knightley.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
2593,E_F_Kate_Winslet.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
4298,P_F_angela_rayner.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
2818,E_F_Judi_Dench.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
3687,E_M_anthony_hopkins.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
3711,E_M_liam_neeson.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
2239,E_M_liam_neeson.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
2872,P_F_nicola_sturgeon.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,3,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
2219,P_F_esther_mcvey.jpg,P_F_PRITI_PATEL.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,3,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
3216,P_F_angela_rayner.jpg,P_F_nicola_sturgeon.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,3,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
3000,E_M_robert_de_niro.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
3552,E_F_keira_knightley.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
2180,E_F_Judi_Dench.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
4742,E_F_jennifer_aniston.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
2008,E_F_jennifer_aniston.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
2910,E_M_robert_de_niro.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
3068,E_F_angelina_jolie.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
6111,E_F_sandra_bullock.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
2622,E_F_keira_knightley.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
12648,E_M_robert_de_niro.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
2332,E_M_nicolas_cage.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
5706,E_F_sandra_bullock.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
2420,E_M_liam_neeson.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
2425,E_F_Kate_Winslet.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
2242,P_M_david_cameron.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
3281,E_F_Kate_Winslet.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
2723,E_F_Kate_Winslet.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
2909,E_F_Kate_Winslet.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
2648,E_M_liam_neeson.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
4319,E_M_nicolas_cage.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
9187,E_F_sandra_bullock.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
5178,P_F_tehresy_may.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
2844,E_M_nicolas_cage.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
2439,E_F_angelina_jolie.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
2536,P_M_george_Wbush.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
3487,E_F_jennifer_aniston.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
3832,P_M_bill_clinton.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
3465,E_F_sandra_bullock.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
2774,E_F_Judi_Dench.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
2661,E_F_angelina_jolie.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
2711,E_M_anthony_hopkins.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
2234,E_F_sandra_bullock.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
3139,E_F_keira_knightley.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
3118,E_F_Judi_Dench.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
12320,P_F_PRITI_PATEL.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
3324,E_F_Kate_Winslet.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
2210,E_M_Martin_Freeman.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
2714,P_F_PRITI_PATEL.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
14628,E_F_keira_knightley.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
3217,P_F_esther_mcvey.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
2608,E_M_Martin_Freeman.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
3762,P_F_nicola_sturgeon.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
2359,E_M_Hugh_Grant.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
2937,E_F_angelina_jolie.jpg,E_F_jennifer_aniston.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
3650,E_M_Martin_Freeman.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
3784,P_F_angela_rayner.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,5,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
2386,E_M_michael_caine.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
6487,E_M_Hugh_Grant.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
2408,E_M_anthony_hopkins.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
3557,P_F_hillary_clinton.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
4702,P_F_angela_rayner.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
51030,E_M_robert_de_niro.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
1505,E_F_keira_knightley.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
2536,E_F_angelina_jolie.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
3784,P_M_boris_johnson.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
2548,P_F_nicola_sturgeon.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
3045,E_F_angelina_jolie.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
2169,E_F_Judi_Dench.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
3616,E_F_angelina_jolie.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
2121,E_M_tom_hankes.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
1859,E_M_Hugh_Grant.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
2835,E_F_keira_knightley.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
4010,P_F_hillary_clinton.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
3015,E_F_angelina_jolie.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
2865,E_F_jennifer_aniston.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
3190,E_M_michael_caine.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
2070,E_F_keira_knightley.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
2416,E_M_anthony_hopkins.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
1975,E_M_nicolas_cage.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
2923,E_F_Kate_Winslet.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
2217,E_F_Judi_Dench.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
5448,P_F_hillary_clinton.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
2502,E_F_Kate_Winslet.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
3283,P_M_bill_clinton.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
3609,P_F_hillary_clinton.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,1,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
3540,P_F_PRITI_PATEL.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
2046,E_M_robert_de_niro.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
2673,E_M_liam_neeson.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
2583,E_M_anthony_hopkins.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
2940,E_M_tom_hankes.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
2270,E_M_anthony_hopkins.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
2538,E_M_nicolas_cage.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
22414,E_F_Kate_Winslet.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
7313,E_M_Hugh_Grant.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
7564,E_M_Martin_Freeman.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
3785,E_M_anthony_hopkins.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
4255,P_M_boris_johnson.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
5688,E_M_michael_caine.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
2611,P_F_nicola_sturgeon.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
2539,E_M_nicolas_cage.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
2365,E_F_keira_knightley.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
2965,E_F_angelina_jolie.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
5057,P_F_tehresy_may.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
1955,E_F_keira_knightley.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
4819,E_F_keira_knightley.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
2254,E_F_keira_knightley.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
3665,E_F_sandra_bullock.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
3691,E_M_liam_neeson.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
3963,E_M_michael_caine.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
3340,E_F_sandra_bullock.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
3017,E_F_keira_knightley.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
2448,E_M_tom_hankes.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
2434,E_F_jennifer_aniston.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
2204,E_M_liam_neeson.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
3340,E_M_michael_caine.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
2764,E_F_angelina_jolie.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
