RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
2480,E_F_Judi_Dench.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
2622,E_M_michael_caine.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
4437,P_F_tehresy_may.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
2944,E_F_Kate_Winslet.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
3970,E_F_angelina_jolie.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
4413,E_M_tom_hankes.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
2331,E_F_jennifer_aniston.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
4018,E_F_Judi_Dench.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
2687,E_F_jennifer_aniston.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
3027,E_F_Kate_Winslet.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
2500,E_F_keira_knightley.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
4910,P_F_PRITI_PATEL.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
2679,E_M_anthony_hopkins.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
7429,E_F_sandra_bullock.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
2466,E_M_anthony_hopkins.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
4306,E_F_angelina_jolie.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
3521,E_M_liam_neeson.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
2930,E_F_Kate_Winslet.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
2938,E_M_anthony_hopkins.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
2799,E_M_nicolas_cage.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
2625,E_F_keira_knightley.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
3808,P_F_hillary_clinton.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
6079,E_M_michael_caine.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
2503,P_F_esther_mcvey.jpg,P_F_nicola_sturgeon.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,6,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
3861,E_M_liam_neeson.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
3080,P_F_nicola_sturgeon.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
3476,E_M_michael_caine.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
2604,E_M_Martin_Freeman.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
4661,P_M_bill_clinton.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
3449,E_M_anthony_hopkins.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
3052,E_F_angelina_jolie.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
3193,E_F_angelina_jolie.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
2669,E_M_liam_neeson.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
4948,E_F_Kate_Winslet.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
2828,E_F_angelina_jolie.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
2946,E_F_jennifer_aniston.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
4197,E_M_Hugh_Grant.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
6206,E_M_nicolas_cage.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
5703,E_F_Judi_Dench.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
3275,E_M_liam_neeson.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
2987,E_F_Judi_Dench.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
2611,P_F_esther_mcvey.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
3506,E_M_tom_hankes.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
2801,P_F_angela_rayner.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
5581,P_F_PRITI_PATEL.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
4257,P_F_angela_rayner.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
3787,E_F_sandra_bullock.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
5062,E_M_anthony_hopkins.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
3466,E_M_robert_de_niro.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
2563,E_M_Martin_Freeman.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
2278,P_F_angela_rayner.jpg,P_F_PRITI_PATEL.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,6,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
3527,E_F_Kate_Winslet.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
3054,E_F_sandra_bullock.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
3462,E_M_michael_caine.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
5678,P_M_boris_johnson.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
3454,E_M_michael_caine.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
4165,P_M_donald_trump.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
3192,E_M_robert_de_niro.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
3918,P_F_hillary_clinton.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
4700,E_M_anthony_hopkins.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
3091,E_F_Judi_Dench.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
5207,E_M_robert_de_niro.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
3135,E_M_nicolas_cage.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
4108,E_F_jennifer_aniston.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
3675,E_F_angelina_jolie.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
3086,E_M_tom_hankes.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
2578,E_F_sandra_bullock.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
3787,E_F_Kate_Winslet.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
2897,E_F_Kate_Winslet.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
6686,E_F_Kate_Winslet.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
2996,E_M_Hugh_Grant.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
3259,E_F_angelina_jolie.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
3087,E_M_nicolas_cage.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
2505,E_M_nicolas_cage.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
3808,E_F_keira_knightley.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
3622,E_F_angelina_jolie.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
4666,P_F_PRITI_PATEL.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,5,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
3910,E_M_michael_caine.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
2505,E_M_Martin_Freeman.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
2738,E_M_Hugh_Grant.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
5466,E_F_Kate_Winslet.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
3620,E_F_angelina_jolie.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
3501,E_F_keira_knightley.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
3255,E_F_Judi_Dench.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
3362,E_F_jennifer_aniston.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
10317,E_F_Kate_Winslet.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
3893,P_F_hillary_clinton.jpg,P_F_PRITI_PATEL.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,5,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
4036,E_M_liam_neeson.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
3170,E_M_anthony_hopkins.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
3842,E_F_jennifer_aniston.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
2478,E_F_jennifer_aniston.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
2790,P_F_PRITI_PATEL.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
4128,E_M_Martin_Freeman.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
2760,P_F_esther_mcvey.jpg,P_F_hillary_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,5,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
4544,P_F_tehresy_may.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
3793,E_F_jennifer_aniston.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
3048,E_F_keira_knightley.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
2830,E_F_sandra_bullock.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
6907,E_F_jennifer_aniston.jpg,E_F_Judi_Dench.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
3851,E_F_Kate_Winslet.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
3676,P_F_PRITI_PATEL.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
2630,E_F_Kate_Winslet.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
2684,E_M_tom_hankes.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
3833,P_F_angela_rayner.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,5,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
9721,E_F_Kate_Winslet.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
2825,E_M_liam_neeson.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
9732,E_F_Judi_Dench.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
3801,E_F_angelina_jolie.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
2776,E_F_Kate_Winslet.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
5635,P_F_hillary_clinton.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
3165,E_F_Judi_Dench.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
3223,P_F_esther_mcvey.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
5356,E_F_Kate_Winslet.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
4238,E_M_robert_de_niro.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
5131,P_M_bill_clinton.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
4960,E_M_liam_neeson.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
5940,E_M_anthony_hopkins.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
4270,E_M_Hugh_Grant.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
3994,P_F_nicola_sturgeon.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
3462,E_M_Hugh_Grant.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
6242,E_M_michael_caine.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
3279,E_F_Judi_Dench.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
3086,E_M_Martin_Freeman.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
4887,E_F_jennifer_aniston.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
9966,P_M_david_cameron.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
3724,E_M_liam_neeson.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
3098,P_F_angela_rayner.jpg,P_F_nicola_sturgeon.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,5,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
5852,P_F_tehresy_may.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
4995,E_F_angelina_jolie.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
6791,E_M_anthony_hopkins.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
7856,E_M_nicolas_cage.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
1786,P_M_david_cameron.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
1781,P_F_PRITI_PATEL.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
3412,E_M_nicolas_cage.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
5722,E_M_robert_de_niro.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
3734,E_F_keira_knightley.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
2465,E_M_Hugh_Grant.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
5652,E_M_robert_de_niro.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
2580,E_M_robert_de_niro.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
3513,E_M_liam_neeson.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
5108,P_M_george_Wbush.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
