RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5d1a01b9f9ab2100019e7678,"11/30/2021, 06:59:13"
2800,E_M_nicolas_cage.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5d1a01b9f9ab2100019e7678,"11/30/2021, 06:59:13"
1698,E_M_Hugh_Grant.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5d1a01b9f9ab2100019e7678,"11/30/2021, 06:59:13"
2400,E_F_keira_knightley.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5d1a01b9f9ab2100019e7678,"11/30/2021, 06:59:13"
2220,E_F_jennifer_aniston.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5d1a01b9f9ab2100019e7678,"11/30/2021, 06:59:13"
2499,E_M_anthony_hopkins.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5d1a01b9f9ab2100019e7678,"11/30/2021, 06:59:13"
2883,E_F_Kate_Winslet.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,5d1a01b9f9ab2100019e7678,"11/30/2021, 06:59:13"
2025,E_M_tom_hankes.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5d1a01b9f9ab2100019e7678,"11/30/2021, 06:59:13"
1868,E_F_sandra_bullock.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d1a01b9f9ab2100019e7678,"11/30/2021, 06:59:13"
2487,P_F_nicola_sturgeon.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,5d1a01b9f9ab2100019e7678,"11/30/2021, 06:59:13"
file,isFamiliar,5d1a01b9f9ab2100019e7678,"11/30/2021, 06:59:13"
E_M_michael_caine.jpg,1,5d1a01b9f9ab2100019e7678,"11/30/2021, 06:59:13"
P_F_tehresy_may.jpg,1,5d1a01b9f9ab2100019e7678,"11/30/2021, 06:59:13"
E_M_liam_neeson.jpg,1,5d1a01b9f9ab2100019e7678,"11/30/2021, 06:59:13"
E_F_Judi_Dench.jpg,1,5d1a01b9f9ab2100019e7678,"11/30/2021, 06:59:13"
P_M_george_Wbush.jpg,1,5d1a01b9f9ab2100019e7678,"11/30/2021, 06:59:13"
P_M_boris_johnson.jpg,1,5d1a01b9f9ab2100019e7678,"11/30/2021, 06:59:13"
E_M_Martin_Freeman.jpg,1,5d1a01b9f9ab2100019e7678,"11/30/2021, 06:59:13"
P_F_esther_mcvey.jpg,0,5d1a01b9f9ab2100019e7678,"11/30/2021, 06:59:13"
E_F_Kate_Winslet.jpg,1,5d1a01b9f9ab2100019e7678,"11/30/2021, 06:59:13"
P_M_david_cameron.jpg,1,5d1a01b9f9ab2100019e7678,"11/30/2021, 06:59:13"
E_M_robert_de_niro.jpg,1,5d1a01b9f9ab2100019e7678,"11/30/2021, 06:59:13"
E_F_sandra_bullock.jpg,1,5d1a01b9f9ab2100019e7678,"11/30/2021, 06:59:13"
E_F_keira_knightley.jpg,1,5d1a01b9f9ab2100019e7678,"11/30/2021, 06:59:13"
E_M_anthony_hopkins.jpg,0,5d1a01b9f9ab2100019e7678,"11/30/2021, 06:59:13"
E_M_nicolas_cage.jpg,1,5d1a01b9f9ab2100019e7678,"11/30/2021, 06:59:13"
P_F_angela_rayner.jpg,0,5d1a01b9f9ab2100019e7678,"11/30/2021, 06:59:13"
E_F_jennifer_aniston.jpg,1,5d1a01b9f9ab2100019e7678,"11/30/2021, 06:59:13"
P_F_nicola_sturgeon.jpg,1,5d1a01b9f9ab2100019e7678,"11/30/2021, 06:59:13"
P_M_Tony_Blair.jpg,1,5d1a01b9f9ab2100019e7678,"11/30/2021, 06:59:13"
P_F_PRITI_PATEL.jpg,0,5d1a01b9f9ab2100019e7678,"11/30/2021, 06:59:13"
P_F_hillary_clinton.jpg,1,5d1a01b9f9ab2100019e7678,"11/30/2021, 06:59:13"
P_M_donald_trump.jpg,1,5d1a01b9f9ab2100019e7678,"11/30/2021, 06:59:13"
E_M_tom_hankes.jpg,1,5d1a01b9f9ab2100019e7678,"11/30/2021, 06:59:13"
E_F_angelina_jolie.jpg,1,5d1a01b9f9ab2100019e7678,"11/30/2021, 06:59:13"
E_M_Hugh_Grant.jpg,1,5d1a01b9f9ab2100019e7678,"11/30/2021, 06:59:13"
P_M_bill_clinton.jpg,1,5d1a01b9f9ab2100019e7678,"11/30/2021, 06:59:13"
age: 29,gender: Female,handedness: right,5d1a01b9f9ab2100019e7678,"11/30/2021, 06:59:13"
