RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
5009,E_F_angelina_jolie.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
3370,E_M_Hugh_Grant.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
5095,E_F_sandra_bullock.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
5615,E_F_angelina_jolie.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
3678,P_M_boris_johnson.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
3783,E_F_jennifer_aniston.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
4288,E_F_sandra_bullock.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
4251,E_F_sandra_bullock.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
4971,P_M_george_Wbush.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
3650,E_M_michael_caine.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
4279,P_F_hillary_clinton.jpg,P_F_nicola_sturgeon.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,2,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
3777,E_F_keira_knightley.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
3816,E_M_liam_neeson.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
4202,E_F_jennifer_aniston.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
5069,E_F_Kate_Winslet.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
3911,E_F_Judi_Dench.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
3681,E_M_liam_neeson.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
5079,E_M_Martin_Freeman.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
2937,E_F_angelina_jolie.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
2891,E_F_keira_knightley.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
4048,E_M_nicolas_cage.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
4952,E_M_robert_de_niro.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
4915,P_F_nicola_sturgeon.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
3329,E_F_jennifer_aniston.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
5177,E_M_robert_de_niro.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
3863,E_F_keira_knightley.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
3369,E_F_angelina_jolie.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
2850,P_F_nicola_sturgeon.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
6343,E_F_jennifer_aniston.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
8104,P_F_esther_mcvey.jpg,P_F_nicola_sturgeon.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,6,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
3722,E_F_sandra_bullock.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
5719,E_M_tom_hankes.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
5651,P_F_tehresy_may.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
4881,E_F_Judi_Dench.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
4993,E_F_Judi_Dench.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
4324,E_M_michael_caine.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
3872,P_M_bill_clinton.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
4148,P_F_angela_rayner.jpg,P_F_esther_mcvey.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,4,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
3995,E_M_michael_caine.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
3179,E_M_Hugh_Grant.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
6414,E_M_anthony_hopkins.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
3837,E_F_angelina_jolie.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
3184,E_M_tom_hankes.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
4174,E_F_keira_knightley.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
3934,E_F_Judi_Dench.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
5439,E_F_keira_knightley.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
3794,P_M_bill_clinton.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
4880,E_F_sandra_bullock.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
4028,P_M_bill_clinton.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
3915,P_M_bill_clinton.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
3576,E_F_keira_knightley.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
5225,E_M_anthony_hopkins.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
3510,E_F_angelina_jolie.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
5984,E_M_nicolas_cage.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
4524,P_F_PRITI_PATEL.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
3265,E_F_keira_knightley.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
5947,E_M_michael_caine.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
4200,E_M_liam_neeson.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
4876,E_M_liam_neeson.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
4555,P_F_nicola_sturgeon.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
4500,E_M_michael_caine.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
7744,E_F_Kate_Winslet.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
6442,E_M_michael_caine.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
5316,P_F_hillary_clinton.jpg,P_F_PRITI_PATEL.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,4,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
4891,P_M_david_cameron.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
5812,P_M_boris_johnson.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
3384,E_F_sandra_bullock.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
5799,E_F_Kate_Winslet.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
6049,E_F_Kate_Winslet.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
3625,E_F_keira_knightley.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
7380,E_F_keira_knightley.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
8038,P_F_angela_rayner.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
4255,E_M_nicolas_cage.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
5902,E_M_nicolas_cage.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
5978,E_M_anthony_hopkins.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
6828,E_M_nicolas_cage.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
12705,E_M_anthony_hopkins.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
4135,E_M_Martin_Freeman.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
6821,E_M_Martin_Freeman.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
3366,E_F_jennifer_aniston.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
7320,E_F_jennifer_aniston.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
3402,P_F_nicola_sturgeon.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
5722,P_F_esther_mcvey.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
7068,P_F_esther_mcvey.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
4213,E_M_liam_neeson.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,1,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
23786,E_F_Judi_Dench.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
4484,P_F_hillary_clinton.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
3270,E_F_angelina_jolie.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
5331,E_M_anthony_hopkins.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
4468,E_F_sandra_bullock.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
6756,E_F_jennifer_aniston.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
5358,P_F_PRITI_PATEL.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
5095,E_F_Kate_Winslet.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
3682,E_F_keira_knightley.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
3561,E_M_robert_de_niro.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
4580,E_F_Kate_Winslet.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
5829,E_M_robert_de_niro.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
4645,E_F_sandra_bullock.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
3992,E_F_jennifer_aniston.jpg,E_F_Judi_Dench.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
4364,E_F_Judi_Dench.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
9138,E_M_Martin_Freeman.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
4868,E_F_Kate_Winslet.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
6980,P_F_esther_mcvey.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
3954,E_F_jennifer_aniston.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
5045,E_M_nicolas_cage.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
9961,E_M_robert_de_niro.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
3248,E_M_Hugh_Grant.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
7541,P_F_tehresy_may.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
4625,P_F_angela_rayner.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,6,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
4071,E_M_Martin_Freeman.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
3470,E_F_Judi_Dench.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
5233,E_F_Kate_Winslet.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
6071,E_M_robert_de_niro.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
6900,E_F_keira_knightley.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
4241,E_F_Judi_Dench.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
4110,E_F_Judi_Dench.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
4736,E_M_Hugh_Grant.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
6433,E_M_Martin_Freeman.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
8767,E_F_keira_knightley.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
4478,E_F_Judi_Dench.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
5487,E_M_michael_caine.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
7009,P_F_esther_mcvey.jpg,P_F_PRITI_PATEL.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,6,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
13801,P_F_nicola_sturgeon.jpg,P_F_PRITI_PATEL.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,6,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
4905,P_F_angela_rayner.jpg,P_F_nicola_sturgeon.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,6,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
9843,E_M_michael_caine.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
9360,E_M_michael_caine.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
16091,E_M_nicolas_cage.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,2,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
4930,E_F_angelina_jolie.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
6125,E_F_Judi_Dench.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
4613,E_F_Judi_Dench.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
3878,E_F_Judi_Dench.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
13072,E_M_liam_neeson.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
4324,E_M_Martin_Freeman.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
4824,E_F_angelina_jolie.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
3605,E_F_angelina_jolie.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
3237,E_M_liam_neeson.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
9134,E_F_jennifer_aniston.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
5265,E_M_tom_hankes.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
14224,E_F_angelina_jolie.jpg,E_F_Judi_Dench.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
