RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
P_M_boris_johnson.jpg,1,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
E_M_tom_hankes.jpg,1,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
P_F_hillary_clinton.jpg,1,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
P_F_tehresy_may.jpg,1,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
E_M_nicolas_cage.jpg,1,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
E_F_jennifer_aniston.jpg,1,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
P_F_esther_mcvey.jpg,0,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
P_F_angela_rayner.jpg,1,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
E_M_anthony_hopkins.jpg,1,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
P_F_PRITI_PATEL.jpg,1,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
E_M_michael_caine.jpg,1,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
E_F_sandra_bullock.jpg,1,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
E_F_keira_knightley.jpg,1,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
E_M_Martin_Freeman.jpg,1,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
P_M_donald_trump.jpg,1,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
P_M_Tony_Blair.jpg,1,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
E_F_angelina_jolie.jpg,1,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
P_F_nicola_sturgeon.jpg,1,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
E_M_robert_de_niro.jpg,1,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
P_M_george_Wbush.jpg,1,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
E_F_Kate_Winslet.jpg,1,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
age: 27,gender: Female,handedness: right,60fe8e374459cae904f39ff1,"11/28/2021, 19:11:58"
