RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,6171a2b0fe9fb7af0052c2c2,"11/02/2022, 16:04:17"
E_F_angelina_jolie.jpg,1,6171a2b0fe9fb7af0052c2c2,"11/02/2022, 16:04:17"
P_F_hillary_clinton.jpg,2,6171a2b0fe9fb7af0052c2c2,"11/02/2022, 16:04:17"
E_M_robert_de_niro.jpg,1,6171a2b0fe9fb7af0052c2c2,"11/02/2022, 16:04:17"
P_M_donald_trump.jpg,1,6171a2b0fe9fb7af0052c2c2,"11/02/2022, 16:04:17"
P_M_bill_clinton.jpg,2,6171a2b0fe9fb7af0052c2c2,"11/02/2022, 16:04:17"
P_F_tehresy_may.jpg,1,6171a2b0fe9fb7af0052c2c2,"11/02/2022, 16:04:17"
P_F_nicola_sturgeon.jpg,1,6171a2b0fe9fb7af0052c2c2,"11/02/2022, 16:04:17"
E_M_tom_hankes.jpg,1,6171a2b0fe9fb7af0052c2c2,"11/02/2022, 16:04:17"
E_F_Kate_Winslet.jpg,1,6171a2b0fe9fb7af0052c2c2,"11/02/2022, 16:04:17"
E_F_sandra_bullock.jpg,2,6171a2b0fe9fb7af0052c2c2,"11/02/2022, 16:04:17"
age: 31,gender: Male,handedness: right,6171a2b0fe9fb7af0052c2c2,"11/02/2022, 16:04:17"
