RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,6346cd7b7d85c596d543e0ed,"11/02/2022, 16:09:30"
3823,E_M_michael_caine.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,6346cd7b7d85c596d543e0ed,"11/02/2022, 16:09:30"
2842,E_M_Hugh_Grant.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,6346cd7b7d85c596d543e0ed,"11/02/2022, 16:09:30"
5172,P_M_boris_johnson.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,6346cd7b7d85c596d543e0ed,"11/02/2022, 16:09:30"
4637,E_F_angelina_jolie.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,6346cd7b7d85c596d543e0ed,"11/02/2022, 16:09:30"
2481,P_F_nicola_sturgeon.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,6346cd7b7d85c596d543e0ed,"11/02/2022, 16:09:30"
3534,E_M_Hugh_Grant.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,6346cd7b7d85c596d543e0ed,"11/02/2022, 16:09:30"
3642,E_F_sandra_bullock.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,6346cd7b7d85c596d543e0ed,"11/02/2022, 16:09:30"
4434,E_M_michael_caine.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,6346cd7b7d85c596d543e0ed,"11/02/2022, 16:09:30"
2302,P_F_tehresy_may.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,6346cd7b7d85c596d543e0ed,"11/02/2022, 16:09:30"
3073,E_F_jennifer_aniston.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,6346cd7b7d85c596d543e0ed,"11/02/2022, 16:09:30"
1851,E_F_keira_knightley.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,6346cd7b7d85c596d543e0ed,"11/02/2022, 16:09:30"
2282,E_M_Hugh_Grant.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,6346cd7b7d85c596d543e0ed,"11/02/2022, 16:09:30"
6285,E_M_nicolas_cage.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,6346cd7b7d85c596d543e0ed,"11/02/2022, 16:09:30"
2073,E_F_angelina_jolie.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,6346cd7b7d85c596d543e0ed,"11/02/2022, 16:09:30"
4210,E_M_michael_caine.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,6346cd7b7d85c596d543e0ed,"11/02/2022, 16:09:30"
1972,E_F_keira_knightley.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,6346cd7b7d85c596d543e0ed,"11/02/2022, 16:09:30"
2131,E_F_angelina_jolie.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6346cd7b7d85c596d543e0ed,"11/02/2022, 16:09:30"
3793,E_F_jennifer_aniston.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,6346cd7b7d85c596d543e0ed,"11/02/2022, 16:09:30"
5634,E_F_sandra_bullock.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,6346cd7b7d85c596d543e0ed,"11/02/2022, 16:09:30"
5294,E_M_Hugh_Grant.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,6346cd7b7d85c596d543e0ed,"11/02/2022, 16:09:30"
2092,E_M_tom_hankes.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,6346cd7b7d85c596d543e0ed,"11/02/2022, 16:09:30"
3903,E_M_Hugh_Grant.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,6346cd7b7d85c596d543e0ed,"11/02/2022, 16:09:30"
2883,E_F_Kate_Winslet.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,6346cd7b7d85c596d543e0ed,"11/02/2022, 16:09:30"
5384,E_F_keira_knightley.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,6346cd7b7d85c596d543e0ed,"11/02/2022, 16:09:30"
2241,E_M_tom_hankes.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,6346cd7b7d85c596d543e0ed,"11/02/2022, 16:09:30"
3213,E_M_robert_de_niro.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,6346cd7b7d85c596d543e0ed,"11/02/2022, 16:09:30"
2152,E_F_jennifer_aniston.jpg,E_F_Judi_Dench.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,6346cd7b7d85c596d543e0ed,"11/02/2022, 16:09:30"
3933,E_F_angelina_jolie.jpg,E_F_Judi_Dench.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,6346cd7b7d85c596d543e0ed,"11/02/2022, 16:09:30"
2749,E_F_angelina_jolie.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,6346cd7b7d85c596d543e0ed,"11/02/2022, 16:09:30"
3753,E_M_nicolas_cage.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,6346cd7b7d85c596d543e0ed,"11/02/2022, 16:09:30"
2531,E_M_Hugh_Grant.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,6346cd7b7d85c596d543e0ed,"11/02/2022, 16:09:30"
2563,E_F_Kate_Winslet.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,6346cd7b7d85c596d543e0ed,"11/02/2022, 16:09:30"
1821,E_F_angelina_jolie.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,6346cd7b7d85c596d543e0ed,"11/02/2022, 16:09:30"
4165,E_F_jennifer_aniston.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,6346cd7b7d85c596d543e0ed,"11/02/2022, 16:09:30"
3022,E_F_jennifer_aniston.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,6346cd7b7d85c596d543e0ed,"11/02/2022, 16:09:30"
5835,E_M_tom_hankes.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,6346cd7b7d85c596d543e0ed,"11/02/2022, 16:09:30"
3712,E_F_angelina_jolie.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,6346cd7b7d85c596d543e0ed,"11/02/2022, 16:09:30"
2853,E_F_jennifer_aniston.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,6346cd7b7d85c596d543e0ed,"11/02/2022, 16:09:30"
6825,P_M_bill_clinton.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,6346cd7b7d85c596d543e0ed,"11/02/2022, 16:09:30"
9146,E_M_michael_caine.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,6346cd7b7d85c596d543e0ed,"11/02/2022, 16:09:30"
5107,E_M_tom_hankes.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,6346cd7b7d85c596d543e0ed,"11/02/2022, 16:09:30"
2982,P_M_george_Wbush.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,6346cd7b7d85c596d543e0ed,"11/02/2022, 16:09:30"
2992,E_F_Judi_Dench.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,6346cd7b7d85c596d543e0ed,"11/02/2022, 16:09:30"
3865,E_F_keira_knightley.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,6346cd7b7d85c596d543e0ed,"11/02/2022, 16:09:30"
2982,E_M_robert_de_niro.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,6346cd7b7d85c596d543e0ed,"11/02/2022, 16:09:30"
3203,P_F_nicola_sturgeon.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,6346cd7b7d85c596d543e0ed,"11/02/2022, 16:09:30"
6607,E_M_michael_caine.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,6346cd7b7d85c596d543e0ed,"11/02/2022, 16:09:30"
2912,E_F_sandra_bullock.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,6346cd7b7d85c596d543e0ed,"11/02/2022, 16:09:30"
3244,E_F_jennifer_aniston.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,6346cd7b7d85c596d543e0ed,"11/02/2022, 16:09:30"
3665,E_M_robert_de_niro.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,6346cd7b7d85c596d543e0ed,"11/02/2022, 16:09:30"
3314,E_M_Hugh_Grant.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,6346cd7b7d85c596d543e0ed,"11/02/2022, 16:09:30"
4979,E_F_Kate_Winslet.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,6346cd7b7d85c596d543e0ed,"11/02/2022, 16:09:30"
3323,P_M_boris_johnson.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,6346cd7b7d85c596d543e0ed,"11/02/2022, 16:09:30"
2984,E_F_Judi_Dench.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,6346cd7b7d85c596d543e0ed,"11/02/2022, 16:09:30"
4671,P_M_david_cameron.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,6346cd7b7d85c596d543e0ed,"11/02/2022, 16:09:30"
3425,E_F_Judi_Dench.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,6346cd7b7d85c596d543e0ed,"11/02/2022, 16:09:30"
6415,P_F_nicola_sturgeon.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,6346cd7b7d85c596d543e0ed,"11/02/2022, 16:09:30"
4219,E_F_Kate_Winslet.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,6346cd7b7d85c596d543e0ed,"11/02/2022, 16:09:30"
file,isFamiliar,6346cd7b7d85c596d543e0ed,"11/02/2022, 16:09:30"
E_F_jennifer_aniston.jpg,1,6346cd7b7d85c596d543e0ed,"11/02/2022, 16:09:30"
E_M_michael_caine.jpg,1,6346cd7b7d85c596d543e0ed,"11/02/2022, 16:09:30"
P_M_david_cameron.jpg,1,6346cd7b7d85c596d543e0ed,"11/02/2022, 16:09:30"
P_F_nicola_sturgeon.jpg,1,6346cd7b7d85c596d543e0ed,"11/02/2022, 16:09:30"
E_M_nicolas_cage.jpg,1,6346cd7b7d85c596d543e0ed,"11/02/2022, 16:09:30"
P_M_boris_johnson.jpg,1,6346cd7b7d85c596d543e0ed,"11/02/2022, 16:09:30"
E_F_angelina_jolie.jpg,1,6346cd7b7d85c596d543e0ed,"11/02/2022, 16:09:30"
E_M_robert_de_niro.jpg,1,6346cd7b7d85c596d543e0ed,"11/02/2022, 16:09:30"
E_M_tom_hankes.jpg,1,6346cd7b7d85c596d543e0ed,"11/02/2022, 16:09:30"
P_M_george_Wbush.jpg,1,6346cd7b7d85c596d543e0ed,"11/02/2022, 16:09:30"
E_F_Kate_Winslet.jpg,1,6346cd7b7d85c596d543e0ed,"11/02/2022, 16:09:30"
P_F_tehresy_may.jpg,1,6346cd7b7d85c596d543e0ed,"11/02/2022, 16:09:30"
E_F_sandra_bullock.jpg,1,6346cd7b7d85c596d543e0ed,"11/02/2022, 16:09:30"
P_F_hillary_clinton.jpg,1,6346cd7b7d85c596d543e0ed,"11/02/2022, 16:09:30"
E_M_Hugh_Grant.jpg,1,6346cd7b7d85c596d543e0ed,"11/02/2022, 16:09:30"
P_M_bill_clinton.jpg,1,6346cd7b7d85c596d543e0ed,"11/02/2022, 16:09:30"
E_F_keira_knightley.jpg,1,6346cd7b7d85c596d543e0ed,"11/02/2022, 16:09:30"
P_M_donald_trump.jpg,1,6346cd7b7d85c596d543e0ed,"11/02/2022, 16:09:30"
E_F_Judi_Dench.jpg,1,6346cd7b7d85c596d543e0ed,"11/02/2022, 16:09:30"
P_M_Tony_Blair.jpg,1,6346cd7b7d85c596d543e0ed,"11/02/2022, 16:09:30"
file,imageryAns,6346cd7b7d85c596d543e0ed,"11/02/2022, 16:09:30"
E_F_Kate_Winslet.jpg,2,6346cd7b7d85c596d543e0ed,"11/02/2022, 16:09:30"
E_M_tom_hankes.jpg,2,6346cd7b7d85c596d543e0ed,"11/02/2022, 16:09:30"
E_F_angelina_jolie.jpg,1,6346cd7b7d85c596d543e0ed,"11/02/2022, 16:09:30"
P_M_george_Wbush.jpg,4,6346cd7b7d85c596d543e0ed,"11/02/2022, 16:09:30"
P_F_nicola_sturgeon.jpg,3,6346cd7b7d85c596d543e0ed,"11/02/2022, 16:09:30"
P_F_tehresy_may.jpg,2,6346cd7b7d85c596d543e0ed,"11/02/2022, 16:09:30"
E_M_robert_de_niro.jpg,2,6346cd7b7d85c596d543e0ed,"11/02/2022, 16:09:30"
P_M_bill_clinton.jpg,3,6346cd7b7d85c596d543e0ed,"11/02/2022, 16:09:30"
E_M_Hugh_Grant.jpg,1,6346cd7b7d85c596d543e0ed,"11/02/2022, 16:09:30"
P_M_boris_johnson.jpg,2,6346cd7b7d85c596d543e0ed,"11/02/2022, 16:09:30"
E_F_Judi_Dench.jpg,2,6346cd7b7d85c596d543e0ed,"11/02/2022, 16:09:30"
E_F_keira_knightley.jpg,1,6346cd7b7d85c596d543e0ed,"11/02/2022, 16:09:30"
E_F_sandra_bullock.jpg,1,6346cd7b7d85c596d543e0ed,"11/02/2022, 16:09:30"
P_M_donald_trump.jpg,1,6346cd7b7d85c596d543e0ed,"11/02/2022, 16:09:30"
E_F_jennifer_aniston.jpg,1,6346cd7b7d85c596d543e0ed,"11/02/2022, 16:09:30"
E_M_nicolas_cage.jpg,1,6346cd7b7d85c596d543e0ed,"11/02/2022, 16:09:30"
P_F_hillary_clinton.jpg,2,6346cd7b7d85c596d543e0ed,"11/02/2022, 16:09:30"
P_M_david_cameron.jpg,3,6346cd7b7d85c596d543e0ed,"11/02/2022, 16:09:30"
E_M_michael_caine.jpg,2,6346cd7b7d85c596d543e0ed,"11/02/2022, 16:09:30"
P_M_Tony_Blair.jpg,2,6346cd7b7d85c596d543e0ed,"11/02/2022, 16:09:30"
age: 32,gender: Male,handedness: right,6346cd7b7d85c596d543e0ed,"11/02/2022, 16:09:30"
