RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5d6a924a9e02d2001514311a,"11/02/2022, 16:08:33"
6271,E_M_Hugh_Grant.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5d6a924a9e02d2001514311a,"11/02/2022, 16:08:33"
3069,E_F_keira_knightley.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5d6a924a9e02d2001514311a,"11/02/2022, 16:08:33"
4976,E_F_Judi_Dench.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d6a924a9e02d2001514311a,"11/02/2022, 16:08:33"
4720,E_F_jennifer_aniston.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5d6a924a9e02d2001514311a,"11/02/2022, 16:08:33"
4992,P_F_hillary_clinton.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5d6a924a9e02d2001514311a,"11/02/2022, 16:08:33"
4519,P_F_nicola_sturgeon.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,3,5d6a924a9e02d2001514311a,"11/02/2022, 16:08:33"
4723,E_M_tom_hankes.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5d6a924a9e02d2001514311a,"11/02/2022, 16:08:33"
4298,E_F_angelina_jolie.jpg,E_F_Judi_Dench.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5d6a924a9e02d2001514311a,"11/02/2022, 16:08:33"
3146,E_M_nicolas_cage.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5d6a924a9e02d2001514311a,"11/02/2022, 16:08:33"
2845,E_F_jennifer_aniston.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d6a924a9e02d2001514311a,"11/02/2022, 16:08:33"
3422,E_F_Judi_Dench.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5d6a924a9e02d2001514311a,"11/02/2022, 16:08:33"
7924,E_M_Hugh_Grant.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5d6a924a9e02d2001514311a,"11/02/2022, 16:08:33"
3950,E_F_sandra_bullock.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5d6a924a9e02d2001514311a,"11/02/2022, 16:08:33"
3367,E_F_Kate_Winslet.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5d6a924a9e02d2001514311a,"11/02/2022, 16:08:33"
3218,E_M_robert_de_niro.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5d6a924a9e02d2001514311a,"11/02/2022, 16:08:33"
2296,E_F_angelina_jolie.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d6a924a9e02d2001514311a,"11/02/2022, 16:08:33"
3879,E_M_michael_caine.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5d6a924a9e02d2001514311a,"11/02/2022, 16:08:33"
2876,P_F_nicola_sturgeon.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5d6a924a9e02d2001514311a,"11/02/2022, 16:08:33"
2383,E_M_Hugh_Grant.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5d6a924a9e02d2001514311a,"11/02/2022, 16:08:33"
3118,E_F_keira_knightley.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5d6a924a9e02d2001514311a,"11/02/2022, 16:08:33"
4878,P_M_bill_clinton.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5d6a924a9e02d2001514311a,"11/02/2022, 16:08:33"
3033,P_M_bill_clinton.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5d6a924a9e02d2001514311a,"11/02/2022, 16:08:33"
4383,E_M_robert_de_niro.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5d6a924a9e02d2001514311a,"11/02/2022, 16:08:33"
2384,E_M_michael_caine.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5d6a924a9e02d2001514311a,"11/02/2022, 16:08:33"
3625,E_M_michael_caine.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5d6a924a9e02d2001514311a,"11/02/2022, 16:08:33"
6060,E_F_Kate_Winslet.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5d6a924a9e02d2001514311a,"11/02/2022, 16:08:33"
3054,P_F_hillary_clinton.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,3,5d6a924a9e02d2001514311a,"11/02/2022, 16:08:33"
3389,E_F_keira_knightley.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5d6a924a9e02d2001514311a,"11/02/2022, 16:08:33"
2407,E_M_Hugh_Grant.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5d6a924a9e02d2001514311a,"11/02/2022, 16:08:33"
3166,E_M_robert_de_niro.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5d6a924a9e02d2001514311a,"11/02/2022, 16:08:33"
4720,P_M_george_Wbush.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5d6a924a9e02d2001514311a,"11/02/2022, 16:08:33"
3138,P_F_nicola_sturgeon.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5d6a924a9e02d2001514311a,"11/02/2022, 16:08:33"
3117,E_F_keira_knightley.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5d6a924a9e02d2001514311a,"11/02/2022, 16:08:33"
3824,P_F_nicola_sturgeon.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5d6a924a9e02d2001514311a,"11/02/2022, 16:08:33"
2376,E_M_michael_caine.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5d6a924a9e02d2001514311a,"11/02/2022, 16:08:33"
2070,E_F_Kate_Winslet.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5d6a924a9e02d2001514311a,"11/02/2022, 16:08:33"
5258,E_M_tom_hankes.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5d6a924a9e02d2001514311a,"11/02/2022, 16:08:33"
5598,P_F_hillary_clinton.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5d6a924a9e02d2001514311a,"11/02/2022, 16:08:33"
4096,E_M_tom_hankes.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5d6a924a9e02d2001514311a,"11/02/2022, 16:08:33"
3386,E_F_sandra_bullock.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5d6a924a9e02d2001514311a,"11/02/2022, 16:08:33"
2332,E_F_angelina_jolie.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d6a924a9e02d2001514311a,"11/02/2022, 16:08:33"
1837,E_M_nicolas_cage.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5d6a924a9e02d2001514311a,"11/02/2022, 16:08:33"
3531,E_M_robert_de_niro.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5d6a924a9e02d2001514311a,"11/02/2022, 16:08:33"
2404,E_F_Judi_Dench.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5d6a924a9e02d2001514311a,"11/02/2022, 16:08:33"
2010,E_F_jennifer_aniston.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d6a924a9e02d2001514311a,"11/02/2022, 16:08:33"
2550,E_M_tom_hankes.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5d6a924a9e02d2001514311a,"11/02/2022, 16:08:33"
3432,E_F_keira_knightley.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5d6a924a9e02d2001514311a,"11/02/2022, 16:08:33"
2542,E_M_Hugh_Grant.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5d6a924a9e02d2001514311a,"11/02/2022, 16:08:33"
2855,E_F_keira_knightley.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5d6a924a9e02d2001514311a,"11/02/2022, 16:08:33"
1963,E_F_Kate_Winslet.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5d6a924a9e02d2001514311a,"11/02/2022, 16:08:33"
11900,E_M_Hugh_Grant.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5d6a924a9e02d2001514311a,"11/02/2022, 16:08:33"
4059,E_F_angelina_jolie.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5d6a924a9e02d2001514311a,"11/02/2022, 16:08:33"
2451,E_M_robert_de_niro.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5d6a924a9e02d2001514311a,"11/02/2022, 16:08:33"
4187,E_F_jennifer_aniston.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5d6a924a9e02d2001514311a,"11/02/2022, 16:08:33"
3648,E_F_sandra_bullock.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5d6a924a9e02d2001514311a,"11/02/2022, 16:08:33"
2657,E_F_Judi_Dench.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5d6a924a9e02d2001514311a,"11/02/2022, 16:08:33"
2776,E_F_keira_knightley.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5d6a924a9e02d2001514311a,"11/02/2022, 16:08:33"
2178,E_F_angelina_jolie.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5d6a924a9e02d2001514311a,"11/02/2022, 16:08:33"
2040,E_F_keira_knightley.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5d6a924a9e02d2001514311a,"11/02/2022, 16:08:33"
2676,E_F_angelina_jolie.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5d6a924a9e02d2001514311a,"11/02/2022, 16:08:33"
2282,E_F_sandra_bullock.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5d6a924a9e02d2001514311a,"11/02/2022, 16:08:33"
5215,E_F_Kate_Winslet.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d6a924a9e02d2001514311a,"11/02/2022, 16:08:33"
3626,E_M_nicolas_cage.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5d6a924a9e02d2001514311a,"11/02/2022, 16:08:33"
4146,E_F_jennifer_aniston.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d6a924a9e02d2001514311a,"11/02/2022, 16:08:33"
2045,E_F_sandra_bullock.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5d6a924a9e02d2001514311a,"11/02/2022, 16:08:33"
3449,P_M_boris_johnson.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5d6a924a9e02d2001514311a,"11/02/2022, 16:08:33"
2402,E_M_Hugh_Grant.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5d6a924a9e02d2001514311a,"11/02/2022, 16:08:33"
2276,E_F_Judi_Dench.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5d6a924a9e02d2001514311a,"11/02/2022, 16:08:33"
4019,P_F_hillary_clinton.jpg,P_F_nicola_sturgeon.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,4,5d6a924a9e02d2001514311a,"11/02/2022, 16:08:33"
2329,P_M_donald_trump.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5d6a924a9e02d2001514311a,"11/02/2022, 16:08:33"
4592,E_F_Judi_Dench.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5d6a924a9e02d2001514311a,"11/02/2022, 16:08:33"
4342,E_F_keira_knightley.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5d6a924a9e02d2001514311a,"11/02/2022, 16:08:33"
3033,E_M_nicolas_cage.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5d6a924a9e02d2001514311a,"11/02/2022, 16:08:33"
2524,E_F_Judi_Dench.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5d6a924a9e02d2001514311a,"11/02/2022, 16:08:33"
2492,E_F_Kate_Winslet.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5d6a924a9e02d2001514311a,"11/02/2022, 16:08:33"
4718,E_M_nicolas_cage.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5d6a924a9e02d2001514311a,"11/02/2022, 16:08:33"
2196,P_M_david_cameron.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5d6a924a9e02d2001514311a,"11/02/2022, 16:08:33"
2785,E_M_tom_hankes.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5d6a924a9e02d2001514311a,"11/02/2022, 16:08:33"
8566,E_F_angelina_jolie.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5d6a924a9e02d2001514311a,"11/02/2022, 16:08:33"
4794,E_F_Judi_Dench.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5d6a924a9e02d2001514311a,"11/02/2022, 16:08:33"
7878,E_M_michael_caine.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5d6a924a9e02d2001514311a,"11/02/2022, 16:08:33"
2788,E_F_Judi_Dench.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5d6a924a9e02d2001514311a,"11/02/2022, 16:08:33"
2498,E_F_Judi_Dench.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5d6a924a9e02d2001514311a,"11/02/2022, 16:08:33"
2833,E_M_robert_de_niro.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5d6a924a9e02d2001514311a,"11/02/2022, 16:08:33"
2919,E_F_angelina_jolie.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5d6a924a9e02d2001514311a,"11/02/2022, 16:08:33"
