RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5cc75fed260ac90018dead06,"11/02/2022, 16:12:16"
2831,P_F_tehresy_may.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5cc75fed260ac90018dead06,"11/02/2022, 16:12:16"
2135,E_F_sandra_bullock.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5cc75fed260ac90018dead06,"11/02/2022, 16:12:16"
12024,E_M_robert_de_niro.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5cc75fed260ac90018dead06,"11/02/2022, 16:12:16"
4020,P_M_boris_johnson.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5cc75fed260ac90018dead06,"11/02/2022, 16:12:16"
2391,P_F_nicola_sturgeon.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5cc75fed260ac90018dead06,"11/02/2022, 16:12:16"
1969,E_F_Kate_Winslet.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5cc75fed260ac90018dead06,"11/02/2022, 16:12:16"
3595,E_F_Kate_Winslet.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5cc75fed260ac90018dead06,"11/02/2022, 16:12:16"
4287,E_M_nicolas_cage.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5cc75fed260ac90018dead06,"11/02/2022, 16:12:16"
2283,E_F_Judi_Dench.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5cc75fed260ac90018dead06,"11/02/2022, 16:12:16"
2560,E_F_jennifer_aniston.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5cc75fed260ac90018dead06,"11/02/2022, 16:12:16"
3601,P_F_hillary_clinton.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5cc75fed260ac90018dead06,"11/02/2022, 16:12:16"
5583,P_F_tehresy_may.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5cc75fed260ac90018dead06,"11/02/2022, 16:12:16"
6292,E_F_sandra_bullock.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5cc75fed260ac90018dead06,"11/02/2022, 16:12:16"
3761,E_M_robert_de_niro.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5cc75fed260ac90018dead06,"11/02/2022, 16:12:16"
3353,E_M_nicolas_cage.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5cc75fed260ac90018dead06,"11/02/2022, 16:12:16"
2420,E_F_sandra_bullock.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5cc75fed260ac90018dead06,"11/02/2022, 16:12:16"
6536,E_M_Hugh_Grant.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5cc75fed260ac90018dead06,"11/02/2022, 16:12:16"
5509,E_M_robert_de_niro.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5cc75fed260ac90018dead06,"11/02/2022, 16:12:16"
2244,E_F_jennifer_aniston.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5cc75fed260ac90018dead06,"11/02/2022, 16:12:16"
3594,E_F_Judi_Dench.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,5cc75fed260ac90018dead06,"11/02/2022, 16:12:16"
3881,E_M_Hugh_Grant.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5cc75fed260ac90018dead06,"11/02/2022, 16:12:16"
2072,E_F_keira_knightley.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5cc75fed260ac90018dead06,"11/02/2022, 16:12:16"
2290,E_F_keira_knightley.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5cc75fed260ac90018dead06,"11/02/2022, 16:12:16"
2826,E_F_sandra_bullock.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5cc75fed260ac90018dead06,"11/02/2022, 16:12:16"
2389,E_F_angelina_jolie.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5cc75fed260ac90018dead06,"11/02/2022, 16:12:16"
2287,E_F_jennifer_aniston.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5cc75fed260ac90018dead06,"11/02/2022, 16:12:16"
2665,E_F_sandra_bullock.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5cc75fed260ac90018dead06,"11/02/2022, 16:12:16"
7671,E_F_angelina_jolie.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5cc75fed260ac90018dead06,"11/02/2022, 16:12:16"
3784,E_M_nicolas_cage.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5cc75fed260ac90018dead06,"11/02/2022, 16:12:16"
1918,E_M_Hugh_Grant.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5cc75fed260ac90018dead06,"11/02/2022, 16:12:16"
2159,E_F_Judi_Dench.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5cc75fed260ac90018dead06,"11/02/2022, 16:12:16"
2295,E_F_keira_knightley.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5cc75fed260ac90018dead06,"11/02/2022, 16:12:16"
2256,P_F_tehresy_may.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5cc75fed260ac90018dead06,"11/02/2022, 16:12:16"
3823,E_M_tom_hankes.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5cc75fed260ac90018dead06,"11/02/2022, 16:12:16"
4085,E_F_angelina_jolie.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5cc75fed260ac90018dead06,"11/02/2022, 16:12:16"
3085,P_M_david_cameron.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5cc75fed260ac90018dead06,"11/02/2022, 16:12:16"
4339,E_M_tom_hankes.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5cc75fed260ac90018dead06,"11/02/2022, 16:12:16"
2319,E_F_keira_knightley.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5cc75fed260ac90018dead06,"11/02/2022, 16:12:16"
5247,E_M_michael_caine.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5cc75fed260ac90018dead06,"11/02/2022, 16:12:16"
2111,E_F_sandra_bullock.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5cc75fed260ac90018dead06,"11/02/2022, 16:12:16"
2811,E_F_angelina_jolie.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5cc75fed260ac90018dead06,"11/02/2022, 16:12:16"
1778,E_F_Kate_Winslet.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5cc75fed260ac90018dead06,"11/02/2022, 16:12:16"
2251,P_M_donald_trump.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5cc75fed260ac90018dead06,"11/02/2022, 16:12:16"
4837,E_F_Judi_Dench.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5cc75fed260ac90018dead06,"11/02/2022, 16:12:16"
7071,E_F_Judi_Dench.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5cc75fed260ac90018dead06,"11/02/2022, 16:12:16"
3498,E_F_sandra_bullock.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5cc75fed260ac90018dead06,"11/02/2022, 16:12:16"
3201,E_F_jennifer_aniston.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,5cc75fed260ac90018dead06,"11/02/2022, 16:12:16"
4675,P_M_david_cameron.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5cc75fed260ac90018dead06,"11/02/2022, 16:12:16"
2100,P_F_hillary_clinton.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5cc75fed260ac90018dead06,"11/02/2022, 16:12:16"
4197,E_F_sandra_bullock.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5cc75fed260ac90018dead06,"11/02/2022, 16:12:16"
6321,E_M_nicolas_cage.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5cc75fed260ac90018dead06,"11/02/2022, 16:12:16"
2337,P_F_tehresy_may.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5cc75fed260ac90018dead06,"11/02/2022, 16:12:16"
2226,P_M_bill_clinton.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5cc75fed260ac90018dead06,"11/02/2022, 16:12:16"
3001,E_M_michael_caine.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5cc75fed260ac90018dead06,"11/02/2022, 16:12:16"
3534,E_F_Judi_Dench.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5cc75fed260ac90018dead06,"11/02/2022, 16:12:16"
2358,E_F_jennifer_aniston.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5cc75fed260ac90018dead06,"11/02/2022, 16:12:16"
file,isFamiliar,5cc75fed260ac90018dead06,"11/02/2022, 16:12:16"
P_M_donald_trump.jpg,1,5cc75fed260ac90018dead06,"11/02/2022, 16:12:16"
E_F_jennifer_aniston.jpg,1,5cc75fed260ac90018dead06,"11/02/2022, 16:12:16"
E_M_tom_hankes.jpg,1,5cc75fed260ac90018dead06,"11/02/2022, 16:12:16"
P_M_bill_clinton.jpg,1,5cc75fed260ac90018dead06,"11/02/2022, 16:12:16"
P_F_hillary_clinton.jpg,1,5cc75fed260ac90018dead06,"11/02/2022, 16:12:16"
P_M_david_cameron.jpg,1,5cc75fed260ac90018dead06,"11/02/2022, 16:12:16"
E_F_angelina_jolie.jpg,1,5cc75fed260ac90018dead06,"11/02/2022, 16:12:16"
P_F_nicola_sturgeon.jpg,1,5cc75fed260ac90018dead06,"11/02/2022, 16:12:16"
E_M_robert_de_niro.jpg,1,5cc75fed260ac90018dead06,"11/02/2022, 16:12:16"
E_F_Kate_Winslet.jpg,1,5cc75fed260ac90018dead06,"11/02/2022, 16:12:16"
E_M_Hugh_Grant.jpg,1,5cc75fed260ac90018dead06,"11/02/2022, 16:12:16"
P_M_george_Wbush.jpg,1,5cc75fed260ac90018dead06,"11/02/2022, 16:12:16"
E_F_sandra_bullock.jpg,1,5cc75fed260ac90018dead06,"11/02/2022, 16:12:16"
E_F_Judi_Dench.jpg,1,5cc75fed260ac90018dead06,"11/02/2022, 16:12:16"
P_M_boris_johnson.jpg,1,5cc75fed260ac90018dead06,"11/02/2022, 16:12:16"
P_F_tehresy_may.jpg,1,5cc75fed260ac90018dead06,"11/02/2022, 16:12:16"
E_M_michael_caine.jpg,1,5cc75fed260ac90018dead06,"11/02/2022, 16:12:16"
P_M_Tony_Blair.jpg,1,5cc75fed260ac90018dead06,"11/02/2022, 16:12:16"
E_M_nicolas_cage.jpg,1,5cc75fed260ac90018dead06,"11/02/2022, 16:12:16"
E_F_keira_knightley.jpg,1,5cc75fed260ac90018dead06,"11/02/2022, 16:12:16"
file,imageryAns,5cc75fed260ac90018dead06,"11/02/2022, 16:12:16"
P_M_Tony_Blair.jpg,2,5cc75fed260ac90018dead06,"11/02/2022, 16:12:16"
E_M_nicolas_cage.jpg,2,5cc75fed260ac90018dead06,"11/02/2022, 16:12:16"
P_F_nicola_sturgeon.jpg,4,5cc75fed260ac90018dead06,"11/02/2022, 16:12:16"
E_M_michael_caine.jpg,3,5cc75fed260ac90018dead06,"11/02/2022, 16:12:16"
P_M_david_cameron.jpg,1,5cc75fed260ac90018dead06,"11/02/2022, 16:12:16"
P_M_george_Wbush.jpg,3,5cc75fed260ac90018dead06,"11/02/2022, 16:12:16"
P_F_hillary_clinton.jpg,4,5cc75fed260ac90018dead06,"11/02/2022, 16:12:16"
E_F_keira_knightley.jpg,2,5cc75fed260ac90018dead06,"11/02/2022, 16:12:16"
E_M_tom_hankes.jpg,1,5cc75fed260ac90018dead06,"11/02/2022, 16:12:16"
E_F_jennifer_aniston.jpg,1,5cc75fed260ac90018dead06,"11/02/2022, 16:12:16"
E_F_sandra_bullock.jpg,1,5cc75fed260ac90018dead06,"11/02/2022, 16:12:16"
E_F_angelina_jolie.jpg,1,5cc75fed260ac90018dead06,"11/02/2022, 16:12:16"
P_M_boris_johnson.jpg,2,5cc75fed260ac90018dead06,"11/02/2022, 16:12:16"
P_M_bill_clinton.jpg,4,5cc75fed260ac90018dead06,"11/02/2022, 16:12:16"
E_F_Kate_Winslet.jpg,2,5cc75fed260ac90018dead06,"11/02/2022, 16:12:16"
P_F_tehresy_may.jpg,3,5cc75fed260ac90018dead06,"11/02/2022, 16:12:16"
E_F_Judi_Dench.jpg,3,5cc75fed260ac90018dead06,"11/02/2022, 16:12:16"
E_M_robert_de_niro.jpg,2,5cc75fed260ac90018dead06,"11/02/2022, 16:12:16"
E_M_Hugh_Grant.jpg,2,5cc75fed260ac90018dead06,"11/02/2022, 16:12:16"
P_M_donald_trump.jpg,1,5cc75fed260ac90018dead06,"11/02/2022, 16:12:16"
age: 30,gender: Female,handedness: right,5cc75fed260ac90018dead06,"11/02/2022, 16:12:16"
