RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,634b019c131faf32332e429d,"11/02/2022, 16:39:26"
2205,E_F_Kate_Winslet.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,634b019c131faf32332e429d,"11/02/2022, 16:39:26"
3187,E_F_jennifer_aniston.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,634b019c131faf32332e429d,"11/02/2022, 16:39:26"
5675,E_F_sandra_bullock.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,634b019c131faf32332e429d,"11/02/2022, 16:39:26"
3059,P_M_donald_trump.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,634b019c131faf32332e429d,"11/02/2022, 16:39:26"
4628,P_M_bill_clinton.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,634b019c131faf32332e429d,"11/02/2022, 16:39:26"
4909,E_F_sandra_bullock.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,634b019c131faf32332e429d,"11/02/2022, 16:39:26"
12467,E_F_sandra_bullock.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,634b019c131faf32332e429d,"11/02/2022, 16:39:26"
8465,E_F_Kate_Winslet.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,634b019c131faf32332e429d,"11/02/2022, 16:39:26"
4150,E_M_nicolas_cage.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,634b019c131faf32332e429d,"11/02/2022, 16:39:26"
2745,E_M_nicolas_cage.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,634b019c131faf32332e429d,"11/02/2022, 16:39:26"
3749,E_F_Judi_Dench.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,634b019c131faf32332e429d,"11/02/2022, 16:39:26"
3334,E_F_Judi_Dench.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,634b019c131faf32332e429d,"11/02/2022, 16:39:26"
4928,P_F_tehresy_may.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,634b019c131faf32332e429d,"11/02/2022, 16:39:26"
7414,E_F_jennifer_aniston.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,634b019c131faf32332e429d,"11/02/2022, 16:39:26"
8048,P_F_nicola_sturgeon.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,634b019c131faf32332e429d,"11/02/2022, 16:39:26"
4894,P_F_nicola_sturgeon.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,634b019c131faf32332e429d,"11/02/2022, 16:39:26"
2915,E_F_keira_knightley.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,634b019c131faf32332e429d,"11/02/2022, 16:39:26"
4338,E_M_Hugh_Grant.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,634b019c131faf32332e429d,"11/02/2022, 16:39:26"
5500,P_M_bill_clinton.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,634b019c131faf32332e429d,"11/02/2022, 16:39:26"
6827,P_M_david_cameron.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,634b019c131faf32332e429d,"11/02/2022, 16:39:26"
16101,E_F_Kate_Winslet.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,634b019c131faf32332e429d,"11/02/2022, 16:39:26"
89740,E_M_Hugh_Grant.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,634b019c131faf32332e429d,"11/02/2022, 16:39:26"
4335,E_F_jennifer_aniston.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,634b019c131faf32332e429d,"11/02/2022, 16:39:26"
24055,E_F_sandra_bullock.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,634b019c131faf32332e429d,"11/02/2022, 16:39:26"
3380,E_F_angelina_jolie.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,634b019c131faf32332e429d,"11/02/2022, 16:39:26"
45805,E_M_robert_de_niro.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,634b019c131faf32332e429d,"11/02/2022, 16:39:26"
7110,P_F_hillary_clinton.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,634b019c131faf32332e429d,"11/02/2022, 16:39:26"
7885,P_M_david_cameron.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,634b019c131faf32332e429d,"11/02/2022, 16:39:26"
2328,E_F_jennifer_aniston.jpg,E_F_Judi_Dench.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,634b019c131faf32332e429d,"11/02/2022, 16:39:26"
4027,E_M_robert_de_niro.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,634b019c131faf32332e429d,"11/02/2022, 16:39:26"
2337,E_F_keira_knightley.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,634b019c131faf32332e429d,"11/02/2022, 16:39:26"
6872,P_M_george_Wbush.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,634b019c131faf32332e429d,"11/02/2022, 16:39:26"
6332,E_M_michael_caine.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,634b019c131faf32332e429d,"11/02/2022, 16:39:26"
10461,P_M_bill_clinton.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,634b019c131faf32332e429d,"11/02/2022, 16:39:26"
2701,E_F_jennifer_aniston.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,634b019c131faf32332e429d,"11/02/2022, 16:39:26"
3170,P_F_tehresy_may.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,634b019c131faf32332e429d,"11/02/2022, 16:39:26"
26066,E_M_robert_de_niro.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,634b019c131faf32332e429d,"11/02/2022, 16:39:26"
2900,E_F_sandra_bullock.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,634b019c131faf32332e429d,"11/02/2022, 16:39:26"
28607,E_M_nicolas_cage.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,634b019c131faf32332e429d,"11/02/2022, 16:39:26"
2747,E_F_angelina_jolie.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,634b019c131faf32332e429d,"11/02/2022, 16:39:26"
5879,P_F_tehresy_may.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,634b019c131faf32332e429d,"11/02/2022, 16:39:26"
3308,E_F_angelina_jolie.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,634b019c131faf32332e429d,"11/02/2022, 16:39:26"
4971,E_F_angelina_jolie.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,634b019c131faf32332e429d,"11/02/2022, 16:39:26"
4709,E_F_angelina_jolie.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,634b019c131faf32332e429d,"11/02/2022, 16:39:26"
3960,E_F_angelina_jolie.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,634b019c131faf32332e429d,"11/02/2022, 16:39:26"
4583,E_F_jennifer_aniston.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,634b019c131faf32332e429d,"11/02/2022, 16:39:26"
10078,E_F_angelina_jolie.jpg,E_F_jennifer_aniston.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,634b019c131faf32332e429d,"11/02/2022, 16:39:26"
3661,E_F_Judi_Dench.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,634b019c131faf32332e429d,"11/02/2022, 16:39:26"
7941,P_F_tehresy_may.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,634b019c131faf32332e429d,"11/02/2022, 16:39:26"
2263,E_M_robert_de_niro.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,634b019c131faf32332e429d,"11/02/2022, 16:39:26"
3582,E_F_angelina_jolie.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,634b019c131faf32332e429d,"11/02/2022, 16:39:26"
3717,E_F_Kate_Winslet.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,634b019c131faf32332e429d,"11/02/2022, 16:39:26"
2425,E_F_Kate_Winslet.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,634b019c131faf32332e429d,"11/02/2022, 16:39:26"
10136,E_M_nicolas_cage.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,634b019c131faf32332e429d,"11/02/2022, 16:39:26"
4243,E_M_michael_caine.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,634b019c131faf32332e429d,"11/02/2022, 16:39:26"
4323,E_F_sandra_bullock.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,634b019c131faf32332e429d,"11/02/2022, 16:39:26"
188181,E_M_tom_hankes.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,634b019c131faf32332e429d,"11/02/2022, 16:39:26"
37239,E_M_robert_de_niro.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,634b019c131faf32332e429d,"11/02/2022, 16:39:26"
3604,E_F_angelina_jolie.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,634b019c131faf32332e429d,"11/02/2022, 16:39:26"
46867,P_M_bill_clinton.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,634b019c131faf32332e429d,"11/02/2022, 16:39:26"
3791,E_F_Judi_Dench.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,634b019c131faf32332e429d,"11/02/2022, 16:39:26"
2088,E_F_keira_knightley.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,634b019c131faf32332e429d,"11/02/2022, 16:39:26"
2433,E_F_keira_knightley.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,634b019c131faf32332e429d,"11/02/2022, 16:39:26"
3834,P_M_boris_johnson.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,634b019c131faf32332e429d,"11/02/2022, 16:39:26"
6568,E_M_Hugh_Grant.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,634b019c131faf32332e429d,"11/02/2022, 16:39:26"
7200,E_F_keira_knightley.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,634b019c131faf32332e429d,"11/02/2022, 16:39:26"
4814,E_F_keira_knightley.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,634b019c131faf32332e429d,"11/02/2022, 16:39:26"
3766,P_F_nicola_sturgeon.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,634b019c131faf32332e429d,"11/02/2022, 16:39:26"
5170,E_M_robert_de_niro.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,634b019c131faf32332e429d,"11/02/2022, 16:39:26"
2854,P_M_david_cameron.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,634b019c131faf32332e429d,"11/02/2022, 16:39:26"
9268,E_F_angelina_jolie.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,634b019c131faf32332e429d,"11/02/2022, 16:39:26"
6834,E_F_Kate_Winslet.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,634b019c131faf32332e429d,"11/02/2022, 16:39:26"
2734,E_F_Kate_Winslet.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,634b019c131faf32332e429d,"11/02/2022, 16:39:26"
3305,E_M_nicolas_cage.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,634b019c131faf32332e429d,"11/02/2022, 16:39:26"
7516,E_F_keira_knightley.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,634b019c131faf32332e429d,"11/02/2022, 16:39:26"
