RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
2682,P_M_david_cameron.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
2440,P_F_tehresy_may.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
2348,E_M_Hugh_Grant.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
2295,P_F_nicola_sturgeon.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
2890,E_F_sandra_bullock.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
3608,E_F_Judi_Dench.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
2621,E_M_Hugh_Grant.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
2366,P_M_donald_trump.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
2367,E_F_angelina_jolie.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
3620,E_F_Judi_Dench.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
2751,E_M_nicolas_cage.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
2895,E_M_robert_de_niro.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
2438,E_F_sandra_bullock.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
3205,E_M_robert_de_niro.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
2498,P_F_tehresy_may.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
1699,P_F_hillary_clinton.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
2092,E_F_Judi_Dench.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
2365,E_M_robert_de_niro.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
2158,E_M_nicolas_cage.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
2044,P_F_tehresy_may.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
2937,P_M_bill_clinton.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
4861,P_F_nicola_sturgeon.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,3,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
2175,P_F_nicola_sturgeon.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
2530,E_F_Kate_Winslet.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
2268,E_M_nicolas_cage.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
3094,E_M_tom_hankes.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
3424,E_M_michael_caine.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
2334,E_F_jennifer_aniston.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
2587,E_F_Kate_Winslet.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
1979,E_F_Kate_Winslet.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
2376,E_F_keira_knightley.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
2172,E_F_angelina_jolie.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
2949,P_F_tehresy_may.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
2239,E_F_angelina_jolie.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
3296,P_F_hillary_clinton.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
2468,E_F_sandra_bullock.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
2974,E_M_michael_caine.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
1637,E_F_keira_knightley.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
3740,E_M_nicolas_cage.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
1701,E_M_robert_de_niro.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
1860,E_F_jennifer_aniston.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
2063,E_F_Judi_Dench.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
2047,E_F_keira_knightley.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
1838,E_F_sandra_bullock.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
5324,E_M_robert_de_niro.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
1786,E_F_keira_knightley.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
2005,E_F_angelina_jolie.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
1915,E_F_angelina_jolie.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
1590,E_M_michael_caine.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
1506,P_F_nicola_sturgeon.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
1870,E_F_sandra_bullock.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
2219,E_F_jennifer_aniston.jpg,E_F_Judi_Dench.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
1863,E_F_Judi_Dench.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
1773,E_F_angelina_jolie.jpg,E_F_Judi_Dench.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
1804,E_M_nicolas_cage.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
2373,P_F_hillary_clinton.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
2514,E_M_robert_de_niro.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
2143,E_M_robert_de_niro.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
2663,E_F_jennifer_aniston.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
2568,E_M_nicolas_cage.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
2374,E_M_tom_hankes.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
2287,E_M_nicolas_cage.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
1876,E_F_keira_knightley.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
2212,E_F_sandra_bullock.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
2024,E_M_nicolas_cage.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
2398,E_M_robert_de_niro.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
1551,E_F_angelina_jolie.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
2002,E_F_Kate_Winslet.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
1542,E_F_sandra_bullock.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
1306,E_F_keira_knightley.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
1845,E_F_sandra_bullock.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
2408,E_M_michael_caine.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
3831,E_F_Kate_Winslet.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
2150,P_M_boris_johnson.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
1793,E_F_angelina_jolie.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
2530,E_F_angelina_jolie.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
4241,E_M_michael_caine.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
1846,E_M_michael_caine.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
2536,P_F_nicola_sturgeon.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
1540,E_F_angelina_jolie.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
2318,P_F_hillary_clinton.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
1624,E_F_angelina_jolie.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
2037,P_F_tehresy_may.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
2038,E_F_jennifer_aniston.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
1580,E_F_Judi_Dench.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
1809,P_F_tehresy_may.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
1717,E_F_Judi_Dench.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
2143,E_M_michael_caine.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
1912,E_M_Hugh_Grant.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
1920,E_M_tom_hankes.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
1751,E_F_Judi_Dench.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
1762,E_M_tom_hankes.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
1735,E_F_angelina_jolie.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
1522,E_F_Judi_Dench.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
1413,E_F_sandra_bullock.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
2459,E_M_robert_de_niro.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
1747,P_F_hillary_clinton.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
1426,E_M_nicolas_cage.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
2608,P_F_hillary_clinton.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
2347,E_M_Hugh_Grant.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
2477,E_M_Hugh_Grant.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
1987,P_M_david_cameron.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
3544,P_F_hillary_clinton.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,5,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
2495,E_M_Hugh_Grant.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
1992,E_F_jennifer_aniston.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
1695,E_F_Judi_Dench.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
3523,E_M_Hugh_Grant.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
1479,E_M_Hugh_Grant.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
1635,E_M_michael_caine.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
2365,E_M_nicolas_cage.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
2790,P_M_george_Wbush.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
2987,E_F_jennifer_aniston.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
1753,E_M_Hugh_Grant.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
2104,E_F_Kate_Winslet.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
1977,P_M_donald_trump.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
2477,P_M_bill_clinton.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
2170,E_F_Kate_Winslet.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
2850,E_F_angelina_jolie.jpg,E_F_jennifer_aniston.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
3170,E_M_Hugh_Grant.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
1866,E_M_tom_hankes.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
1754,E_F_jennifer_aniston.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
3598,E_M_michael_caine.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
1805,E_F_keira_knightley.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
2457,E_F_sandra_bullock.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
