RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
2382,E_M_Hugh_Grant.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
1900,P_F_nicola_sturgeon.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
990,E_F_jennifer_aniston.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
1979,E_F_angelina_jolie.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
1719,E_F_keira_knightley.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
1820,E_F_Judi_Dench.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
2154,E_F_angelina_jolie.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
1464,P_M_george_Wbush.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
1164,E_M_nicolas_cage.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
1331,E_F_Kate_Winslet.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
3024,E_F_Kate_Winslet.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
1747,E_F_jennifer_aniston.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
1643,E_F_Judi_Dench.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
1616,E_M_Hugh_Grant.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
1675,E_F_Judi_Dench.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
1623,P_F_hillary_clinton.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
1645,P_F_hillary_clinton.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
2454,E_F_Judi_Dench.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
2192,E_F_sandra_bullock.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
2190,E_M_tom_hankes.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
3852,E_F_sandra_bullock.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
2048,E_F_jennifer_aniston.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
1949,E_M_nicolas_cage.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
1261,P_F_tehresy_may.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
1393,E_F_Judi_Dench.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
1100,E_M_Hugh_Grant.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
2750,E_F_Judi_Dench.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
3689,E_M_nicolas_cage.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
2459,E_F_keira_knightley.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
2045,E_M_robert_de_niro.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
1884,E_F_jennifer_aniston.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
2349,P_F_nicola_sturgeon.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
2461,P_F_nicola_sturgeon.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
2057,E_F_Kate_Winslet.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
2264,E_F_angelina_jolie.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
1697,P_M_david_cameron.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
2079,E_F_Kate_Winslet.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
2505,E_F_jennifer_aniston.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
4074,E_F_angelina_jolie.jpg,E_F_jennifer_aniston.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
2551,E_M_michael_caine.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
1561,P_F_tehresy_may.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
1937,E_F_sandra_bullock.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
2016,E_M_robert_de_niro.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
1136,P_F_tehresy_may.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
1215,E_F_angelina_jolie.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
2408,E_F_jennifer_aniston.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
1351,E_F_sandra_bullock.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
1321,E_F_angelina_jolie.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
1594,E_F_angelina_jolie.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
1234,E_F_jennifer_aniston.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
2039,E_M_tom_hankes.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
2182,E_M_michael_caine.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
1948,E_F_angelina_jolie.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
2106,E_M_michael_caine.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
2730,E_F_jennifer_aniston.jpg,E_F_Judi_Dench.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
2277,E_F_Kate_Winslet.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
file,isFamiliar,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
E_F_keira_knightley.jpg,1,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
P_F_hillary_clinton.jpg,1,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
E_F_Kate_Winslet.jpg,1,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
P_F_tehresy_may.jpg,1,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
P_M_george_Wbush.jpg,1,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
E_M_tom_hankes.jpg,1,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
P_F_nicola_sturgeon.jpg,1,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
E_F_jennifer_aniston.jpg,1,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
E_F_sandra_bullock.jpg,1,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
E_F_angelina_jolie.jpg,1,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
P_M_Tony_Blair.jpg,1,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
E_M_robert_de_niro.jpg,1,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
E_F_Judi_Dench.jpg,1,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
P_M_bill_clinton.jpg,1,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
P_M_david_cameron.jpg,1,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
E_M_nicolas_cage.jpg,1,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
P_M_boris_johnson.jpg,1,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
E_M_michael_caine.jpg,1,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
P_M_donald_trump.jpg,1,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
E_M_Hugh_Grant.jpg,1,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
file,imageryAns,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
P_M_david_cameron.jpg,1,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
E_F_angelina_jolie.jpg,1,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
E_F_jennifer_aniston.jpg,1,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
E_F_Judi_Dench.jpg,1,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
E_F_sandra_bullock.jpg,1,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
E_M_nicolas_cage.jpg,1,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
P_F_nicola_sturgeon.jpg,1,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
P_F_tehresy_may.jpg,1,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
P_M_george_Wbush.jpg,1,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
P_M_Tony_Blair.jpg,1,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
P_M_boris_johnson.jpg,1,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
E_M_Hugh_Grant.jpg,1,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
P_F_hillary_clinton.jpg,1,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
P_M_donald_trump.jpg,1,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
E_M_michael_caine.jpg,1,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
E_F_keira_knightley.jpg,1,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
E_M_robert_de_niro.jpg,1,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
E_F_Kate_Winslet.jpg,1,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
E_M_tom_hankes.jpg,1,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
P_M_bill_clinton.jpg,1,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
age: 25,gender: Male,handedness: right,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
