RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5efca85159e09c06e7d064ba,"11/02/2022, 16:10:11"
6531,E_M_robert_de_niro.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5efca85159e09c06e7d064ba,"11/02/2022, 16:10:11"
4365,E_F_Judi_Dench.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5efca85159e09c06e7d064ba,"11/02/2022, 16:10:11"
5499,E_F_angelina_jolie.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5efca85159e09c06e7d064ba,"11/02/2022, 16:10:11"
2238,P_F_hillary_clinton.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5efca85159e09c06e7d064ba,"11/02/2022, 16:10:11"
2889,E_F_keira_knightley.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5efca85159e09c06e7d064ba,"11/02/2022, 16:10:11"
2991,P_F_nicola_sturgeon.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5efca85159e09c06e7d064ba,"11/02/2022, 16:10:11"
2357,E_F_angelina_jolie.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5efca85159e09c06e7d064ba,"11/02/2022, 16:10:11"
2946,E_F_Judi_Dench.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5efca85159e09c06e7d064ba,"11/02/2022, 16:10:11"
2329,E_F_keira_knightley.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5efca85159e09c06e7d064ba,"11/02/2022, 16:10:11"
2995,E_M_Hugh_Grant.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5efca85159e09c06e7d064ba,"11/02/2022, 16:10:11"
2059,E_F_angelina_jolie.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5efca85159e09c06e7d064ba,"11/02/2022, 16:10:11"
2351,E_F_jennifer_aniston.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5efca85159e09c06e7d064ba,"11/02/2022, 16:10:11"
3250,E_M_robert_de_niro.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5efca85159e09c06e7d064ba,"11/02/2022, 16:10:11"
4981,E_F_sandra_bullock.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5efca85159e09c06e7d064ba,"11/02/2022, 16:10:11"
6385,E_F_angelina_jolie.jpg,E_F_Judi_Dench.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,5efca85159e09c06e7d064ba,"11/02/2022, 16:10:11"
3145,P_M_bill_clinton.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5efca85159e09c06e7d064ba,"11/02/2022, 16:10:11"
4430,E_M_michael_caine.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5efca85159e09c06e7d064ba,"11/02/2022, 16:10:11"
3399,P_M_donald_trump.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5efca85159e09c06e7d064ba,"11/02/2022, 16:10:11"
2042,E_F_keira_knightley.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5efca85159e09c06e7d064ba,"11/02/2022, 16:10:11"
11575,E_M_robert_de_niro.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5efca85159e09c06e7d064ba,"11/02/2022, 16:10:11"
4328,E_F_Judi_Dench.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5efca85159e09c06e7d064ba,"11/02/2022, 16:10:11"
2852,E_F_keira_knightley.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5efca85159e09c06e7d064ba,"11/02/2022, 16:10:11"
2898,E_F_Kate_Winslet.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5efca85159e09c06e7d064ba,"11/02/2022, 16:10:11"
2964,E_M_nicolas_cage.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5efca85159e09c06e7d064ba,"11/02/2022, 16:10:11"
3052,E_F_sandra_bullock.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5efca85159e09c06e7d064ba,"11/02/2022, 16:10:11"
6092,E_M_robert_de_niro.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5efca85159e09c06e7d064ba,"11/02/2022, 16:10:11"
file,isFamiliar,5efca85159e09c06e7d064ba,"11/02/2022, 16:10:11"
E_M_nicolas_cage.jpg,1,5efca85159e09c06e7d064ba,"11/02/2022, 16:10:11"
E_M_michael_caine.jpg,1,5efca85159e09c06e7d064ba,"11/02/2022, 16:10:11"
E_M_robert_de_niro.jpg,1,5efca85159e09c06e7d064ba,"11/02/2022, 16:10:11"
P_M_boris_johnson.jpg,1,5efca85159e09c06e7d064ba,"11/02/2022, 16:10:11"
P_M_david_cameron.jpg,1,5efca85159e09c06e7d064ba,"11/02/2022, 16:10:11"
E_F_sandra_bullock.jpg,1,5efca85159e09c06e7d064ba,"11/02/2022, 16:10:11"
P_M_george_Wbush.jpg,1,5efca85159e09c06e7d064ba,"11/02/2022, 16:10:11"
P_M_donald_trump.jpg,1,5efca85159e09c06e7d064ba,"11/02/2022, 16:10:11"
E_F_Judi_Dench.jpg,1,5efca85159e09c06e7d064ba,"11/02/2022, 16:10:11"
E_F_angelina_jolie.jpg,1,5efca85159e09c06e7d064ba,"11/02/2022, 16:10:11"
P_M_Tony_Blair.jpg,1,5efca85159e09c06e7d064ba,"11/02/2022, 16:10:11"
P_M_bill_clinton.jpg,1,5efca85159e09c06e7d064ba,"11/02/2022, 16:10:11"
E_M_tom_hankes.jpg,1,5efca85159e09c06e7d064ba,"11/02/2022, 16:10:11"
E_F_jennifer_aniston.jpg,1,5efca85159e09c06e7d064ba,"11/02/2022, 16:10:11"
P_F_nicola_sturgeon.jpg,1,5efca85159e09c06e7d064ba,"11/02/2022, 16:10:11"
P_F_hillary_clinton.jpg,1,5efca85159e09c06e7d064ba,"11/02/2022, 16:10:11"
E_F_Kate_Winslet.jpg,1,5efca85159e09c06e7d064ba,"11/02/2022, 16:10:11"
E_F_keira_knightley.jpg,1,5efca85159e09c06e7d064ba,"11/02/2022, 16:10:11"
E_M_Hugh_Grant.jpg,1,5efca85159e09c06e7d064ba,"11/02/2022, 16:10:11"
P_F_tehresy_may.jpg,1,5efca85159e09c06e7d064ba,"11/02/2022, 16:10:11"
file,imageryAns,5efca85159e09c06e7d064ba,"11/02/2022, 16:10:11"
E_M_nicolas_cage.jpg,3,5efca85159e09c06e7d064ba,"11/02/2022, 16:10:11"
E_F_Kate_Winslet.jpg,3,5efca85159e09c06e7d064ba,"11/02/2022, 16:10:11"
P_F_tehresy_may.jpg,2,5efca85159e09c06e7d064ba,"11/02/2022, 16:10:11"
E_F_sandra_bullock.jpg,3,5efca85159e09c06e7d064ba,"11/02/2022, 16:10:11"
P_M_bill_clinton.jpg,4,5efca85159e09c06e7d064ba,"11/02/2022, 16:10:11"
P_F_hillary_clinton.jpg,4,5efca85159e09c06e7d064ba,"11/02/2022, 16:10:11"
P_M_george_Wbush.jpg,4,5efca85159e09c06e7d064ba,"11/02/2022, 16:10:11"
E_F_angelina_jolie.jpg,2,5efca85159e09c06e7d064ba,"11/02/2022, 16:10:11"
E_M_Hugh_Grant.jpg,2,5efca85159e09c06e7d064ba,"11/02/2022, 16:10:11"
P_M_Tony_Blair.jpg,3,5efca85159e09c06e7d064ba,"11/02/2022, 16:10:11"
E_M_michael_caine.jpg,4,5efca85159e09c06e7d064ba,"11/02/2022, 16:10:11"
E_F_keira_knightley.jpg,1,5efca85159e09c06e7d064ba,"11/02/2022, 16:10:11"
P_M_boris_johnson.jpg,1,5efca85159e09c06e7d064ba,"11/02/2022, 16:10:11"
E_M_tom_hankes.jpg,3,5efca85159e09c06e7d064ba,"11/02/2022, 16:10:11"
P_M_david_cameron.jpg,2,5efca85159e09c06e7d064ba,"11/02/2022, 16:10:11"
P_F_nicola_sturgeon.jpg,3,5efca85159e09c06e7d064ba,"11/02/2022, 16:10:11"
E_F_jennifer_aniston.jpg,3,5efca85159e09c06e7d064ba,"11/02/2022, 16:10:11"
E_F_Judi_Dench.jpg,3,5efca85159e09c06e7d064ba,"11/02/2022, 16:10:11"
E_M_robert_de_niro.jpg,4,5efca85159e09c06e7d064ba,"11/02/2022, 16:10:11"
P_M_donald_trump.jpg,4,5efca85159e09c06e7d064ba,"11/02/2022, 16:10:11"
age: 28,gender: Female,handedness: left,5efca85159e09c06e7d064ba,"11/02/2022, 16:10:11"
