RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,57df427c722df500017f43ae,"11/02/2022, 16:13:27"
2269,E_F_jennifer_aniston.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,57df427c722df500017f43ae,"11/02/2022, 16:13:27"
2085,E_F_Kate_Winslet.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,57df427c722df500017f43ae,"11/02/2022, 16:13:27"
2112,E_F_Judi_Dench.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,57df427c722df500017f43ae,"11/02/2022, 16:13:27"
2128,P_F_tehresy_may.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,57df427c722df500017f43ae,"11/02/2022, 16:13:27"
2175,P_F_hillary_clinton.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,57df427c722df500017f43ae,"11/02/2022, 16:13:27"
2310,E_F_keira_knightley.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,57df427c722df500017f43ae,"11/02/2022, 16:13:27"
1853,P_F_nicola_sturgeon.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,57df427c722df500017f43ae,"11/02/2022, 16:13:27"
2653,E_M_tom_hankes.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,57df427c722df500017f43ae,"11/02/2022, 16:13:27"
7717,E_F_angelina_jolie.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,57df427c722df500017f43ae,"11/02/2022, 16:13:27"
2965,E_F_sandra_bullock.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,57df427c722df500017f43ae,"11/02/2022, 16:13:27"
2310,P_M_david_cameron.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,57df427c722df500017f43ae,"11/02/2022, 16:13:27"
2503,E_M_nicolas_cage.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,57df427c722df500017f43ae,"11/02/2022, 16:13:27"
3316,P_F_hillary_clinton.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,57df427c722df500017f43ae,"11/02/2022, 16:13:27"
2275,E_M_robert_de_niro.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,57df427c722df500017f43ae,"11/02/2022, 16:13:27"
2316,E_M_michael_caine.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,57df427c722df500017f43ae,"11/02/2022, 16:13:27"
2154,E_F_Judi_Dench.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,57df427c722df500017f43ae,"11/02/2022, 16:13:27"
2539,P_F_nicola_sturgeon.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,57df427c722df500017f43ae,"11/02/2022, 16:13:27"
2232,E_M_robert_de_niro.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,57df427c722df500017f43ae,"11/02/2022, 16:13:27"
1932,P_F_tehresy_may.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,57df427c722df500017f43ae,"11/02/2022, 16:13:27"
2503,P_M_george_Wbush.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,57df427c722df500017f43ae,"11/02/2022, 16:13:27"
1967,E_F_angelina_jolie.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,57df427c722df500017f43ae,"11/02/2022, 16:13:27"
4144,E_M_robert_de_niro.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,57df427c722df500017f43ae,"11/02/2022, 16:13:27"
5904,P_F_tehresy_may.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,57df427c722df500017f43ae,"11/02/2022, 16:13:27"
7066,P_M_bill_clinton.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,57df427c722df500017f43ae,"11/02/2022, 16:13:27"
2077,E_F_Kate_Winslet.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,57df427c722df500017f43ae,"11/02/2022, 16:13:27"
2425,E_F_keira_knightley.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,57df427c722df500017f43ae,"11/02/2022, 16:13:27"
2191,E_F_Kate_Winslet.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,57df427c722df500017f43ae,"11/02/2022, 16:13:27"
2061,P_F_hillary_clinton.jpg,P_F_nicola_sturgeon.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,6,57df427c722df500017f43ae,"11/02/2022, 16:13:27"
12688,E_F_keira_knightley.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,57df427c722df500017f43ae,"11/02/2022, 16:13:27"
2533,E_F_Kate_Winslet.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,57df427c722df500017f43ae,"11/02/2022, 16:13:27"
1902,E_F_Judi_Dench.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,57df427c722df500017f43ae,"11/02/2022, 16:13:27"
1796,E_F_sandra_bullock.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,57df427c722df500017f43ae,"11/02/2022, 16:13:27"
4278,E_F_keira_knightley.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,57df427c722df500017f43ae,"11/02/2022, 16:13:27"
1814,E_F_angelina_jolie.jpg,E_F_Judi_Dench.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,57df427c722df500017f43ae,"11/02/2022, 16:13:27"
7957,E_M_tom_hankes.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,57df427c722df500017f43ae,"11/02/2022, 16:13:27"
1996,E_F_angelina_jolie.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,57df427c722df500017f43ae,"11/02/2022, 16:13:27"
2576,E_F_keira_knightley.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,57df427c722df500017f43ae,"11/02/2022, 16:13:27"
2545,E_F_angelina_jolie.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,57df427c722df500017f43ae,"11/02/2022, 16:13:27"
1887,P_F_nicola_sturgeon.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,57df427c722df500017f43ae,"11/02/2022, 16:13:27"
5862,E_M_robert_de_niro.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,57df427c722df500017f43ae,"11/02/2022, 16:13:27"
10043,E_M_robert_de_niro.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,57df427c722df500017f43ae,"11/02/2022, 16:13:27"
4487,E_F_jennifer_aniston.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,57df427c722df500017f43ae,"11/02/2022, 16:13:27"
2357,E_F_angelina_jolie.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,57df427c722df500017f43ae,"11/02/2022, 16:13:27"
3999,E_F_Judi_Dench.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,57df427c722df500017f43ae,"11/02/2022, 16:13:27"
1671,E_F_angelina_jolie.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,57df427c722df500017f43ae,"11/02/2022, 16:13:27"
2243,E_F_Kate_Winslet.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,57df427c722df500017f43ae,"11/02/2022, 16:13:27"
1674,E_F_angelina_jolie.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,57df427c722df500017f43ae,"11/02/2022, 16:13:27"
1794,E_F_jennifer_aniston.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,57df427c722df500017f43ae,"11/02/2022, 16:13:27"
2519,P_F_tehresy_may.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,57df427c722df500017f43ae,"11/02/2022, 16:13:27"
1877,E_M_michael_caine.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,57df427c722df500017f43ae,"11/02/2022, 16:13:27"
3450,E_M_michael_caine.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,57df427c722df500017f43ae,"11/02/2022, 16:13:27"
2724,E_M_nicolas_cage.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,57df427c722df500017f43ae,"11/02/2022, 16:13:27"
2227,E_F_sandra_bullock.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,57df427c722df500017f43ae,"11/02/2022, 16:13:27"
2316,E_F_angelina_jolie.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,57df427c722df500017f43ae,"11/02/2022, 16:13:27"
2597,E_M_tom_hankes.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,57df427c722df500017f43ae,"11/02/2022, 16:13:27"
1905,E_F_jennifer_aniston.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,57df427c722df500017f43ae,"11/02/2022, 16:13:27"
4753,E_F_jennifer_aniston.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,57df427c722df500017f43ae,"11/02/2022, 16:13:27"
2219,E_F_angelina_jolie.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,57df427c722df500017f43ae,"11/02/2022, 16:13:27"
6604,E_F_jennifer_aniston.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,57df427c722df500017f43ae,"11/02/2022, 16:13:27"
8822,P_M_bill_clinton.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,57df427c722df500017f43ae,"11/02/2022, 16:13:27"
1956,E_F_Kate_Winslet.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,57df427c722df500017f43ae,"11/02/2022, 16:13:27"
8003,E_F_jennifer_aniston.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,57df427c722df500017f43ae,"11/02/2022, 16:13:27"
2161,E_M_tom_hankes.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,57df427c722df500017f43ae,"11/02/2022, 16:13:27"
2775,E_M_Hugh_Grant.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,57df427c722df500017f43ae,"11/02/2022, 16:13:27"
3523,E_F_sandra_bullock.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,57df427c722df500017f43ae,"11/02/2022, 16:13:27"
3822,E_F_keira_knightley.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,57df427c722df500017f43ae,"11/02/2022, 16:13:27"
2827,E_F_angelina_jolie.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,57df427c722df500017f43ae,"11/02/2022, 16:13:27"
2805,E_M_michael_caine.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,57df427c722df500017f43ae,"11/02/2022, 16:13:27"
3224,E_F_keira_knightley.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,57df427c722df500017f43ae,"11/02/2022, 16:13:27"
1745,P_M_boris_johnson.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,57df427c722df500017f43ae,"11/02/2022, 16:13:27"
5270,E_M_robert_de_niro.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,57df427c722df500017f43ae,"11/02/2022, 16:13:27"
1567,P_M_bill_clinton.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,57df427c722df500017f43ae,"11/02/2022, 16:13:27"
2253,E_M_Hugh_Grant.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,57df427c722df500017f43ae,"11/02/2022, 16:13:27"
1709,E_F_Kate_Winslet.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,57df427c722df500017f43ae,"11/02/2022, 16:13:27"
1723,E_F_sandra_bullock.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,57df427c722df500017f43ae,"11/02/2022, 16:13:27"
1645,E_M_Hugh_Grant.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,57df427c722df500017f43ae,"11/02/2022, 16:13:27"
1556,E_F_sandra_bullock.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,57df427c722df500017f43ae,"11/02/2022, 16:13:27"
1596,E_M_tom_hankes.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,57df427c722df500017f43ae,"11/02/2022, 16:13:27"
2097,E_F_Judi_Dench.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,57df427c722df500017f43ae,"11/02/2022, 16:13:27"
1764,E_M_michael_caine.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,57df427c722df500017f43ae,"11/02/2022, 16:13:27"
1680,E_F_Judi_Dench.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,57df427c722df500017f43ae,"11/02/2022, 16:13:27"
