RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5ec267e5d4cb3e02f37e3ea0,"11/02/2022, 17:05:55"
3353,E_F_Kate_Winslet.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5ec267e5d4cb3e02f37e3ea0,"11/02/2022, 17:05:55"
2292,P_F_hillary_clinton.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5ec267e5d4cb3e02f37e3ea0,"11/02/2022, 17:05:55"
9661,E_F_sandra_bullock.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5ec267e5d4cb3e02f37e3ea0,"11/02/2022, 17:05:55"
104513,P_M_donald_trump.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5ec267e5d4cb3e02f37e3ea0,"11/02/2022, 17:05:55"
2635,E_M_michael_caine.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ec267e5d4cb3e02f37e3ea0,"11/02/2022, 17:05:55"
1536,E_F_sandra_bullock.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ec267e5d4cb3e02f37e3ea0,"11/02/2022, 17:05:55"
1859,E_F_angelina_jolie.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5ec267e5d4cb3e02f37e3ea0,"11/02/2022, 17:05:55"
1933,E_F_Judi_Dench.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5ec267e5d4cb3e02f37e3ea0,"11/02/2022, 17:05:55"
1945,E_F_keira_knightley.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5ec267e5d4cb3e02f37e3ea0,"11/02/2022, 17:05:55"
1646,E_F_keira_knightley.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5ec267e5d4cb3e02f37e3ea0,"11/02/2022, 17:05:55"
1900,P_M_david_cameron.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5ec267e5d4cb3e02f37e3ea0,"11/02/2022, 17:05:55"
1948,E_F_keira_knightley.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ec267e5d4cb3e02f37e3ea0,"11/02/2022, 17:05:55"
3445,E_F_Judi_Dench.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5ec267e5d4cb3e02f37e3ea0,"11/02/2022, 17:05:55"
75915,E_M_michael_caine.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5ec267e5d4cb3e02f37e3ea0,"11/02/2022, 17:05:55"
2721,P_F_nicola_sturgeon.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5ec267e5d4cb3e02f37e3ea0,"11/02/2022, 17:05:55"
4741,E_F_angelina_jolie.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5ec267e5d4cb3e02f37e3ea0,"11/02/2022, 17:05:55"
15760,E_M_nicolas_cage.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5ec267e5d4cb3e02f37e3ea0,"11/02/2022, 17:05:55"
9382,P_M_david_cameron.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5ec267e5d4cb3e02f37e3ea0,"11/02/2022, 17:05:55"
67770,E_F_sandra_bullock.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5ec267e5d4cb3e02f37e3ea0,"11/02/2022, 17:05:55"
2343,E_F_keira_knightley.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ec267e5d4cb3e02f37e3ea0,"11/02/2022, 17:05:55"
8498,E_M_robert_de_niro.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5ec267e5d4cb3e02f37e3ea0,"11/02/2022, 17:05:55"
1476,E_F_keira_knightley.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ec267e5d4cb3e02f37e3ea0,"11/02/2022, 17:05:55"
7297,E_F_jennifer_aniston.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ec267e5d4cb3e02f37e3ea0,"11/02/2022, 17:05:55"
4486,E_F_angelina_jolie.jpg,E_F_Judi_Dench.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5ec267e5d4cb3e02f37e3ea0,"11/02/2022, 17:05:55"
2999,E_F_Kate_Winslet.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5ec267e5d4cb3e02f37e3ea0,"11/02/2022, 17:05:55"
6975,E_F_jennifer_aniston.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5ec267e5d4cb3e02f37e3ea0,"11/02/2022, 17:05:55"
4362,E_F_Judi_Dench.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ec267e5d4cb3e02f37e3ea0,"11/02/2022, 17:05:55"
54832,E_F_jennifer_aniston.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5ec267e5d4cb3e02f37e3ea0,"11/02/2022, 17:05:55"
21631,E_M_Hugh_Grant.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5ec267e5d4cb3e02f37e3ea0,"11/02/2022, 17:05:55"
107546,E_F_sandra_bullock.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ec267e5d4cb3e02f37e3ea0,"11/02/2022, 17:05:55"
4590,E_F_Judi_Dench.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5ec267e5d4cb3e02f37e3ea0,"11/02/2022, 17:05:55"
9165,E_F_Judi_Dench.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5ec267e5d4cb3e02f37e3ea0,"11/02/2022, 17:05:55"
2492,E_M_robert_de_niro.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5ec267e5d4cb3e02f37e3ea0,"11/02/2022, 17:05:55"
2976,P_F_nicola_sturgeon.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5ec267e5d4cb3e02f37e3ea0,"11/02/2022, 17:05:55"
288146,P_F_tehresy_may.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5ec267e5d4cb3e02f37e3ea0,"11/02/2022, 17:05:55"
2175,E_M_Hugh_Grant.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5ec267e5d4cb3e02f37e3ea0,"11/02/2022, 17:05:55"
29424,E_M_Hugh_Grant.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5ec267e5d4cb3e02f37e3ea0,"11/02/2022, 17:05:55"
116799,P_F_hillary_clinton.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5ec267e5d4cb3e02f37e3ea0,"11/02/2022, 17:05:55"
4913,E_M_nicolas_cage.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5ec267e5d4cb3e02f37e3ea0,"11/02/2022, 17:05:55"
4150,E_M_nicolas_cage.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5ec267e5d4cb3e02f37e3ea0,"11/02/2022, 17:05:55"
4482,E_F_keira_knightley.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5ec267e5d4cb3e02f37e3ea0,"11/02/2022, 17:05:55"
5746,E_F_Kate_Winslet.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5ec267e5d4cb3e02f37e3ea0,"11/02/2022, 17:05:55"
5782,E_M_Hugh_Grant.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5ec267e5d4cb3e02f37e3ea0,"11/02/2022, 17:05:55"
21157,P_F_tehresy_may.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5ec267e5d4cb3e02f37e3ea0,"11/02/2022, 17:05:55"
10796,E_M_nicolas_cage.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5ec267e5d4cb3e02f37e3ea0,"11/02/2022, 17:05:55"
88583,E_F_keira_knightley.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5ec267e5d4cb3e02f37e3ea0,"11/02/2022, 17:05:55"
73759,E_M_Hugh_Grant.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5ec267e5d4cb3e02f37e3ea0,"11/02/2022, 17:05:55"
6609,P_M_boris_johnson.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5ec267e5d4cb3e02f37e3ea0,"11/02/2022, 17:05:55"
6778,E_F_sandra_bullock.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5ec267e5d4cb3e02f37e3ea0,"11/02/2022, 17:05:55"
2909,E_M_nicolas_cage.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5ec267e5d4cb3e02f37e3ea0,"11/02/2022, 17:05:55"
3041,E_F_angelina_jolie.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5ec267e5d4cb3e02f37e3ea0,"11/02/2022, 17:05:55"
