RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,63198cf2de8669f9d4b4d592,"11/02/2022, 16:12:11"
1867,E_M_michael_caine.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,63198cf2de8669f9d4b4d592,"11/02/2022, 16:12:11"
3024,E_M_tom_hankes.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,63198cf2de8669f9d4b4d592,"11/02/2022, 16:12:11"
5279,E_M_Hugh_Grant.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,63198cf2de8669f9d4b4d592,"11/02/2022, 16:12:11"
4084,E_F_Kate_Winslet.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,63198cf2de8669f9d4b4d592,"11/02/2022, 16:12:11"
1470,E_F_jennifer_aniston.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,63198cf2de8669f9d4b4d592,"11/02/2022, 16:12:11"
5663,E_F_Judi_Dench.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,63198cf2de8669f9d4b4d592,"11/02/2022, 16:12:11"
1994,E_M_tom_hankes.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,63198cf2de8669f9d4b4d592,"11/02/2022, 16:12:11"
2059,E_M_Hugh_Grant.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,63198cf2de8669f9d4b4d592,"11/02/2022, 16:12:11"
2175,E_F_keira_knightley.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,63198cf2de8669f9d4b4d592,"11/02/2022, 16:12:11"
1964,E_F_jennifer_aniston.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,63198cf2de8669f9d4b4d592,"11/02/2022, 16:12:11"
3195,P_F_nicola_sturgeon.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,63198cf2de8669f9d4b4d592,"11/02/2022, 16:12:11"
2836,E_M_michael_caine.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,63198cf2de8669f9d4b4d592,"11/02/2022, 16:12:11"
4433,E_F_keira_knightley.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,63198cf2de8669f9d4b4d592,"11/02/2022, 16:12:11"
7817,E_F_Judi_Dench.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,63198cf2de8669f9d4b4d592,"11/02/2022, 16:12:11"
10134,E_M_tom_hankes.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,63198cf2de8669f9d4b4d592,"11/02/2022, 16:12:11"
2887,E_F_sandra_bullock.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,63198cf2de8669f9d4b4d592,"11/02/2022, 16:12:11"
3955,P_M_bill_clinton.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,63198cf2de8669f9d4b4d592,"11/02/2022, 16:12:11"
2232,P_M_donald_trump.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,63198cf2de8669f9d4b4d592,"11/02/2022, 16:12:11"
3723,E_M_Hugh_Grant.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,63198cf2de8669f9d4b4d592,"11/02/2022, 16:12:11"
4707,E_F_Kate_Winslet.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,63198cf2de8669f9d4b4d592,"11/02/2022, 16:12:11"
1840,E_F_Kate_Winslet.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,63198cf2de8669f9d4b4d592,"11/02/2022, 16:12:11"
5706,P_F_nicola_sturgeon.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,6,63198cf2de8669f9d4b4d592,"11/02/2022, 16:12:11"
3145,P_F_nicola_sturgeon.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,63198cf2de8669f9d4b4d592,"11/02/2022, 16:12:11"
2463,P_M_boris_johnson.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,63198cf2de8669f9d4b4d592,"11/02/2022, 16:12:11"
1846,E_F_Judi_Dench.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,63198cf2de8669f9d4b4d592,"11/02/2022, 16:12:11"
2946,P_F_hillary_clinton.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,63198cf2de8669f9d4b4d592,"11/02/2022, 16:12:11"
2511,E_F_angelina_jolie.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,63198cf2de8669f9d4b4d592,"11/02/2022, 16:12:11"
5453,P_F_nicola_sturgeon.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,63198cf2de8669f9d4b4d592,"11/02/2022, 16:12:11"
2087,E_F_Judi_Dench.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,63198cf2de8669f9d4b4d592,"11/02/2022, 16:12:11"
3735,P_F_hillary_clinton.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,5,63198cf2de8669f9d4b4d592,"11/02/2022, 16:12:11"
2264,E_F_Judi_Dench.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,63198cf2de8669f9d4b4d592,"11/02/2022, 16:12:11"
1892,E_F_sandra_bullock.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,63198cf2de8669f9d4b4d592,"11/02/2022, 16:12:11"
1986,E_F_Kate_Winslet.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,63198cf2de8669f9d4b4d592,"11/02/2022, 16:12:11"
1371,E_F_Kate_Winslet.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,63198cf2de8669f9d4b4d592,"11/02/2022, 16:12:11"
3062,E_F_Judi_Dench.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,63198cf2de8669f9d4b4d592,"11/02/2022, 16:12:11"
4814,P_F_tehresy_may.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,63198cf2de8669f9d4b4d592,"11/02/2022, 16:12:11"
1841,E_F_sandra_bullock.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,63198cf2de8669f9d4b4d592,"11/02/2022, 16:12:11"
5328,E_M_michael_caine.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,63198cf2de8669f9d4b4d592,"11/02/2022, 16:12:11"
2139,E_F_keira_knightley.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,63198cf2de8669f9d4b4d592,"11/02/2022, 16:12:11"
1559,E_F_angelina_jolie.jpg,E_F_Judi_Dench.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,63198cf2de8669f9d4b4d592,"11/02/2022, 16:12:11"
1701,E_M_nicolas_cage.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,63198cf2de8669f9d4b4d592,"11/02/2022, 16:12:11"
4244,E_M_michael_caine.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,63198cf2de8669f9d4b4d592,"11/02/2022, 16:12:11"
2220,E_F_sandra_bullock.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,63198cf2de8669f9d4b4d592,"11/02/2022, 16:12:11"
1986,E_M_nicolas_cage.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,63198cf2de8669f9d4b4d592,"11/02/2022, 16:12:11"
4522,E_F_jennifer_aniston.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,63198cf2de8669f9d4b4d592,"11/02/2022, 16:12:11"
1344,E_F_Kate_Winslet.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,63198cf2de8669f9d4b4d592,"11/02/2022, 16:12:11"
3472,E_M_Hugh_Grant.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,63198cf2de8669f9d4b4d592,"11/02/2022, 16:12:11"
1343,E_F_jennifer_aniston.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,63198cf2de8669f9d4b4d592,"11/02/2022, 16:12:11"
9656,P_F_tehresy_may.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,63198cf2de8669f9d4b4d592,"11/02/2022, 16:12:11"
1542,E_M_robert_de_niro.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,63198cf2de8669f9d4b4d592,"11/02/2022, 16:12:11"
2175,E_M_nicolas_cage.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,63198cf2de8669f9d4b4d592,"11/02/2022, 16:12:11"
3493,P_M_bill_clinton.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,63198cf2de8669f9d4b4d592,"11/02/2022, 16:12:11"
1937,E_F_angelina_jolie.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,63198cf2de8669f9d4b4d592,"11/02/2022, 16:12:11"
4070,E_F_jennifer_aniston.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,63198cf2de8669f9d4b4d592,"11/02/2022, 16:12:11"
1882,E_M_nicolas_cage.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,63198cf2de8669f9d4b4d592,"11/02/2022, 16:12:11"
4534,E_F_angelina_jolie.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,63198cf2de8669f9d4b4d592,"11/02/2022, 16:12:11"
3754,P_M_david_cameron.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,63198cf2de8669f9d4b4d592,"11/02/2022, 16:12:11"
file,isFamiliar,63198cf2de8669f9d4b4d592,"11/02/2022, 16:12:11"
E_F_jennifer_aniston.jpg,1,63198cf2de8669f9d4b4d592,"11/02/2022, 16:12:11"
P_M_boris_johnson.jpg,1,63198cf2de8669f9d4b4d592,"11/02/2022, 16:12:11"
P_M_george_Wbush.jpg,1,63198cf2de8669f9d4b4d592,"11/02/2022, 16:12:11"
E_M_Hugh_Grant.jpg,1,63198cf2de8669f9d4b4d592,"11/02/2022, 16:12:11"
P_M_david_cameron.jpg,1,63198cf2de8669f9d4b4d592,"11/02/2022, 16:12:11"
E_F_angelina_jolie.jpg,1,63198cf2de8669f9d4b4d592,"11/02/2022, 16:12:11"
P_M_donald_trump.jpg,1,63198cf2de8669f9d4b4d592,"11/02/2022, 16:12:11"
E_F_Judi_Dench.jpg,1,63198cf2de8669f9d4b4d592,"11/02/2022, 16:12:11"
E_M_tom_hankes.jpg,1,63198cf2de8669f9d4b4d592,"11/02/2022, 16:12:11"
P_M_Tony_Blair.jpg,1,63198cf2de8669f9d4b4d592,"11/02/2022, 16:12:11"
P_F_hillary_clinton.jpg,1,63198cf2de8669f9d4b4d592,"11/02/2022, 16:12:11"
E_F_Kate_Winslet.jpg,1,63198cf2de8669f9d4b4d592,"11/02/2022, 16:12:11"
E_M_nicolas_cage.jpg,1,63198cf2de8669f9d4b4d592,"11/02/2022, 16:12:11"
E_F_sandra_bullock.jpg,1,63198cf2de8669f9d4b4d592,"11/02/2022, 16:12:11"
E_M_michael_caine.jpg,1,63198cf2de8669f9d4b4d592,"11/02/2022, 16:12:11"
E_F_keira_knightley.jpg,1,63198cf2de8669f9d4b4d592,"11/02/2022, 16:12:11"
P_M_bill_clinton.jpg,1,63198cf2de8669f9d4b4d592,"11/02/2022, 16:12:11"
P_F_tehresy_may.jpg,1,63198cf2de8669f9d4b4d592,"11/02/2022, 16:12:11"
E_M_robert_de_niro.jpg,1,63198cf2de8669f9d4b4d592,"11/02/2022, 16:12:11"
P_F_nicola_sturgeon.jpg,1,63198cf2de8669f9d4b4d592,"11/02/2022, 16:12:11"
file,imageryAns,63198cf2de8669f9d4b4d592,"11/02/2022, 16:12:11"
P_F_nicola_sturgeon.jpg,2,63198cf2de8669f9d4b4d592,"11/02/2022, 16:12:11"
E_F_angelina_jolie.jpg,1,63198cf2de8669f9d4b4d592,"11/02/2022, 16:12:11"
P_M_Tony_Blair.jpg,2,63198cf2de8669f9d4b4d592,"11/02/2022, 16:12:11"
P_F_tehresy_may.jpg,2,63198cf2de8669f9d4b4d592,"11/02/2022, 16:12:11"
E_M_tom_hankes.jpg,1,63198cf2de8669f9d4b4d592,"11/02/2022, 16:12:11"
P_M_david_cameron.jpg,1,63198cf2de8669f9d4b4d592,"11/02/2022, 16:12:11"
E_F_sandra_bullock.jpg,1,63198cf2de8669f9d4b4d592,"11/02/2022, 16:12:11"
P_M_george_Wbush.jpg,1,63198cf2de8669f9d4b4d592,"11/02/2022, 16:12:11"
E_M_Hugh_Grant.jpg,1,63198cf2de8669f9d4b4d592,"11/02/2022, 16:12:11"
E_M_robert_de_niro.jpg,2,63198cf2de8669f9d4b4d592,"11/02/2022, 16:12:11"
E_M_nicolas_cage.jpg,1,63198cf2de8669f9d4b4d592,"11/02/2022, 16:12:11"
P_M_boris_johnson.jpg,1,63198cf2de8669f9d4b4d592,"11/02/2022, 16:12:11"
E_F_Kate_Winslet.jpg,1,63198cf2de8669f9d4b4d592,"11/02/2022, 16:12:11"
P_M_donald_trump.jpg,1,63198cf2de8669f9d4b4d592,"11/02/2022, 16:12:11"
E_F_keira_knightley.jpg,1,63198cf2de8669f9d4b4d592,"11/02/2022, 16:12:11"
P_F_hillary_clinton.jpg,1,63198cf2de8669f9d4b4d592,"11/02/2022, 16:12:11"
E_F_Judi_Dench.jpg,1,63198cf2de8669f9d4b4d592,"11/02/2022, 16:12:11"
E_F_jennifer_aniston.jpg,1,63198cf2de8669f9d4b4d592,"11/02/2022, 16:12:11"
E_M_michael_caine.jpg,1,63198cf2de8669f9d4b4d592,"11/02/2022, 16:12:11"
P_M_bill_clinton.jpg,1,63198cf2de8669f9d4b4d592,"11/02/2022, 16:12:11"
age: 33,gender: Male,handedness: right,63198cf2de8669f9d4b4d592,"11/02/2022, 16:12:11"
