"RT","img_1","img_2","isSameProffesion","img1proffesion","img2proffesion","img1Gender","img2Gender","keyPressed","participant","time","pair","normlised_keyPress","age","gender","handedness","isFamiliar_img1","isFamiliar_img2","reject_trial"
4070,"E_F_Judi_Dench.png","E_M_michael_caine.png","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","M","6","595fa59caa841c00018d7225","05/06/2022, 10:54:19","E_F_Judi_Dench.png E_M_michael_caine.png",0.359724757552318,"27","Female","right",1,0,FALSE
17758,"E_F_Kate_Winslet.png","P_F_hillary_clinton.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","F","4","595fa59caa841c00018d7225","05/06/2022, 10:54:19","E_F_Kate_Winslet.png P_F_hillary_clinton.png",-2.5486881758494,"27","Female","right",0,0,FALSE
3454,"E_F_Judi_Dench.png","P_F_nicola_sturgeon.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","F","6","595fa59caa841c00018d7225","05/06/2022, 10:54:19","E_F_Judi_Dench.png P_F_nicola_sturgeon.png",0.359724757552318,"27","Female","right",1,1,FALSE
5247,"E_F_keira_knightley.png","P_M_donald_trump.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M","6","595fa59caa841c00018d7225","05/06/2022, 10:54:19","E_F_keira_knightley.png P_M_donald_trump.png",0.359724757552318,"27","Female","right",1,0,FALSE
3846,"E_F_jennifer_aniston.png","P_F_nicola_sturgeon.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","F","6","595fa59caa841c00018d7225","05/06/2022, 10:54:19","E_F_jennifer_aniston.png P_F_nicola_sturgeon.png",0.359724757552318,"27","Female","right",0,1,FALSE
5590,"E_F_Kate_Winslet.png","E_M_michael_caine.png","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","M","6","595fa59caa841c00018d7225","05/06/2022, 10:54:19","E_F_Kate_Winslet.png E_M_michael_caine.png",0.359724757552318,"27","Female","right",0,0,FALSE
12583,"E_M_Hugh_Grant.png","P_M_boris_johnson.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M","4","595fa59caa841c00018d7225","05/06/2022, 10:54:19","E_M_Hugh_Grant.png P_M_boris_johnson.png",-2.5486881758494,"27","Female","right",1,0,FALSE
2055,"E_F_keira_knightley.png","P_M_george_Wbush.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M","6","595fa59caa841c00018d7225","05/06/2022, 10:54:19","E_F_keira_knightley.png P_M_george_Wbush.png",0.359724757552318,"27","Female","right",1,1,FALSE
8198,"P_F_tehresy_may.png","P_M_boris_johnson.png","TRUE","pictures/stimuli/P","pictures/stimuli/P","F","M","6","595fa59caa841c00018d7225","05/06/2022, 10:54:19","P_F_tehresy_may.png P_M_boris_johnson.png",0.359724757552318,"27","Female","right",0,0,FALSE
11767,"P_F_hillary_clinton.png","P_F_tehresy_may.png","TRUE","pictures/stimuli/P","pictures/stimuli/P","F","F","4","595fa59caa841c00018d7225","05/06/2022, 10:54:19","P_F_hillary_clinton.png P_F_tehresy_may.png",-2.5486881758494,"27","Female","right",0,0,FALSE
3381,"E_F_jennifer_aniston.png","P_M_donald_trump.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M","6","595fa59caa841c00018d7225","05/06/2022, 10:54:19","E_F_jennifer_aniston.png P_M_donald_trump.png",0.359724757552318,"27","Female","right",0,0,FALSE
3263,"E_M_nicolas_cage.png","P_M_boris_johnson.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M","6","595fa59caa841c00018d7225","05/06/2022, 10:54:19","E_M_nicolas_cage.png P_M_boris_johnson.png",0.359724757552318,"27","Female","right",0,0,FALSE
3382,"P_M_donald_trump.png","P_M_george_Wbush.png","TRUE","pictures/stimuli/P","pictures/stimuli/P","M","M","6","595fa59caa841c00018d7225","05/06/2022, 10:54:19","P_M_donald_trump.png P_M_george_Wbush.png",0.359724757552318,"27","Female","right",0,1,FALSE
2806,"E_F_Kate_Winslet.png","P_M_donald_trump.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M","6","595fa59caa841c00018d7225","05/06/2022, 10:54:19","E_F_Kate_Winslet.png P_M_donald_trump.png",0.359724757552318,"27","Female","right",0,0,FALSE
4991,"E_F_Judi_Dench.png","P_M_donald_trump.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M","5","595fa59caa841c00018d7225","05/06/2022, 10:54:19","E_F_Judi_Dench.png P_M_donald_trump.png",-1.09448170914854,"27","Female","right",1,0,FALSE
3687,"P_F_tehresy_may.png","P_M_bill_clinton.png","TRUE","pictures/stimuli/P","pictures/stimuli/P","F","M","6","595fa59caa841c00018d7225","05/06/2022, 10:54:19","P_F_tehresy_may.png P_M_bill_clinton.png",0.359724757552318,"27","Female","right",0,0,FALSE
2247,"E_F_angelina_jolie.png","P_M_donald_trump.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M","6","595fa59caa841c00018d7225","05/06/2022, 10:54:19","E_F_angelina_jolie.png P_M_donald_trump.png",0.359724757552318,"27","Female","right",0,0,FALSE
