"RT","img_1","img_2","isSameProffesion","img1proffesion","img2proffesion","img1Gender","img2Gender","keyPressed","participant","time","pair","normlised_keyPress","age","gender","handedness","isFamiliar_img1","isFamiliar_img2","reject_trial"
2274,"P_F_tehresy_may.jpg","P_M_david_cameron.jpg","TRUE","pictures/stimuli/P","pictures/stimuli/P","F","M","6","608489b0f443591db476893d","04/26/2022, 07:43:23","P_F_tehresy_may.jpg P_M_david_cameron.jpg",1.44221696282435,"35","Female","right",1,1,FALSE
2132,"E_F_sandra_bullock.jpg","E_M_nicolas_cage.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","M","6","608489b0f443591db476893d","04/26/2022, 07:43:23","E_F_sandra_bullock.jpg E_M_nicolas_cage.jpg",1.44221696282435,"35","Female","right",1,1,FALSE
2525,"E_M_robert_de_niro.jpg","P_F_hillary_clinton.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","F","6","608489b0f443591db476893d","04/26/2022, 07:43:23","E_M_robert_de_niro.jpg P_F_hillary_clinton.jpg",1.44221696282435,"35","Female","right",1,0,TRUE
2459,"P_M_boris_johnson.jpg","P_M_donald_trump.jpg","TRUE","pictures/stimuli/P","pictures/stimuli/P","M","M","5","608489b0f443591db476893d","04/26/2022, 07:43:23","P_M_boris_johnson.jpg P_M_donald_trump.jpg",0.66374757948166,"35","Female","right",1,1,FALSE
2685,"E_F_Judi_Dench.jpg","P_M_bill_clinton.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M","5","608489b0f443591db476893d","04/26/2022, 07:43:23","E_F_Judi_Dench.jpg P_M_bill_clinton.jpg",0.66374757948166,"35","Female","right",1,1,FALSE
1883,"E_F_Judi_Dench.jpg","P_M_donald_trump.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M","5","608489b0f443591db476893d","04/26/2022, 07:43:23","E_F_Judi_Dench.jpg P_M_donald_trump.jpg",0.66374757948166,"35","Female","right",1,1,FALSE
2144,"E_F_jennifer_aniston.jpg","P_F_nicola_sturgeon.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","F","4","608489b0f443591db476893d","04/26/2022, 07:43:23","E_F_jennifer_aniston.jpg P_F_nicola_sturgeon.jpg",-0.114721803861027,"35","Female","right",1,1,FALSE
2111,"E_F_jennifer_aniston.jpg","P_M_david_cameron.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M","4","608489b0f443591db476893d","04/26/2022, 07:43:23","E_F_jennifer_aniston.jpg P_M_david_cameron.jpg",-0.114721803861027,"35","Female","right",1,1,FALSE
2842,"E_F_angelina_jolie.jpg","P_M_donald_trump.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M","4","608489b0f443591db476893d","04/26/2022, 07:43:23","E_F_angelina_jolie.jpg P_M_donald_trump.jpg",-0.114721803861027,"35","Female","right",1,1,FALSE
2459,"E_M_michael_caine.jpg","P_M_david_cameron.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M","5","608489b0f443591db476893d","04/26/2022, 07:43:23","E_M_michael_caine.jpg P_M_david_cameron.jpg",0.66374757948166,"35","Female","right",1,1,FALSE
9062,"E_F_jennifer_aniston.jpg","P_M_george_Wbush.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M","4","608489b0f443591db476893d","04/26/2022, 07:43:23","E_F_jennifer_aniston.jpg P_M_george_Wbush.jpg",-0.114721803861027,"35","Female","right",1,1,FALSE
4856,"E_M_Hugh_Grant.jpg","P_F_hillary_clinton.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","F","5","608489b0f443591db476893d","04/26/2022, 07:43:23","E_M_Hugh_Grant.jpg P_F_hillary_clinton.jpg",0.66374757948166,"35","Female","right",1,0,TRUE
3137,"E_F_keira_knightley.jpg","P_M_george_Wbush.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M","5","608489b0f443591db476893d","04/26/2022, 07:43:23","E_F_keira_knightley.jpg P_M_george_Wbush.jpg",0.66374757948166,"35","Female","right",1,1,FALSE
2272,"E_F_jennifer_aniston.jpg","E_M_michael_caine.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","M","6","608489b0f443591db476893d","04/26/2022, 07:43:23","E_F_jennifer_aniston.jpg E_M_michael_caine.jpg",1.44221696282435,"35","Female","right",1,1,FALSE
2967,"E_F_jennifer_aniston.jpg","P_M_donald_trump.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M","5","608489b0f443591db476893d","04/26/2022, 07:43:23","E_F_jennifer_aniston.jpg P_M_donald_trump.jpg",0.66374757948166,"35","Female","right",1,1,FALSE
2260,"E_F_jennifer_aniston.jpg","E_F_keira_knightley.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","F","3","608489b0f443591db476893d","04/26/2022, 07:43:23","E_F_jennifer_aniston.jpg E_F_keira_knightley.jpg",-0.893191187203715,"35","Female","right",1,1,FALSE
2422,"P_M_bill_clinton.jpg","P_M_Tony_Blair.jpg","TRUE","pictures/stimuli/P","pictures/stimuli/P","M","M","3","608489b0f443591db476893d","04/26/2022, 07:43:23","P_M_bill_clinton.jpg P_M_Tony_Blair.jpg",-0.893191187203715,"35","Female","right",1,1,FALSE
