"RT","img_1","img_2","isSameProffesion","img1proffesion","img2proffesion","img1Gender","img2Gender","keyPressed","participant","time","pair","normlised_keyPress","age","gender","handedness","isFamiliar_img1","isFamiliar_img2","reject_trial","condition"
2067,"E_F_sandra_bullock.jpg","P_M_donald_trump.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M","6","6","12345","E_F_sandra_bullock.jpg P_M_donald_trump.jpg",0.320557398019916,"30","Female","right",1,1,FALSE,"international/./visual_perception"
2813,"E_M_Hugh_Grant.jpg","P_F_nicola_sturgeon.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","F","6","6","12345","E_M_Hugh_Grant.jpg P_F_nicola_sturgeon.jpg",0.320557398019916,"30","Female","right",1,1,FALSE,"international/./visual_perception"
1583,"E_F_sandra_bullock.jpg","P_M_boris_johnson.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M","6","6","12345","E_F_sandra_bullock.jpg P_M_boris_johnson.jpg",0.320557398019916,"30","Female","right",1,1,FALSE,"international/./visual_perception"
4071,"E_F_Judi_Dench.jpg","P_F_tehresy_may.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","F","6","6","12345","E_F_Judi_Dench.jpg P_F_tehresy_may.jpg",0.320557398019916,"30","Female","right",1,1,FALSE,"international/./visual_perception"
7155,"P_M_boris_johnson.jpg","P_M_Tony_Blair.jpg","TRUE","pictures/stimuli/P","pictures/stimuli/P","M","M","6","6","12345","P_M_boris_johnson.jpg P_M_Tony_Blair.jpg",0.320557398019916,"30","Female","right",1,1,FALSE,"international/./visual_perception"
3110,"E_F_jennifer_aniston.jpg","P_F_tehresy_may.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","F","6","6","12345","E_F_jennifer_aniston.jpg P_F_tehresy_may.jpg",0.320557398019916,"30","Female","right",1,1,FALSE,"international/./visual_perception"
1620,"E_M_Hugh_Grant.jpg","P_M_george_Wbush.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M","6","6","12345","E_M_Hugh_Grant.jpg P_M_george_Wbush.jpg",0.320557398019916,"30","Female","right",1,1,FALSE,"international/./visual_perception"
1183,"E_F_Kate_Winslet.jpg","E_M_robert_de_niro.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","M","6","6","12345","E_F_Kate_Winslet.jpg E_M_robert_de_niro.jpg",0.320557398019916,"30","Female","right",1,1,FALSE,"international/./visual_perception"
1314,"E_F_keira_knightley.jpg","P_F_hillary_clinton.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","F","6","6","12345","E_F_keira_knightley.jpg P_F_hillary_clinton.jpg",0.320557398019916,"30","Female","right",1,1,FALSE,"international/./visual_perception"
1242,"P_M_david_cameron.jpg","P_M_donald_trump.jpg","TRUE","pictures/stimuli/P","pictures/stimuli/P","M","M","6","6","12345","P_M_david_cameron.jpg P_M_donald_trump.jpg",0.320557398019916,"30","Female","right",1,1,FALSE,"international/./visual_perception"
1185,"E_F_angelina_jolie.jpg","P_M_Tony_Blair.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M","6","6","12345","E_F_angelina_jolie.jpg P_M_Tony_Blair.jpg",0.320557398019916,"30","Female","right",1,1,FALSE,"international/./visual_perception"
1211,"P_F_nicola_sturgeon.jpg","P_M_david_cameron.jpg","TRUE","pictures/stimuli/P","pictures/stimuli/P","F","M","6","6","12345","P_F_nicola_sturgeon.jpg P_M_david_cameron.jpg",0.320557398019916,"30","Female","right",1,1,FALSE,"international/./visual_perception"
1058,"E_F_jennifer_aniston.jpg","E_M_Hugh_Grant.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","M","6","6","12345","E_F_jennifer_aniston.jpg E_M_Hugh_Grant.jpg",0.320557398019916,"30","Female","right",1,1,FALSE,"international/./visual_perception"
3003,"E_M_robert_de_niro.jpg","E_M_tom_hankes.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","M","M","5","6","12345","E_M_robert_de_niro.jpg E_M_tom_hankes.jpg",-2.02197743366409,"30","Female","right",1,1,FALSE,"international/./visual_perception"
1870,"E_M_tom_hankes.jpg","P_M_bill_clinton.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M","5","6","12345","E_M_tom_hankes.jpg P_M_bill_clinton.jpg",-2.02197743366409,"30","Female","right",1,1,FALSE,"international/./visual_perception"
2368,"P_M_david_cameron.jpg","P_M_george_Wbush.jpg","TRUE","pictures/stimuli/P","pictures/stimuli/P","M","M","5","6","12345","P_M_david_cameron.jpg P_M_george_Wbush.jpg",-2.02197743366409,"30","Female","right",1,1,FALSE,"international/./visual_perception"
1537,"E_F_keira_knightley.jpg","P_M_david_cameron.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M","6","6","12345","E_F_keira_knightley.jpg P_M_david_cameron.jpg",0.320557398019916,"30","Female","right",1,1,FALSE,"international/./visual_perception"
1359,"E_F_keira_knightley.jpg","P_M_donald_trump.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M","6","6","12345","E_F_keira_knightley.jpg P_M_donald_trump.jpg",0.320557398019916,"30","Female","right",1,1,FALSE,"international/./visual_perception"
1596,"E_F_Kate_Winslet.jpg","P_M_bill_clinton.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M","6","6","12345","E_F_Kate_Winslet.jpg P_M_bill_clinton.jpg",0.320557398019916,"30","Female","right",1,1,FALSE,"international/./visual_perception"
1916,"E_M_nicolas_cage.jpg","P_M_boris_johnson.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M","6","6","12345","E_M_nicolas_cage.jpg P_M_boris_johnson.jpg",0.320557398019916,"30","Female","right",1,1,FALSE,"international/./visual_perception"
1851,"E_F_Judi_Dench.jpg","E_F_keira_knightley.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","F","6","6","12345","E_F_Judi_Dench.jpg E_F_keira_knightley.jpg",0.320557398019916,"30","Female","right",1,1,FALSE,"international/./visual_perception"
1846,"P_M_bill_clinton.jpg","P_M_Tony_Blair.jpg","TRUE","pictures/stimuli/P","pictures/stimuli/P","M","M","4","6","12345","P_M_bill_clinton.jpg P_M_Tony_Blair.jpg",-4.36451226534809,"30","Female","right",1,1,FALSE,"international/./visual_perception"
3180,"E_F_sandra_bullock.jpg","P_M_david_cameron.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M","6","6","12345","E_F_sandra_bullock.jpg P_M_david_cameron.jpg",0.320557398019916,"30","Female","right",1,1,FALSE,"international/./visual_perception"
3154,"E_F_jennifer_aniston.jpg","E_M_tom_hankes.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","M","6","6","12345","E_F_jennifer_aniston.jpg E_M_tom_hankes.jpg",0.320557398019916,"30","Female","right",1,1,FALSE,"international/./visual_perception"
2295,"E_F_Kate_Winslet.jpg","P_F_tehresy_may.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","F","6","6","12345","E_F_Kate_Winslet.jpg P_F_tehresy_may.jpg",0.320557398019916,"30","Female","right",1,1,FALSE,"international/./visual_perception"
1908,"P_M_bill_clinton.jpg","P_M_george_Wbush.jpg","TRUE","pictures/stimuli/P","pictures/stimuli/P","M","M","4","6","12345","P_M_bill_clinton.jpg P_M_george_Wbush.jpg",-4.36451226534809,"30","Female","right",1,1,FALSE,"international/./visual_perception"
1545,"E_F_Judi_Dench.jpg","P_F_hillary_clinton.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","F","6","6","12345","E_F_Judi_Dench.jpg P_F_hillary_clinton.jpg",0.320557398019916,"30","Female","right",1,1,FALSE,"international/./visual_perception"
1487,"E_M_michael_caine.jpg","P_M_bill_clinton.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M","6","6","12345","E_M_michael_caine.jpg P_M_bill_clinton.jpg",0.320557398019916,"30","Female","right",1,1,FALSE,"international/./visual_perception"
1444,"E_M_michael_caine.jpg","P_M_boris_johnson.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M","6","6","12345","E_M_michael_caine.jpg P_M_boris_johnson.jpg",0.320557398019916,"30","Female","right",1,1,FALSE,"international/./visual_perception"
1336,"E_M_nicolas_cage.jpg","P_M_donald_trump.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M","6","6","12345","E_M_nicolas_cage.jpg P_M_donald_trump.jpg",0.320557398019916,"30","Female","right",1,1,FALSE,"international/./visual_perception"
1081,"E_F_angelina_jolie.jpg","P_F_tehresy_may.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","F","6","6","12345","E_F_angelina_jolie.jpg P_F_tehresy_may.jpg",0.320557398019916,"30","Female","right",1,1,FALSE,"international/./visual_perception"
1315,"P_F_nicola_sturgeon.jpg","P_M_george_Wbush.jpg","TRUE","pictures/stimuli/P","pictures/stimuli/P","F","M","6","6","12345","P_F_nicola_sturgeon.jpg P_M_george_Wbush.jpg",0.320557398019916,"30","Female","right",1,1,FALSE,"international/./visual_perception"
1317,"P_F_hillary_clinton.jpg","P_M_david_cameron.jpg","TRUE","pictures/stimuli/P","pictures/stimuli/P","F","M","6","6","12345","P_F_hillary_clinton.jpg P_M_david_cameron.jpg",0.320557398019916,"30","Female","right",1,1,FALSE,"international/./visual_perception"
941,"P_M_boris_johnson.jpg","P_M_david_cameron.jpg","TRUE","pictures/stimuli/P","pictures/stimuli/P","M","M","6","6","12345","P_M_boris_johnson.jpg P_M_david_cameron.jpg",0.320557398019916,"30","Female","right",1,1,FALSE,"international/./visual_perception"
1207,"E_M_tom_hankes.jpg","P_M_donald_trump.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M","6","6","12345","E_M_tom_hankes.jpg P_M_donald_trump.jpg",0.320557398019916,"30","Female","right",1,1,FALSE,"international/./visual_perception"
3362,"E_F_angelina_jolie.jpg","E_F_keira_knightley.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","F","6","6","12345","E_F_angelina_jolie.jpg E_F_keira_knightley.jpg",0.320557398019916,"30","Female","right",1,1,FALSE,"international/./visual_perception"
1279,"E_M_michael_caine.jpg","P_M_donald_trump.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M","6","6","12345","E_M_michael_caine.jpg P_M_donald_trump.jpg",0.320557398019916,"30","Female","right",1,1,FALSE,"international/./visual_perception"
1457,"E_M_robert_de_niro.jpg","P_F_nicola_sturgeon.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","F","6","6","12345","E_M_robert_de_niro.jpg P_F_nicola_sturgeon.jpg",0.320557398019916,"30","Female","right",1,1,FALSE,"international/./visual_perception"
1097,"E_F_Kate_Winslet.jpg","P_M_Tony_Blair.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M","6","6","12345","E_F_Kate_Winslet.jpg P_M_Tony_Blair.jpg",0.320557398019916,"30","Female","right",1,1,FALSE,"international/./visual_perception"
1154,"E_M_nicolas_cage.jpg","P_F_hillary_clinton.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","F","6","6","12345","E_M_nicolas_cage.jpg P_F_hillary_clinton.jpg",0.320557398019916,"30","Female","right",1,1,FALSE,"international/./visual_perception"
2534,"E_M_nicolas_cage.jpg","P_M_bill_clinton.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M","6","6","12345","E_M_nicolas_cage.jpg P_M_bill_clinton.jpg",0.320557398019916,"30","Female","right",1,1,FALSE,"international/./visual_perception"
2603,"P_F_tehresy_may.jpg","P_M_bill_clinton.jpg","TRUE","pictures/stimuli/P","pictures/stimuli/P","F","M","6","6","12345","P_F_tehresy_may.jpg P_M_bill_clinton.jpg",0.320557398019916,"30","Female","right",1,1,FALSE,"international/./visual_perception"
1364,"E_F_Judi_Dench.jpg","E_M_tom_hankes.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","M","6","6","12345","E_F_Judi_Dench.jpg E_M_tom_hankes.jpg",0.320557398019916,"30","Female","right",1,1,FALSE,"international/./visual_perception"
1281,"E_F_Judi_Dench.jpg","E_M_nicolas_cage.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","M","6","6","12345","E_F_Judi_Dench.jpg E_M_nicolas_cage.jpg",0.320557398019916,"30","Female","right",1,1,FALSE,"international/./visual_perception"
1027,"E_M_tom_hankes.jpg","P_F_nicola_sturgeon.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","F","6","6","12345","E_M_tom_hankes.jpg P_F_nicola_sturgeon.jpg",0.320557398019916,"30","Female","right",1,1,FALSE,"international/./visual_perception"
1260,"E_F_angelina_jolie.jpg","P_F_hillary_clinton.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","F","6","6","12345","E_F_angelina_jolie.jpg P_F_hillary_clinton.jpg",0.320557398019916,"30","Female","right",1,1,FALSE,"international/./visual_perception"
1734,"E_F_angelina_jolie.jpg","E_M_Hugh_Grant.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","M","6","6","12345","E_F_angelina_jolie.jpg E_M_Hugh_Grant.jpg",0.320557398019916,"30","Female","right",1,1,FALSE,"international/./visual_perception"
3226,"E_F_Kate_Winslet.jpg","P_F_hillary_clinton.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","F","6","6","12345","E_F_Kate_Winslet.jpg P_F_hillary_clinton.jpg",0.320557398019916,"30","Female","right",1,1,FALSE,"international/./visual_perception"
1576,"E_M_robert_de_niro.jpg","P_F_hillary_clinton.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","F","6","6","12345","E_M_robert_de_niro.jpg P_F_hillary_clinton.jpg",0.320557398019916,"30","Female","right",1,1,FALSE,"international/./visual_perception"
1183,"E_M_Hugh_Grant.jpg","P_F_tehresy_may.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","F","6","6","12345","E_M_Hugh_Grant.jpg P_F_tehresy_may.jpg",0.320557398019916,"30","Female","right",1,1,FALSE,"international/./visual_perception"
2466,"E_F_jennifer_aniston.jpg","E_F_Kate_Winslet.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","F","6","6","12345","E_F_jennifer_aniston.jpg E_F_Kate_Winslet.jpg",0.320557398019916,"30","Female","right",1,1,FALSE,"international/./visual_perception"
2409,"E_F_keira_knightley.jpg","P_M_Tony_Blair.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M","6","6","12345","E_F_keira_knightley.jpg P_M_Tony_Blair.jpg",0.320557398019916,"30","Female","right",1,1,FALSE,"international/./visual_perception"
1329,"E_F_Judi_Dench.jpg","P_M_boris_johnson.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M","6","6","12345","E_F_Judi_Dench.jpg P_M_boris_johnson.jpg",0.320557398019916,"30","Female","right",1,1,FALSE,"international/./visual_perception"
2344,"E_F_keira_knightley.jpg","E_M_michael_caine.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","M","6","6","12345","E_F_keira_knightley.jpg E_M_michael_caine.jpg",0.320557398019916,"30","Female","right",1,1,FALSE,"international/./visual_perception"
1927,"E_F_sandra_bullock.jpg","E_M_robert_de_niro.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","M","6","6","12345","E_F_sandra_bullock.jpg E_M_robert_de_niro.jpg",0.320557398019916,"30","Female","right",1,1,FALSE,"international/./visual_perception"
2776,"E_F_jennifer_aniston.jpg","E_M_michael_caine.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","M","6","6","12345","E_F_jennifer_aniston.jpg E_M_michael_caine.jpg",0.320557398019916,"30","Female","right",1,1,FALSE,"international/./visual_perception"
3797,"E_M_nicolas_cage.jpg","E_M_tom_hankes.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","M","M","5","6","12345","E_M_nicolas_cage.jpg E_M_tom_hankes.jpg",-2.02197743366409,"30","Female","right",1,1,FALSE,"international/./visual_perception"
2641,"E_F_jennifer_aniston.jpg","P_M_donald_trump.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M","6","6","12345","E_F_jennifer_aniston.jpg P_M_donald_trump.jpg",0.320557398019916,"30","Female","right",1,1,FALSE,"international/./visual_perception"
1422,"E_F_sandra_bullock.jpg","P_F_nicola_sturgeon.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","F","6","6","12345","E_F_sandra_bullock.jpg P_F_nicola_sturgeon.jpg",0.320557398019916,"30","Female","right",1,1,FALSE,"international/./visual_perception"
2325,"P_M_bill_clinton.jpg","P_M_donald_trump.jpg","TRUE","pictures/stimuli/P","pictures/stimuli/P","M","M","6","6","12345","P_M_bill_clinton.jpg P_M_donald_trump.jpg",0.320557398019916,"30","Female","right",1,1,FALSE,"international/./visual_perception"
1326,"E_F_keira_knightley.jpg","P_M_george_Wbush.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M","6","6","12345","E_F_keira_knightley.jpg P_M_george_Wbush.jpg",0.320557398019916,"30","Female","right",1,1,FALSE,"international/./visual_perception"
1199,"P_F_tehresy_may.jpg","P_M_boris_johnson.jpg","TRUE","pictures/stimuli/P","pictures/stimuli/P","F","M","6","6","12345","P_F_tehresy_may.jpg P_M_boris_johnson.jpg",0.320557398019916,"30","Female","right",1,1,FALSE,"international/./visual_perception"
1198,"E_F_jennifer_aniston.jpg","P_F_nicola_sturgeon.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","F","6","6","12345","E_F_jennifer_aniston.jpg P_F_nicola_sturgeon.jpg",0.320557398019916,"30","Female","right",1,1,FALSE,"international/./visual_perception"
1285,"E_F_angelina_jolie.jpg","E_F_Kate_Winslet.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","F","6","6","12345","E_F_angelina_jolie.jpg E_F_Kate_Winslet.jpg",0.320557398019916,"30","Female","right",1,1,FALSE,"international/./visual_perception"
1152,"E_F_Judi_Dench.jpg","E_F_Kate_Winslet.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","F","6","6","12345","E_F_Judi_Dench.jpg E_F_Kate_Winslet.jpg",0.320557398019916,"30","Female","right",1,1,FALSE,"international/./visual_perception"
1486,"P_F_tehresy_may.jpg","P_M_george_Wbush.jpg","TRUE","pictures/stimuli/P","pictures/stimuli/P","F","M","6","6","12345","P_F_tehresy_may.jpg P_M_george_Wbush.jpg",0.320557398019916,"30","Female","right",1,1,FALSE,"international/./visual_perception"
3037,"E_M_nicolas_cage.jpg","P_M_david_cameron.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M","6","6","12345","E_M_nicolas_cage.jpg P_M_david_cameron.jpg",0.320557398019916,"30","Female","right",1,1,FALSE,"international/./visual_perception"
1320,"E_F_angelina_jolie.jpg","E_M_robert_de_niro.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","M","6","6","12345","E_F_angelina_jolie.jpg E_M_robert_de_niro.jpg",0.320557398019916,"30","Female","right",1,1,FALSE,"international/./visual_perception"
964,"E_F_keira_knightley.jpg","E_M_robert_de_niro.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","M","6","6","12345","E_F_keira_knightley.jpg E_M_robert_de_niro.jpg",0.320557398019916,"30","Female","right",1,1,FALSE,"international/./visual_perception"
1497,"P_F_hillary_clinton.jpg","P_F_tehresy_may.jpg","TRUE","pictures/stimuli/P","pictures/stimuli/P","F","F","6","6","12345","P_F_hillary_clinton.jpg P_F_tehresy_may.jpg",0.320557398019916,"30","Female","right",1,1,FALSE,"international/./visual_perception"
1716,"P_M_donald_trump.jpg","P_M_Tony_Blair.jpg","TRUE","pictures/stimuli/P","pictures/stimuli/P","M","M","6","6","12345","P_M_donald_trump.jpg P_M_Tony_Blair.jpg",0.320557398019916,"30","Female","right",1,1,FALSE,"international/./visual_perception"
1375,"E_M_michael_caine.jpg","E_M_nicolas_cage.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","M","M","6","6","12345","E_M_michael_caine.jpg E_M_nicolas_cage.jpg",0.320557398019916,"30","Female","right",1,1,FALSE,"international/./visual_perception"
1838,"E_F_Kate_Winslet.jpg","P_M_george_Wbush.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M","6","6","12345","E_F_Kate_Winslet.jpg P_M_george_Wbush.jpg",0.320557398019916,"30","Female","right",1,1,FALSE,"international/./visual_perception"
1295,"E_F_Kate_Winslet.jpg","P_M_david_cameron.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M","6","6","12345","E_F_Kate_Winslet.jpg P_M_david_cameron.jpg",0.320557398019916,"30","Female","right",1,1,FALSE,"international/./visual_perception"
1680,"E_F_jennifer_aniston.jpg","P_M_boris_johnson.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M","6","6","12345","E_F_jennifer_aniston.jpg P_M_boris_johnson.jpg",0.320557398019916,"30","Female","right",1,1,FALSE,"international/./visual_perception"
1350,"E_M_tom_hankes.jpg","P_M_boris_johnson.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M","6","6","12345","E_M_tom_hankes.jpg P_M_boris_johnson.jpg",0.320557398019916,"30","Female","right",1,1,FALSE,"international/./visual_perception"
960,"E_M_michael_caine.jpg","P_F_nicola_sturgeon.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","F","6","6","12345","E_M_michael_caine.jpg P_F_nicola_sturgeon.jpg",0.320557398019916,"30","Female","right",1,1,FALSE,"international/./visual_perception"
1902,"E_M_Hugh_Grant.jpg","P_M_bill_clinton.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M","6","6","12345","E_M_Hugh_Grant.jpg P_M_bill_clinton.jpg",0.320557398019916,"30","Female","right",1,1,FALSE,"international/./visual_perception"
1187,"E_F_Kate_Winslet.jpg","E_F_sandra_bullock.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","F","6","6","12345","E_F_Kate_Winslet.jpg E_F_sandra_bullock.jpg",0.320557398019916,"30","Female","right",1,1,FALSE,"international/./visual_perception"
1722,"E_F_Judi_Dench.jpg","P_M_Tony_Blair.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M","6","6","12345","E_F_Judi_Dench.jpg P_M_Tony_Blair.jpg",0.320557398019916,"30","Female","right",1,1,FALSE,"international/./visual_perception"
14359,"E_F_Judi_Dench.jpg","P_M_bill_clinton.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M","6","6","12345","E_F_Judi_Dench.jpg P_M_bill_clinton.jpg",0.320557398019916,"30","Female","right",1,1,FALSE,"international/./visual_perception"
1967,"E_F_angelina_jolie.jpg","E_F_sandra_bullock.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","F","6","6","12345","E_F_angelina_jolie.jpg E_F_sandra_bullock.jpg",0.320557398019916,"30","Female","right",1,1,FALSE,"international/./visual_perception"
2103,"E_F_Kate_Winslet.jpg","E_M_tom_hankes.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","M","6","6","12345","E_F_Kate_Winslet.jpg E_M_tom_hankes.jpg",0.320557398019916,"30","Female","right",1,1,FALSE,"international/./visual_perception"
2006,"E_F_jennifer_aniston.jpg","E_M_nicolas_cage.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","M","6","6","12345","E_F_jennifer_aniston.jpg E_M_nicolas_cage.jpg",0.320557398019916,"30","Female","right",1,1,FALSE,"international/./visual_perception"
2859,"E_F_keira_knightley.jpg","E_M_Hugh_Grant.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","M","6","6","12345","E_F_keira_knightley.jpg E_M_Hugh_Grant.jpg",0.320557398019916,"30","Female","right",1,1,FALSE,"international/./visual_perception"
1574,"E_F_angelina_jolie.jpg","E_M_nicolas_cage.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","M","6","6","12345","E_F_angelina_jolie.jpg E_M_nicolas_cage.jpg",0.320557398019916,"30","Female","right",1,1,FALSE,"international/./visual_perception"
1905,"E_F_angelina_jolie.jpg","E_F_Judi_Dench.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","F","6","6","12345","E_F_angelina_jolie.jpg E_F_Judi_Dench.jpg",0.320557398019916,"30","Female","right",1,1,FALSE,"international/./visual_perception"
2699,"E_M_michael_caine.jpg","P_F_tehresy_may.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","F","6","6","12345","E_M_michael_caine.jpg P_F_tehresy_may.jpg",0.320557398019916,"30","Female","right",1,1,FALSE,"international/./visual_perception"
1204,"E_F_sandra_bullock.jpg","E_M_michael_caine.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","M","6","6","12345","E_F_sandra_bullock.jpg E_M_michael_caine.jpg",0.320557398019916,"30","Female","right",1,1,FALSE,"international/./visual_perception"
1560,"P_M_boris_johnson.jpg","P_M_george_Wbush.jpg","TRUE","pictures/stimuli/P","pictures/stimuli/P","M","M","6","6","12345","P_M_boris_johnson.jpg P_M_george_Wbush.jpg",0.320557398019916,"30","Female","right",1,1,FALSE,"international/./visual_perception"
11886,"E_M_nicolas_cage.jpg","P_M_george_Wbush.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M","6","6","12345","E_M_nicolas_cage.jpg P_M_george_Wbush.jpg",0.320557398019916,"30","Female","right",1,1,FALSE,"international/./visual_perception"
2190,"E_F_jennifer_aniston.jpg","E_M_robert_de_niro.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","M","6","6","12345","E_F_jennifer_aniston.jpg E_M_robert_de_niro.jpg",0.320557398019916,"30","Female","right",1,1,FALSE,"international/./visual_perception"
1669,"E_M_tom_hankes.jpg","P_F_hillary_clinton.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","F","6","6","12345","E_M_tom_hankes.jpg P_F_hillary_clinton.jpg",0.320557398019916,"30","Female","right",1,1,FALSE,"international/./visual_perception"
77810,"P_M_donald_trump.jpg","P_M_george_Wbush.jpg","TRUE","pictures/stimuli/P","pictures/stimuli/P","M","M","6","6","12345","P_M_donald_trump.jpg P_M_george_Wbush.jpg",0.320557398019916,"30","Female","right",1,1,TRUE,"international/./visual_perception"
1502,"E_F_jennifer_aniston.jpg","P_F_hillary_clinton.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","F","5","6","12345","E_F_jennifer_aniston.jpg P_F_hillary_clinton.jpg",-2.02197743366409,"30","Female","right",1,1,FALSE,"international/./visual_perception"
1311,"E_F_jennifer_aniston.jpg","E_F_keira_knightley.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","F","6","6","12345","E_F_jennifer_aniston.jpg E_F_keira_knightley.jpg",0.320557398019916,"30","Female","right",1,1,FALSE,"international/./visual_perception"
1557,"E_F_Judi_Dench.jpg","E_F_sandra_bullock.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","F","6","6","12345","E_F_Judi_Dench.jpg E_F_sandra_bullock.jpg",0.320557398019916,"30","Female","right",1,1,FALSE,"international/./visual_perception"
1653,"P_F_hillary_clinton.jpg","P_M_Tony_Blair.jpg","TRUE","pictures/stimuli/P","pictures/stimuli/P","F","M","6","6","12345","P_F_hillary_clinton.jpg P_M_Tony_Blair.jpg",0.320557398019916,"30","Female","right",1,1,FALSE,"international/./visual_perception"
2112,"E_F_keira_knightley.jpg","P_M_bill_clinton.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M","6","6","12345","E_F_keira_knightley.jpg P_M_bill_clinton.jpg",0.320557398019916,"30","Female","right",1,1,FALSE,"international/./visual_perception"
