"RT","img_1","img_2","isSameProffesion","img1proffesion","img2proffesion","img1Gender","img2Gender","keyPressed","participant","time","pair","normlised_keyPress","age","gender","handedness","isFamiliar_img1","isFamiliar_img2","reject_trial","condition"
2305,"E_F_jennifer_aniston.jpg","P_M_Tony_Blair.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M","6","1","12345","E_F_jennifer_aniston.jpg P_M_Tony_Blair.jpg",0.499180889920579,"33","Female","right",1,1,FALSE,"international/./visual_perception"
6137,"E_M_michael_caine.jpg","P_M_george_Wbush.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M","4","1","12345","E_M_michael_caine.jpg P_M_george_Wbush.jpg",-1.78622559405316,"33","Female","right",1,1,FALSE,"international/./visual_perception"
2368,"E_F_angelina_jolie.jpg","E_F_Judi_Dench.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","F","6","1","12345","E_F_angelina_jolie.jpg E_F_Judi_Dench.jpg",0.499180889920579,"33","Female","right",1,1,FALSE,"international/./visual_perception"
2991,"E_M_tom_hankes.jpg","P_M_george_Wbush.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M","3","1","12345","E_M_tom_hankes.jpg P_M_george_Wbush.jpg",-2.92892883604003,"33","Female","right",1,1,FALSE,"international/./visual_perception"
2031,"P_F_tehresy_may.jpg","P_M_david_cameron.jpg","TRUE","pictures/stimuli/P","pictures/stimuli/P","F","M","5","1","12345","P_F_tehresy_may.jpg P_M_david_cameron.jpg",-0.643522352066289,"33","Female","right",1,1,FALSE,"international/./visual_perception"
4159,"E_F_angelina_jolie.jpg","E_M_nicolas_cage.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","M","6","1","12345","E_F_angelina_jolie.jpg E_M_nicolas_cage.jpg",0.499180889920579,"33","Female","right",1,1,FALSE,"international/./visual_perception"
3111,"E_M_Hugh_Grant.jpg","E_M_nicolas_cage.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","M","M","5","1","12345","E_M_Hugh_Grant.jpg E_M_nicolas_cage.jpg",-0.643522352066289,"33","Female","right",1,1,FALSE,"international/./visual_perception"
8247,"E_F_sandra_bullock.jpg","P_F_tehresy_may.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","F","6","1","12345","E_F_sandra_bullock.jpg P_F_tehresy_may.jpg",0.499180889920579,"33","Female","right",1,1,FALSE,"international/./visual_perception"
5126,"P_F_hillary_clinton.jpg","P_M_donald_trump.jpg","TRUE","pictures/stimuli/P","pictures/stimuli/P","F","M","6","1","12345","P_F_hillary_clinton.jpg P_M_donald_trump.jpg",0.499180889920579,"33","Female","right",1,1,FALSE,"international/./visual_perception"
1649,"E_F_keira_knightley.jpg","E_M_michael_caine.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","M","6","1","12345","E_F_keira_knightley.jpg E_M_michael_caine.jpg",0.499180889920579,"33","Female","right",1,1,FALSE,"international/./visual_perception"
2431,"E_F_keira_knightley.jpg","P_F_nicola_sturgeon.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","F","3","1","12345","E_F_keira_knightley.jpg P_F_nicola_sturgeon.jpg",-2.92892883604003,"33","Female","right",1,1,FALSE,"international/./visual_perception"
2247,"E_F_sandra_bullock.jpg","E_M_Hugh_Grant.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","M","6","1","12345","E_F_sandra_bullock.jpg E_M_Hugh_Grant.jpg",0.499180889920579,"33","Female","right",1,1,FALSE,"international/./visual_perception"
2903,"E_F_keira_knightley.jpg","P_M_david_cameron.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M","6","1","12345","E_F_keira_knightley.jpg P_M_david_cameron.jpg",0.499180889920579,"33","Female","right",1,1,FALSE,"international/./visual_perception"
1652,"E_F_Kate_Winslet.jpg","E_M_robert_de_niro.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","M","6","1","12345","E_F_Kate_Winslet.jpg E_M_robert_de_niro.jpg",0.499180889920579,"33","Female","right",1,1,FALSE,"international/./visual_perception"
13008,"P_F_tehresy_may.jpg","P_M_donald_trump.jpg","TRUE","pictures/stimuli/P","pictures/stimuli/P","F","M","4","1","12345","P_F_tehresy_may.jpg P_M_donald_trump.jpg",-1.78622559405316,"33","Female","right",1,1,FALSE,"international/./visual_perception"
1565,"E_M_robert_de_niro.jpg","P_M_donald_trump.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M","6","1","12345","E_M_robert_de_niro.jpg P_M_donald_trump.jpg",0.499180889920579,"33","Female","right",1,1,FALSE,"international/./visual_perception"
12376,"E_F_Kate_Winslet.jpg","E_M_nicolas_cage.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","M","5","1","12345","E_F_Kate_Winslet.jpg E_M_nicolas_cage.jpg",-0.643522352066289,"33","Female","right",1,1,FALSE,"international/./visual_perception"
3190,"E_M_robert_de_niro.jpg","P_M_bill_clinton.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M","6","1","12345","E_M_robert_de_niro.jpg P_M_bill_clinton.jpg",0.499180889920579,"33","Female","right",1,1,FALSE,"international/./visual_perception"
5928,"P_M_boris_johnson.jpg","P_M_david_cameron.jpg","TRUE","pictures/stimuli/P","pictures/stimuli/P","M","M","6","1","12345","P_M_boris_johnson.jpg P_M_david_cameron.jpg",0.499180889920579,"33","Female","right",1,1,FALSE,"international/./visual_perception"
14578,"E_F_keira_knightley.jpg","P_M_boris_johnson.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M","6","1","12345","E_F_keira_knightley.jpg P_M_boris_johnson.jpg",0.499180889920579,"33","Female","right",1,1,FALSE,"international/./visual_perception"
5049,"E_F_Kate_Winslet.jpg","P_F_nicola_sturgeon.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","F","5","1","12345","E_F_Kate_Winslet.jpg P_F_nicola_sturgeon.jpg",-0.643522352066289,"33","Female","right",1,1,FALSE,"international/./visual_perception"
16047,"P_M_boris_johnson.jpg","P_M_donald_trump.jpg","TRUE","pictures/stimuli/P","pictures/stimuli/P","M","M","4","1","12345","P_M_boris_johnson.jpg P_M_donald_trump.jpg",-1.78622559405316,"33","Female","right",1,1,FALSE,"international/./visual_perception"
1999,"E_F_keira_knightley.jpg","P_M_donald_trump.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M","6","1","12345","E_F_keira_knightley.jpg P_M_donald_trump.jpg",0.499180889920579,"33","Female","right",1,1,FALSE,"international/./visual_perception"
3966,"E_M_robert_de_niro.jpg","P_M_Tony_Blair.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M","6","1","12345","E_M_robert_de_niro.jpg P_M_Tony_Blair.jpg",0.499180889920579,"33","Female","right",1,1,FALSE,"international/./visual_perception"
3561,"E_F_Judi_Dench.jpg","P_M_donald_trump.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M","6","1","12345","E_F_Judi_Dench.jpg P_M_donald_trump.jpg",0.499180889920579,"33","Female","right",1,1,FALSE,"international/./visual_perception"
4077,"E_F_angelina_jolie.jpg","P_M_bill_clinton.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M","6","1","12345","E_F_angelina_jolie.jpg P_M_bill_clinton.jpg",0.499180889920579,"33","Female","right",1,1,FALSE,"international/./visual_perception"
2422,"E_M_robert_de_niro.jpg","P_M_david_cameron.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M","6","1","12345","E_M_robert_de_niro.jpg P_M_david_cameron.jpg",0.499180889920579,"33","Female","right",1,1,FALSE,"international/./visual_perception"
2247,"P_F_nicola_sturgeon.jpg","P_F_tehresy_may.jpg","TRUE","pictures/stimuli/P","pictures/stimuli/P","F","F","6","1","12345","P_F_nicola_sturgeon.jpg P_F_tehresy_may.jpg",0.499180889920579,"33","Female","right",1,1,FALSE,"international/./visual_perception"
2143,"E_M_tom_hankes.jpg","P_F_nicola_sturgeon.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","F","6","1","12345","E_M_tom_hankes.jpg P_F_nicola_sturgeon.jpg",0.499180889920579,"33","Female","right",1,1,FALSE,"international/./visual_perception"
2559,"E_M_nicolas_cage.jpg","P_F_hillary_clinton.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","F","6","1","12345","E_M_nicolas_cage.jpg P_F_hillary_clinton.jpg",0.499180889920579,"33","Female","right",1,1,FALSE,"international/./visual_perception"
3541,"P_F_hillary_clinton.jpg","P_M_Tony_Blair.jpg","TRUE","pictures/stimuli/P","pictures/stimuli/P","F","M","6","1","12345","P_F_hillary_clinton.jpg P_M_Tony_Blair.jpg",0.499180889920579,"33","Female","right",1,1,FALSE,"international/./visual_perception"
3167,"E_F_angelina_jolie.jpg","P_M_boris_johnson.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M","6","1","12345","E_F_angelina_jolie.jpg P_M_boris_johnson.jpg",0.499180889920579,"33","Female","right",1,1,FALSE,"international/./visual_perception"
3327,"P_M_donald_trump.jpg","P_M_Tony_Blair.jpg","TRUE","pictures/stimuli/P","pictures/stimuli/P","M","M","6","1","12345","P_M_donald_trump.jpg P_M_Tony_Blair.jpg",0.499180889920579,"33","Female","right",1,1,FALSE,"international/./visual_perception"
1551,"E_F_Kate_Winslet.jpg","P_M_donald_trump.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M","6","1","12345","E_F_Kate_Winslet.jpg P_M_donald_trump.jpg",0.499180889920579,"33","Female","right",1,1,FALSE,"international/./visual_perception"
3187,"E_M_robert_de_niro.jpg","E_M_tom_hankes.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","M","M","6","1","12345","E_M_robert_de_niro.jpg E_M_tom_hankes.jpg",0.499180889920579,"33","Female","right",1,1,FALSE,"international/./visual_perception"
2031,"E_M_michael_caine.jpg","E_M_nicolas_cage.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","M","M","6","1","12345","E_M_michael_caine.jpg E_M_nicolas_cage.jpg",0.499180889920579,"33","Female","right",1,1,FALSE,"international/./visual_perception"
4671,"P_M_bill_clinton.jpg","P_M_donald_trump.jpg","TRUE","pictures/stimuli/P","pictures/stimuli/P","M","M","6","1","12345","P_M_bill_clinton.jpg P_M_donald_trump.jpg",0.499180889920579,"33","Female","right",1,1,FALSE,"international/./visual_perception"
2679,"E_M_michael_caine.jpg","P_M_donald_trump.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M","4","1","12345","E_M_michael_caine.jpg P_M_donald_trump.jpg",-1.78622559405316,"33","Female","right",1,1,FALSE,"international/./visual_perception"
1655,"P_F_nicola_sturgeon.jpg","P_M_david_cameron.jpg","TRUE","pictures/stimuli/P","pictures/stimuli/P","F","M","6","1","12345","P_F_nicola_sturgeon.jpg P_M_david_cameron.jpg",0.499180889920579,"33","Female","right",1,1,FALSE,"international/./visual_perception"
1671,"E_F_Judi_Dench.jpg","P_F_nicola_sturgeon.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","F","6","1","12345","E_F_Judi_Dench.jpg P_F_nicola_sturgeon.jpg",0.499180889920579,"33","Female","right",1,1,FALSE,"international/./visual_perception"
1482,"E_F_Judi_Dench.jpg","E_M_robert_de_niro.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","M","6","1","12345","E_F_Judi_Dench.jpg E_M_robert_de_niro.jpg",0.499180889920579,"33","Female","right",1,1,FALSE,"international/./visual_perception"
3489,"E_M_robert_de_niro.jpg","P_F_nicola_sturgeon.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","F","3","1","12345","E_M_robert_de_niro.jpg P_F_nicola_sturgeon.jpg",-2.92892883604003,"33","Female","right",1,1,FALSE,"international/./visual_perception"
1901,"E_F_sandra_bullock.jpg","P_M_boris_johnson.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M","6","1","12345","E_F_sandra_bullock.jpg P_M_boris_johnson.jpg",0.499180889920579,"33","Female","right",1,1,FALSE,"international/./visual_perception"
1726,"E_F_Judi_Dench.jpg","P_M_boris_johnson.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M","6","1","12345","E_F_Judi_Dench.jpg P_M_boris_johnson.jpg",0.499180889920579,"33","Female","right",1,1,FALSE,"international/./visual_perception"
1790,"E_F_jennifer_aniston.jpg","E_M_robert_de_niro.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","M","6","1","12345","E_F_jennifer_aniston.jpg E_M_robert_de_niro.jpg",0.499180889920579,"33","Female","right",1,1,FALSE,"international/./visual_perception"
1864,"E_F_Kate_Winslet.jpg","E_F_sandra_bullock.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","F","6","1","12345","E_F_Kate_Winslet.jpg E_F_sandra_bullock.jpg",0.499180889920579,"33","Female","right",1,1,FALSE,"international/./visual_perception"
1519,"E_F_sandra_bullock.jpg","P_M_Tony_Blair.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M","6","1","12345","E_F_sandra_bullock.jpg P_M_Tony_Blair.jpg",0.499180889920579,"33","Female","right",1,1,FALSE,"international/./visual_perception"
2311,"E_F_keira_knightley.jpg","E_M_nicolas_cage.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","M","6","1","12345","E_F_keira_knightley.jpg E_M_nicolas_cage.jpg",0.499180889920579,"33","Female","right",1,1,FALSE,"international/./visual_perception"
1526,"E_F_sandra_bullock.jpg","P_F_hillary_clinton.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","F","6","1","12345","E_F_sandra_bullock.jpg P_F_hillary_clinton.jpg",0.499180889920579,"33","Female","right",1,1,FALSE,"international/./visual_perception"
1407,"E_F_jennifer_aniston.jpg","P_M_donald_trump.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M","6","1","12345","E_F_jennifer_aniston.jpg P_M_donald_trump.jpg",0.499180889920579,"33","Female","right",1,1,FALSE,"international/./visual_perception"
1336,"P_M_david_cameron.jpg","P_M_Tony_Blair.jpg","TRUE","pictures/stimuli/P","pictures/stimuli/P","M","M","6","1","12345","P_M_david_cameron.jpg P_M_Tony_Blair.jpg",0.499180889920579,"33","Female","right",1,1,FALSE,"international/./visual_perception"
3142,"E_M_tom_hankes.jpg","P_M_bill_clinton.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M","5","1","12345","E_M_tom_hankes.jpg P_M_bill_clinton.jpg",-0.643522352066289,"33","Female","right",1,1,FALSE,"international/./visual_perception"
2335,"E_M_michael_caine.jpg","P_M_bill_clinton.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M","5","1","12345","E_M_michael_caine.jpg P_M_bill_clinton.jpg",-0.643522352066289,"33","Female","right",1,1,FALSE,"international/./visual_perception"
2527,"E_F_jennifer_aniston.jpg","E_M_michael_caine.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","M","6","1","12345","E_F_jennifer_aniston.jpg E_M_michael_caine.jpg",0.499180889920579,"33","Female","right",1,1,FALSE,"international/./visual_perception"
3191,"P_F_hillary_clinton.jpg","P_M_boris_johnson.jpg","TRUE","pictures/stimuli/P","pictures/stimuli/P","F","M","5","1","12345","P_F_hillary_clinton.jpg P_M_boris_johnson.jpg",-0.643522352066289,"33","Female","right",1,1,FALSE,"international/./visual_perception"
3855,"E_M_nicolas_cage.jpg","P_M_bill_clinton.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M","6","1","12345","E_M_nicolas_cage.jpg P_M_bill_clinton.jpg",0.499180889920579,"33","Female","right",1,1,FALSE,"international/./visual_perception"
4374,"E_F_Kate_Winslet.jpg","P_M_david_cameron.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M","5","1","12345","E_F_Kate_Winslet.jpg P_M_david_cameron.jpg",-0.643522352066289,"33","Female","right",1,1,FALSE,"international/./visual_perception"
1647,"E_F_Kate_Winslet.jpg","E_M_michael_caine.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","M","6","1","12345","E_F_Kate_Winslet.jpg E_M_michael_caine.jpg",0.499180889920579,"33","Female","right",1,1,FALSE,"international/./visual_perception"
2319,"E_F_jennifer_aniston.jpg","E_F_keira_knightley.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","F","6","1","12345","E_F_jennifer_aniston.jpg E_F_keira_knightley.jpg",0.499180889920579,"33","Female","right",1,1,FALSE,"international/./visual_perception"
2623,"E_M_tom_hankes.jpg","P_M_donald_trump.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M","4","1","12345","E_M_tom_hankes.jpg P_M_donald_trump.jpg",-1.78622559405316,"33","Female","right",1,1,FALSE,"international/./visual_perception"
2174,"E_F_keira_knightley.jpg","P_M_bill_clinton.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M","6","1","12345","E_F_keira_knightley.jpg P_M_bill_clinton.jpg",0.499180889920579,"33","Female","right",1,1,FALSE,"international/./visual_perception"
4796,"E_F_sandra_bullock.jpg","E_M_tom_hankes.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","M","6","1","12345","E_F_sandra_bullock.jpg E_M_tom_hankes.jpg",0.499180889920579,"33","Female","right",1,1,FALSE,"international/./visual_perception"
3065,"E_F_sandra_bullock.jpg","P_F_nicola_sturgeon.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","F","3","1","12345","E_F_sandra_bullock.jpg P_F_nicola_sturgeon.jpg",-2.92892883604003,"33","Female","right",1,1,FALSE,"international/./visual_perception"
2073,"E_F_jennifer_aniston.jpg","P_M_david_cameron.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M","5","1","12345","E_F_jennifer_aniston.jpg P_M_david_cameron.jpg",-0.643522352066289,"33","Female","right",1,1,FALSE,"international/./visual_perception"
2308,"E_F_jennifer_aniston.jpg","E_M_nicolas_cage.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","M","6","1","12345","E_F_jennifer_aniston.jpg E_M_nicolas_cage.jpg",0.499180889920579,"33","Female","right",1,1,FALSE,"international/./visual_perception"
2311,"E_M_tom_hankes.jpg","P_M_david_cameron.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M","4","1","12345","E_M_tom_hankes.jpg P_M_david_cameron.jpg",-1.78622559405316,"33","Female","right",1,1,FALSE,"international/./visual_perception"
1689,"E_F_sandra_bullock.jpg","P_M_david_cameron.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M","6","1","12345","E_F_sandra_bullock.jpg P_M_david_cameron.jpg",0.499180889920579,"33","Female","right",1,1,FALSE,"international/./visual_perception"
2389,"E_F_angelina_jolie.jpg","P_F_hillary_clinton.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","F","6","1","12345","E_F_angelina_jolie.jpg P_F_hillary_clinton.jpg",0.499180889920579,"33","Female","right",1,1,FALSE,"international/./visual_perception"
1479,"E_M_Hugh_Grant.jpg","P_M_donald_trump.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M","6","1","12345","E_M_Hugh_Grant.jpg P_M_donald_trump.jpg",0.499180889920579,"33","Female","right",1,1,FALSE,"international/./visual_perception"
2503,"E_F_jennifer_aniston.jpg","E_F_Judi_Dench.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","F","6","1","12345","E_F_jennifer_aniston.jpg E_F_Judi_Dench.jpg",0.499180889920579,"33","Female","right",1,1,FALSE,"international/./visual_perception"
2887,"P_F_hillary_clinton.jpg","P_M_bill_clinton.jpg","TRUE","pictures/stimuli/P","pictures/stimuli/P","F","M","4","1","12345","P_F_hillary_clinton.jpg P_M_bill_clinton.jpg",-1.78622559405316,"33","Female","right",1,1,FALSE,"international/./visual_perception"
5126,"P_F_nicola_sturgeon.jpg","P_M_george_Wbush.jpg","TRUE","pictures/stimuli/P","pictures/stimuli/P","F","M","5","1","12345","P_F_nicola_sturgeon.jpg P_M_george_Wbush.jpg",-0.643522352066289,"33","Female","right",1,1,FALSE,"international/./visual_perception"
1544,"E_M_nicolas_cage.jpg","P_F_nicola_sturgeon.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","F","6","1","12345","E_M_nicolas_cage.jpg P_F_nicola_sturgeon.jpg",0.499180889920579,"33","Female","right",1,1,FALSE,"international/./visual_perception"
1714,"E_M_Hugh_Grant.jpg","P_M_george_Wbush.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M","6","1","12345","E_M_Hugh_Grant.jpg P_M_george_Wbush.jpg",0.499180889920579,"33","Female","right",1,1,FALSE,"international/./visual_perception"
1512,"E_F_jennifer_aniston.jpg","P_M_bill_clinton.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M","6","1","12345","E_F_jennifer_aniston.jpg P_M_bill_clinton.jpg",0.499180889920579,"33","Female","right",1,1,FALSE,"international/./visual_perception"
1474,"P_M_david_cameron.jpg","P_M_donald_trump.jpg","TRUE","pictures/stimuli/P","pictures/stimuli/P","M","M","6","1","12345","P_M_david_cameron.jpg P_M_donald_trump.jpg",0.499180889920579,"33","Female","right",1,1,FALSE,"international/./visual_perception"
1359,"E_F_angelina_jolie.jpg","P_M_donald_trump.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M","6","1","12345","E_F_angelina_jolie.jpg P_M_donald_trump.jpg",0.499180889920579,"33","Female","right",1,1,FALSE,"international/./visual_perception"
3647,"E_F_angelina_jolie.jpg","E_F_Kate_Winslet.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","F","5","1","12345","E_F_angelina_jolie.jpg E_F_Kate_Winslet.jpg",-0.643522352066289,"33","Female","right",1,1,FALSE,"international/./visual_perception"
3447,"E_F_Judi_Dench.jpg","P_M_george_Wbush.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M","6","1","12345","E_F_Judi_Dench.jpg P_M_george_Wbush.jpg",0.499180889920579,"33","Female","right",1,1,FALSE,"international/./visual_perception"
1551,"E_F_angelina_jolie.jpg","E_M_michael_caine.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","M","6","1","12345","E_F_angelina_jolie.jpg E_M_michael_caine.jpg",0.499180889920579,"33","Female","right",1,1,FALSE,"international/./visual_perception"
1831,"P_F_nicola_sturgeon.jpg","P_M_donald_trump.jpg","TRUE","pictures/stimuli/P","pictures/stimuli/P","F","M","6","1","12345","P_F_nicola_sturgeon.jpg P_M_donald_trump.jpg",0.499180889920579,"33","Female","right",1,1,FALSE,"international/./visual_perception"
2063,"E_F_Judi_Dench.jpg","P_M_Tony_Blair.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M","4","1","12345","E_F_Judi_Dench.jpg P_M_Tony_Blair.jpg",-1.78622559405316,"33","Female","right",1,1,FALSE,"international/./visual_perception"
1807,"E_F_angelina_jolie.jpg","P_F_nicola_sturgeon.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","F","6","1","12345","E_F_angelina_jolie.jpg P_F_nicola_sturgeon.jpg",0.499180889920579,"33","Female","right",1,1,FALSE,"international/./visual_perception"
2278,"E_M_Hugh_Grant.jpg","P_M_david_cameron.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M","6","1","12345","E_M_Hugh_Grant.jpg P_M_david_cameron.jpg",0.499180889920579,"33","Female","right",1,1,FALSE,"international/./visual_perception"
2498,"E_F_keira_knightley.jpg","P_F_hillary_clinton.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","F","6","1","12345","E_F_keira_knightley.jpg P_F_hillary_clinton.jpg",0.499180889920579,"33","Female","right",1,1,FALSE,"international/./visual_perception"
2382,"E_F_Judi_Dench.jpg","E_F_keira_knightley.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","F","6","1","12345","E_F_Judi_Dench.jpg E_F_keira_knightley.jpg",0.499180889920579,"33","Female","right",1,1,FALSE,"international/./visual_perception"
1768,"E_F_angelina_jolie.jpg","E_M_tom_hankes.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","M","6","1","12345","E_F_angelina_jolie.jpg E_M_tom_hankes.jpg",0.499180889920579,"33","Female","right",1,1,FALSE,"international/./visual_perception"
1559,"E_F_jennifer_aniston.jpg","P_M_boris_johnson.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M","6","1","12345","E_F_jennifer_aniston.jpg P_M_boris_johnson.jpg",0.499180889920579,"33","Female","right",1,1,FALSE,"international/./visual_perception"
