"RT","img_1","img_2","isSameProffesion","img1proffesion","img2proffesion","img1Gender","img2Gender","keyPressed","participant","time","pair","normlised_keyPress","age","gender","handedness","isFamiliar_img1","isFamiliar_img2","reject_trial"
2308,"E_F_jennifer_aniston.jpg","E_M_nicolas_cage.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","M","6","1","12345","E_F_jennifer_aniston.jpg E_M_nicolas_cage.jpg",0.499180889920579,"33","Female","right",1,1,FALSE
2311,"E_M_tom_hankes.jpg","P_M_david_cameron.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M","4","1","12345","E_M_tom_hankes.jpg P_M_david_cameron.jpg",-1.78622559405316,"33","Female","right",1,1,FALSE
1689,"E_F_sandra_bullock.jpg","P_M_david_cameron.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M","6","1","12345","E_F_sandra_bullock.jpg P_M_david_cameron.jpg",0.499180889920579,"33","Female","right",1,1,FALSE
2389,"E_F_angelina_jolie.jpg","P_F_hillary_clinton.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","F","6","1","12345","E_F_angelina_jolie.jpg P_F_hillary_clinton.jpg",0.499180889920579,"33","Female","right",1,1,FALSE
1479,"E_M_Hugh_Grant.jpg","P_M_donald_trump.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M","6","1","12345","E_M_Hugh_Grant.jpg P_M_donald_trump.jpg",0.499180889920579,"33","Female","right",1,1,FALSE
2503,"E_F_jennifer_aniston.jpg","E_F_Judi_Dench.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","F","6","1","12345","E_F_jennifer_aniston.jpg E_F_Judi_Dench.jpg",0.499180889920579,"33","Female","right",1,1,FALSE
2887,"P_F_hillary_clinton.jpg","P_M_bill_clinton.jpg","TRUE","pictures/stimuli/P","pictures/stimuli/P","F","M","4","1","12345","P_F_hillary_clinton.jpg P_M_bill_clinton.jpg",-1.78622559405316,"33","Female","right",1,1,FALSE
5126,"P_F_nicola_sturgeon.jpg","P_M_george_Wbush.jpg","TRUE","pictures/stimuli/P","pictures/stimuli/P","F","M","5","1","12345","P_F_nicola_sturgeon.jpg P_M_george_Wbush.jpg",-0.643522352066289,"33","Female","right",1,1,FALSE
1544,"E_M_nicolas_cage.jpg","P_F_nicola_sturgeon.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","F","6","1","12345","E_M_nicolas_cage.jpg P_F_nicola_sturgeon.jpg",0.499180889920579,"33","Female","right",1,1,FALSE
1714,"E_M_Hugh_Grant.jpg","P_M_george_Wbush.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M","6","1","12345","E_M_Hugh_Grant.jpg P_M_george_Wbush.jpg",0.499180889920579,"33","Female","right",1,1,FALSE
1512,"E_F_jennifer_aniston.jpg","P_M_bill_clinton.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M","6","1","12345","E_F_jennifer_aniston.jpg P_M_bill_clinton.jpg",0.499180889920579,"33","Female","right",1,1,FALSE
1474,"P_M_david_cameron.jpg","P_M_donald_trump.jpg","TRUE","pictures/stimuli/P","pictures/stimuli/P","M","M","6","1","12345","P_M_david_cameron.jpg P_M_donald_trump.jpg",0.499180889920579,"33","Female","right",1,1,FALSE
1359,"E_F_angelina_jolie.jpg","P_M_donald_trump.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M","6","1","12345","E_F_angelina_jolie.jpg P_M_donald_trump.jpg",0.499180889920579,"33","Female","right",1,1,FALSE
3647,"E_F_angelina_jolie.jpg","E_F_Kate_Winslet.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","F","5","1","12345","E_F_angelina_jolie.jpg E_F_Kate_Winslet.jpg",-0.643522352066289,"33","Female","right",1,1,FALSE
3447,"E_F_Judi_Dench.jpg","P_M_george_Wbush.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M","6","1","12345","E_F_Judi_Dench.jpg P_M_george_Wbush.jpg",0.499180889920579,"33","Female","right",1,1,FALSE
1551,"E_F_angelina_jolie.jpg","E_M_michael_caine.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","M","6","1","12345","E_F_angelina_jolie.jpg E_M_michael_caine.jpg",0.499180889920579,"33","Female","right",1,1,FALSE
1831,"P_F_nicola_sturgeon.jpg","P_M_donald_trump.jpg","TRUE","pictures/stimuli/P","pictures/stimuli/P","F","M","6","1","12345","P_F_nicola_sturgeon.jpg P_M_donald_trump.jpg",0.499180889920579,"33","Female","right",1,1,FALSE
2063,"E_F_Judi_Dench.jpg","P_M_Tony_Blair.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M","4","1","12345","E_F_Judi_Dench.jpg P_M_Tony_Blair.jpg",-1.78622559405316,"33","Female","right",1,1,FALSE
1807,"E_F_angelina_jolie.jpg","P_F_nicola_sturgeon.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","F","6","1","12345","E_F_angelina_jolie.jpg P_F_nicola_sturgeon.jpg",0.499180889920579,"33","Female","right",1,1,FALSE
2278,"E_M_Hugh_Grant.jpg","P_M_david_cameron.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M","6","1","12345","E_M_Hugh_Grant.jpg P_M_david_cameron.jpg",0.499180889920579,"33","Female","right",1,1,FALSE
