RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,611eb7284490ba01cddfbe98,"06/16/2022, 16:15:19"
6428,E_moniMo.jpg,E_rita.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,611eb7284490ba01cddfbe98,"06/16/2022, 16:15:19"
3218,E_moniMo.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,611eb7284490ba01cddfbe98,"06/16/2022, 16:15:19"
5492,E_shaniCo.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,2,611eb7284490ba01cddfbe98,"06/16/2022, 16:15:19"
3434,E_moniMo.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,3,611eb7284490ba01cddfbe98,"06/16/2022, 16:15:19"
4950,E_katorza.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,2,611eb7284490ba01cddfbe98,"06/16/2022, 16:15:19"
3418,E_shaniCo.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,611eb7284490ba01cddfbe98,"06/16/2022, 16:15:19"
4323,E_katorza.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,3,611eb7284490ba01cddfbe98,"06/16/2022, 16:15:19"
5429,P_michaeli.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,M,2,611eb7284490ba01cddfbe98,"06/16/2022, 16:15:19"
6667,E_ornaBanai.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,3,611eb7284490ba01cddfbe98,"06/16/2022, 16:15:19"
2909,E_ivri.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,5,611eb7284490ba01cddfbe98,"06/16/2022, 16:15:19"
2577,E_harLev.jpg,E_rita.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,4,611eb7284490ba01cddfbe98,"06/16/2022, 16:15:19"
2693,P_peretz.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,6,611eb7284490ba01cddfbe98,"06/16/2022, 16:15:19"
10484,E_tavori.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,4,611eb7284490ba01cddfbe98,"06/16/2022, 16:15:19"
4379,E_moniMo.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,5,611eb7284490ba01cddfbe98,"06/16/2022, 16:15:19"
3043,E_shaniCo.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,611eb7284490ba01cddfbe98,"06/16/2022, 16:15:19"
3525,E_katorza.jpg,E_rita.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,4,611eb7284490ba01cddfbe98,"06/16/2022, 16:15:19"
5893,E_ornaBanai.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,611eb7284490ba01cddfbe98,"06/16/2022, 16:15:19"
5462,E_moniMo.jpg,E_ornaBanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,3,611eb7284490ba01cddfbe98,"06/16/2022, 16:15:19"
3677,E_rita.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,4,611eb7284490ba01cddfbe98,"06/16/2022, 16:15:19"
3523,E_alfi.jpg,E_shaharHasson.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,3,611eb7284490ba01cddfbe98,"06/16/2022, 16:15:19"
4363,E_katorza.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,6,611eb7284490ba01cddfbe98,"06/16/2022, 16:15:19"
3636,E_ornaBanai.jpg,E_shaharHasson.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,3,611eb7284490ba01cddfbe98,"06/16/2022, 16:15:19"
3916,P_shaked.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,M,4,611eb7284490ba01cddfbe98,"06/16/2022, 16:15:19"
4331,E_alfi.jpg,E_ivri.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,5,611eb7284490ba01cddfbe98,"06/16/2022, 16:15:19"
2816,P_benet.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,3,611eb7284490ba01cddfbe98,"06/16/2022, 16:15:19"
2501,E_moniMo.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,611eb7284490ba01cddfbe98,"06/16/2022, 16:15:19"
4598,E_alfi.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,3,611eb7284490ba01cddfbe98,"06/16/2022, 16:15:19"
2253,E_tavori.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,4,611eb7284490ba01cddfbe98,"06/16/2022, 16:15:19"
4324,P_liberman.jpg,P_michaeli.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,3,611eb7284490ba01cddfbe98,"06/16/2022, 16:15:19"
15978,E_shaharHasson.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,5,611eb7284490ba01cddfbe98,"06/16/2022, 16:15:19"
3202,P_benet.jpg,P_peretz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,3,611eb7284490ba01cddfbe98,"06/16/2022, 16:15:19"
3649,E_ivri.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,4,611eb7284490ba01cddfbe98,"06/16/2022, 16:15:19"
3702,E_alfi.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,5,611eb7284490ba01cddfbe98,"06/16/2022, 16:15:19"
2409,E_yanai.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,4,611eb7284490ba01cddfbe98,"06/16/2022, 16:15:19"
3591,E_yanai.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,4,611eb7284490ba01cddfbe98,"06/16/2022, 16:15:19"
4173,E_yanai.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,611eb7284490ba01cddfbe98,"06/16/2022, 16:15:19"
6587,E_ivri.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,611eb7284490ba01cddfbe98,"06/16/2022, 16:15:19"
2854,E_yanai.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,611eb7284490ba01cddfbe98,"06/16/2022, 16:15:19"
8608,E_rita.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,611eb7284490ba01cddfbe98,"06/16/2022, 16:15:19"
2740,E_alfi.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,5,611eb7284490ba01cddfbe98,"06/16/2022, 16:15:19"
2307,E_moniMo.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,4,611eb7284490ba01cddfbe98,"06/16/2022, 16:15:19"
3188,E_rita.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,5,611eb7284490ba01cddfbe98,"06/16/2022, 16:15:19"
6035,E_harLev.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,5,611eb7284490ba01cddfbe98,"06/16/2022, 16:15:19"
2592,E_harLev.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,6,611eb7284490ba01cddfbe98,"06/16/2022, 16:15:19"
5744,E_katorza.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,4,611eb7284490ba01cddfbe98,"06/16/2022, 16:15:19"
5735,P_lapid.jpg,P_liberman.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,3,611eb7284490ba01cddfbe98,"06/16/2022, 16:15:19"
2577,E_harLev.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,6,611eb7284490ba01cddfbe98,"06/16/2022, 16:15:19"
10483,P_benet.jpg,P_shaked.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,2,611eb7284490ba01cddfbe98,"06/16/2022, 16:15:19"
2663,P_lapid.jpg,P_yehimovitz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,3,611eb7284490ba01cddfbe98,"06/16/2022, 16:15:19"
4433,E_ivri.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,5,611eb7284490ba01cddfbe98,"06/16/2022, 16:15:19"
3281,E_shaharHasson.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,611eb7284490ba01cddfbe98,"06/16/2022, 16:15:19"
3168,E_katorza.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,4,611eb7284490ba01cddfbe98,"06/16/2022, 16:15:19"
2399,E_moniMo.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,4,611eb7284490ba01cddfbe98,"06/16/2022, 16:15:19"
8454,P_yehimovitz.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,M,3,611eb7284490ba01cddfbe98,"06/16/2022, 16:15:19"
2397,E_katorza.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,4,611eb7284490ba01cddfbe98,"06/16/2022, 16:15:19"
3438,E_moniMo.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,2,611eb7284490ba01cddfbe98,"06/16/2022, 16:15:19"
2607,E_ivri.jpg,E_ornaBanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,4,611eb7284490ba01cddfbe98,"06/16/2022, 16:15:19"
3240,E_rita.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,611eb7284490ba01cddfbe98,"06/16/2022, 16:15:19"
4477,E_shaniCo.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,5,611eb7284490ba01cddfbe98,"06/16/2022, 16:15:19"
4184,E_shaharHasson.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,611eb7284490ba01cddfbe98,"06/16/2022, 16:15:19"
16222,E_harLev.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,611eb7284490ba01cddfbe98,"06/16/2022, 16:15:19"
23662,P_liberman.jpg,P_shaked.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,3,611eb7284490ba01cddfbe98,"06/16/2022, 16:15:19"
4419,E_ornaBanai.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,5,611eb7284490ba01cddfbe98,"06/16/2022, 16:15:19"
3189,E_tavori.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,611eb7284490ba01cddfbe98,"06/16/2022, 16:15:19"
3078,P_peretz.jpg,P_shaked.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,5,611eb7284490ba01cddfbe98,"06/16/2022, 16:15:19"
2972,E_ornaBanai.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,4,611eb7284490ba01cddfbe98,"06/16/2022, 16:15:19"
2773,P_michaeli.jpg,P_peretz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,M,3,611eb7284490ba01cddfbe98,"06/16/2022, 16:15:19"
3377,E_yanai.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,611eb7284490ba01cddfbe98,"06/16/2022, 16:15:19"
