RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
5575,E_rita.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
3395,E_rita.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
3621,E_ornaBanai.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
4665,P_lapid.jpg,P_smootchi.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
3493,E_harLev.jpg,E_shaharHasson.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
4761,E_moniMo.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,5,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
4140,E_alfi.jpg,E_ornaBanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
4315,P_yehimovitz.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,M,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
7970,P_michaeli.jpg,P_yehimovitz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,F,4,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
4422,P_benet.jpg,P_shaked.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
3421,E_moniMo.jpg,E_rita.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
3711,P_smootchi.jpg,P_yehimovitz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
6980,E_harLev.jpg,E_moniMo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
6787,P_benet.jpg,P_peretz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
4472,E_yanai.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
4319,E_rita.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
3954,E_shaharHasson.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
4137,E_ivri.jpg,E_moniMo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
3593,E_moniMo.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
8403,P_benet.jpg,P_lapid.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,5,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
6113,E_rita.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
3250,E_harLev.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
3119,P_benet.jpg,P_smootchi.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
4329,E_moniMo.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
4993,E_katorza.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
3474,E_yanai.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
3254,E_katorza.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
5176,E_ivri.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
4336,E_shaharHasson.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
4286,P_shaked.jpg,P_yehimovitz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,F,4,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
5147,E_alfi.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
4510,E_katorza.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
4251,E_rita.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
6715,E_shaniCo.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,5,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
9931,E_moniMo.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
4296,E_harLev.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,4,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
3918,E_katorza.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
3713,P_benet.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
3729,E_ivri.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
5076,E_tavori.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
6283,E_shaniCo.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,5,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
3935,E_shaniCo.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
6605,E_harLev.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,1,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
5683,E_alfi.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
3795,E_rita.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
5745,E_harLev.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
3282,E_ornaBanai.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
3741,E_katorza.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
5169,P_liberman.jpg,P_smootchi.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
file,isFamiliar,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
P_yehimovitz.jpg,1,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
E_ornaBanai.jpg,1,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
P_liberman.jpg,1,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
E_harLev.jpg,1,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
E_katorza.jpg,1,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
P_zamir.jpg,0,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
E_shaharHasson.jpg,1,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
E_alfi.jpg,1,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
P_smootchi.jpg,1,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
P_peretz.jpg,1,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
E_tavori.jpg,1,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
P_shaked.jpg,1,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
E_moniMo.jpg,1,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
E_yanai.jpg,1,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
P_michaeli.jpg,1,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
P_lapid.jpg,1,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
E_rita.jpg,1,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
P_benet.jpg,1,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
E_ivri.jpg,1,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
E_shaniCo.jpg,1,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
age: 29,gender: F,handedness: right,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
