RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5f7ed50265882f1bdd4b50d7,"06/18/2022, 06:30:14"
4975,E_katorza.jpg,E_shaharHasson.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,6,5f7ed50265882f1bdd4b50d7,"06/18/2022, 06:30:14"
3175,E_yanai.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,4,5f7ed50265882f1bdd4b50d7,"06/18/2022, 06:30:14"
2287,E_alfi.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,5f7ed50265882f1bdd4b50d7,"06/18/2022, 06:30:14"
1878,P_shaked.jpg,P_yehimovitz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,F,5,5f7ed50265882f1bdd4b50d7,"06/18/2022, 06:30:14"
2113,E_tavori.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5f7ed50265882f1bdd4b50d7,"06/18/2022, 06:30:14"
2083,P_lapid.jpg,P_michaeli.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,6,5f7ed50265882f1bdd4b50d7,"06/18/2022, 06:30:14"
2345,E_alfi.jpg,E_shaharHasson.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,5,5f7ed50265882f1bdd4b50d7,"06/18/2022, 06:30:14"
1647,E_katorza.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5f7ed50265882f1bdd4b50d7,"06/18/2022, 06:30:14"
1776,E_rita.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,5,5f7ed50265882f1bdd4b50d7,"06/18/2022, 06:30:14"
1480,P_liberman.jpg,P_shaked.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,6,5f7ed50265882f1bdd4b50d7,"06/18/2022, 06:30:14"
1595,E_alfi.jpg,E_ornaBanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,5f7ed50265882f1bdd4b50d7,"06/18/2022, 06:30:14"
1846,P_benet.jpg,P_lapid.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,6,5f7ed50265882f1bdd4b50d7,"06/18/2022, 06:30:14"
2351,E_harLev.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,4,5f7ed50265882f1bdd4b50d7,"06/18/2022, 06:30:14"
1966,P_lapid.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,6,5f7ed50265882f1bdd4b50d7,"06/18/2022, 06:30:14"
1833,E_katorza.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,5f7ed50265882f1bdd4b50d7,"06/18/2022, 06:30:14"
1397,E_tavori.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,5f7ed50265882f1bdd4b50d7,"06/18/2022, 06:30:14"
2094,E_shaniCo.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,6,5f7ed50265882f1bdd4b50d7,"06/18/2022, 06:30:14"
2895,E_ivri.jpg,E_rita.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,5f7ed50265882f1bdd4b50d7,"06/18/2022, 06:30:14"
1867,P_benet.jpg,P_yehimovitz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,6,5f7ed50265882f1bdd4b50d7,"06/18/2022, 06:30:14"
1556,E_tavori.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,5f7ed50265882f1bdd4b50d7,"06/18/2022, 06:30:14"
2726,E_rita.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,5,5f7ed50265882f1bdd4b50d7,"06/18/2022, 06:30:14"
2540,E_harLev.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5f7ed50265882f1bdd4b50d7,"06/18/2022, 06:30:14"
2108,P_lapid.jpg,P_liberman.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,5,5f7ed50265882f1bdd4b50d7,"06/18/2022, 06:30:14"
1667,E_moniMo.jpg,E_shaharHasson.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,6,5f7ed50265882f1bdd4b50d7,"06/18/2022, 06:30:14"
2169,E_ivri.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,5,5f7ed50265882f1bdd4b50d7,"06/18/2022, 06:30:14"
1718,P_shaked.jpg,P_smootchi.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,M,6,5f7ed50265882f1bdd4b50d7,"06/18/2022, 06:30:14"
1703,E_yanai.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5f7ed50265882f1bdd4b50d7,"06/18/2022, 06:30:14"
2419,E_alfi.jpg,E_ivri.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,5,5f7ed50265882f1bdd4b50d7,"06/18/2022, 06:30:14"
1830,E_moniMo.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,5f7ed50265882f1bdd4b50d7,"06/18/2022, 06:30:14"
26727,E_rita.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5f7ed50265882f1bdd4b50d7,"06/18/2022, 06:30:14"
2282,P_peretz.jpg,P_shaked.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,6,5f7ed50265882f1bdd4b50d7,"06/18/2022, 06:30:14"
1428,E_yanai.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5f7ed50265882f1bdd4b50d7,"06/18/2022, 06:30:14"
1394,E_harLev.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,6,5f7ed50265882f1bdd4b50d7,"06/18/2022, 06:30:14"
2456,E_ivri.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,5,5f7ed50265882f1bdd4b50d7,"06/18/2022, 06:30:14"
2136,E_ivri.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,5f7ed50265882f1bdd4b50d7,"06/18/2022, 06:30:14"
2140,E_harLev.jpg,E_ivri.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,6,5f7ed50265882f1bdd4b50d7,"06/18/2022, 06:30:14"
2547,P_liberman.jpg,P_yehimovitz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,6,5f7ed50265882f1bdd4b50d7,"06/18/2022, 06:30:14"
2290,E_harLev.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5f7ed50265882f1bdd4b50d7,"06/18/2022, 06:30:14"
1362,E_shaniCo.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5f7ed50265882f1bdd4b50d7,"06/18/2022, 06:30:14"
1700,E_yanai.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5f7ed50265882f1bdd4b50d7,"06/18/2022, 06:30:14"
1032,E_ornaBanai.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5f7ed50265882f1bdd4b50d7,"06/18/2022, 06:30:14"
1243,E_harLev.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5f7ed50265882f1bdd4b50d7,"06/18/2022, 06:30:14"
2361,E_harLev.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,4,5f7ed50265882f1bdd4b50d7,"06/18/2022, 06:30:14"
1750,E_alfi.jpg,E_moniMo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,6,5f7ed50265882f1bdd4b50d7,"06/18/2022, 06:30:14"
1249,E_shaharHasson.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,5f7ed50265882f1bdd4b50d7,"06/18/2022, 06:30:14"
2126,E_shaharHasson.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5f7ed50265882f1bdd4b50d7,"06/18/2022, 06:30:14"
1760,E_rita.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5f7ed50265882f1bdd4b50d7,"06/18/2022, 06:30:14"
1738,E_harLev.jpg,E_rita.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,5,5f7ed50265882f1bdd4b50d7,"06/18/2022, 06:30:14"
2270,E_katorza.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,5f7ed50265882f1bdd4b50d7,"06/18/2022, 06:30:14"
1456,E_katorza.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,6,5f7ed50265882f1bdd4b50d7,"06/18/2022, 06:30:14"
1794,E_shaniCo.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,5,5f7ed50265882f1bdd4b50d7,"06/18/2022, 06:30:14"
1796,E_shaharHasson.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,5f7ed50265882f1bdd4b50d7,"06/18/2022, 06:30:14"
2027,P_liberman.jpg,P_michaeli.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,6,5f7ed50265882f1bdd4b50d7,"06/18/2022, 06:30:14"
1931,E_harLev.jpg,E_katorza.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,6,5f7ed50265882f1bdd4b50d7,"06/18/2022, 06:30:14"
file,isFamiliar,5f7ed50265882f1bdd4b50d7,"06/18/2022, 06:30:14"
P_zamir.jpg,1,5f7ed50265882f1bdd4b50d7,"06/18/2022, 06:30:14"
E_shaniCo.jpg,1,5f7ed50265882f1bdd4b50d7,"06/18/2022, 06:30:14"
E_ornaBanai.jpg,1,5f7ed50265882f1bdd4b50d7,"06/18/2022, 06:30:14"
E_moniMo.jpg,1,5f7ed50265882f1bdd4b50d7,"06/18/2022, 06:30:14"
E_rita.jpg,1,5f7ed50265882f1bdd4b50d7,"06/18/2022, 06:30:14"
E_alfi.jpg,1,5f7ed50265882f1bdd4b50d7,"06/18/2022, 06:30:14"
P_smootchi.jpg,1,5f7ed50265882f1bdd4b50d7,"06/18/2022, 06:30:14"
P_benet.jpg,1,5f7ed50265882f1bdd4b50d7,"06/18/2022, 06:30:14"
P_michaeli.jpg,1,5f7ed50265882f1bdd4b50d7,"06/18/2022, 06:30:14"
P_shaked.jpg,1,5f7ed50265882f1bdd4b50d7,"06/18/2022, 06:30:14"
P_peretz.jpg,1,5f7ed50265882f1bdd4b50d7,"06/18/2022, 06:30:14"
E_harLev.jpg,1,5f7ed50265882f1bdd4b50d7,"06/18/2022, 06:30:14"
P_liberman.jpg,1,5f7ed50265882f1bdd4b50d7,"06/18/2022, 06:30:14"
P_lapid.jpg,1,5f7ed50265882f1bdd4b50d7,"06/18/2022, 06:30:14"
E_yanai.jpg,1,5f7ed50265882f1bdd4b50d7,"06/18/2022, 06:30:14"
E_ivri.jpg,1,5f7ed50265882f1bdd4b50d7,"06/18/2022, 06:30:14"
E_shaharHasson.jpg,1,5f7ed50265882f1bdd4b50d7,"06/18/2022, 06:30:14"
E_katorza.jpg,1,5f7ed50265882f1bdd4b50d7,"06/18/2022, 06:30:14"
E_tavori.jpg,1,5f7ed50265882f1bdd4b50d7,"06/18/2022, 06:30:14"
P_yehimovitz.jpg,1,5f7ed50265882f1bdd4b50d7,"06/18/2022, 06:30:14"
age: 26,gender: F,handedness: left,5f7ed50265882f1bdd4b50d7,"06/18/2022, 06:30:14"
