RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,608a31e9a72dca5499161434,"08/11/2022, 19:57:29"
2158,E_harLev.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,5,608a31e9a72dca5499161434,"08/11/2022, 19:57:29"
3508,P_benet.jpg,P_shaked.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,6,608a31e9a72dca5499161434,"08/11/2022, 19:57:29"
3389,E_rita.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,608a31e9a72dca5499161434,"08/11/2022, 19:57:29"
5761,E_moniMo.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,5,608a31e9a72dca5499161434,"08/11/2022, 19:57:29"
4642,E_rita.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,4,608a31e9a72dca5499161434,"08/11/2022, 19:57:29"
3379,E_alfi.jpg,E_shaharHasson.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,5,608a31e9a72dca5499161434,"08/11/2022, 19:57:29"
3622,E_ornaBanai.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,6,608a31e9a72dca5499161434,"08/11/2022, 19:57:29"
3528,P_shaked.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,M,4,608a31e9a72dca5499161434,"08/11/2022, 19:57:29"
2355,E_shaharHasson.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,608a31e9a72dca5499161434,"08/11/2022, 19:57:29"
3876,P_liberman.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,5,608a31e9a72dca5499161434,"08/11/2022, 19:57:29"
3066,E_ornaBanai.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,608a31e9a72dca5499161434,"08/11/2022, 19:57:29"
3444,E_alfi.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,608a31e9a72dca5499161434,"08/11/2022, 19:57:29"
3323,E_rita.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,6,608a31e9a72dca5499161434,"08/11/2022, 19:57:29"
2589,E_harLev.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,4,608a31e9a72dca5499161434,"08/11/2022, 19:57:29"
2891,E_moniMo.jpg,E_rita.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,608a31e9a72dca5499161434,"08/11/2022, 19:57:29"
3653,P_liberman.jpg,P_michaeli.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,6,608a31e9a72dca5499161434,"08/11/2022, 19:57:29"
4347,E_shaniCo.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,5,608a31e9a72dca5499161434,"08/11/2022, 19:57:29"
3210,E_tavori.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,608a31e9a72dca5499161434,"08/11/2022, 19:57:29"
3640,E_yanai.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,608a31e9a72dca5499161434,"08/11/2022, 19:57:29"
2207,E_rita.jpg,E_shaharHasson.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,6,608a31e9a72dca5499161434,"08/11/2022, 19:57:29"
5074,E_tavori.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,608a31e9a72dca5499161434,"08/11/2022, 19:57:29"
2989,E_harLev.jpg,E_shaharHasson.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,6,608a31e9a72dca5499161434,"08/11/2022, 19:57:29"
2828,E_rita.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,608a31e9a72dca5499161434,"08/11/2022, 19:57:29"
2430,E_shaharHasson.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,608a31e9a72dca5499161434,"08/11/2022, 19:57:29"
3294,E_katorza.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,4,608a31e9a72dca5499161434,"08/11/2022, 19:57:29"
2770,E_tavori.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,608a31e9a72dca5499161434,"08/11/2022, 19:57:29"
3176,E_katorza.jpg,E_ornaBanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,5,608a31e9a72dca5499161434,"08/11/2022, 19:57:29"
2741,E_shaniCo.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,5,608a31e9a72dca5499161434,"08/11/2022, 19:57:29"
2206,E_katorza.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,608a31e9a72dca5499161434,"08/11/2022, 19:57:29"
2289,E_moniMo.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,608a31e9a72dca5499161434,"08/11/2022, 19:57:29"
3555,E_alfi.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,5,608a31e9a72dca5499161434,"08/11/2022, 19:57:29"
2590,E_shaniCo.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,5,608a31e9a72dca5499161434,"08/11/2022, 19:57:29"
2392,E_katorza.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,608a31e9a72dca5499161434,"08/11/2022, 19:57:29"
3024,E_ivri.jpg,E_rita.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,5,608a31e9a72dca5499161434,"08/11/2022, 19:57:29"
4682,P_michaeli.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,M,6,608a31e9a72dca5499161434,"08/11/2022, 19:57:29"
3710,E_katorza.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,608a31e9a72dca5499161434,"08/11/2022, 19:57:29"
3529,P_shaked.jpg,P_smootchi.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,M,5,608a31e9a72dca5499161434,"08/11/2022, 19:57:29"
3123,E_moniMo.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,608a31e9a72dca5499161434,"08/11/2022, 19:57:29"
3337,E_rita.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,5,608a31e9a72dca5499161434,"08/11/2022, 19:57:29"
2321,E_shaharHasson.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,608a31e9a72dca5499161434,"08/11/2022, 19:57:29"
file,isFamiliar,608a31e9a72dca5499161434,"08/11/2022, 19:57:29"
P_lapid.jpg,1,608a31e9a72dca5499161434,"08/11/2022, 19:57:29"
E_katorza.jpg,1,608a31e9a72dca5499161434,"08/11/2022, 19:57:29"
P_benet.jpg,1,608a31e9a72dca5499161434,"08/11/2022, 19:57:29"
P_liberman.jpg,1,608a31e9a72dca5499161434,"08/11/2022, 19:57:29"
E_ivri.jpg,1,608a31e9a72dca5499161434,"08/11/2022, 19:57:29"
P_shaked.jpg,1,608a31e9a72dca5499161434,"08/11/2022, 19:57:29"
E_tavori.jpg,1,608a31e9a72dca5499161434,"08/11/2022, 19:57:29"
E_harLev.jpg,1,608a31e9a72dca5499161434,"08/11/2022, 19:57:29"
P_yehimovitz.jpg,1,608a31e9a72dca5499161434,"08/11/2022, 19:57:29"
P_michaeli.jpg,1,608a31e9a72dca5499161434,"08/11/2022, 19:57:29"
E_shaniCo.jpg,1,608a31e9a72dca5499161434,"08/11/2022, 19:57:29"
P_peretz.jpg,1,608a31e9a72dca5499161434,"08/11/2022, 19:57:29"
E_yanai.jpg,1,608a31e9a72dca5499161434,"08/11/2022, 19:57:29"
P_zamir.jpg,1,608a31e9a72dca5499161434,"08/11/2022, 19:57:29"
P_smootchi.jpg,1,608a31e9a72dca5499161434,"08/11/2022, 19:57:29"
E_moniMo.jpg,1,608a31e9a72dca5499161434,"08/11/2022, 19:57:29"
E_alfi.jpg,1,608a31e9a72dca5499161434,"08/11/2022, 19:57:29"
E_rita.jpg,1,608a31e9a72dca5499161434,"08/11/2022, 19:57:29"
E_ornaBanai.jpg,1,608a31e9a72dca5499161434,"08/11/2022, 19:57:29"
E_shaharHasson.jpg,1,608a31e9a72dca5499161434,"08/11/2022, 19:57:29"
age: 27,gender: F,handedness: right,608a31e9a72dca5499161434,"08/11/2022, 19:57:29"
