RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,597ba81afd9fe500011672e2,"06/18/2022, 21:40:48"
3000,E_ornaBanai.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,597ba81afd9fe500011672e2,"06/18/2022, 21:40:48"
2812,E_shaharHasson.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,597ba81afd9fe500011672e2,"06/18/2022, 21:40:48"
4150,E_shaniCo.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,3,597ba81afd9fe500011672e2,"06/18/2022, 21:40:48"
4022,E_ivri.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,597ba81afd9fe500011672e2,"06/18/2022, 21:40:48"
3282,E_rita.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,5,597ba81afd9fe500011672e2,"06/18/2022, 21:40:48"
3395,E_moniMo.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,5,597ba81afd9fe500011672e2,"06/18/2022, 21:40:48"
3024,E_moniMo.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,5,597ba81afd9fe500011672e2,"06/18/2022, 21:40:48"
2138,E_katorza.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,5,597ba81afd9fe500011672e2,"06/18/2022, 21:40:48"
3602,P_benet.jpg,P_michaeli.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,6,597ba81afd9fe500011672e2,"06/18/2022, 21:40:48"
2608,E_moniMo.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,5,597ba81afd9fe500011672e2,"06/18/2022, 21:40:48"
3682,E_yanai.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,597ba81afd9fe500011672e2,"06/18/2022, 21:40:48"
6699,E_moniMo.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,5,597ba81afd9fe500011672e2,"06/18/2022, 21:40:48"
4631,E_ornaBanai.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,5,597ba81afd9fe500011672e2,"06/18/2022, 21:40:48"
2923,P_michaeli.jpg,P_peretz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,M,6,597ba81afd9fe500011672e2,"06/18/2022, 21:40:48"
3108,E_alfi.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,597ba81afd9fe500011672e2,"06/18/2022, 21:40:48"
5382,P_liberman.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,5,597ba81afd9fe500011672e2,"06/18/2022, 21:40:48"
2623,E_moniMo.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,4,597ba81afd9fe500011672e2,"06/18/2022, 21:40:48"
4219,E_tavori.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,597ba81afd9fe500011672e2,"06/18/2022, 21:40:48"
4934,E_harLev.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,5,597ba81afd9fe500011672e2,"06/18/2022, 21:40:48"
5161,P_lapid.jpg,P_michaeli.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,6,597ba81afd9fe500011672e2,"06/18/2022, 21:40:48"
2527,E_rita.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,5,597ba81afd9fe500011672e2,"06/18/2022, 21:40:48"
2956,P_liberman.jpg,P_shaked.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,6,597ba81afd9fe500011672e2,"06/18/2022, 21:40:48"
2440,P_benet.jpg,P_shaked.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,6,597ba81afd9fe500011672e2,"06/18/2022, 21:40:48"
2797,E_shaniCo.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,5,597ba81afd9fe500011672e2,"06/18/2022, 21:40:48"
2822,E_shaharHasson.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,5,597ba81afd9fe500011672e2,"06/18/2022, 21:40:48"
2732,E_shaniCo.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,5,597ba81afd9fe500011672e2,"06/18/2022, 21:40:48"
4226,E_shaharHasson.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,597ba81afd9fe500011672e2,"06/18/2022, 21:40:48"
5746,E_ornaBanai.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,3,597ba81afd9fe500011672e2,"06/18/2022, 21:40:48"
3317,E_alfi.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,3,597ba81afd9fe500011672e2,"06/18/2022, 21:40:48"
2836,E_rita.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,6,597ba81afd9fe500011672e2,"06/18/2022, 21:40:48"
5358,E_alfi.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,597ba81afd9fe500011672e2,"06/18/2022, 21:40:48"
2961,E_moniMo.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,4,597ba81afd9fe500011672e2,"06/18/2022, 21:40:48"
3333,E_harLev.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,5,597ba81afd9fe500011672e2,"06/18/2022, 21:40:48"
2389,E_rita.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,5,597ba81afd9fe500011672e2,"06/18/2022, 21:40:48"
9327,E_harLev.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,3,597ba81afd9fe500011672e2,"06/18/2022, 21:40:48"
3220,E_alfi.jpg,E_ornaBanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,597ba81afd9fe500011672e2,"06/18/2022, 21:40:48"
2530,E_ivri.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,5,597ba81afd9fe500011672e2,"06/18/2022, 21:40:48"
3324,P_michaeli.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,M,6,597ba81afd9fe500011672e2,"06/18/2022, 21:40:48"
2822,P_liberman.jpg,P_michaeli.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,6,597ba81afd9fe500011672e2,"06/18/2022, 21:40:48"
4004,E_alfi.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,597ba81afd9fe500011672e2,"06/18/2022, 21:40:48"
5175,E_alfi.jpg,E_katorza.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,5,597ba81afd9fe500011672e2,"06/18/2022, 21:40:48"
2892,E_yanai.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,5,597ba81afd9fe500011672e2,"06/18/2022, 21:40:48"
2631,E_yanai.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,4,597ba81afd9fe500011672e2,"06/18/2022, 21:40:48"
3212,E_shaharHasson.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,5,597ba81afd9fe500011672e2,"06/18/2022, 21:40:48"
2809,E_katorza.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,4,597ba81afd9fe500011672e2,"06/18/2022, 21:40:48"
3209,P_benet.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,4,597ba81afd9fe500011672e2,"06/18/2022, 21:40:48"
3140,E_ornaBanai.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,3,597ba81afd9fe500011672e2,"06/18/2022, 21:40:48"
2347,E_shaniCo.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,5,597ba81afd9fe500011672e2,"06/18/2022, 21:40:48"
3133,E_katorza.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,5,597ba81afd9fe500011672e2,"06/18/2022, 21:40:48"
file,isFamiliar,597ba81afd9fe500011672e2,"06/18/2022, 21:40:48"
E_ornaBanai.jpg,1,597ba81afd9fe500011672e2,"06/18/2022, 21:40:48"
P_benet.jpg,1,597ba81afd9fe500011672e2,"06/18/2022, 21:40:48"
E_rita.jpg,1,597ba81afd9fe500011672e2,"06/18/2022, 21:40:48"
P_yehimovitz.jpg,1,597ba81afd9fe500011672e2,"06/18/2022, 21:40:48"
E_shaniCo.jpg,1,597ba81afd9fe500011672e2,"06/18/2022, 21:40:48"
E_yanai.jpg,1,597ba81afd9fe500011672e2,"06/18/2022, 21:40:48"
P_smootchi.jpg,1,597ba81afd9fe500011672e2,"06/18/2022, 21:40:48"
E_tavori.jpg,1,597ba81afd9fe500011672e2,"06/18/2022, 21:40:48"
P_lapid.jpg,1,597ba81afd9fe500011672e2,"06/18/2022, 21:40:48"
E_shaharHasson.jpg,1,597ba81afd9fe500011672e2,"06/18/2022, 21:40:48"
E_moniMo.jpg,1,597ba81afd9fe500011672e2,"06/18/2022, 21:40:48"
E_katorza.jpg,1,597ba81afd9fe500011672e2,"06/18/2022, 21:40:48"
P_shaked.jpg,1,597ba81afd9fe500011672e2,"06/18/2022, 21:40:48"
E_ivri.jpg,1,597ba81afd9fe500011672e2,"06/18/2022, 21:40:48"
E_alfi.jpg,1,597ba81afd9fe500011672e2,"06/18/2022, 21:40:48"
P_peretz.jpg,1,597ba81afd9fe500011672e2,"06/18/2022, 21:40:48"
E_harLev.jpg,1,597ba81afd9fe500011672e2,"06/18/2022, 21:40:48"
P_michaeli.jpg,1,597ba81afd9fe500011672e2,"06/18/2022, 21:40:48"
P_zamir.jpg,1,597ba81afd9fe500011672e2,"06/18/2022, 21:40:48"
P_liberman.jpg,1,597ba81afd9fe500011672e2,"06/18/2022, 21:40:48"
age: 31,gender: M,handedness: right,597ba81afd9fe500011672e2,"06/18/2022, 21:40:48"
