RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5f77909866be1b30356654c1,"06/17/2022, 07:25:32"
P_liberman.jpg,1,5f77909866be1b30356654c1,"06/17/2022, 07:25:32"
E_shaharHasson.jpg,1,5f77909866be1b30356654c1,"06/17/2022, 07:25:32"
E_katorza.jpg,1,5f77909866be1b30356654c1,"06/17/2022, 07:25:32"
E_alfi.jpg,1,5f77909866be1b30356654c1,"06/17/2022, 07:25:32"
P_benet.jpg,1,5f77909866be1b30356654c1,"06/17/2022, 07:25:32"
P_michaeli.jpg,1,5f77909866be1b30356654c1,"06/17/2022, 07:25:32"
P_yehimovitz.jpg,0,5f77909866be1b30356654c1,"06/17/2022, 07:25:32"
E_ornaBanai.jpg,1,5f77909866be1b30356654c1,"06/17/2022, 07:25:32"
E_ivri.jpg,1,5f77909866be1b30356654c1,"06/17/2022, 07:25:32"
P_lapid.jpg,1,5f77909866be1b30356654c1,"06/17/2022, 07:25:32"
E_harLev.jpg,1,5f77909866be1b30356654c1,"06/17/2022, 07:25:32"
E_rita.jpg,1,5f77909866be1b30356654c1,"06/17/2022, 07:25:32"
P_smootchi.jpg,0,5f77909866be1b30356654c1,"06/17/2022, 07:25:32"
P_zamir.jpg,0,5f77909866be1b30356654c1,"06/17/2022, 07:25:32"
E_moniMo.jpg,1,5f77909866be1b30356654c1,"06/17/2022, 07:25:32"
P_peretz.jpg,1,5f77909866be1b30356654c1,"06/17/2022, 07:25:32"
P_shaked.jpg,1,5f77909866be1b30356654c1,"06/17/2022, 07:25:32"
E_yanai.jpg,1,5f77909866be1b30356654c1,"06/17/2022, 07:25:32"
age: 24,gender: F,handedness: right,5f77909866be1b30356654c1,"06/17/2022, 07:25:32"
