RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5fbb4a593dc031c2a81c7944,"06/19/2022, 09:41:55"
2163,E_rita.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,5,5fbb4a593dc031c2a81c7944,"06/19/2022, 09:41:55"
1978,E_shaharHasson.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5fbb4a593dc031c2a81c7944,"06/19/2022, 09:41:55"
2118,P_liberman.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,6,5fbb4a593dc031c2a81c7944,"06/19/2022, 09:41:55"
16699,E_ornaBanai.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5fbb4a593dc031c2a81c7944,"06/19/2022, 09:41:55"
3093,E_rita.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5fbb4a593dc031c2a81c7944,"06/19/2022, 09:41:55"
2352,P_shaked.jpg,P_yehimovitz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,F,4,5fbb4a593dc031c2a81c7944,"06/19/2022, 09:41:55"
2187,E_moniMo.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,5fbb4a593dc031c2a81c7944,"06/19/2022, 09:41:55"
1898,E_ornaBanai.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5fbb4a593dc031c2a81c7944,"06/19/2022, 09:41:55"
2092,E_katorza.jpg,E_moniMo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,6,5fbb4a593dc031c2a81c7944,"06/19/2022, 09:41:55"
2091,P_michaeli.jpg,P_peretz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,M,6,5fbb4a593dc031c2a81c7944,"06/19/2022, 09:41:55"
2442,E_tavori.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5fbb4a593dc031c2a81c7944,"06/19/2022, 09:41:55"
8569,P_lapid.jpg,P_michaeli.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,6,5fbb4a593dc031c2a81c7944,"06/19/2022, 09:41:55"
2022,P_lapid.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,6,5fbb4a593dc031c2a81c7944,"06/19/2022, 09:41:55"
1964,E_alfi.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,5fbb4a593dc031c2a81c7944,"06/19/2022, 09:41:55"
1851,E_katorza.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5fbb4a593dc031c2a81c7944,"06/19/2022, 09:41:55"
5019,E_alfi.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,5fbb4a593dc031c2a81c7944,"06/19/2022, 09:41:55"
1943,E_shaniCo.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5fbb4a593dc031c2a81c7944,"06/19/2022, 09:41:55"
1588,E_ornaBanai.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5fbb4a593dc031c2a81c7944,"06/19/2022, 09:41:55"
29155,E_moniMo.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5fbb4a593dc031c2a81c7944,"06/19/2022, 09:41:55"
14608,E_harLev.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5fbb4a593dc031c2a81c7944,"06/19/2022, 09:41:55"
8999,E_shaharHasson.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,5fbb4a593dc031c2a81c7944,"06/19/2022, 09:41:55"
2295,E_tavori.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5fbb4a593dc031c2a81c7944,"06/19/2022, 09:41:55"
3870,E_alfi.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5fbb4a593dc031c2a81c7944,"06/19/2022, 09:41:55"
5388,E_ornaBanai.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,4,5fbb4a593dc031c2a81c7944,"06/19/2022, 09:41:55"
13084,P_shaked.jpg,P_smootchi.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,M,6,5fbb4a593dc031c2a81c7944,"06/19/2022, 09:41:55"
2298,E_moniMo.jpg,E_shaharHasson.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,6,5fbb4a593dc031c2a81c7944,"06/19/2022, 09:41:55"
1775,E_rita.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5fbb4a593dc031c2a81c7944,"06/19/2022, 09:41:55"
2147,E_ivri.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,5fbb4a593dc031c2a81c7944,"06/19/2022, 09:41:55"
5271,P_liberman.jpg,P_michaeli.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,6,5fbb4a593dc031c2a81c7944,"06/19/2022, 09:41:55"
2967,E_katorza.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5fbb4a593dc031c2a81c7944,"06/19/2022, 09:41:55"
2532,E_rita.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5fbb4a593dc031c2a81c7944,"06/19/2022, 09:41:55"
3613,E_yanai.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5fbb4a593dc031c2a81c7944,"06/19/2022, 09:41:55"
2483,E_rita.jpg,E_shaharHasson.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,6,5fbb4a593dc031c2a81c7944,"06/19/2022, 09:41:55"
2650,E_harLev.jpg,E_ornaBanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,6,5fbb4a593dc031c2a81c7944,"06/19/2022, 09:41:55"
1699,E_yanai.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5fbb4a593dc031c2a81c7944,"06/19/2022, 09:41:55"
4469,E_tavori.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,5fbb4a593dc031c2a81c7944,"06/19/2022, 09:41:55"
10499,E_alfi.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5fbb4a593dc031c2a81c7944,"06/19/2022, 09:41:55"
1819,E_shaniCo.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5fbb4a593dc031c2a81c7944,"06/19/2022, 09:41:55"
1631,E_katorza.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,5fbb4a593dc031c2a81c7944,"06/19/2022, 09:41:55"
2387,E_shaharHasson.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,5fbb4a593dc031c2a81c7944,"06/19/2022, 09:41:55"
2998,E_ivri.jpg,E_rita.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,5fbb4a593dc031c2a81c7944,"06/19/2022, 09:41:55"
1974,E_yanai.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5fbb4a593dc031c2a81c7944,"06/19/2022, 09:41:55"
2291,P_michaeli.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,M,6,5fbb4a593dc031c2a81c7944,"06/19/2022, 09:41:55"
5734,E_moniMo.jpg,E_rita.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,5fbb4a593dc031c2a81c7944,"06/19/2022, 09:41:55"
3183,E_ornaBanai.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,5,5fbb4a593dc031c2a81c7944,"06/19/2022, 09:41:55"
11654,E_rita.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,5,5fbb4a593dc031c2a81c7944,"06/19/2022, 09:41:55"
10908,P_peretz.jpg,P_smootchi.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,6,5fbb4a593dc031c2a81c7944,"06/19/2022, 09:41:55"
1850,P_liberman.jpg,P_peretz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,6,5fbb4a593dc031c2a81c7944,"06/19/2022, 09:41:55"
6823,E_tavori.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5fbb4a593dc031c2a81c7944,"06/19/2022, 09:41:55"
2148,E_katorza.jpg,E_rita.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,5fbb4a593dc031c2a81c7944,"06/19/2022, 09:41:55"
1815,E_katorza.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5fbb4a593dc031c2a81c7944,"06/19/2022, 09:41:55"
2610,E_ivri.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5fbb4a593dc031c2a81c7944,"06/19/2022, 09:41:55"
4266,E_shaniCo.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,6,5fbb4a593dc031c2a81c7944,"06/19/2022, 09:41:55"
1991,E_moniMo.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,6,5fbb4a593dc031c2a81c7944,"06/19/2022, 09:41:55"
2158,E_alfi.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5fbb4a593dc031c2a81c7944,"06/19/2022, 09:41:55"
1594,E_ornaBanai.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5fbb4a593dc031c2a81c7944,"06/19/2022, 09:41:55"
5526,E_rita.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,6,5fbb4a593dc031c2a81c7944,"06/19/2022, 09:41:55"
2546,E_alfi.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,5,5fbb4a593dc031c2a81c7944,"06/19/2022, 09:41:55"
1934,E_ivri.jpg,E_shaharHasson.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,6,5fbb4a593dc031c2a81c7944,"06/19/2022, 09:41:55"
2147,P_lapid.jpg,P_yehimovitz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,6,5fbb4a593dc031c2a81c7944,"06/19/2022, 09:41:55"
14135,E_harLev.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5fbb4a593dc031c2a81c7944,"06/19/2022, 09:41:55"
1615,P_peretz.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,6,5fbb4a593dc031c2a81c7944,"06/19/2022, 09:41:55"
1439,E_katorza.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,6,5fbb4a593dc031c2a81c7944,"06/19/2022, 09:41:55"
1339,E_ivri.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,5fbb4a593dc031c2a81c7944,"06/19/2022, 09:41:55"
16478,E_ivri.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5fbb4a593dc031c2a81c7944,"06/19/2022, 09:41:55"
