RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5d73e3f10f54310015089dbb,"06/17/2022, 05:34:46"
2505,E_moniMo.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5d73e3f10f54310015089dbb,"06/17/2022, 05:34:46"
3922,P_yehimovitz.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,M,5,5d73e3f10f54310015089dbb,"06/17/2022, 05:34:46"
2531,E_ivri.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,6,5d73e3f10f54310015089dbb,"06/17/2022, 05:34:46"
3525,E_shaniCo.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,5,5d73e3f10f54310015089dbb,"06/17/2022, 05:34:46"
3851,P_lapid.jpg,P_yehimovitz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,5,5d73e3f10f54310015089dbb,"06/17/2022, 05:34:46"
file,isFamiliar,5d73e3f10f54310015089dbb,"06/17/2022, 05:34:46"
P_yehimovitz.jpg,1,5d73e3f10f54310015089dbb,"06/17/2022, 05:34:46"
E_rita.jpg,1,5d73e3f10f54310015089dbb,"06/17/2022, 05:34:46"
P_benet.jpg,1,5d73e3f10f54310015089dbb,"06/17/2022, 05:34:46"
P_lapid.jpg,1,5d73e3f10f54310015089dbb,"06/17/2022, 05:34:46"
E_shaniCo.jpg,1,5d73e3f10f54310015089dbb,"06/17/2022, 05:34:46"
E_ornaBanai.jpg,1,5d73e3f10f54310015089dbb,"06/17/2022, 05:34:46"
E_alfi.jpg,1,5d73e3f10f54310015089dbb,"06/17/2022, 05:34:46"
P_smootchi.jpg,1,5d73e3f10f54310015089dbb,"06/17/2022, 05:34:46"
E_katorza.jpg,1,5d73e3f10f54310015089dbb,"06/17/2022, 05:34:46"
P_liberman.jpg,1,5d73e3f10f54310015089dbb,"06/17/2022, 05:34:46"
E_ivri.jpg,1,5d73e3f10f54310015089dbb,"06/17/2022, 05:34:46"
E_shaharHasson.jpg,1,5d73e3f10f54310015089dbb,"06/17/2022, 05:34:46"
E_tavori.jpg,1,5d73e3f10f54310015089dbb,"06/17/2022, 05:34:46"
P_shaked.jpg,1,5d73e3f10f54310015089dbb,"06/17/2022, 05:34:46"
P_zamir.jpg,1,5d73e3f10f54310015089dbb,"06/17/2022, 05:34:46"
E_harLev.jpg,1,5d73e3f10f54310015089dbb,"06/17/2022, 05:34:46"
P_michaeli.jpg,1,5d73e3f10f54310015089dbb,"06/17/2022, 05:34:46"
E_moniMo.jpg,1,5d73e3f10f54310015089dbb,"06/17/2022, 05:34:46"
P_peretz.jpg,1,5d73e3f10f54310015089dbb,"06/17/2022, 05:34:46"
E_yanai.jpg,1,5d73e3f10f54310015089dbb,"06/17/2022, 05:34:46"
age: 32,gender: F,handedness: right,5d73e3f10f54310015089dbb,"06/17/2022, 05:34:46"
