RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5e79f76e322a390009da889e,"08/10/2022, 12:30:22"
3024,E_shaniCo.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,6,5e79f76e322a390009da889e,"08/10/2022, 12:30:22"
2880,E_alfi.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,5e79f76e322a390009da889e,"08/10/2022, 12:30:22"
1600,E_harLev.jpg,E_katorza.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,6,5e79f76e322a390009da889e,"08/10/2022, 12:30:22"
4340,E_moniMo.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5e79f76e322a390009da889e,"08/10/2022, 12:30:22"
1848,E_ivri.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,5e79f76e322a390009da889e,"08/10/2022, 12:30:22"
2085,E_harLev.jpg,E_rita.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,6,5e79f76e322a390009da889e,"08/10/2022, 12:30:22"
1439,E_shaharHasson.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,5e79f76e322a390009da889e,"08/10/2022, 12:30:22"
3235,E_shaniCo.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,6,5e79f76e322a390009da889e,"08/10/2022, 12:30:22"
2686,E_harLev.jpg,E_ornaBanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,6,5e79f76e322a390009da889e,"08/10/2022, 12:30:22"
8299,E_harLev.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,2,5e79f76e322a390009da889e,"08/10/2022, 12:30:22"
4496,E_katorza.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5e79f76e322a390009da889e,"08/10/2022, 12:30:22"
1490,E_ornaBanai.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,6,5e79f76e322a390009da889e,"08/10/2022, 12:30:22"
1842,E_harLev.jpg,E_shaharHasson.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,6,5e79f76e322a390009da889e,"08/10/2022, 12:30:22"
1516,E_shaharHasson.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,5e79f76e322a390009da889e,"08/10/2022, 12:30:22"
2544,P_peretz.jpg,P_smootchi.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,6,5e79f76e322a390009da889e,"08/10/2022, 12:30:22"
1959,E_alfi.jpg,E_rita.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,5e79f76e322a390009da889e,"08/10/2022, 12:30:22"
3885,E_alfi.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,5e79f76e322a390009da889e,"08/10/2022, 12:30:22"
2792,E_yanai.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5e79f76e322a390009da889e,"08/10/2022, 12:30:22"
2631,E_moniMo.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,5e79f76e322a390009da889e,"08/10/2022, 12:30:22"
1524,E_ivri.jpg,E_moniMo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,6,5e79f76e322a390009da889e,"08/10/2022, 12:30:22"
4306,E_ivri.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,6,5e79f76e322a390009da889e,"08/10/2022, 12:30:22"
1934,E_shaharHasson.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5e79f76e322a390009da889e,"08/10/2022, 12:30:22"
4581,E_yanai.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,6,5e79f76e322a390009da889e,"08/10/2022, 12:30:22"
2579,P_benet.jpg,P_shaked.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,6,5e79f76e322a390009da889e,"08/10/2022, 12:30:22"
file,isFamiliar,5e79f76e322a390009da889e,"08/10/2022, 12:30:22"
P_liberman.jpg,1,5e79f76e322a390009da889e,"08/10/2022, 12:30:22"
P_shaked.jpg,1,5e79f76e322a390009da889e,"08/10/2022, 12:30:22"
E_yanai.jpg,1,5e79f76e322a390009da889e,"08/10/2022, 12:30:22"
P_zamir.jpg,1,5e79f76e322a390009da889e,"08/10/2022, 12:30:22"
P_yehimovitz.jpg,1,5e79f76e322a390009da889e,"08/10/2022, 12:30:22"
E_shaharHasson.jpg,1,5e79f76e322a390009da889e,"08/10/2022, 12:30:22"
E_tavori.jpg,1,5e79f76e322a390009da889e,"08/10/2022, 12:30:22"
E_ivri.jpg,1,5e79f76e322a390009da889e,"08/10/2022, 12:30:22"
E_harLev.jpg,1,5e79f76e322a390009da889e,"08/10/2022, 12:30:22"
E_rita.jpg,1,5e79f76e322a390009da889e,"08/10/2022, 12:30:22"
E_ornaBanai.jpg,1,5e79f76e322a390009da889e,"08/10/2022, 12:30:22"
E_alfi.jpg,1,5e79f76e322a390009da889e,"08/10/2022, 12:30:22"
P_peretz.jpg,1,5e79f76e322a390009da889e,"08/10/2022, 12:30:22"
E_moniMo.jpg,1,5e79f76e322a390009da889e,"08/10/2022, 12:30:22"
E_katorza.jpg,1,5e79f76e322a390009da889e,"08/10/2022, 12:30:22"
E_shaniCo.jpg,1,5e79f76e322a390009da889e,"08/10/2022, 12:30:22"
P_smootchi.jpg,1,5e79f76e322a390009da889e,"08/10/2022, 12:30:22"
P_benet.jpg,1,5e79f76e322a390009da889e,"08/10/2022, 12:30:22"
P_lapid.jpg,1,5e79f76e322a390009da889e,"08/10/2022, 12:30:22"
P_michaeli.jpg,1,5e79f76e322a390009da889e,"08/10/2022, 12:30:22"
age: 29,gender: F,handedness: right,5e79f76e322a390009da889e,"08/10/2022, 12:30:22"
