RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5e3d83525c97c402748149fe,"06/17/2022, 11:05:06"
2957,E_katorza.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,5,5e3d83525c97c402748149fe,"06/17/2022, 11:05:06"
3852,E_shaharHasson.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,4,5e3d83525c97c402748149fe,"06/17/2022, 11:05:06"
3458,E_yanai.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,4,5e3d83525c97c402748149fe,"06/17/2022, 11:05:06"
3697,E_tavori.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5e3d83525c97c402748149fe,"06/17/2022, 11:05:06"
2330,P_peretz.jpg,P_yehimovitz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,4,5e3d83525c97c402748149fe,"06/17/2022, 11:05:06"
2900,E_shaniCo.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,4,5e3d83525c97c402748149fe,"06/17/2022, 11:05:06"
3655,P_michaeli.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,M,4,5e3d83525c97c402748149fe,"06/17/2022, 11:05:06"
4731,E_katorza.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,5,5e3d83525c97c402748149fe,"06/17/2022, 11:05:06"
7547,E_ivri.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,3,5e3d83525c97c402748149fe,"06/17/2022, 11:05:06"
31451,E_ornaBanai.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,3,5e3d83525c97c402748149fe,"06/17/2022, 11:05:06"
4537,E_harLev.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,3,5e3d83525c97c402748149fe,"06/17/2022, 11:05:06"
7405,E_alfi.jpg,E_katorza.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,3,5e3d83525c97c402748149fe,"06/17/2022, 11:05:06"
10412,E_harLev.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,3,5e3d83525c97c402748149fe,"06/17/2022, 11:05:06"
4761,P_benet.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,1,5e3d83525c97c402748149fe,"06/17/2022, 11:05:06"
4294,P_peretz.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,4,5e3d83525c97c402748149fe,"06/17/2022, 11:05:06"
3796,E_moniMo.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,3,5e3d83525c97c402748149fe,"06/17/2022, 11:05:06"
4967,E_harLev.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,2,5e3d83525c97c402748149fe,"06/17/2022, 11:05:06"
4000,E_ornaBanai.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,3,5e3d83525c97c402748149fe,"06/17/2022, 11:05:06"
3247,E_alfi.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,3,5e3d83525c97c402748149fe,"06/17/2022, 11:05:06"
5032,E_alfi.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,2,5e3d83525c97c402748149fe,"06/17/2022, 11:05:06"
5948,P_lapid.jpg,P_michaeli.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,5,5e3d83525c97c402748149fe,"06/17/2022, 11:05:06"
8861,E_ornaBanai.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,4,5e3d83525c97c402748149fe,"06/17/2022, 11:05:06"
5181,E_rita.jpg,E_shaharHasson.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,3,5e3d83525c97c402748149fe,"06/17/2022, 11:05:06"
3501,E_harLev.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,1,5e3d83525c97c402748149fe,"06/17/2022, 11:05:06"
2928,E_alfi.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,3,5e3d83525c97c402748149fe,"06/17/2022, 11:05:06"
4354,E_ivri.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,3,5e3d83525c97c402748149fe,"06/17/2022, 11:05:06"
4016,E_rita.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,2,5e3d83525c97c402748149fe,"06/17/2022, 11:05:06"
4441,E_katorza.jpg,E_rita.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,5,5e3d83525c97c402748149fe,"06/17/2022, 11:05:06"
4269,E_katorza.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5e3d83525c97c402748149fe,"06/17/2022, 11:05:06"
12429,E_moniMo.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,2,5e3d83525c97c402748149fe,"06/17/2022, 11:05:06"
2544,E_harLev.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,1,5e3d83525c97c402748149fe,"06/17/2022, 11:05:06"
4733,E_katorza.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,5,5e3d83525c97c402748149fe,"06/17/2022, 11:05:06"
8696,E_alfi.jpg,E_shaharHasson.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,4,5e3d83525c97c402748149fe,"06/17/2022, 11:05:06"
3180,E_shaniCo.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,3,5e3d83525c97c402748149fe,"06/17/2022, 11:05:06"
7034,E_shaharHasson.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,3,5e3d83525c97c402748149fe,"06/17/2022, 11:05:06"
6205,E_rita.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,5,5e3d83525c97c402748149fe,"06/17/2022, 11:05:06"
4749,E_shaniCo.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,4,5e3d83525c97c402748149fe,"06/17/2022, 11:05:06"
3315,E_yanai.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,1,5e3d83525c97c402748149fe,"06/17/2022, 11:05:06"
3407,E_tavori.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,5e3d83525c97c402748149fe,"06/17/2022, 11:05:06"
4757,E_shaharHasson.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,5,5e3d83525c97c402748149fe,"06/17/2022, 11:05:06"
9756,E_alfi.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,3,5e3d83525c97c402748149fe,"06/17/2022, 11:05:06"
9367,E_harLev.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,3,5e3d83525c97c402748149fe,"06/17/2022, 11:05:06"
3997,P_liberman.jpg,P_smootchi.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,2,5e3d83525c97c402748149fe,"06/17/2022, 11:05:06"
5764,E_tavori.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,1,5e3d83525c97c402748149fe,"06/17/2022, 11:05:06"
3117,E_moniMo.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,3,5e3d83525c97c402748149fe,"06/17/2022, 11:05:06"
7263,E_yanai.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,4,5e3d83525c97c402748149fe,"06/17/2022, 11:05:06"
4151,E_rita.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,5,5e3d83525c97c402748149fe,"06/17/2022, 11:05:06"
4562,E_moniMo.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,4,5e3d83525c97c402748149fe,"06/17/2022, 11:05:06"
5992,E_moniMo.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,3,5e3d83525c97c402748149fe,"06/17/2022, 11:05:06"
4864,P_liberman.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,2,5e3d83525c97c402748149fe,"06/17/2022, 11:05:06"
7419,E_alfi.jpg,E_ivri.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,2,5e3d83525c97c402748149fe,"06/17/2022, 11:05:06"
10374,E_harLev.jpg,E_ornaBanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,4,5e3d83525c97c402748149fe,"06/17/2022, 11:05:06"
3708,E_ornaBanai.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,6,5e3d83525c97c402748149fe,"06/17/2022, 11:05:06"
7337,E_shaharHasson.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,5,5e3d83525c97c402748149fe,"06/17/2022, 11:05:06"
2850,P_michaeli.jpg,P_shaked.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,F,5,5e3d83525c97c402748149fe,"06/17/2022, 11:05:06"
3102,E_alfi.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,2,5e3d83525c97c402748149fe,"06/17/2022, 11:05:06"
11110,P_lapid.jpg,P_peretz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,5,5e3d83525c97c402748149fe,"06/17/2022, 11:05:06"
3512,E_tavori.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5e3d83525c97c402748149fe,"06/17/2022, 11:05:06"
