RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,608a8c5d2cfd7a48be619632,"06/16/2022, 22:20:22"
1896,E_ivri.jpg,E_moniMo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,6,608a8c5d2cfd7a48be619632,"06/16/2022, 22:20:22"
1744,P_michaeli.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,M,6,608a8c5d2cfd7a48be619632,"06/16/2022, 22:20:22"
2430,E_katorza.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,608a8c5d2cfd7a48be619632,"06/16/2022, 22:20:22"
1376,E_katorza.jpg,E_rita.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,608a8c5d2cfd7a48be619632,"06/16/2022, 22:20:22"
1552,P_liberman.jpg,P_yehimovitz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,6,608a8c5d2cfd7a48be619632,"06/16/2022, 22:20:22"
1602,E_katorza.jpg,E_moniMo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,6,608a8c5d2cfd7a48be619632,"06/16/2022, 22:20:22"
1344,E_katorza.jpg,E_ornaBanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,608a8c5d2cfd7a48be619632,"06/16/2022, 22:20:22"
2021,E_moniMo.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,6,608a8c5d2cfd7a48be619632,"06/16/2022, 22:20:22"
3072,E_shaharHasson.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,608a8c5d2cfd7a48be619632,"06/16/2022, 22:20:22"
3459,E_yanai.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,608a8c5d2cfd7a48be619632,"06/16/2022, 22:20:22"
3082,E_katorza.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,608a8c5d2cfd7a48be619632,"06/16/2022, 22:20:22"
2838,E_ornaBanai.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,6,608a8c5d2cfd7a48be619632,"06/16/2022, 22:20:22"
1741,E_katorza.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,608a8c5d2cfd7a48be619632,"06/16/2022, 22:20:22"
1935,E_shaharHasson.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,608a8c5d2cfd7a48be619632,"06/16/2022, 22:20:22"
3200,E_ornaBanai.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,6,608a8c5d2cfd7a48be619632,"06/16/2022, 22:20:22"
3494,E_katorza.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,6,608a8c5d2cfd7a48be619632,"06/16/2022, 22:20:22"
1757,E_shaharHasson.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,608a8c5d2cfd7a48be619632,"06/16/2022, 22:20:22"
