RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,6068a8973da6db3710d57b12,"06/15/2022, 09:52:48"
2648,P_michaeli.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,M,6,6068a8973da6db3710d57b12,"06/15/2022, 09:52:48"
4870,P_lapid.jpg,P_liberman.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,6,6068a8973da6db3710d57b12,"06/15/2022, 09:52:48"
3715,E_moniMo.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,6068a8973da6db3710d57b12,"06/15/2022, 09:52:48"
2793,E_harLev.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,5,6068a8973da6db3710d57b12,"06/15/2022, 09:52:48"
3242,E_katorza.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,6068a8973da6db3710d57b12,"06/15/2022, 09:52:48"
2548,E_harLev.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,6068a8973da6db3710d57b12,"06/15/2022, 09:52:48"
2318,E_alfi.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,6068a8973da6db3710d57b12,"06/15/2022, 09:52:48"
2545,E_shaharHasson.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,6068a8973da6db3710d57b12,"06/15/2022, 09:52:48"
2293,E_tavori.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,6068a8973da6db3710d57b12,"06/15/2022, 09:52:48"
2261,E_katorza.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,6,6068a8973da6db3710d57b12,"06/15/2022, 09:52:48"
3588,E_yanai.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,4,6068a8973da6db3710d57b12,"06/15/2022, 09:52:48"
2465,P_liberman.jpg,P_smootchi.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,6,6068a8973da6db3710d57b12,"06/15/2022, 09:52:48"
5236,E_moniMo.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,6068a8973da6db3710d57b12,"06/15/2022, 09:52:48"
4332,E_katorza.jpg,E_shaharHasson.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,6,6068a8973da6db3710d57b12,"06/15/2022, 09:52:48"
2047,E_moniMo.jpg,E_ornaBanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,6068a8973da6db3710d57b12,"06/15/2022, 09:52:48"
3890,E_yanai.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,6068a8973da6db3710d57b12,"06/15/2022, 09:52:48"
235303,E_shaharHasson.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,6068a8973da6db3710d57b12,"06/15/2022, 09:52:48"
2567,E_alfi.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,6068a8973da6db3710d57b12,"06/15/2022, 09:52:48"
2756,P_smootchi.jpg,P_yehimovitz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,6,6068a8973da6db3710d57b12,"06/15/2022, 09:52:48"
3811,P_lapid.jpg,P_yehimovitz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,6,6068a8973da6db3710d57b12,"06/15/2022, 09:52:48"
1994,P_benet.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,6,6068a8973da6db3710d57b12,"06/15/2022, 09:52:48"
2590,E_harLev.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,6068a8973da6db3710d57b12,"06/15/2022, 09:52:48"
2043,E_moniMo.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,6068a8973da6db3710d57b12,"06/15/2022, 09:52:48"
2801,P_michaeli.jpg,P_smootchi.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,M,6,6068a8973da6db3710d57b12,"06/15/2022, 09:52:48"
4899,E_shaniCo.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,6,6068a8973da6db3710d57b12,"06/15/2022, 09:52:48"
2438,E_shaharHasson.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,6068a8973da6db3710d57b12,"06/15/2022, 09:52:48"
2998,E_ornaBanai.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,6068a8973da6db3710d57b12,"06/15/2022, 09:52:48"
3243,E_ivri.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,6068a8973da6db3710d57b12,"06/15/2022, 09:52:48"
3161,E_moniMo.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,6068a8973da6db3710d57b12,"06/15/2022, 09:52:48"
3011,P_yehimovitz.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,M,6,6068a8973da6db3710d57b12,"06/15/2022, 09:52:48"
2288,P_benet.jpg,P_peretz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,6,6068a8973da6db3710d57b12,"06/15/2022, 09:52:48"
