RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,6107996c58bac102d78e5cf9,"06/16/2022, 14:32:16"
4309,P_lapid.jpg,P_yehimovitz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,6,6107996c58bac102d78e5cf9,"06/16/2022, 14:32:16"
4776,E_ivri.jpg,E_katorza.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,5,6107996c58bac102d78e5cf9,"06/16/2022, 14:32:16"
9121,E_shaharHasson.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,6107996c58bac102d78e5cf9,"06/16/2022, 14:32:16"
7516,E_tavori.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,5,6107996c58bac102d78e5cf9,"06/16/2022, 14:32:16"
6616,E_rita.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,5,6107996c58bac102d78e5cf9,"06/16/2022, 14:32:16"
3908,E_katorza.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,6107996c58bac102d78e5cf9,"06/16/2022, 14:32:16"
3391,E_shaharHasson.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,6107996c58bac102d78e5cf9,"06/16/2022, 14:32:16"
4757,P_smootchi.jpg,P_yehimovitz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,5,6107996c58bac102d78e5cf9,"06/16/2022, 14:32:16"
7715,E_ivri.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,4,6107996c58bac102d78e5cf9,"06/16/2022, 14:32:16"
3956,E_harLev.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,6,6107996c58bac102d78e5cf9,"06/16/2022, 14:32:16"
9244,E_alfi.jpg,E_moniMo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,5,6107996c58bac102d78e5cf9,"06/16/2022, 14:32:16"
5283,E_shaniCo.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,3,6107996c58bac102d78e5cf9,"06/16/2022, 14:32:16"
4757,P_benet.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,3,6107996c58bac102d78e5cf9,"06/16/2022, 14:32:16"
5371,E_harLev.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,6107996c58bac102d78e5cf9,"06/16/2022, 14:32:16"
10820,E_alfi.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,2,6107996c58bac102d78e5cf9,"06/16/2022, 14:32:16"
9715,P_michaeli.jpg,P_shaked.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,F,4,6107996c58bac102d78e5cf9,"06/16/2022, 14:32:16"
7952,E_rita.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,4,6107996c58bac102d78e5cf9,"06/16/2022, 14:32:16"
6957,E_alfi.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,5,6107996c58bac102d78e5cf9,"06/16/2022, 14:32:16"
6302,E_ornaBanai.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,6107996c58bac102d78e5cf9,"06/16/2022, 14:32:16"
3263,E_shaniCo.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,6107996c58bac102d78e5cf9,"06/16/2022, 14:32:16"
9967,E_ivri.jpg,E_ornaBanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,6107996c58bac102d78e5cf9,"06/16/2022, 14:32:16"
7858,E_katorza.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,3,6107996c58bac102d78e5cf9,"06/16/2022, 14:32:16"
8347,E_alfi.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,5,6107996c58bac102d78e5cf9,"06/16/2022, 14:32:16"
5536,E_shaniCo.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,6107996c58bac102d78e5cf9,"06/16/2022, 14:32:16"
4599,E_alfi.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,4,6107996c58bac102d78e5cf9,"06/16/2022, 14:32:16"
4141,E_ornaBanai.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,5,6107996c58bac102d78e5cf9,"06/16/2022, 14:32:16"
4168,E_moniMo.jpg,E_rita.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,6107996c58bac102d78e5cf9,"06/16/2022, 14:32:16"
4705,P_peretz.jpg,P_shaked.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,6,6107996c58bac102d78e5cf9,"06/16/2022, 14:32:16"
4789,E_moniMo.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,6107996c58bac102d78e5cf9,"06/16/2022, 14:32:16"
3929,E_alfi.jpg,E_harLev.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,6107996c58bac102d78e5cf9,"06/16/2022, 14:32:16"
4753,P_benet.jpg,P_michaeli.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,5,6107996c58bac102d78e5cf9,"06/16/2022, 14:32:16"
3126,E_shaharHasson.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,6107996c58bac102d78e5cf9,"06/16/2022, 14:32:16"
5800,E_yanai.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,3,6107996c58bac102d78e5cf9,"06/16/2022, 14:32:16"
3114,P_shaked.jpg,P_yehimovitz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,F,5,6107996c58bac102d78e5cf9,"06/16/2022, 14:32:16"
2894,E_tavori.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,6107996c58bac102d78e5cf9,"06/16/2022, 14:32:16"
8333,E_harLev.jpg,E_rita.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,5,6107996c58bac102d78e5cf9,"06/16/2022, 14:32:16"
3283,E_ivri.jpg,E_moniMo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,6,6107996c58bac102d78e5cf9,"06/16/2022, 14:32:16"
2705,P_liberman.jpg,P_michaeli.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,6,6107996c58bac102d78e5cf9,"06/16/2022, 14:32:16"
5834,E_rita.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,3,6107996c58bac102d78e5cf9,"06/16/2022, 14:32:16"
5222,E_ornaBanai.jpg,E_shaharHasson.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,4,6107996c58bac102d78e5cf9,"06/16/2022, 14:32:16"
4970,E_rita.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,6107996c58bac102d78e5cf9,"06/16/2022, 14:32:16"
4172,E_rita.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,6107996c58bac102d78e5cf9,"06/16/2022, 14:32:16"
9598,E_ornaBanai.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,3,6107996c58bac102d78e5cf9,"06/16/2022, 14:32:16"
5977,E_moniMo.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,4,6107996c58bac102d78e5cf9,"06/16/2022, 14:32:16"
3741,E_moniMo.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,6107996c58bac102d78e5cf9,"06/16/2022, 14:32:16"
5347,E_shaniCo.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,6,6107996c58bac102d78e5cf9,"06/16/2022, 14:32:16"
2798,E_harLev.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,2,6107996c58bac102d78e5cf9,"06/16/2022, 14:32:16"
5572,E_katorza.jpg,E_moniMo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,6,6107996c58bac102d78e5cf9,"06/16/2022, 14:32:16"
5700,E_ivri.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,5,6107996c58bac102d78e5cf9,"06/16/2022, 14:32:16"
5392,P_peretz.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,3,6107996c58bac102d78e5cf9,"06/16/2022, 14:32:16"
5908,E_harLev.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,3,6107996c58bac102d78e5cf9,"06/16/2022, 14:32:16"
3633,E_harLev.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,6107996c58bac102d78e5cf9,"06/16/2022, 14:32:16"
3854,E_alfi.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,2,6107996c58bac102d78e5cf9,"06/16/2022, 14:32:16"
7564,E_shaniCo.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,5,6107996c58bac102d78e5cf9,"06/16/2022, 14:32:16"
6793,E_ornaBanai.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,3,6107996c58bac102d78e5cf9,"06/16/2022, 14:32:16"
4961,P_lapid.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,3,6107996c58bac102d78e5cf9,"06/16/2022, 14:32:16"
6927,E_tavori.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,6107996c58bac102d78e5cf9,"06/16/2022, 14:32:16"
3099,E_rita.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,6107996c58bac102d78e5cf9,"06/16/2022, 14:32:16"
4167,E_ivri.jpg,E_shaharHasson.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,6,6107996c58bac102d78e5cf9,"06/16/2022, 14:32:16"
5964,E_tavori.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,5,6107996c58bac102d78e5cf9,"06/16/2022, 14:32:16"
5207,E_katorza.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,5,6107996c58bac102d78e5cf9,"06/16/2022, 14:32:16"
3262,E_rita.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,6107996c58bac102d78e5cf9,"06/16/2022, 14:32:16"
2628,E_moniMo.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,6107996c58bac102d78e5cf9,"06/16/2022, 14:32:16"
5078,E_shaharHasson.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,4,6107996c58bac102d78e5cf9,"06/16/2022, 14:32:16"
