RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
14547,E_ivri.jpg,E_ornaBanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,4,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
4491,P_shaked.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,M,5,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
28801,E_yanai.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,5,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
5610,P_liberman.jpg,P_shaked.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,6,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
10398,E_katorza.jpg,E_rita.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
5260,E_tavori.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
4206,E_alfi.jpg,E_harLev.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,5,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
3602,E_alfi.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,5,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
4194,E_rita.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,6,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
3305,E_ivri.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
6692,E_alfi.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
3077,E_harLev.jpg,E_ornaBanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,5,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
3935,E_katorza.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
4733,E_alfi.jpg,E_shaharHasson.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,5,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
3912,E_rita.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,6,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
4944,E_ornaBanai.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,5,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
3732,E_shaniCo.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,6,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
4019,E_ivri.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
8171,E_rita.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,6,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
4729,E_katorza.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
3647,E_alfi.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,5,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
6901,E_ivri.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,6,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
4205,E_tavori.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
5235,E_moniMo.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,4,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
12305,E_ivri.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,5,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
5938,E_alfi.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
12519,E_harLev.jpg,E_shaharHasson.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,5,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
4860,E_katorza.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
4003,E_shaniCo.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,6,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
4455,E_ornaBanai.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
4356,E_moniMo.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
4411,E_shaniCo.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
3000,P_benet.jpg,P_smootchi.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,6,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
4131,P_yehimovitz.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,M,6,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
3335,P_liberman.jpg,P_peretz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,6,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
5065,E_katorza.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
4683,E_ornaBanai.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,5,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
4216,E_harLev.jpg,E_katorza.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,6,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
8211,E_katorza.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
11367,E_shaharHasson.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
3808,P_lapid.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,5,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
4567,E_shaniCo.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
5873,P_benet.jpg,P_shaked.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,4,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
5402,E_alfi.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
3925,E_alfi.jpg,E_ivri.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,5,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
3065,P_liberman.jpg,P_smootchi.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,6,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
file,isFamiliar,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
E_ornaBanai.jpg,1,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
P_michaeli.jpg,1,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
P_liberman.jpg,1,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
E_shaniCo.jpg,1,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
E_ivri.jpg,1,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
E_rita.jpg,1,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
P_shaked.jpg,1,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
E_tavori.jpg,1,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
P_zamir.jpg,1,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
E_alfi.jpg,1,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
E_katorza.jpg,1,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
P_lapid.jpg,1,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
P_benet.jpg,1,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
E_shaharHasson.jpg,1,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
P_smootchi.jpg,1,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
E_moniMo.jpg,1,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
P_yehimovitz.jpg,1,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
E_harLev.jpg,1,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
P_peretz.jpg,1,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
E_yanai.jpg,1,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
age: 27,gender: M,handedness: right,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
