RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
2411,E_alfi.jpg,E_harLev.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
2619,E_harLev.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,5,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
2470,P_peretz.jpg,P_shaked.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,6,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
2270,E_shaniCo.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,6,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
2555,P_peretz.jpg,P_smootchi.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,6,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
1747,P_lapid.jpg,P_liberman.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,6,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
1804,P_liberman.jpg,P_shaked.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,6,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
2577,E_alfi.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
6064,E_shaharHasson.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
1607,P_michaeli.jpg,P_smootchi.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,M,6,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
3311,E_katorza.jpg,E_moniMo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,6,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
5751,E_shaharHasson.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
2036,E_tavori.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
11599,E_ornaBanai.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,6,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
1994,E_rita.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
5096,E_rita.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,5,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
1583,E_ivri.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
2332,P_peretz.jpg,P_yehimovitz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,6,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
3785,E_ivri.jpg,E_rita.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
1574,E_katorza.jpg,E_rita.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
1496,E_ornaBanai.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
1503,E_katorza.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
3811,E_alfi.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
2179,P_liberman.jpg,P_smootchi.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,6,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
6819,P_benet.jpg,P_smootchi.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,5,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
2003,E_rita.jpg,E_shaharHasson.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,6,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
1194,E_shaharHasson.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
2476,P_michaeli.jpg,P_shaked.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,F,6,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
1022,E_shaharHasson.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
1007,E_harLev.jpg,E_rita.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,6,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
1414,E_rita.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
1849,E_ornaBanai.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,5,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
1421,E_moniMo.jpg,E_shaharHasson.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,6,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
3015,E_harLev.jpg,E_ivri.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,6,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
1463,E_katorza.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
1991,E_alfi.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
1447,E_harLev.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,6,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
1540,P_benet.jpg,P_liberman.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,6,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
1864,E_katorza.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
3040,E_yanai.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,5,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
2126,E_harLev.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
1746,P_smootchi.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,6,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
3321,E_rita.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
2639,E_ivri.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
2577,P_liberman.jpg,P_michaeli.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,6,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
2044,E_tavori.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
1995,E_ivri.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,6,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
2365,E_shaharHasson.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
1544,P_smootchi.jpg,P_yehimovitz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,6,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
2227,P_lapid.jpg,P_michaeli.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,6,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
2060,P_michaeli.jpg,P_peretz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,M,6,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
1543,E_yanai.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
1696,E_moniMo.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,6,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
2849,E_shaniCo.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,5,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
2120,E_moniMo.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
1752,E_tavori.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
2111,E_ivri.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
4833,E_ornaBanai.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,5,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
1352,E_tavori.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
1455,E_alfi.jpg,E_ivri.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,6,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
1910,E_yanai.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
1447,E_harLev.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
2101,E_ivri.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
2162,E_tavori.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
2683,E_rita.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,5,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
2641,E_alfi.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
3781,E_ivri.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,5,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
1911,E_alfi.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
1774,P_liberman.jpg,P_yehimovitz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,6,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
1791,E_harLev.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
1371,P_lapid.jpg,P_yehimovitz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,6,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
1497,E_katorza.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
2094,P_liberman.jpg,P_peretz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,6,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
1887,E_rita.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,5,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
1126,E_alfi.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
1420,E_moniMo.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
1643,E_shaniCo.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
1400,E_alfi.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
2602,E_harLev.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,6,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
1452,E_moniMo.jpg,E_rita.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
1327,P_lapid.jpg,P_shaked.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,6,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
1343,E_ivri.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
3039,P_benet.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,5,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
2124,E_katorza.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
3640,E_ivri.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
1705,E_shaniCo.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
1605,P_benet.jpg,P_shaked.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,6,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
1649,E_ornaBanai.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,5,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
4145,E_moniMo.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,5,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
1387,E_moniMo.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
1411,E_shaniCo.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
2459,E_alfi.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
4730,E_katorza.jpg,E_shaharHasson.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,6,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
1459,P_yehimovitz.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,M,6,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
1277,E_alfi.jpg,E_rita.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
1939,E_ornaBanai.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
4086,E_harLev.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,5,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
