RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,60fcfe6c406b495988d835f2,"06/16/2022, 17:39:26"
5353,E_shaharHasson.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,60fcfe6c406b495988d835f2,"06/16/2022, 17:39:26"
4015,E_alfi.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,5,60fcfe6c406b495988d835f2,"06/16/2022, 17:39:26"
5620,E_ivri.jpg,E_rita.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,2,60fcfe6c406b495988d835f2,"06/16/2022, 17:39:26"
3145,E_shaharHasson.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,60fcfe6c406b495988d835f2,"06/16/2022, 17:39:26"
3659,E_alfi.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,5,60fcfe6c406b495988d835f2,"06/16/2022, 17:39:26"
8716,E_katorza.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,60fcfe6c406b495988d835f2,"06/16/2022, 17:39:26"
5396,E_moniMo.jpg,E_ornaBanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,5,60fcfe6c406b495988d835f2,"06/16/2022, 17:39:26"
4047,E_katorza.jpg,E_rita.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,60fcfe6c406b495988d835f2,"06/16/2022, 17:39:26"
3148,E_moniMo.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,6,60fcfe6c406b495988d835f2,"06/16/2022, 17:39:26"
2584,E_katorza.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,60fcfe6c406b495988d835f2,"06/16/2022, 17:39:26"
5068,E_alfi.jpg,E_ivri.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,4,60fcfe6c406b495988d835f2,"06/16/2022, 17:39:26"
6949,E_yanai.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,60fcfe6c406b495988d835f2,"06/16/2022, 17:39:26"
3882,E_ornaBanai.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,60fcfe6c406b495988d835f2,"06/16/2022, 17:39:26"
3068,P_liberman.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,6,60fcfe6c406b495988d835f2,"06/16/2022, 17:39:26"
4416,E_shaharHasson.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,60fcfe6c406b495988d835f2,"06/16/2022, 17:39:26"
8154,P_benet.jpg,P_peretz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,6,60fcfe6c406b495988d835f2,"06/16/2022, 17:39:26"
3934,E_alfi.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,60fcfe6c406b495988d835f2,"06/16/2022, 17:39:26"
9275,E_yanai.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,5,60fcfe6c406b495988d835f2,"06/16/2022, 17:39:26"
6311,E_rita.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,60fcfe6c406b495988d835f2,"06/16/2022, 17:39:26"
4002,E_ivri.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,5,60fcfe6c406b495988d835f2,"06/16/2022, 17:39:26"
6188,E_moniMo.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,4,60fcfe6c406b495988d835f2,"06/16/2022, 17:39:26"
5686,E_tavori.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,60fcfe6c406b495988d835f2,"06/16/2022, 17:39:26"
15469,E_ornaBanai.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,60fcfe6c406b495988d835f2,"06/16/2022, 17:39:26"
5091,E_rita.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,5,60fcfe6c406b495988d835f2,"06/16/2022, 17:39:26"
4388,P_peretz.jpg,P_smootchi.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,6,60fcfe6c406b495988d835f2,"06/16/2022, 17:39:26"
4832,P_michaeli.jpg,P_peretz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,M,6,60fcfe6c406b495988d835f2,"06/16/2022, 17:39:26"
3275,E_ivri.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,60fcfe6c406b495988d835f2,"06/16/2022, 17:39:26"
3677,E_ornaBanai.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,60fcfe6c406b495988d835f2,"06/16/2022, 17:39:26"
6351,E_harLev.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,5,60fcfe6c406b495988d835f2,"06/16/2022, 17:39:26"
3691,E_yanai.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,60fcfe6c406b495988d835f2,"06/16/2022, 17:39:26"
4161,E_harLev.jpg,E_ivri.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,4,60fcfe6c406b495988d835f2,"06/16/2022, 17:39:26"
1809,E_katorza.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,60fcfe6c406b495988d835f2,"06/16/2022, 17:39:26"
4473,E_tavori.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,60fcfe6c406b495988d835f2,"06/16/2022, 17:39:26"
4185,E_alfi.jpg,E_rita.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,3,60fcfe6c406b495988d835f2,"06/16/2022, 17:39:26"
4440,E_ivri.jpg,E_moniMo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,6,60fcfe6c406b495988d835f2,"06/16/2022, 17:39:26"
4497,E_shaharHasson.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,5,60fcfe6c406b495988d835f2,"06/16/2022, 17:39:26"
3833,E_alfi.jpg,E_shaharHasson.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,5,60fcfe6c406b495988d835f2,"06/16/2022, 17:39:26"
3928,E_rita.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,60fcfe6c406b495988d835f2,"06/16/2022, 17:39:26"
4734,E_katorza.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,60fcfe6c406b495988d835f2,"06/16/2022, 17:39:26"
1681,E_tavori.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,60fcfe6c406b495988d835f2,"06/16/2022, 17:39:26"
3583,E_shaniCo.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,6,60fcfe6c406b495988d835f2,"06/16/2022, 17:39:26"
2516,E_katorza.jpg,E_shaharHasson.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,5,60fcfe6c406b495988d835f2,"06/16/2022, 17:39:26"
3339,E_katorza.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,60fcfe6c406b495988d835f2,"06/16/2022, 17:39:26"
3598,E_alfi.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,5,60fcfe6c406b495988d835f2,"06/16/2022, 17:39:26"
2758,E_ornaBanai.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,60fcfe6c406b495988d835f2,"06/16/2022, 17:39:26"
3276,E_shaharHasson.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,60fcfe6c406b495988d835f2,"06/16/2022, 17:39:26"
2916,P_benet.jpg,P_shaked.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,6,60fcfe6c406b495988d835f2,"06/16/2022, 17:39:26"
7942,E_ornaBanai.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,6,60fcfe6c406b495988d835f2,"06/16/2022, 17:39:26"
1610,P_benet.jpg,P_yehimovitz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,6,60fcfe6c406b495988d835f2,"06/16/2022, 17:39:26"
file,isFamiliar,60fcfe6c406b495988d835f2,"06/16/2022, 17:39:26"
E_ivri.jpg,1,60fcfe6c406b495988d835f2,"06/16/2022, 17:39:26"
P_yehimovitz.jpg,1,60fcfe6c406b495988d835f2,"06/16/2022, 17:39:26"
P_michaeli.jpg,1,60fcfe6c406b495988d835f2,"06/16/2022, 17:39:26"
E_tavori.jpg,1,60fcfe6c406b495988d835f2,"06/16/2022, 17:39:26"
P_lapid.jpg,1,60fcfe6c406b495988d835f2,"06/16/2022, 17:39:26"
E_rita.jpg,1,60fcfe6c406b495988d835f2,"06/16/2022, 17:39:26"
E_harLev.jpg,1,60fcfe6c406b495988d835f2,"06/16/2022, 17:39:26"
E_alfi.jpg,1,60fcfe6c406b495988d835f2,"06/16/2022, 17:39:26"
E_moniMo.jpg,1,60fcfe6c406b495988d835f2,"06/16/2022, 17:39:26"
E_ornaBanai.jpg,1,60fcfe6c406b495988d835f2,"06/16/2022, 17:39:26"
E_yanai.jpg,1,60fcfe6c406b495988d835f2,"06/16/2022, 17:39:26"
E_katorza.jpg,1,60fcfe6c406b495988d835f2,"06/16/2022, 17:39:26"
P_smootchi.jpg,1,60fcfe6c406b495988d835f2,"06/16/2022, 17:39:26"
P_zamir.jpg,0,60fcfe6c406b495988d835f2,"06/16/2022, 17:39:26"
P_liberman.jpg,1,60fcfe6c406b495988d835f2,"06/16/2022, 17:39:26"
P_shaked.jpg,1,60fcfe6c406b495988d835f2,"06/16/2022, 17:39:26"
P_benet.jpg,1,60fcfe6c406b495988d835f2,"06/16/2022, 17:39:26"
E_shaharHasson.jpg,1,60fcfe6c406b495988d835f2,"06/16/2022, 17:39:26"
E_shaniCo.jpg,1,60fcfe6c406b495988d835f2,"06/16/2022, 17:39:26"
P_peretz.jpg,1,60fcfe6c406b495988d835f2,"06/16/2022, 17:39:26"
age: 23,gender: F,handedness: right,60fcfe6c406b495988d835f2,"06/16/2022, 17:39:26"
