RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5e7241e8b05a3703ba0b3163,"08/07/2022, 15:27:49"
2018,E_alfi.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,5e7241e8b05a3703ba0b3163,"08/07/2022, 15:27:49"
1610,E_ornaBanai.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,6,5e7241e8b05a3703ba0b3163,"08/07/2022, 15:27:49"
1339,E_shaharHasson.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,5,5e7241e8b05a3703ba0b3163,"08/07/2022, 15:27:49"
2622,E_ivri.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5e7241e8b05a3703ba0b3163,"08/07/2022, 15:27:49"
1950,E_ornaBanai.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,2,5e7241e8b05a3703ba0b3163,"08/07/2022, 15:27:49"
2279,E_harLev.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,5,5e7241e8b05a3703ba0b3163,"08/07/2022, 15:27:49"
2015,P_michaeli.jpg,P_peretz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,M,6,5e7241e8b05a3703ba0b3163,"08/07/2022, 15:27:49"
2057,E_ornaBanai.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,5,5e7241e8b05a3703ba0b3163,"08/07/2022, 15:27:49"
2989,E_alfi.jpg,E_harLev.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,5,5e7241e8b05a3703ba0b3163,"08/07/2022, 15:27:49"
1322,E_ivri.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5e7241e8b05a3703ba0b3163,"08/07/2022, 15:27:49"
1752,E_alfi.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,6,5e7241e8b05a3703ba0b3163,"08/07/2022, 15:27:49"
2094,E_moniMo.jpg,E_rita.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,5e7241e8b05a3703ba0b3163,"08/07/2022, 15:27:49"
2462,E_moniMo.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,5,5e7241e8b05a3703ba0b3163,"08/07/2022, 15:27:49"
1857,E_alfi.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,5e7241e8b05a3703ba0b3163,"08/07/2022, 15:27:49"
2003,E_katorza.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,5,5e7241e8b05a3703ba0b3163,"08/07/2022, 15:27:49"
2054,P_liberman.jpg,P_peretz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,6,5e7241e8b05a3703ba0b3163,"08/07/2022, 15:27:49"
31812,E_rita.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,3,5e7241e8b05a3703ba0b3163,"08/07/2022, 15:27:49"
3703,E_ivri.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,4,5e7241e8b05a3703ba0b3163,"08/07/2022, 15:27:49"
2649,E_harLev.jpg,E_moniMo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,5,5e7241e8b05a3703ba0b3163,"08/07/2022, 15:27:49"
2279,E_moniMo.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,3,5e7241e8b05a3703ba0b3163,"08/07/2022, 15:27:49"
2083,E_katorza.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,4,5e7241e8b05a3703ba0b3163,"08/07/2022, 15:27:49"
2129,E_yanai.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,5,5e7241e8b05a3703ba0b3163,"08/07/2022, 15:27:49"
2043,E_alfi.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,5e7241e8b05a3703ba0b3163,"08/07/2022, 15:27:49"
1764,P_lapid.jpg,P_liberman.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,5,5e7241e8b05a3703ba0b3163,"08/07/2022, 15:27:49"
3155,E_harLev.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,3,5e7241e8b05a3703ba0b3163,"08/07/2022, 15:27:49"
4107,E_harLev.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5e7241e8b05a3703ba0b3163,"08/07/2022, 15:27:49"
5629,E_ornaBanai.jpg,E_rita.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,3,5e7241e8b05a3703ba0b3163,"08/07/2022, 15:27:49"
file,isFamiliar,5e7241e8b05a3703ba0b3163,"08/07/2022, 15:27:49"
P_peretz.jpg,1,5e7241e8b05a3703ba0b3163,"08/07/2022, 15:27:49"
E_katorza.jpg,1,5e7241e8b05a3703ba0b3163,"08/07/2022, 15:27:49"
E_yanai.jpg,1,5e7241e8b05a3703ba0b3163,"08/07/2022, 15:27:49"
P_smootchi.jpg,1,5e7241e8b05a3703ba0b3163,"08/07/2022, 15:27:49"
P_michaeli.jpg,1,5e7241e8b05a3703ba0b3163,"08/07/2022, 15:27:49"
P_benet.jpg,1,5e7241e8b05a3703ba0b3163,"08/07/2022, 15:27:49"
E_moniMo.jpg,1,5e7241e8b05a3703ba0b3163,"08/07/2022, 15:27:49"
E_ivri.jpg,1,5e7241e8b05a3703ba0b3163,"08/07/2022, 15:27:49"
P_liberman.jpg,1,5e7241e8b05a3703ba0b3163,"08/07/2022, 15:27:49"
P_shaked.jpg,1,5e7241e8b05a3703ba0b3163,"08/07/2022, 15:27:49"
E_tavori.jpg,1,5e7241e8b05a3703ba0b3163,"08/07/2022, 15:27:49"
E_harLev.jpg,1,5e7241e8b05a3703ba0b3163,"08/07/2022, 15:27:49"
E_ornaBanai.jpg,1,5e7241e8b05a3703ba0b3163,"08/07/2022, 15:27:49"
P_lapid.jpg,1,5e7241e8b05a3703ba0b3163,"08/07/2022, 15:27:49"
E_shaniCo.jpg,1,5e7241e8b05a3703ba0b3163,"08/07/2022, 15:27:49"
P_yehimovitz.jpg,1,5e7241e8b05a3703ba0b3163,"08/07/2022, 15:27:49"
P_zamir.jpg,0,5e7241e8b05a3703ba0b3163,"08/07/2022, 15:27:49"
E_shaharHasson.jpg,1,5e7241e8b05a3703ba0b3163,"08/07/2022, 15:27:49"
E_rita.jpg,1,5e7241e8b05a3703ba0b3163,"08/07/2022, 15:27:49"
E_alfi.jpg,1,5e7241e8b05a3703ba0b3163,"08/07/2022, 15:27:49"
age: 24,gender: F,handedness: right,5e7241e8b05a3703ba0b3163,"08/07/2022, 15:27:49"
