RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5c1550c32b16ba0001c95536,"06/17/2022, 07:05:14"
1767,E_shaharHasson.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,5,5c1550c32b16ba0001c95536,"06/17/2022, 07:05:14"
2658,P_peretz.jpg,P_yehimovitz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,6,5c1550c32b16ba0001c95536,"06/17/2022, 07:05:14"
130439,P_peretz.jpg,P_shaked.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,5,5c1550c32b16ba0001c95536,"06/17/2022, 07:05:14"
10870,E_harLev.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,5,5c1550c32b16ba0001c95536,"06/17/2022, 07:05:14"
1987,E_ivri.jpg,E_katorza.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,6,5c1550c32b16ba0001c95536,"06/17/2022, 07:05:14"
2968,E_ornaBanai.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,5,5c1550c32b16ba0001c95536,"06/17/2022, 07:05:14"
3076,E_ornaBanai.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,5,5c1550c32b16ba0001c95536,"06/17/2022, 07:05:14"
2266,P_benet.jpg,P_michaeli.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,6,5c1550c32b16ba0001c95536,"06/17/2022, 07:05:14"
3299,P_shaked.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,M,6,5c1550c32b16ba0001c95536,"06/17/2022, 07:05:14"
file,isFamiliar,5c1550c32b16ba0001c95536,"06/17/2022, 07:05:14"
E_katorza.jpg,1,5c1550c32b16ba0001c95536,"06/17/2022, 07:05:14"
P_liberman.jpg,1,5c1550c32b16ba0001c95536,"06/17/2022, 07:05:14"
E_shaharHasson.jpg,1,5c1550c32b16ba0001c95536,"06/17/2022, 07:05:14"
E_tavori.jpg,1,5c1550c32b16ba0001c95536,"06/17/2022, 07:05:14"
E_alfi.jpg,1,5c1550c32b16ba0001c95536,"06/17/2022, 07:05:14"
E_yanai.jpg,1,5c1550c32b16ba0001c95536,"06/17/2022, 07:05:14"
P_peretz.jpg,1,5c1550c32b16ba0001c95536,"06/17/2022, 07:05:14"
E_ivri.jpg,1,5c1550c32b16ba0001c95536,"06/17/2022, 07:05:14"
P_shaked.jpg,1,5c1550c32b16ba0001c95536,"06/17/2022, 07:05:14"
E_ornaBanai.jpg,1,5c1550c32b16ba0001c95536,"06/17/2022, 07:05:14"
P_lapid.jpg,1,5c1550c32b16ba0001c95536,"06/17/2022, 07:05:14"
P_smootchi.jpg,1,5c1550c32b16ba0001c95536,"06/17/2022, 07:05:14"
P_zamir.jpg,0,5c1550c32b16ba0001c95536,"06/17/2022, 07:05:14"
P_benet.jpg,1,5c1550c32b16ba0001c95536,"06/17/2022, 07:05:14"
P_michaeli.jpg,1,5c1550c32b16ba0001c95536,"06/17/2022, 07:05:14"
E_shaniCo.jpg,1,5c1550c32b16ba0001c95536,"06/17/2022, 07:05:14"
E_moniMo.jpg,1,5c1550c32b16ba0001c95536,"06/17/2022, 07:05:14"
E_harLev.jpg,1,5c1550c32b16ba0001c95536,"06/17/2022, 07:05:14"
E_rita.jpg,1,5c1550c32b16ba0001c95536,"06/17/2022, 07:05:14"
P_yehimovitz.jpg,1,5c1550c32b16ba0001c95536,"06/17/2022, 07:05:14"
age: 38,gender: F,handedness: right,5c1550c32b16ba0001c95536,"06/17/2022, 07:05:14"
