RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,60472af54e2a7f19c4266bd6,"08/07/2022, 15:24:22"
1947,E_shaharHasson.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,60472af54e2a7f19c4266bd6,"08/07/2022, 15:24:22"
2328,P_liberman.jpg,P_shaked.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,6,60472af54e2a7f19c4266bd6,"08/07/2022, 15:24:22"
2243,E_katorza.jpg,E_ornaBanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,60472af54e2a7f19c4266bd6,"08/07/2022, 15:24:22"
2026,E_moniMo.jpg,E_ornaBanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,60472af54e2a7f19c4266bd6,"08/07/2022, 15:24:22"
1718,E_ivri.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,60472af54e2a7f19c4266bd6,"08/07/2022, 15:24:22"
2274,E_ornaBanai.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,60472af54e2a7f19c4266bd6,"08/07/2022, 15:24:22"
1899,E_alfi.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,60472af54e2a7f19c4266bd6,"08/07/2022, 15:24:22"
2247,E_katorza.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,60472af54e2a7f19c4266bd6,"08/07/2022, 15:24:22"
2080,E_harLev.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,6,60472af54e2a7f19c4266bd6,"08/07/2022, 15:24:22"
3025,E_ivri.jpg,E_katorza.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,6,60472af54e2a7f19c4266bd6,"08/07/2022, 15:24:22"
4007,E_shaharHasson.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,60472af54e2a7f19c4266bd6,"08/07/2022, 15:24:22"
1759,E_yanai.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,60472af54e2a7f19c4266bd6,"08/07/2022, 15:24:22"
2430,E_shaharHasson.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,60472af54e2a7f19c4266bd6,"08/07/2022, 15:24:22"
1871,E_harLev.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,60472af54e2a7f19c4266bd6,"08/07/2022, 15:24:22"
1945,E_shaniCo.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,60472af54e2a7f19c4266bd6,"08/07/2022, 15:24:22"
2604,E_shaharHasson.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,60472af54e2a7f19c4266bd6,"08/07/2022, 15:24:22"
2242,E_alfi.jpg,E_katorza.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,6,60472af54e2a7f19c4266bd6,"08/07/2022, 15:24:22"
1615,E_harLev.jpg,E_katorza.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,6,60472af54e2a7f19c4266bd6,"08/07/2022, 15:24:22"
2025,E_shaharHasson.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,60472af54e2a7f19c4266bd6,"08/07/2022, 15:24:22"
file,isFamiliar,60472af54e2a7f19c4266bd6,"08/07/2022, 15:24:22"
P_shaked.jpg,1,60472af54e2a7f19c4266bd6,"08/07/2022, 15:24:22"
P_lapid.jpg,1,60472af54e2a7f19c4266bd6,"08/07/2022, 15:24:22"
E_tavori.jpg,1,60472af54e2a7f19c4266bd6,"08/07/2022, 15:24:22"
E_harLev.jpg,1,60472af54e2a7f19c4266bd6,"08/07/2022, 15:24:22"
E_shaniCo.jpg,1,60472af54e2a7f19c4266bd6,"08/07/2022, 15:24:22"
P_benet.jpg,1,60472af54e2a7f19c4266bd6,"08/07/2022, 15:24:22"
E_ornaBanai.jpg,1,60472af54e2a7f19c4266bd6,"08/07/2022, 15:24:22"
P_peretz.jpg,1,60472af54e2a7f19c4266bd6,"08/07/2022, 15:24:22"
P_yehimovitz.jpg,1,60472af54e2a7f19c4266bd6,"08/07/2022, 15:24:22"
P_zamir.jpg,1,60472af54e2a7f19c4266bd6,"08/07/2022, 15:24:22"
E_rita.jpg,1,60472af54e2a7f19c4266bd6,"08/07/2022, 15:24:22"
E_ivri.jpg,1,60472af54e2a7f19c4266bd6,"08/07/2022, 15:24:22"
E_moniMo.jpg,1,60472af54e2a7f19c4266bd6,"08/07/2022, 15:24:22"
E_yanai.jpg,1,60472af54e2a7f19c4266bd6,"08/07/2022, 15:24:22"
P_michaeli.jpg,1,60472af54e2a7f19c4266bd6,"08/07/2022, 15:24:22"
E_alfi.jpg,1,60472af54e2a7f19c4266bd6,"08/07/2022, 15:24:22"
E_katorza.jpg,1,60472af54e2a7f19c4266bd6,"08/07/2022, 15:24:22"
P_smootchi.jpg,1,60472af54e2a7f19c4266bd6,"08/07/2022, 15:24:22"
P_liberman.jpg,1,60472af54e2a7f19c4266bd6,"08/07/2022, 15:24:22"
E_shaharHasson.jpg,1,60472af54e2a7f19c4266bd6,"08/07/2022, 15:24:22"
age: 25,gender: F,handedness: left,60472af54e2a7f19c4266bd6,"08/07/2022, 15:24:22"
