"file","isFamiliar","participant","time"
"Entertainment_shimi.jpg",1,"5ba8d21cd08ab20001c82ecf","08/06/2022, 16:32:57"
"Entertainment_ornaBanai.jpg",1,"5ba8d21cd08ab20001c82ecf","08/06/2022, 16:32:57"
"E_guri2-250x310.jpg",1,"5ba8d21cd08ab20001c82ecf","08/06/2022, 16:32:57"
"Politics_michaeliM.jpg",1,"5ba8d21cd08ab20001c82ecf","08/06/2022, 16:32:57"
"Entertainment_Ivri2.jpg",0,"5ba8d21cd08ab20001c82ecf","08/06/2022, 16:32:57"
"Politics_lapid.jpg",1,"5ba8d21cd08ab20001c82ecf","08/06/2022, 16:32:57"
"Entertainment_shani.jpg",1,"5ba8d21cd08ab20001c82ecf","08/06/2022, 16:32:57"
"Politics_smootch.jpg",1,"5ba8d21cd08ab20001c82ecf","08/06/2022, 16:32:57"
"Politics_shaked.jpg",1,"5ba8d21cd08ab20001c82ecf","08/06/2022, 16:32:57"
"Politics_peretz.jpg",0,"5ba8d21cd08ab20001c82ecf","08/06/2022, 16:32:57"
"Entertainment_har_lev.jpg",1,"5ba8d21cd08ab20001c82ecf","08/06/2022, 16:32:57"
"Entertainment_mushonov.jpg",0,"5ba8d21cd08ab20001c82ecf","08/06/2022, 16:32:57"
"Politics_zamir.jpg",0,"5ba8d21cd08ab20001c82ecf","08/06/2022, 16:32:57"
"Entertainment_rita.jpg",0,"5ba8d21cd08ab20001c82ecf","08/06/2022, 16:32:57"
"E_katorza2-250x341.jpg",1,"5ba8d21cd08ab20001c82ecf","08/06/2022, 16:32:57"
"Entertainment_HassonShaher.jpg",1,"5ba8d21cd08ab20001c82ecf","08/06/2022, 16:32:57"
"Politics_benet.jpg",1,"5ba8d21cd08ab20001c82ecf","08/06/2022, 16:32:57"
"Politics_yehimovitz.jpg",1,"5ba8d21cd08ab20001c82ecf","08/06/2022, 16:32:57"
"Entertainment_yanai.jpg",0,"5ba8d21cd08ab20001c82ecf","08/06/2022, 16:32:57"
"Politics_liberman2.jpg",1,"5ba8d21cd08ab20001c82ecf","08/06/2022, 16:32:57"
"Entertainment_yanai.jpg",1,"5c3374ba221fad0001cc47aa","06/27/2022, 07:13:32"
"Entertainment_har_lev.jpg",1,"5c3374ba221fad0001cc47aa","06/27/2022, 07:13:32"
"Politics_michaeliM.jpg",1,"5c3374ba221fad0001cc47aa","06/27/2022, 07:13:32"
"Entertainment_Ivri2.jpg",1,"5c3374ba221fad0001cc47aa","06/27/2022, 07:13:32"
