"RT","img_1","img_2","isSameProffesion","img1proffesion","img2proffesion","img1Gender","img2Gender","keyPressed","participant","time","normlised_keyPress","age","gender","handedness","isFamiliar_img1","isFamiliar_img2","vividness_img1","vividness_img2","reject_trial","pair"
9309,"P_P_M_peretz.jpg","P_P_F_shaked.jpg","TRUE","pictures/stimuli/Politics","pictures/stimuli/Politics","M","F","4","5c2baf76ee08ca0001599a95","08/14/2022, 09:39:37",0.118063783433892,"23","F","right",1,1,0,0,FALSE,"P_P_F_shaked.jpg P_P_M_peretz.jpg"
3878,"E_C_M_alfi.jpg","P_P_M_liberman.jpg","FALSE","pictures/stimuli/Entertainmant","pictures/stimuli/Politics","M","M","6","5c2baf76ee08ca0001599a95","08/14/2022, 09:39:37",1.52007121171136,"23","F","right",1,1,0,0,FALSE,"E_C_M_alfi.jpg P_P_M_liberman.jpg"
8950,"E_C_M_alfi.jpg","P_P_F_michaeliM.jpg","FALSE","pictures/stimuli/Entertainmant","pictures/stimuli/Politics","M","F","5","5c2baf76ee08ca0001599a95","08/14/2022, 09:39:37",0.819067497572628,"23","F","right",1,1,0,0,FALSE,"E_C_M_alfi.jpg P_P_F_michaeliM.jpg"
9287,"E_C_M_shaharHasson.jpg","E_M_M_tavori.jpg","TRUE","pictures/stimuli/Entertainmant","pictures/stimuli/Entertainmant","M","M","2","5c2baf76ee08ca0001599a95","08/14/2022, 09:39:37",-1.28394364484358,"23","F","right",1,1,0,0,FALSE,"E_C_M_shaharHasson.jpg E_M_M_tavori.jpg"
3223,"E_C_M_mushonov.jpg","E_C_M_shaharHasson.jpg","TRUE","pictures/stimuli/Entertainmant","pictures/stimuli/Entertainmant","M","M","3","5c2baf76ee08ca0001599a95","08/14/2022, 09:39:37",-0.582939930704843,"23","F","right",0,1,0,0,TRUE,"E_C_M_mushonov.jpg E_C_M_shaharHasson.jpg"
9989,"E_H_F_yanai.jpg","P_P_M_benet.jpg","FALSE","pictures/stimuli/Entertainmant","pictures/stimuli/Politics","F","M","5","5c2baf76ee08ca0001599a95","08/14/2022, 09:39:37",0.819067497572628,"23","F","right",1,1,0,0,FALSE,"E_H_F_yanai.jpg P_P_M_benet.jpg"
5820,"E_H_F_yanai.jpg","P_P_M_peretz.jpg","FALSE","pictures/stimuli/Entertainmant","pictures/stimuli/Politics","F","M","3","5c2baf76ee08ca0001599a95","08/14/2022, 09:39:37",-0.582939930704843,"23","F","right",1,1,0,0,FALSE,"E_H_F_yanai.jpg P_P_M_peretz.jpg"
6006,"E_C_M_mushonov.jpg","E_C_F_ornaBanai.jpg","TRUE","pictures/stimuli/Entertainmant","pictures/stimuli/Entertainmant","M","F","4","5c2baf76ee08ca0001599a95","08/14/2022, 09:39:37",0.118063783433892,"23","F","right",0,1,0,0,TRUE,"E_C_F_ornaBanai.jpg E_C_M_mushonov.jpg"
20458,"E_H_F_yanai.jpg","P_P_M_liberman.jpg","FALSE","pictures/stimuli/Entertainmant","pictures/stimuli/Politics","F","M","6","5c2baf76ee08ca0001599a95","08/14/2022, 09:39:37",1.52007121171136,"23","F","right",1,1,0,0,FALSE,"E_H_F_yanai.jpg P_P_M_liberman.jpg"
19488,"E_M_F_rita.jpg","P_N_F_yehimovitz.jpg","FALSE","pictures/stimuli/Entertainmant","pictures/stimuli/Politics","F","F","6","5c2baf76ee08ca0001599a95","08/14/2022, 09:39:37",1.52007121171136,"23","F","right",1,1,0,0,FALSE,"E_M_F_rita.jpg P_N_F_yehimovitz.jpg"
