RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,616f337c287cb7972c92cacb,"04/26/2022, 07:18:30"
3309,E_F_keira_knightley.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,616f337c287cb7972c92cacb,"04/26/2022, 07:18:30"
3129,E_F_jennifer_aniston.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,616f337c287cb7972c92cacb,"04/26/2022, 07:18:30"
2405,P_F_nicola_sturgeon.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,616f337c287cb7972c92cacb,"04/26/2022, 07:18:30"
4928,E_F_keira_knightley.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,616f337c287cb7972c92cacb,"04/26/2022, 07:18:30"
3602,E_M_tom_hankes.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,616f337c287cb7972c92cacb,"04/26/2022, 07:18:30"
2826,E_F_sandra_bullock.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,616f337c287cb7972c92cacb,"04/26/2022, 07:18:30"
2583,E_F_jennifer_aniston.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,616f337c287cb7972c92cacb,"04/26/2022, 07:18:30"
2744,E_F_angelina_jolie.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,616f337c287cb7972c92cacb,"04/26/2022, 07:18:30"
2668,E_M_michael_caine.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,616f337c287cb7972c92cacb,"04/26/2022, 07:18:30"
3243,E_M_nicolas_cage.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,616f337c287cb7972c92cacb,"04/26/2022, 07:18:30"
3104,E_M_nicolas_cage.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,1,616f337c287cb7972c92cacb,"04/26/2022, 07:18:30"
2779,P_M_bill_clinton.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,616f337c287cb7972c92cacb,"04/26/2022, 07:18:30"
2442,P_F_nicola_sturgeon.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,616f337c287cb7972c92cacb,"04/26/2022, 07:18:30"
3256,E_F_sandra_bullock.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,616f337c287cb7972c92cacb,"04/26/2022, 07:18:30"
2800,E_M_michael_caine.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,616f337c287cb7972c92cacb,"04/26/2022, 07:18:30"
2973,E_F_jennifer_aniston.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,616f337c287cb7972c92cacb,"04/26/2022, 07:18:30"
4695,E_F_sandra_bullock.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,616f337c287cb7972c92cacb,"04/26/2022, 07:18:30"
4106,E_F_jennifer_aniston.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,616f337c287cb7972c92cacb,"04/26/2022, 07:18:30"
2636,E_M_Hugh_Grant.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,616f337c287cb7972c92cacb,"04/26/2022, 07:18:30"
2005,E_M_robert_de_niro.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,616f337c287cb7972c92cacb,"04/26/2022, 07:18:30"
3359,E_M_tom_hankes.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,616f337c287cb7972c92cacb,"04/26/2022, 07:18:30"
2663,P_F_hillary_clinton.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,616f337c287cb7972c92cacb,"04/26/2022, 07:18:30"
5970,P_F_hillary_clinton.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,616f337c287cb7972c92cacb,"04/26/2022, 07:18:30"
4189,E_M_tom_hankes.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,616f337c287cb7972c92cacb,"04/26/2022, 07:18:30"
2583,E_F_Judi_Dench.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,616f337c287cb7972c92cacb,"04/26/2022, 07:18:30"
2839,E_F_keira_knightley.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,616f337c287cb7972c92cacb,"04/26/2022, 07:18:30"
1866,E_F_keira_knightley.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,616f337c287cb7972c92cacb,"04/26/2022, 07:18:30"
2578,E_M_nicolas_cage.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,616f337c287cb7972c92cacb,"04/26/2022, 07:18:30"
2523,E_M_tom_hankes.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,616f337c287cb7972c92cacb,"04/26/2022, 07:18:30"
3194,E_M_michael_caine.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,616f337c287cb7972c92cacb,"04/26/2022, 07:18:30"
2772,E_F_angelina_jolie.jpg,E_F_Judi_Dench.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,616f337c287cb7972c92cacb,"04/26/2022, 07:18:30"
2808,E_F_Kate_Winslet.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,616f337c287cb7972c92cacb,"04/26/2022, 07:18:30"
3362,E_M_michael_caine.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,616f337c287cb7972c92cacb,"04/26/2022, 07:18:30"
4935,P_M_boris_johnson.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,616f337c287cb7972c92cacb,"04/26/2022, 07:18:30"
4802,P_M_boris_johnson.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,616f337c287cb7972c92cacb,"04/26/2022, 07:18:30"
4231,E_F_Kate_Winslet.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,616f337c287cb7972c92cacb,"04/26/2022, 07:18:30"
3134,E_F_angelina_jolie.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,616f337c287cb7972c92cacb,"04/26/2022, 07:18:30"
2725,E_F_Judi_Dench.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,616f337c287cb7972c92cacb,"04/26/2022, 07:18:30"
2790,E_F_Kate_Winslet.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,616f337c287cb7972c92cacb,"04/26/2022, 07:18:30"
3525,E_F_Judi_Dench.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,616f337c287cb7972c92cacb,"04/26/2022, 07:18:30"
3020,E_M_tom_hankes.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,616f337c287cb7972c92cacb,"04/26/2022, 07:18:30"
3237,E_M_nicolas_cage.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,616f337c287cb7972c92cacb,"04/26/2022, 07:18:30"
6065,E_F_Judi_Dench.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,616f337c287cb7972c92cacb,"04/26/2022, 07:18:30"
2448,E_F_angelina_jolie.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,616f337c287cb7972c92cacb,"04/26/2022, 07:18:30"
6549,E_M_Hugh_Grant.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,616f337c287cb7972c92cacb,"04/26/2022, 07:18:30"
9993,E_F_jennifer_aniston.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,616f337c287cb7972c92cacb,"04/26/2022, 07:18:30"
3372,E_F_Kate_Winslet.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,616f337c287cb7972c92cacb,"04/26/2022, 07:18:30"
2644,E_F_jennifer_aniston.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,616f337c287cb7972c92cacb,"04/26/2022, 07:18:30"
4341,E_F_Judi_Dench.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,616f337c287cb7972c92cacb,"04/26/2022, 07:18:30"
4307,E_F_jennifer_aniston.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,616f337c287cb7972c92cacb,"04/26/2022, 07:18:30"
4082,E_F_jennifer_aniston.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,616f337c287cb7972c92cacb,"04/26/2022, 07:18:30"
1943,P_M_boris_johnson.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,616f337c287cb7972c92cacb,"04/26/2022, 07:18:30"
3489,E_M_michael_caine.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,616f337c287cb7972c92cacb,"04/26/2022, 07:18:30"
3335,E_F_Kate_Winslet.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,616f337c287cb7972c92cacb,"04/26/2022, 07:18:30"
2868,E_M_michael_caine.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,616f337c287cb7972c92cacb,"04/26/2022, 07:18:30"
3537,E_F_jennifer_aniston.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,616f337c287cb7972c92cacb,"04/26/2022, 07:18:30"
2816,P_M_david_cameron.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,616f337c287cb7972c92cacb,"04/26/2022, 07:18:30"
2625,E_F_sandra_bullock.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,616f337c287cb7972c92cacb,"04/26/2022, 07:18:30"
2564,E_F_sandra_bullock.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,616f337c287cb7972c92cacb,"04/26/2022, 07:18:30"
3345,P_M_david_cameron.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,616f337c287cb7972c92cacb,"04/26/2022, 07:18:30"
2797,E_F_angelina_jolie.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,616f337c287cb7972c92cacb,"04/26/2022, 07:18:30"
2849,E_F_sandra_bullock.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,616f337c287cb7972c92cacb,"04/26/2022, 07:18:30"
2476,E_F_keira_knightley.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,616f337c287cb7972c92cacb,"04/26/2022, 07:18:30"
2810,E_M_robert_de_niro.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,616f337c287cb7972c92cacb,"04/26/2022, 07:18:30"
