RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,608489b0f443591db476893d,"04/26/2022, 07:43:23"
57073,E_F_sandra_bullock.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,608489b0f443591db476893d,"04/26/2022, 07:43:23"
6352,E_M_tom_hankes.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,608489b0f443591db476893d,"04/26/2022, 07:43:23"
4216,E_M_robert_de_niro.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,1,608489b0f443591db476893d,"04/26/2022, 07:43:23"
3324,E_F_angelina_jolie.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,608489b0f443591db476893d,"04/26/2022, 07:43:23"
3837,E_F_sandra_bullock.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,608489b0f443591db476893d,"04/26/2022, 07:43:23"
4745,E_F_keira_knightley.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,608489b0f443591db476893d,"04/26/2022, 07:43:23"
3431,E_F_Kate_Winslet.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,608489b0f443591db476893d,"04/26/2022, 07:43:23"
3428,E_F_jennifer_aniston.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,608489b0f443591db476893d,"04/26/2022, 07:43:23"
2774,E_F_angelina_jolie.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,608489b0f443591db476893d,"04/26/2022, 07:43:23"
3408,E_F_Kate_Winslet.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,608489b0f443591db476893d,"04/26/2022, 07:43:23"
3161,E_F_Kate_Winslet.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,608489b0f443591db476893d,"04/26/2022, 07:43:23"
2928,E_F_jennifer_aniston.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,608489b0f443591db476893d,"04/26/2022, 07:43:23"
2830,P_F_hillary_clinton.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,608489b0f443591db476893d,"04/26/2022, 07:43:23"
2840,E_M_michael_caine.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,608489b0f443591db476893d,"04/26/2022, 07:43:23"
2584,E_M_michael_caine.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,608489b0f443591db476893d,"04/26/2022, 07:43:23"
3132,E_F_jennifer_aniston.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,608489b0f443591db476893d,"04/26/2022, 07:43:23"
3312,E_F_sandra_bullock.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,608489b0f443591db476893d,"04/26/2022, 07:43:23"
2801,E_F_angelina_jolie.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,608489b0f443591db476893d,"04/26/2022, 07:43:23"
2502,E_F_keira_knightley.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,608489b0f443591db476893d,"04/26/2022, 07:43:23"
2262,E_M_Hugh_Grant.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,608489b0f443591db476893d,"04/26/2022, 07:43:23"
2714,E_F_angelina_jolie.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,608489b0f443591db476893d,"04/26/2022, 07:43:23"
3155,E_M_michael_caine.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,608489b0f443591db476893d,"04/26/2022, 07:43:23"
3542,E_F_angelina_jolie.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,608489b0f443591db476893d,"04/26/2022, 07:43:23"
3046,E_F_keira_knightley.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,608489b0f443591db476893d,"04/26/2022, 07:43:23"
2418,E_F_Kate_Winslet.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,608489b0f443591db476893d,"04/26/2022, 07:43:23"
4071,P_F_nicola_sturgeon.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,608489b0f443591db476893d,"04/26/2022, 07:43:23"
3381,E_F_angelina_jolie.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,608489b0f443591db476893d,"04/26/2022, 07:43:23"
3110,E_F_jennifer_aniston.jpg,E_F_Judi_Dench.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,608489b0f443591db476893d,"04/26/2022, 07:43:23"
2561,P_F_hillary_clinton.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,608489b0f443591db476893d,"04/26/2022, 07:43:23"
2264,E_M_Hugh_Grant.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,608489b0f443591db476893d,"04/26/2022, 07:43:23"
2674,E_M_tom_hankes.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,608489b0f443591db476893d,"04/26/2022, 07:43:23"
2757,E_F_angelina_jolie.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,608489b0f443591db476893d,"04/26/2022, 07:43:23"
2891,P_F_nicola_sturgeon.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,4,608489b0f443591db476893d,"04/26/2022, 07:43:23"
3664,E_F_Judi_Dench.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,608489b0f443591db476893d,"04/26/2022, 07:43:23"
2995,E_F_keira_knightley.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,608489b0f443591db476893d,"04/26/2022, 07:43:23"
2430,E_F_angelina_jolie.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,608489b0f443591db476893d,"04/26/2022, 07:43:23"
2817,E_M_nicolas_cage.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,608489b0f443591db476893d,"04/26/2022, 07:43:23"
2980,E_F_Kate_Winslet.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,608489b0f443591db476893d,"04/26/2022, 07:43:23"
2418,E_F_keira_knightley.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,608489b0f443591db476893d,"04/26/2022, 07:43:23"
3281,E_M_michael_caine.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,608489b0f443591db476893d,"04/26/2022, 07:43:23"
3120,E_M_Hugh_Grant.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,608489b0f443591db476893d,"04/26/2022, 07:43:23"
3506,E_M_nicolas_cage.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,608489b0f443591db476893d,"04/26/2022, 07:43:23"
2948,P_F_hillary_clinton.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,608489b0f443591db476893d,"04/26/2022, 07:43:23"
3632,P_M_bill_clinton.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,608489b0f443591db476893d,"04/26/2022, 07:43:23"
2105,E_F_sandra_bullock.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,608489b0f443591db476893d,"04/26/2022, 07:43:23"
2876,E_M_nicolas_cage.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,608489b0f443591db476893d,"04/26/2022, 07:43:23"
2705,E_M_robert_de_niro.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,608489b0f443591db476893d,"04/26/2022, 07:43:23"
2576,E_M_robert_de_niro.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,608489b0f443591db476893d,"04/26/2022, 07:43:23"
2889,P_M_boris_johnson.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,608489b0f443591db476893d,"04/26/2022, 07:43:23"
2854,E_M_Hugh_Grant.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,608489b0f443591db476893d,"04/26/2022, 07:43:23"
3287,E_M_michael_caine.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,608489b0f443591db476893d,"04/26/2022, 07:43:23"
4685,E_M_robert_de_niro.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,608489b0f443591db476893d,"04/26/2022, 07:43:23"
4874,E_F_keira_knightley.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,608489b0f443591db476893d,"04/26/2022, 07:43:23"
3647,E_F_Judi_Dench.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,608489b0f443591db476893d,"04/26/2022, 07:43:23"
2235,E_M_Hugh_Grant.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,608489b0f443591db476893d,"04/26/2022, 07:43:23"
2513,P_M_david_cameron.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,608489b0f443591db476893d,"04/26/2022, 07:43:23"
2659,E_F_Judi_Dench.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,608489b0f443591db476893d,"04/26/2022, 07:43:23"
2250,E_M_robert_de_niro.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,608489b0f443591db476893d,"04/26/2022, 07:43:23"
2577,E_F_sandra_bullock.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,608489b0f443591db476893d,"04/26/2022, 07:43:23"
2704,E_F_Judi_Dench.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,608489b0f443591db476893d,"04/26/2022, 07:43:23"
1988,P_F_nicola_sturgeon.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,608489b0f443591db476893d,"04/26/2022, 07:43:23"
2415,E_M_tom_hankes.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,608489b0f443591db476893d,"04/26/2022, 07:43:23"
5157,E_M_nicolas_cage.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,608489b0f443591db476893d,"04/26/2022, 07:43:23"
