RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5be018521142ce000192472b,"04/26/2022, 07:40:24"
10728,E_M_Hugh_Grant.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,5be018521142ce000192472b,"04/26/2022, 07:40:24"
39315,E_M_nicolas_cage.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5be018521142ce000192472b,"04/26/2022, 07:40:24"
40248,P_F_nicola_sturgeon.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5be018521142ce000192472b,"04/26/2022, 07:40:24"
6731,P_F_hillary_clinton.jpg,P_F_nicola_sturgeon.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,1,5be018521142ce000192472b,"04/26/2022, 07:40:24"
6512,E_F_Judi_Dench.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5be018521142ce000192472b,"04/26/2022, 07:40:24"
6949,E_M_tom_hankes.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5be018521142ce000192472b,"04/26/2022, 07:40:24"
11211,E_F_sandra_bullock.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5be018521142ce000192472b,"04/26/2022, 07:40:24"
7246,P_F_nicola_sturgeon.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5be018521142ce000192472b,"04/26/2022, 07:40:24"
2995,E_M_michael_caine.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5be018521142ce000192472b,"04/26/2022, 07:40:24"
6045,E_F_angelina_jolie.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5be018521142ce000192472b,"04/26/2022, 07:40:24"
3712,E_F_jennifer_aniston.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5be018521142ce000192472b,"04/26/2022, 07:40:24"
2711,P_F_tehresy_may.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5be018521142ce000192472b,"04/26/2022, 07:40:24"
2579,P_F_hillary_clinton.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5be018521142ce000192472b,"04/26/2022, 07:40:24"
2811,E_F_Judi_Dench.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5be018521142ce000192472b,"04/26/2022, 07:40:24"
2995,P_M_bill_clinton.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5be018521142ce000192472b,"04/26/2022, 07:40:24"
2662,E_M_Hugh_Grant.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5be018521142ce000192472b,"04/26/2022, 07:40:24"
3011,E_F_jennifer_aniston.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5be018521142ce000192472b,"04/26/2022, 07:40:24"
2998,E_F_jennifer_aniston.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5be018521142ce000192472b,"04/26/2022, 07:40:24"
3132,E_F_angelina_jolie.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,5be018521142ce000192472b,"04/26/2022, 07:40:24"
2527,P_M_george_Wbush.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5be018521142ce000192472b,"04/26/2022, 07:40:24"
2229,E_M_Hugh_Grant.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5be018521142ce000192472b,"04/26/2022, 07:40:24"
3094,P_F_hillary_clinton.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5be018521142ce000192472b,"04/26/2022, 07:40:24"
2530,E_M_tom_hankes.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5be018521142ce000192472b,"04/26/2022, 07:40:24"
2329,E_F_keira_knightley.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5be018521142ce000192472b,"04/26/2022, 07:40:24"
2345,E_M_nicolas_cage.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5be018521142ce000192472b,"04/26/2022, 07:40:24"
2429,P_M_bill_clinton.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5be018521142ce000192472b,"04/26/2022, 07:40:24"
2162,E_F_jennifer_aniston.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5be018521142ce000192472b,"04/26/2022, 07:40:24"
1995,E_F_angelina_jolie.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5be018521142ce000192472b,"04/26/2022, 07:40:24"
2846,E_M_michael_caine.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,5be018521142ce000192472b,"04/26/2022, 07:40:24"
2262,P_F_nicola_sturgeon.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5be018521142ce000192472b,"04/26/2022, 07:40:24"
2298,E_F_Judi_Dench.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5be018521142ce000192472b,"04/26/2022, 07:40:24"
2461,E_F_jennifer_aniston.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5be018521142ce000192472b,"04/26/2022, 07:40:24"
1912,E_F_jennifer_aniston.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5be018521142ce000192472b,"04/26/2022, 07:40:24"
2544,E_F_angelina_jolie.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5be018521142ce000192472b,"04/26/2022, 07:40:24"
2395,P_F_hillary_clinton.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5be018521142ce000192472b,"04/26/2022, 07:40:24"
2395,E_F_Kate_Winslet.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5be018521142ce000192472b,"04/26/2022, 07:40:24"
2678,E_M_tom_hankes.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5be018521142ce000192472b,"04/26/2022, 07:40:24"
2212,E_F_Judi_Dench.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5be018521142ce000192472b,"04/26/2022, 07:40:24"
2579,P_M_bill_clinton.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5be018521142ce000192472b,"04/26/2022, 07:40:24"
2879,E_M_nicolas_cage.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,5be018521142ce000192472b,"04/26/2022, 07:40:24"
2746,E_M_michael_caine.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,5be018521142ce000192472b,"04/26/2022, 07:40:24"
2978,P_F_hillary_clinton.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5be018521142ce000192472b,"04/26/2022, 07:40:24"
2512,E_F_Kate_Winslet.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5be018521142ce000192472b,"04/26/2022, 07:40:24"
2495,E_F_Judi_Dench.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,5be018521142ce000192472b,"04/26/2022, 07:40:24"
2282,E_F_Judi_Dench.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5be018521142ce000192472b,"04/26/2022, 07:40:24"
4679,P_F_hillary_clinton.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,1,5be018521142ce000192472b,"04/26/2022, 07:40:24"
2312,E_F_Kate_Winslet.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5be018521142ce000192472b,"04/26/2022, 07:40:24"
2878,P_F_nicola_sturgeon.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,1,5be018521142ce000192472b,"04/26/2022, 07:40:24"
file,isFamiliar,5be018521142ce000192472b,"04/26/2022, 07:40:24"
P_M_boris_johnson.jpg,1,5be018521142ce000192472b,"04/26/2022, 07:40:24"
E_F_Judi_Dench.jpg,1,5be018521142ce000192472b,"04/26/2022, 07:40:24"
E_F_keira_knightley.jpg,1,5be018521142ce000192472b,"04/26/2022, 07:40:24"
E_M_Hugh_Grant.jpg,1,5be018521142ce000192472b,"04/26/2022, 07:40:24"
P_M_david_cameron.jpg,1,5be018521142ce000192472b,"04/26/2022, 07:40:24"
P_M_george_Wbush.jpg,1,5be018521142ce000192472b,"04/26/2022, 07:40:24"
P_M_Tony_Blair.jpg,1,5be018521142ce000192472b,"04/26/2022, 07:40:24"
P_F_nicola_sturgeon.jpg,0,5be018521142ce000192472b,"04/26/2022, 07:40:24"
E_F_sandra_bullock.jpg,1,5be018521142ce000192472b,"04/26/2022, 07:40:24"
P_F_tehresy_may.jpg,1,5be018521142ce000192472b,"04/26/2022, 07:40:24"
E_M_robert_de_niro.jpg,1,5be018521142ce000192472b,"04/26/2022, 07:40:24"
E_F_jennifer_aniston.jpg,1,5be018521142ce000192472b,"04/26/2022, 07:40:24"
E_F_angelina_jolie.jpg,1,5be018521142ce000192472b,"04/26/2022, 07:40:24"
P_M_bill_clinton.jpg,1,5be018521142ce000192472b,"04/26/2022, 07:40:24"
P_F_hillary_clinton.jpg,0,5be018521142ce000192472b,"04/26/2022, 07:40:24"
E_M_michael_caine.jpg,1,5be018521142ce000192472b,"04/26/2022, 07:40:24"
E_M_tom_hankes.jpg,1,5be018521142ce000192472b,"04/26/2022, 07:40:24"
P_M_donald_trump.jpg,1,5be018521142ce000192472b,"04/26/2022, 07:40:24"
E_F_Kate_Winslet.jpg,1,5be018521142ce000192472b,"04/26/2022, 07:40:24"
E_M_nicolas_cage.jpg,1,5be018521142ce000192472b,"04/26/2022, 07:40:24"
age: 32,gender: Female,handedness: left,5be018521142ce000192472b,"04/26/2022, 07:40:24"
